shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.0107,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.002,0.2881,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.004,0.54601,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.006,0.7326,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.008,0.88268,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.01,1.01768,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.012,1.18237,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.014,1.31835,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.016,1.33977,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.018,1.34844,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.02,1.42739,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.022,1.44069,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.024,1.45065,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.026,1.51749,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.028,1.56391,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.03,1.56842,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.032,1.60202,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.034,1.58718,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.036,1.58457,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.038,1.59911,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.04,1.63168,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.042,1.605,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.044,1.69909,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.046,1.63201,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.048,1.6137,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.05,1.6396,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.052,1.58988,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.054,1.63904,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.056,1.62554,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.058,1.62945,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.06,1.63042,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.062,1.60365,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
0.064,1.60302,600,1000000.0,5,(210),Ni,gbs_Ni_S5_600K_1000000s-1_025
