shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.01322,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.002,0.22878,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.004,0.46555,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.006,0.61108,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.008,0.78177,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.01,0.88241,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.012,1.09987,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.014,1.13296,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.016,1.30098,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.018,1.37148,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.02,1.43934,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.022,1.4792,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.024,1.56242,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.026,1.64861,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.028,1.65501,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.03,1.69187,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.032,1.75805,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.034,1.83403,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.036,1.83556,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.038,1.8478,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.04,1.89406,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.042,1.8823,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.044,1.90856,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.046,1.91315,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.048,1.94847,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.05,1.96555,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.052,1.92977,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.054,1.97719,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.056,1.97678,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.058,1.97811,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.06,2.02802,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.062,1.9558,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.064,2.05907,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.066,2.01694,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.068,2.03621,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.07,1.98131,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.072,1.97962,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.074,2.00382,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.076,2.04638,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.078,2.02167,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.08,2.0575,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.082,2.03884,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.084,2.0382,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.086,2.01293,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.088,2.05745,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.09,2.06546,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.092,2.04608,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.094,2.02867,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.096,2.03973,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.098,2.02464,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.1,2.07951,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.102,1.94247,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.104,2.05591,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.106,2.04411,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.108,2.03304,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.11,2.05908,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.112,2.05846,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.114,2.03544,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.116,2.05539,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.118,2.03498,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.12,2.01889,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.122,2.03859,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.124,2.03,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.126,2.03363,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.128,1.98661,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.13,2.03019,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
0.132,2.03182,800,10000000.0,13,(510),Al,gbs_Al_S13_800K_10000000s-1_064
