shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.02316,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.002,0.24338,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.004,0.53086,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.006,0.77523,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.008,0.99037,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.01,1.08506,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.012,1.25154,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.014,1.36081,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.016,1.4745,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.018,1.55528,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.02,1.68541,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.022,1.72716,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.024,1.81888,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.026,1.81934,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.028,1.86818,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.03,1.94451,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.032,1.96817,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.034,2.06732,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.036,2.06379,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.038,1.99288,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.04,2.07337,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.042,2.08767,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.044,2.10575,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.046,2.11079,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.048,2.16323,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
0.05,2.16286,600,1000000.0,17,(410),Al,gbs_Al_S17_600K_1000000s-1_067
