shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.01764,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.002,0.23248,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.004,0.38172,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.006,0.52899,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.008,0.65334,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.01,0.73395,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.012,0.87656,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.014,1.03148,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.016,1.04964,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.018,1.15416,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.02,1.25983,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.022,1.19553,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.024,1.28833,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.026,1.29245,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.028,1.34683,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.03,1.46291,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.032,1.41792,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.034,1.4367,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.036,1.42404,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.038,1.45916,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.04,1.50297,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.042,1.48851,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.044,1.50862,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.046,1.50569,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.048,1.5014,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.05,1.57859,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.052,1.53174,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.054,1.53805,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.056,1.54302,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.058,1.55033,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.06,1.55552,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.062,1.62185,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.064,1.59353,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.066,1.61089,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.068,1.57837,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.07,1.52757,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.072,1.58645,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.074,1.52052,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.076,1.54449,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.078,1.54927,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.08,1.57206,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.082,1.53161,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.084,1.6065,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.086,1.57057,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.088,1.55844,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.09,1.61316,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.092,1.58991,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.094,1.56531,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.096,1.51433,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.098,1.55893,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.1,1.57489,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.102,1.60705,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.104,1.53223,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.106,1.58479,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.108,1.56969,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.11,1.59586,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.112,1.59115,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.114,1.58615,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.116,1.58823,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.118,1.57685,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.12,1.60461,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.122,1.53135,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.124,1.60148,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.126,1.57842,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.128,1.56908,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.13,1.58289,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.132,1.61766,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.134,1.57008,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.136,1.61672,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.138,1.61294,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.14,1.56029,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.142,1.54164,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
0.144,1.62625,800,10000000.0,5,(210),Al,gbs_Al_S5_800K_10000000s-1_052
