shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.0,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.002,0.36546,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.004,0.66506,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.006,0.84924,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.008,1.15561,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.01,1.25263,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.012,1.41043,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.014,1.54536,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.016,1.68724,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.018,1.81205,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.02,1.84778,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.022,1.94291,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.024,2.0076,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.026,2.0552,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.028,2.09954,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.03,2.09057,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.032,2.1831,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.034,2.22088,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.036,2.27998,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.038,2.29649,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.04,2.34,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.042,2.35472,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.044,2.34376,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.046,2.41725,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.048,2.35601,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
0.05,2.41211,800,1000000.0,17,(410),Fe,gbs_Fe_S17_800K_1000000s-1_021
