shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.0,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.002,0.21769,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.004,0.47243,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.006,0.6599,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.008,0.81248,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.01,0.90151,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.012,1.05677,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.014,1.16661,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.016,1.2151,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.018,1.36264,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.02,1.34903,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.022,1.46557,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.024,1.56582,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.026,1.57382,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.028,1.58291,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.03,1.57049,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.032,1.53919,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.034,1.68752,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.036,1.72183,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.038,1.74396,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.04,1.75678,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.042,1.73126,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.044,1.75028,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.046,1.76942,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.048,1.77486,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.05,1.77158,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.052,1.8459,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.054,1.82661,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.056,1.83181,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.058,1.77363,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.06,1.77077,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.062,1.79737,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.064,1.84361,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.066,1.8769,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.068,1.86012,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.07,1.79382,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.072,1.87208,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.074,1.83854,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.076,1.88081,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.078,1.83397,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.08,1.80902,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.082,1.79983,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
0.084,1.81377,600,10000000.0,11,(113),Al,gbs_Al_S11_600K_10000000s-1_056
