shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.0,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.002,0.31792,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.004,0.5921,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.006,0.76839,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.008,1.01324,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.01,1.1255,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.012,1.27919,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.014,1.3039,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.016,1.42422,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.018,1.5349,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.02,1.58091,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.022,1.5547,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.024,1.60693,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.026,1.64161,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.028,1.66635,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.03,1.69143,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.032,1.74022,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.034,1.81537,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.036,1.75355,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.038,1.7719,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.04,1.8265,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.042,1.7352,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.044,1.76811,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.046,1.81053,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.048,1.78781,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.05,1.82707,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.052,1.83591,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.054,1.7536,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.056,1.80184,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.058,1.81287,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.06,1.80881,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.062,1.80035,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.064,1.84297,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.066,1.82211,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.068,1.82931,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.07,1.83991,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.072,1.88261,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.074,1.83953,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.076,1.84863,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.078,1.82413,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.08,1.90966,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.082,1.87152,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.084,1.80519,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.086,1.79787,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.088,1.81575,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.09,1.82704,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.092,1.81457,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.094,1.85268,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.096,1.78528,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.098,1.78758,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.1,1.85723,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.102,1.80751,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.104,1.83592,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.106,1.81256,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.108,1.80524,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.11,1.79374,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.112,1.7882,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.114,1.81054,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.116,1.8396,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.118,1.77838,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.12,1.79463,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.122,1.80662,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.124,1.80058,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.126,1.7795,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.128,1.80901,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.13,1.79508,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.132,1.78274,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.134,1.81574,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.136,1.8089,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.138,1.87616,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.14,1.74748,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.142,1.80618,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.144,1.82893,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.146,1.81905,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.148,1.84385,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.15,1.77506,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.152,1.80976,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.154,1.78196,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.156,1.78542,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.158,1.7838,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.16,1.834,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.162,1.79612,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.164,1.81197,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.166,1.7476,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.168,1.82436,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.17,1.82735,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.172,1.82818,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.174,1.82085,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.176,1.77469,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.178,1.78034,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.18,1.80863,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.182,1.77613,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.184,1.84246,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.186,1.80992,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.188,1.81313,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.19,1.82732,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.192,1.74346,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.194,1.84927,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.196,1.77551,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.198,1.74497,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.2,1.80018,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.202,1.77343,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.204,1.83695,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.206,1.75345,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
0.208,1.79754,600,10000000.0,5,(210),Ti,gbs_Ti_S5_600K_10000000s-1_074
