shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.00084,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.002,0.16274,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.004,0.1906,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.006,0.36901,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.008,0.45468,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.01,0.54626,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.012,0.62507,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.014,0.65565,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.016,0.72268,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.018,0.75154,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.02,0.84976,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.022,0.89961,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.024,0.85891,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.026,0.94287,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.028,0.98936,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.03,1.03776,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.032,1.04638,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.034,1.05525,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.036,1.12135,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.038,1.10354,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.04,1.08282,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
0.042,1.11832,800,1000000.0,17,(410),Cu,gbs_Cu_S17_800K_1000000s-1_117
