shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.04918,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.002,0.37512,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.004,0.55749,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.006,0.8485,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.008,1.01586,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.01,1.18309,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.012,1.30023,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.014,1.46672,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.016,1.54764,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.018,1.60664,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.02,1.70948,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.022,1.73818,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.024,1.77717,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.026,1.88968,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.028,1.86861,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.03,1.92158,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.032,1.90501,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.034,1.90567,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.036,2.03548,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.038,1.97164,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.04,1.95282,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.042,2.02488,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.044,2.02635,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.046,2.00006,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.048,2.05797,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.05,2.01444,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.052,2.0969,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.054,2.12654,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.056,2.12978,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.058,2.06566,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.06,2.10862,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.062,2.04659,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.064,2.03005,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.066,2.07067,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.068,2.03944,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.07,2.04704,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.072,2.00755,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.074,2.11002,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.076,2.06358,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.078,2.06188,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.08,2.10433,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.082,2.06315,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.084,2.07839,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.086,2.05741,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.088,2.077,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.09,2.07414,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.092,2.08402,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.094,2.07711,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
0.096,2.08559,600,1000000.0,5,(210),Ti,gbs_Ti_S5_600K_1000000s-1_073
