shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.00255,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.002,0.1932,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.004,0.37008,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.006,0.55303,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.008,0.72903,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.01,0.85859,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.012,1.00559,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.014,1.02653,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.016,1.11494,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.018,1.25504,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.02,1.34794,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.022,1.36458,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.024,1.49451,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.026,1.48053,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.028,1.53311,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.03,1.60506,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.032,1.62742,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.034,1.66307,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.036,1.7239,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.038,1.71386,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.04,1.77011,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.042,1.77837,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.044,1.77442,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.046,1.78959,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.048,1.80568,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.05,1.82151,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.052,1.85583,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.054,1.79731,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.056,1.83715,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.058,1.8709,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.06,1.83395,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.062,1.88886,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.064,1.91807,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.066,1.88378,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.068,1.8757,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.07,1.88217,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.072,1.87183,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.074,1.8938,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.076,1.92352,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.078,1.86584,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.08,1.93721,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.082,1.90338,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.084,1.91652,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.086,1.85276,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.088,1.92176,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.09,1.89479,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.092,1.88485,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.094,1.92044,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.096,1.93582,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.098,1.91463,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.1,1.93123,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.102,1.89185,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.104,1.97552,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.106,1.94612,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.108,1.89871,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.11,1.95453,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.112,1.91505,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.114,1.90401,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.116,1.92245,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.118,1.89218,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.12,1.93696,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.122,1.87444,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.124,1.90808,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.126,1.9249,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.128,1.87335,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.13,1.9063,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.132,1.89867,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.134,1.88569,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.136,1.87115,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.138,1.87977,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.14,1.90771,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.142,1.9207,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.144,1.91228,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.146,1.91643,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.148,1.97325,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.15,1.9065,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.152,1.93328,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.154,1.9382,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.156,1.90365,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.158,1.91526,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.16,1.87538,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.162,1.88291,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.164,1.89794,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.166,1.893,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.168,1.89707,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.17,1.89061,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.172,1.94322,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.174,1.90417,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.176,1.91897,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.178,1.85754,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.18,1.96006,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.182,1.90385,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.184,1.88908,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.186,1.83498,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.188,1.91714,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.19,1.87752,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.192,1.86475,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.194,1.91922,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.196,1.89033,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.198,1.95881,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.2,1.91315,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.202,1.87705,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.204,1.90398,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.206,1.8668,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.208,1.84982,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.21,1.89468,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.212,1.85852,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.214,1.86401,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.216,1.87233,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.218,1.88699,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.22,1.89172,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.222,1.92927,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.224,1.8672,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.226,1.88562,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.228,1.8786,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.23,1.8382,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.232,1.88935,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.234,1.83909,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.236,1.83765,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.238,1.83725,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
0.24,1.86224,1000,10000000.0,11,(113),Fe,gbs_Fe_S11_1000K_10000000s-1_012
