shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.0,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.002,0.34849,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.004,0.6404,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.006,0.88719,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.008,1.05212,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.01,1.31922,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.012,1.49182,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.014,1.6188,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.016,1.78162,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.018,1.84761,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.02,1.97461,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.022,1.99883,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.024,2.12907,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.026,2.15793,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.028,2.32019,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.03,2.3304,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.032,2.33668,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.034,2.35471,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.036,2.39888,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.038,2.42877,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.04,2.43975,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.042,2.50269,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.044,2.53154,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.046,2.49352,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.048,2.51627,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.05,2.52395,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.052,2.54768,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.054,2.58584,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.056,2.59607,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
0.058,2.56338,600,1000000.0,13,(510),Ti,gbs_Ti_S13_600K_1000000s-1_085
