shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.00409,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.002,0.13232,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.004,0.25409,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.006,0.29144,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.008,0.39426,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.01,0.53652,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.012,0.54356,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.014,0.58642,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.016,0.61899,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.018,0.73884,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.02,0.70311,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.022,0.76901,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.024,0.78835,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.026,0.85247,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.028,0.90797,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.03,0.92436,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.032,0.91753,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.034,0.94143,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.036,0.94621,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.038,0.97801,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.04,0.92098,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.042,0.9866,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.044,1.02682,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.046,0.93916,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.048,1.00895,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.05,1.04624,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.052,0.98606,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.054,1.02377,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.056,1.05826,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.058,1.069,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.06,1.07167,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.062,1.00501,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.064,0.99655,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.066,1.04543,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.068,1.0593,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.07,1.03995,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.072,1.03075,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.074,1.05119,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.076,1.04777,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.078,1.09024,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.08,1.00419,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.082,1.06854,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.084,1.08548,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
0.086,1.0424,1000,1000000.0,17,(410),Cu,gbs_Cu_S17_1000K_1000000s-1_119
