shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.0204,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.002,0.24897,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.004,0.37013,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.006,0.59573,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.008,0.71541,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.01,0.8485,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.012,0.98321,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.014,1.06062,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.016,1.10723,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.018,1.19152,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.02,1.20452,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.022,1.28072,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.024,1.35917,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.026,1.40147,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.028,1.43123,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.03,1.39448,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.032,1.48941,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.034,1.48565,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.036,1.46747,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.038,1.549,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.04,1.5659,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.042,1.53138,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.044,1.58041,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.046,1.59456,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.048,1.59033,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.05,1.57153,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.052,1.5719,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.054,1.58988,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.056,1.57526,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.058,1.5871,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.06,1.60273,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.062,1.57534,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.064,1.61919,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.066,1.66095,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.068,1.58977,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.07,1.62427,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.072,1.60395,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.074,1.62996,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.076,1.63148,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.078,1.57093,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.08,1.57381,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.082,1.60467,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.084,1.61623,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.086,1.67441,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.088,1.61578,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.09,1.57628,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.092,1.67066,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.094,1.58049,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.096,1.63923,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.098,1.63796,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.1,1.6225,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.102,1.5774,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.104,1.62629,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.106,1.62419,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.108,1.58911,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.11,1.61396,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.112,1.64085,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.114,1.63536,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.116,1.5663,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.118,1.66404,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.12,1.5942,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.122,1.63816,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.124,1.61455,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
0.126,1.62672,800,10000000.0,13,(510),Cu,gbs_Cu_S13_800K_10000000s-1_112
