shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.0,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.002,0.19214,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.004,0.48904,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.006,0.70783,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.008,0.84177,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.01,0.94592,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.012,1.10066,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.014,1.2135,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.016,1.23586,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.018,1.27302,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.02,1.35414,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.022,1.40741,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.024,1.45383,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.026,1.4886,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.028,1.56293,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.03,1.55095,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.032,1.56139,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.034,1.57691,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.036,1.62913,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
0.038,1.60793,600,10000000.0,17,(410),Ni,gbs_Ni_S17_600K_10000000s-1_044
