shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.0,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.002,0.24664,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.004,0.49422,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.006,0.65979,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.008,0.79861,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.01,0.93629,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.012,1.00532,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.014,1.17945,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.016,1.21661,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.018,1.32034,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.02,1.35436,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.022,1.4081,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.024,1.42282,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.026,1.50627,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.028,1.5617,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.03,1.53562,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.032,1.52429,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.034,1.63268,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.036,1.62445,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.038,1.66462,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.04,1.68779,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.042,1.67342,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.044,1.68092,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.046,1.64198,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.048,1.63602,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.05,1.70834,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.052,1.65234,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.054,1.68007,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.056,1.64968,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.058,1.71939,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.06,1.73284,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.062,1.68225,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.064,1.69357,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.066,1.68716,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.068,1.63839,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.07,1.67494,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.072,1.72619,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.074,1.66465,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.076,1.74188,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.078,1.71285,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.08,1.69974,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.082,1.73426,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.084,1.69587,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.086,1.73281,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.088,1.68055,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.09,1.72252,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.092,1.66369,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.094,1.66982,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.096,1.69488,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.098,1.70464,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.1,1.65969,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.102,1.69989,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.104,1.66471,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.106,1.69096,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.108,1.70997,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.11,1.73899,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.112,1.67507,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.114,1.66491,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.116,1.71828,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.118,1.64691,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.12,1.68598,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.122,1.66862,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.124,1.66717,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.126,1.63145,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.128,1.68505,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.13,1.66971,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.132,1.63855,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.134,1.72704,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.136,1.65043,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.138,1.68536,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.14,1.66532,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.142,1.67195,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.144,1.68864,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.146,1.58321,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.148,1.71572,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.15,1.70983,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.152,1.71408,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.154,1.63563,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.156,1.6736,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.158,1.68166,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.16,1.657,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.162,1.66136,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.164,1.65642,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.166,1.63162,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.168,1.70685,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.17,1.68745,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.172,1.62533,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.174,1.65478,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.176,1.67044,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.178,1.68424,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.18,1.70213,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.182,1.6303,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.184,1.60406,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.186,1.6357,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.188,1.64768,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.19,1.67593,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.192,1.60143,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.194,1.62961,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.196,1.66898,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.198,1.64605,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.2,1.67889,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.202,1.62736,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.204,1.61646,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.206,1.61949,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.208,1.65373,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.21,1.683,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.212,1.65951,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.214,1.62725,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.216,1.67751,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.218,1.69157,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.22,1.64477,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.222,1.65027,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.224,1.67518,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.226,1.58935,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.228,1.71584,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.23,1.67016,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.232,1.70108,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.234,1.61403,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.236,1.64821,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.238,1.61697,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
0.24,1.66315,600,10000000.0,11,(113),Ni,gbs_Ni_S11_600K_10000000s-1_032
