shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.01111,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.002,0.15287,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.004,0.38387,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.006,0.54329,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.008,0.67137,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.01,0.80426,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.012,0.96507,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.014,0.99685,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.016,1.10327,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.018,1.22472,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.02,1.30711,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.022,1.40344,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.024,1.42821,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.026,1.48168,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.028,1.57042,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.03,1.55285,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.032,1.55497,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.034,1.67761,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.036,1.69785,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.038,1.67912,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.04,1.78276,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.042,1.78732,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.044,1.7747,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.046,1.82161,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.048,1.83575,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.05,1.82161,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.052,1.84708,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.054,1.89826,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.056,1.89796,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.058,1.95284,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.06,1.95001,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.062,1.90878,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
0.064,1.9356,1000,1000000.0,11,(113),Fe,gbs_Fe_S11_1000K_1000000s-1_011
