shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.0,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.002,0.16193,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.004,0.296,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.006,0.39613,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.008,0.45334,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.01,0.57991,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.012,0.69033,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.014,0.72596,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.016,0.77778,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.018,0.80856,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.02,0.88828,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.022,0.94806,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.024,0.96026,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.026,1.00327,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.028,0.97604,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.03,1.0649,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.032,0.99923,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.034,1.12807,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.036,1.16314,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.038,1.16001,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.04,1.15827,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.042,1.16359,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.044,1.18435,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
0.046,1.18966,1000,10000000.0,11,(113),Ni,gbs_Ni_S11_1000K_10000000s-1_036
