frequency_hz,TL_dB_sensor1,TL_dB_sensor2,TL_dB_sensor3
0.0,-32.736492,-36.052166,-42.41892
9.765625,-37.222485,-38.416046,-40.174694
19.53125,-38.87293,-36.835056,-41.556583
29.296875,-37.21078,-32.49312,-43.001575
39.0625,-32.4571,-26.37888,-40.184498
48.828125,-36.197044,-31.876656,-36.891636
58.59375,-35.945286,-30.313484,-37.268417
68.359375,-28.15001,-25.01363,-32.541233
78.125,-23.095358,-23.652279,-30.469294
87.890625,-30.841663,-22.178127,-36.838997
97.65625,-29.463331,-26.265251,-33.81802
107.421875,-24.72476,-21.93387,-27.874983
117.1875,-18.427635,-16.93927,-25.774279
126.953125,-19.329819,-12.305616,-22.711105
136.71875,-12.031217,-16.212439,-13.391951
146.48438,-14.639215,-13.884829,-16.030281
156.25,-7.612185,-9.73693,-12.064477
166.01562,-6.949114,-1.7439137,-6.0852137
175.78125,-4.5518174,-1.5443189,-1.7963037
185.54688,-0.037966233,-0.32220992,1.256597
195.3125,-0.9097142,0.19074456,-5.096284
205.07812,0.46236104,-0.39878106,-0.03389734
214.84375,-0.3226298,-0.43346342,0.3243217
224.60938,-0.2716214,0.03067192,-0.7301414
234.375,0.08575241,0.29897875,0.45602885
244.14062,0.16784199,-0.041080832,0.17983095
253.90625,-0.1978174,0.18396369,0.08291199
263.67188,0.017155388,-0.018205397,-0.12087009
273.4375,0.006573682,0.11945065,0.0033204176
283.20312,-0.13021454,0.09636648,0.17826104
292.96875,0.15097323,0.018260347,-0.011355216
302.73438,0.050823137,0.06604039,0.093672834
312.5,-0.03881656,0.064148225,-0.029881785
322.26562,-0.045329884,0.06897034,0.08304607
332.03125,-0.05717972,0.06608576,0.22559711
341.79688,-0.053877164,0.054544643,0.1659862
351.5625,-0.051796924,0.04688693,0.12704495
361.32812,-0.018727401,0.042421155,0.17330064
371.09375,0.019512948,0.03803906,0.22768703
380.85938,0.046265118,0.02393539,0.14538729
390.625,0.07653635,0.040872563,0.07555959
400.39062,0.12072979,0.052133907,0.09330194
410.15625,0.15908515,0.06909773,0.106904164
419.92188,0.14762424,0.118366614,0.12513994
429.6875,0.084148616,0.07198692,0.15199718
439.45312,0.03427153,0.04525539,0.16212909
449.21875,0.021295344,0.09550356,0.20018148
458.98438,0.016555615,0.09470582,0.12431292
468.75,0.025596572,0.09124368,0.1272189
478.51562,0.04416599,0.082429424,0.13550676
488.28125,0.09210136,0.045792814,0.111012466
498.04688,0.06666396,0.17307876,0.23146378
507.8125,-0.06446254,0.20312363,0.11510076
517.5781,-0.061253425,0.2161572,0.20510092
527.34375,0.031065684,0.11034981,0.21920227
537.1094,-0.0023508233,-0.015149754,0.30592513
546.875,-0.028303333,0.08823943,0.19621857
556.6406,-0.0020276036,0.051679123,0.04900419
566.40625,0.040014453,0.093588226,0.18921824
576.1719,-0.020456081,0.114729665,0.2413745
585.9375,0.027657364,0.011157522,0.20394519
595.7031,-0.00051723246,0.112564005,0.21330863
605.46875,0.05035184,0.126608,0.22620311
615.2344,0.1166095,0.11257914,0.15894142
625.0,0.038440883,0.13730188,0.22768211
634.7656,0.09231322,0.097440846,0.19345595
644.53125,0.14455259,0.1428892,0.21410117
654.2969,0.016186837,0.085805714,0.19012071
664.0625,0.018191265,0.1037879,0.18357363
673.8281,0.013400144,0.09742464,0.1822379
683.59375,-0.01926221,0.07493525,0.18278642
693.3594,0.0040735756,0.11053252,0.0048612515
