Current_Density_A_per_m2,Voltage_V,Power_Density_W_per_m2,Anode_Overpotential_V,Cathode_Overpotential_V,Ohmic_Overpotential_V,Ni_Oxidation_Risk_V,Anode_Conc_Overpotential_V,Cathode_Conc_Overpotential_V
0.0,1.3810292776548372,0.0,0.0,0.0,0.0,0,0.0,0.0
100.0,2.257004404850972,225.7004404850972,-0.6290644612653915,-0.25043211987942354,0.0035172154235516275,0,3.2110038855617737e-06,1.0275212433797678e-06
200.0,2.0611741415922165,412.2348283184433,-0.5008642397588471,-0.18633200912615136,0.007034430847103255,0,1.2844015542247095e-05,4.110084973519071e-06
300.0,1.9451472502948086,583.5441750884426,-0.42587191759337273,-0.14883584804341418,0.010551646270654882,0,2.889903497005597e-05,9.247691190417909e-06
400.0,1.8617885161837495,744.7154064734998,-0.3726640182523027,-0.12223189837287919,0.01406886169420651,0,5.137606216898838e-05,1.6440339894076286e-05
500.0,1.7963262744234278,898.1631372117139,-0.33139276517856303,-0.10159627183600935,0.017586077117758135,0,8.027509713904434e-05,2.568803108449419e-05
600.0,1.742180831585856,1045.3084989515137,-0.29767169608682836,-0.08473573729014201,0.021103292541309764,0,0.00011559613988022388,3.6990764761671636e-05
700.0,1.6958423788205639,1187.0896651743947,-0.269160938410119,-0.07048035845178734,0.024620507964861392,0,0.00015733919039252693,5.034854092560862e-05
800.0,1.6552158730235373,1324.17269841883,-0.24446379674575838,-0.058131787619607016,0.02813772338841302,0,0.00020550424867595352,6.576135957630514e-05
900.0,1.6189499684361872,1457.0549715925686,-0.2226793739213541,-0.047239576207404856,0.03165493881196465,0,0.00026009131473050365,8.322922071376118e-05
1000.0,1.5861219756611826,1586.1219756611827,-0.2031925436720187,-0.03749616108273717,0.03517215423551627,0,0.00032110038855617736,0.00010275212433797676
1100.0,1.5560737779059148,1711.6811556965063,-0.18556456146934663,-0.02868216998140116,0.0386893696590679,0,0.00038853147015297456,0.0001243300704489519
1200.0,1.5283194460708043,1833.983335284965,-0.16947147458028403,-0.020635626536869837,0.04220658508261953,0,0.00046238455952089553,0.00014796305904668655
1300.0,1.502489960240736,1953.2369483129569,-0.15466726972808886,-0.01323352411077225,0.045723800506171156,0,0.0005426596566599399,0.00017365109013118074
1400.0,1.4782984754019317,2069.6178655627045,-0.14096071690357467,-0.0063802476985151575,0.049241015929722784,0,0.0006293567615701077,0.00020139416370243448
1500.0,1.4555175996540952,2183.276399481143,-0.12820022150654437,0.0,0.05275823135327441,0,0.0007224758742513991,0.00023119227976044776
1600.0,1.433964020550551,2294.3424328808815,-0.11626357523921403,0.0059683231336651685,0.05627544677682604,0,0.0008220169947038141,0.00026304543830522057
1700.0,1.4134878003649163,2402.9292606203576,-0.10505081961732878,0.011574700944607785,0.05979266220037766,0,0.0009279801229273526,0.00029695363933675284
1800.0,1.3939647357580733,2509.136524364532,-0.09447915241480971,0.016860534545867324,0.0633098776239293,0,0.0010403652589220146,0.0003329168828550447
1900.0,1.3752907859298054,2613.0524932666303,-0.08447921309817961,0.021860504204182372,0.06682709304748093,0,0.0011591724026878004,0.0003709351688600962
2000.0,1.3573779316271675,2714.755863254335,-0.07499232216547434,0.026603949670535004,0.07034430847103254,0,0.0012844015542247094,0.00041100849735190703
2100.0,1.340151045532268,2814.317195617763,-0.06596839473810034,0.031115913384222007,0.07386152389458417,0,0.0014160527135327421,0.0004531368683304776
2200.0,1.323545491365225,2911.800081003495,-0.05736433996280232,0.03541794077187102,0.0773787393181358,0,0.0015541258806118982,0.0004973202817958076
2300.0,1.3075052571171257,3007.262091369389,-0.04914281650030531,0.03952870250311952,0.08089595474168743,0,0.0016986210554621787,0.000543558737747897
2400.0,1.291981485872665,3100.7555660943963,-0.041271253073739675,0.043464484216402345,0.08441317016523905,0,0.0018495382380835821,0.0005918522361867462
2500.0,1.2769313067447878,3192.3282668619695,-0.03372106909173465,0.047239576207404856,0.08793038558879068,0,0.002006877428476109,0.0006422007771123547
2600.0,1.2623168952343748,3282.023927609375,-0.0264670482215445,0.05086658664249992,0.09144760101234231,0,0.0021706386266397595,0.000694604360524723
2700.0,1.2481047110206758,3369.8827197558244,-0.019486830249335365,0.0543566956286045,0.09496481643589394,0,0.0023408218325745335,0.0007490629864238506
2800.0,1.2342648744365747,3455.9416484224093,-0.012760495397030315,0.05771986305475702,0.09848203185944557,0,0.002517427046280431,0.0008055766548097379
2900.0,1.2207706524083088,3540.2348919840956,-0.006270221615453916,0.06096499994554522,0.1019992472829972,0,0.0027004542677574518,0.0008641453656823845
3000.0,1.207598031578969,3622.794094736907,0.0,0.06410011075327218,0.10551646270654882,0,0.0028899034970055965,0.0009247691190417911
3100.0,1.1947253614528854,3703.648620503945,0.006064603113110753,0.06713241230982755,0.10903367813010045,0,0.003085774734024865,0.0009874479148879566
