Mix_ID,Temperature_C,Data_Type,Property_Type,Compressive_Strength_MPa,Compressive_Strength_Std,Elastic_Modulus_GPa,Elastic_Modulus_Std,Tensile_Strength_MPa,Tensile_Strength_Std,Poissons_Ratio,Poissons_Ratio_Std,Fracture_Energy_N_m,Fracture_Energy_Std
C,20.0,Calibration,Mechanical,45.0,5.3999999999999995,35.0,5.25,3.5,0.63,0.18,0.0144,150.0,30.0
C,25.0,Validation,Mechanical,44.82692307692308,5.3792307692307695,34.842948717948715,5.226442307692307,3.482051282051282,0.6267692307692307,0.18023076923076922,0.014418461538461538,149.51923076923077,29.903846153846157
C,30.0,Calibration,Mechanical,44.65384615384615,5.358461538461539,34.68589743589744,5.202884615384615,3.4641025641025642,0.6235384615384615,0.18046153846153845,0.014436923076923076,149.03846153846155,29.80769230769231
C,35.0,Calibration,Mechanical,44.48076923076923,5.337692307692308,34.52884615384615,5.179326923076923,3.4461538461538463,0.6203076923076923,0.18069230769230768,0.014455384615384615,148.55769230769232,29.711538461538467
C,40.0,Calibration,Mechanical,44.30769230769231,5.316923076923077,34.37179487179487,5.15576923076923,3.428205128205128,0.617076923076923,0.1809230769230769,0.014473846153846153,148.0769230769231,29.61538461538462
C,45.0,Calibration,Mechanical,44.13461538461538,5.296153846153845,34.21474358974359,5.132211538461538,3.41025641025641,0.6138461538461538,0.18115384615384614,0.014492307692307691,147.59615384615387,29.519230769230774
C,50.0,Calibration,Mechanical,43.96153846153846,5.275384615384615,34.05769230769231,5.108653846153846,3.3923076923076922,0.6106153846153846,0.18138461538461537,0.01451076923076923,147.1153846153846,29.423076923076923
C,55.0,Calibration,Mechanical,43.78846153846154,5.254615384615384,33.90064102564103,5.0850961538461545,3.3743589743589744,0.6073846153846154,0.1816153846153846,0.014529230769230768,146.6346153846154,29.32692307692308
C,60.0,Calibration,Mechanical,43.61538461538461,5.233846153846153,33.743589743589745,5.061538461538461,3.3564102564102565,0.6041538461538462,0.18184615384615382,0.014547692307692307,146.15384615384616,29.230769230769234
C,65.0,Calibration,Mechanical,43.44230769230769,5.213076923076923,33.58653846153846,5.037980769230769,3.338461538461538,0.6009230769230769,0.18207692307692305,0.014566153846153845,145.67307692307693,29.134615384615387
C,70.0,Calibration,Mechanical,43.269230769230774,5.1923076923076925,33.42948717948718,5.0144230769230775,3.3205128205128203,0.5976923076923076,0.18230769230769228,0.014584615384615383,145.19230769230768,29.038461538461537
C,75.0,Calibration,Mechanical,43.09615384615385,5.171538461538462,33.2724358974359,4.990865384615384,3.3025641025641024,0.5944615384615384,0.1825384615384615,0.014603076923076922,144.71153846153845,28.942307692307693
C,80.0,Calibration,Mechanical,42.92307692307692,5.15076923076923,33.11538461538461,4.967307692307692,3.2846153846153845,0.5912307692307692,0.18276923076923074,0.01462153846153846,144.23076923076923,28.846153846153847
C,85.0,Calibration,Mechanical,42.75,5.13,32.958333333333336,4.9437500000000005,3.2666666666666666,0.588,0.183,0.01464,143.75,28.75
C,90.0,Calibration,Mechanical,42.57692307692307,5.109230769230769,32.80128205128205,4.920192307692307,3.2487179487179487,0.5847692307692307,0.18323076923076922,0.014658461538461539,143.26923076923077,28.653846153846157
C,95.0,Validation,Mechanical,42.40384615384615,5.088461538461538,32.64423076923077,4.896634615384615,3.230769230769231,0.5815384615384616,0.18346153846153845,0.014676923076923077,142.78846153846152,28.557692307692307
C,100.0,Validation,Mechanical,42.23076923076923,5.067692307692308,32.48717948717949,4.8730769230769235,3.2128205128205125,0.5783076923076922,0.18369230769230768,0.014695384615384615,142.3076923076923,28.46153846153846
C,105.0,Validation,Mechanical,42.05769230769231,5.046923076923076,32.330128205128204,4.84951923076923,3.1948717948717946,0.575076923076923,0.1839230769230769,0.014713846153846154,141.82692307692307,28.365384615384613
C,110.0,Validation,Mechanical,41.88461538461539,5.026153846153846,32.17307692307693,4.825961538461539,3.1769230769230767,0.5718461538461538,0.18415384615384614,0.014732307692307692,141.34615384615384,28.26923076923077
C,115.0,Calibration,Mechanical,41.71153846153846,5.005384615384615,32.01602564102564,4.8024038461538465,3.158974358974359,0.5686153846153845,0.18438461538461537,0.01475076923076923,140.8653846153846,28.173076923076923
C,120.0,Validation,Mechanical,41.53846153846154,4.984615384615385,31.858974358974358,4.778846153846153,3.141025641025641,0.5653846153846154,0.1846153846153846,0.014769230769230769,140.3846153846154,28.07692307692308
C,125.0,Validation,Mechanical,41.36538461538461,4.963846153846154,31.701923076923077,4.755288461538461,3.1230769230769226,0.562153846153846,0.18484615384615383,0.014787692307692307,139.90384615384616,27.980769230769234
C,130.0,Calibration,Mechanical,41.19230769230769,4.943076923076923,31.544871794871796,4.7317307692307695,3.1051282051282048,0.5589230769230769,0.18507692307692306,0.014806153846153844,139.42307692307693,27.884615384615387
C,135.0,Validation,Mechanical,41.01923076923077,4.922307692307692,31.387820512820515,4.708173076923077,3.087179487179487,0.5556923076923076,0.18530769230769228,0.014824615384615382,138.9423076923077,27.788461538461544
C,140.0,Calibration,Mechanical,40.84615384615385,4.901538461538461,31.23076923076923,4.684615384615384,3.069230769230769,0.5524615384615384,0.1855384615384615,0.01484307692307692,138.46153846153848,27.692307692307697
C,145.0,Calibration,Mechanical,40.67307692307693,4.880769230769231,31.07371794871795,4.6610576923076925,3.051282051282051,0.5492307692307692,0.18576923076923074,0.014861538461538459,137.98076923076923,27.596153846153847
C,150.0,Validation,Mechanical,40.5,4.859999999999999,30.916666666666664,4.637499999999999,3.033333333333333,0.5459999999999999,0.186,0.01488,137.5,27.5
C,155.0,Calibration,Mechanical,40.32692307692308,4.8392307692307694,30.759615384615383,4.613942307692307,3.0153846153846153,0.5427692307692308,0.18623076923076926,0.014898461538461541,137.01923076923077,27.403846153846157
C,160.0,Calibration,Mechanical,40.15384615384615,4.818461538461539,30.602564102564102,4.5903846153846155,2.9974358974358974,0.5395384615384615,0.18646153846153848,0.01491692307692308,136.53846153846155,27.30769230769231
C,165.0,Calibration,Mechanical,39.980769230769226,4.797692307692307,30.44551282051282,4.566826923076923,2.9794871794871796,0.5363076923076923,0.1866923076923077,0.014935384615384618,136.05769230769232,27.211538461538467
C,170.0,Calibration,Mechanical,39.80769230769231,4.776923076923077,30.28846153846154,4.543269230769231,2.9615384615384617,0.5330769230769231,0.18692307692307694,0.014953846153846156,135.57692307692307,27.115384615384613
