Mix_ID,Temperature_C,Data_Type,Property_Type,Porosity,Porosity_Std,Permeability_m2,Permeability_Std,Water_Diffusivity_m2_s,Water_Diffusivity_Std,Vapor_Diffusivity_m2_s,Vapor_Diffusivity_Std
C,20.0,Calibration,Transport,0.15,0.018,1e-16,2.5e-17,1e-10,3e-11,1e-08,2.5e-09
C,25.0,Calibration,Transport,0.15028846153846154,0.018034615384615385,1.0128205128205127e-16,2.532051282051282e-17,1.0096153846153847e-10,3.028846153846154e-11,1.0128205128205127e-08,2.532051282051282e-09
C,30.0,Calibration,Transport,0.15057692307692308,0.018069230769230768,1.0256410256410255e-16,2.5641025641025638e-17,1.0192307692307692e-10,3.0576923076923073e-11,1.0256410256410256e-08,2.564102564102564e-09
C,35.0,Calibration,Transport,0.1508653846153846,0.01810384615384615,1.0384615384615385e-16,2.5961538461538463e-17,1.0288461538461538e-10,3.086538461538461e-11,1.0384615384615385e-08,2.5961538461538463e-09
C,40.0,Validation,Transport,0.15115384615384614,0.018138461538461537,1.0512820512820513e-16,2.6282051282051282e-17,1.0384615384615385e-10,3.115384615384615e-11,1.0512820512820514e-08,2.6282051282051285e-09
C,45.0,Calibration,Transport,0.15144230769230768,0.01817307692307692,1.064102564102564e-16,2.66025641025641e-17,1.0480769230769231e-10,3.144230769230769e-11,1.0641025641025641e-08,2.6602564102564103e-09
C,50.0,Calibration,Transport,0.15173076923076922,0.018207692307692307,1.0769230769230768e-16,2.692307692307692e-17,1.0576923076923078e-10,3.173076923076923e-11,1.0769230769230768e-08,2.692307692307692e-09
C,55.0,Calibration,Transport,0.15201923076923077,0.018242307692307693,1.0897435897435896e-16,2.724358974358974e-17,1.0673076923076924e-10,3.201923076923077e-11,1.0897435897435897e-08,2.7243589743589743e-09
C,60.0,Calibration,Transport,0.15230769230769228,0.018276923076923073,1.1025641025641026e-16,2.7564102564102565e-17,1.0769230769230769e-10,3.2307692307692306e-11,1.1025641025641026e-08,2.7564102564102565e-09
C,65.0,Validation,Transport,0.15259615384615383,0.01831153846153846,1.1153846153846155e-16,2.788461538461539e-17,1.0865384615384615e-10,3.2596153846153846e-11,1.1153846153846155e-08,2.7884615384615387e-09
C,70.0,Calibration,Transport,0.15288461538461537,0.018346153846153842,1.1282051282051281e-16,2.8205128205128203e-17,1.0961538461538463e-10,3.2884615384615386e-11,1.1282051282051282e-08,2.8205128205128205e-09
C,75.0,Validation,Transport,0.1531730769230769,0.01838076923076923,1.141025641025641e-16,2.8525641025641026e-17,1.1057692307692309e-10,3.3173076923076926e-11,1.141025641025641e-08,2.8525641025641023e-09
C,80.0,Calibration,Transport,0.15346153846153845,0.018415384615384615,1.1538461538461537e-16,2.884615384615384e-17,1.1153846153846155e-10,3.3461538461538466e-11,1.1538461538461538e-08,2.8846153846153845e-09
C,85.0,Validation,Transport,0.15374999999999997,0.018449999999999994,1.1666666666666668e-16,2.916666666666667e-17,1.125e-10,3.375e-11,1.1666666666666667e-08,2.9166666666666667e-09
C,90.0,Calibration,Transport,0.1540384615384615,0.01848461538461538,1.1794871794871794e-16,2.9487179487179486e-17,1.1346153846153846e-10,3.403846153846154e-11,1.1794871794871796e-08,2.948717948717949e-09
C,95.0,Calibration,Transport,0.15432692307692306,0.018519230769230767,1.1923076923076923e-16,2.980769230769231e-17,1.1442307692307692e-10,3.432692307692307e-11,1.1923076923076923e-08,2.9807692307692307e-09
C,100.0,Calibration,Transport,0.1546153846153846,0.01855384615384615,1.205128205128205e-16,3.0128205128205125e-17,1.1538461538461537e-10,3.461538461538461e-11,1.205128205128205e-08,3.0128205128205125e-09
C,105.0,Calibration,Transport,0.15490384615384617,0.01858846153846154,1.217948717948718e-16,3.044871794871795e-17,1.1634615384615386e-10,3.490384615384616e-11,1.217948717948718e-08,3.044871794871795e-09
C,110.0,Calibration,Transport,0.1551923076923077,0.018623076923076926,1.2307692307692308e-16,3.076923076923077e-17,1.173076923076923e-10,3.519230769230769e-11,1.2307692307692308e-08,3.076923076923077e-09
C,115.0,Validation,Transport,0.15548076923076923,0.018657692307692306,1.2435897435897437e-16,3.108974358974359e-17,1.1826923076923077e-10,3.548076923076923e-11,1.2435897435897437e-08,3.108974358974359e-09
C,120.0,Validation,Transport,0.15576923076923077,0.018692307692307692,1.2564102564102563e-16,3.141025641025641e-17,1.1923076923076923e-10,3.5769230769230767e-11,1.2564102564102564e-08,3.141025641025641e-09
C,125.0,Calibration,Transport,0.15605769230769231,0.01872692307692308,1.2692307692307692e-16,3.173076923076923e-17,1.201923076923077e-10,3.6057692307692306e-11,1.2692307692307693e-08,3.173076923076923e-09
C,130.0,Calibration,Transport,0.15634615384615386,0.01876153846153846,1.2820512820512818e-16,3.2051282051282046e-17,1.2115384615384616e-10,3.6346153846153846e-11,1.282051282051282e-08,3.205128205128205e-09
C,135.0,Validation,Transport,0.1566346153846154,0.018796153846153848,1.294871794871795e-16,3.2371794871794874e-17,1.2211538461538462e-10,3.6634615384615386e-11,1.294871794871795e-08,3.2371794871794876e-09
C,140.0,Calibration,Transport,0.15692307692307692,0.01883076923076923,1.3076923076923076e-16,3.269230769230769e-17,1.2307692307692308e-10,3.6923076923076926e-11,1.3076923076923078e-08,3.2692307692307694e-09
C,145.0,Validation,Transport,0.15721153846153846,0.018865384615384614,1.3205128205128205e-16,3.301282051282051e-17,1.2403846153846155e-10,3.721153846153846e-11,1.3205128205128205e-08,3.301282051282051e-09
C,150.0,Calibration,Transport,0.1575,0.0189,1.3333333333333331e-16,3.333333333333333e-17,1.25e-10,3.75e-11,1.3333333333333334e-08,3.3333333333333334e-09
C,155.0,Calibration,Transport,0.15778846153846154,0.018934615384615383,1.3461538461538463e-16,3.365384615384616e-17,1.2596153846153847e-10,3.778846153846154e-11,1.3461538461538462e-08,3.3653846153846156e-09
C,160.0,Calibration,Transport,0.1580769230769231,0.01896923076923077,1.358974358974359e-16,3.397435897435897e-17,1.2692307692307693e-10,3.807692307692308e-11,1.3589743589743591e-08,3.397435897435898e-09
C,165.0,Validation,Transport,0.1583653846153846,0.019003846153846152,1.3717948717948718e-16,3.4294871794871795e-17,1.2788461538461537e-10,3.8365384615384607e-11,1.3717948717948718e-08,3.4294871794871796e-09
C,170.0,Validation,Transport,0.15865384615384615,0.019038461538461535,1.3846153846153845e-16,3.461538461538461e-17,1.2884615384615383e-10,3.8653846153846147e-11,1.3846153846153846e-08,3.4615384615384614e-09
C,175.0,Calibration,Transport,0.1589423076923077,0.019073076923076922,1.3974358974358973e-16,3.4935897435897434e-17,1.2980769230769232e-10,3.894230769230769e-11,1.3974358974358975e-08,3.4935897435897436e-09
C,180.0,Calibration,Transport,0.15923076923076923,0.019107692307692308,1.41025641025641e-16,3.525641025641025e-17,1.3076923076923078e-10,3.923076923076923e-11,1.4102564102564102e-08,3.5256410256410254e-09
C,185.0,Calibration,Transport,0.15951923076923077,0.01914230769230769,1.423076923076923e-16,3.557692307692308e-17,1.3173076923076924e-10,3.951923076923077e-11,1.4230769230769232e-08,3.557692307692308e-09
C,190.0,Calibration,Transport,0.1598076923076923,0.019176923076923074,1.4358974358974358e-16,3.5897435897435894e-17,1.3269230769230768e-10,3.98076923076923e-11,1.435897435897436e-08,3.58974358974359e-09
C,195.0,Calibration,Transport,0.16009615384615383,0.01921153846153846,1.4487179487179487e-16,3.6217948717948716e-17,1.3365384615384617e-10,4.0096153846153846e-11,1.4487179487179487e-08,3.6217948717948716e-09
C,200.0,Calibration,Transport,0.16038461538461538,0.019246153846153843,1.4615384615384615e-16,3.653846153846154e-17,1.3461538461538463e-10,4.0384615384615386e-11,1.4615384615384617e-08,3.6538461538461543e-09
C,205.0,Calibration,Transport,0.16067307692307692,0.01928076923076923,1.4743589743589744e-16,3.685897435897436e-17,1.355769230769231e-10,4.0673076923076926e-11,1.4743589743589744e-08,3.685897435897436e-09
