timestamp,total_consumption,heating_consumption,cooling_consumption,lighting_consumption,equipment_consumption,hot_water_consumption,building_id,building_type
2020-01-01 00:00:00,70.12317857797694,24.708373307689314,17.134377485002585,10.37073911337665,10.316937639381505,7.160122595001316,B006,office
2020-01-01 01:00:00,69.76568913614122,24.47179091431047,17.890050418065204,10.2325775376641,10.291074472976463,7.140492678067917,B006,office
2020-01-01 02:00:00,69.24952633716353,24.258030386299826,17.4841367031877,10.168457532427048,10.39652956685687,6.834598446715788,B006,office
2020-01-01 03:00:00,83.26738945819214,27.17989173243492,18.783007882805315,13.46344810932485,12.552192813734774,8.028175022833556,B006,office
2020-01-01 04:00:00,119.68375940016978,40.661795489040024,27.271614777746255,17.48459938394083,17.349064167079106,11.781512845183686,B006,office
2020-01-01 05:00:00,103.34140332226472,37.33474731928511,26.177288709427337,15.671605294702067,16.610584709035763,9.56170270880598,B006,office
2020-01-01 06:00:00,141.7114515213485,56.427597725116236,34.359604730688304,21.994363873185844,22.248439869833984,14.915384861870809,B006,office
2020-01-01 07:00:00,139.31638515560994,52.74149586375693,33.290831149857006,21.082690263890957,21.551359729557902,13.017505912388181,B006,office
2020-01-01 08:00:00,166.87450047946226,57.94762136404788,41.48918972952387,24.30673529359352,25.704054483660638,16.06734104018577,B006,office
2020-01-01 09:00:00,186.34956892751032,66.8322178468994,44.95846667760135,28.02794597010198,26.631541816680738,19.895683417156153,B006,office
2020-01-01 10:00:00,211.8381892597275,75.59588833409858,52.17728533072678,31.4621243222798,31.971223866434798,21.252753361845684,B006,office
2020-01-01 11:00:00,159.07497324279092,53.836851974342665,41.28975452102532,24.21781872494368,25.50523023715166,17.163866062276405,B006,office
2020-01-01 12:00:00,161.95061249156834,60.70524136813575,38.60843452222524,24.495197937641525,27.710569250070133,17.87506281753913,B006,office
2020-01-01 13:00:00,210.65766242005776,63.59631406635122,50.14156645474508,30.647953965427934,30.30815259070187,21.373119128869526,B006,office
2020-01-01 14:00:00,224.449148472647,76.10752937968225,54.678678210059495,35.30305397302301,35.349750487871034,21.09453408518819,B006,office
