image_path,timestamp_s,note
/workspace/data/experimental/DIC/images/speckle_000.png,0,baseline speckle
/workspace/data/experimental/DIC/images/speckle_001.png,2,baseline speckle
/workspace/data/experimental/DIC/images/speckle_002.png,4,baseline speckle
/workspace/data/experimental/DIC/images/speckle_003.png,6,baseline speckle
/workspace/data/experimental/DIC/images/speckle_004.png,8,baseline speckle
/workspace/data/experimental/DIC/images/speckle_005.png,10,baseline speckle
/workspace/data/experimental/DIC/images/speckle_006.png,12,baseline speckle
/workspace/data/experimental/DIC/images/speckle_007.png,14,baseline speckle
/workspace/data/experimental/DIC/images/speckle_008.png,16,baseline speckle
/workspace/data/experimental/DIC/images/speckle_009.png,18,baseline speckle
/workspace/data/experimental/DIC/images/speckle_010.png,20,baseline speckle
/workspace/data/experimental/DIC/images/speckle_011.png,22,baseline speckle
/workspace/data/experimental/DIC/images/speckle_012.png,24,baseline speckle
/workspace/data/experimental/DIC/images/speckle_013.png,26,baseline speckle
/workspace/data/experimental/DIC/images/speckle_014.png,28,baseline speckle
/workspace/data/experimental/DIC/images/speckle_015.png,30,baseline speckle
/workspace/data/experimental/DIC/images/speckle_016.png,32,baseline speckle
/workspace/data/experimental/DIC/images/speckle_017.png,34,baseline speckle
/workspace/data/experimental/DIC/images/speckle_018.png,36,baseline speckle
/workspace/data/experimental/DIC/images/speckle_019.png,38,baseline speckle
/workspace/data/experimental/DIC/images/speckle_020.png,40,baseline speckle
/workspace/data/experimental/DIC/images/speckle_021.png,42,baseline speckle
/workspace/data/experimental/DIC/images/speckle_022.png,44,baseline speckle
/workspace/data/experimental/DIC/images/speckle_023.png,46,baseline speckle
/workspace/data/experimental/DIC/images/speckle_024.png,48,baseline speckle
/workspace/data/experimental/DIC/images/speckle_025.png,50,baseline speckle
/workspace/data/experimental/DIC/images/speckle_026.png,52,baseline speckle
/workspace/data/experimental/DIC/images/speckle_027.png,54,baseline speckle
/workspace/data/experimental/DIC/images/speckle_028.png,56,baseline speckle
/workspace/data/experimental/DIC/images/speckle_029.png,58,baseline speckle
/workspace/data/experimental/DIC/images/speckle_030.png,60,baseline speckle
/workspace/data/experimental/DIC/images/speckle_031.png,62,baseline speckle
/workspace/data/experimental/DIC/images/speckle_032.png,64,baseline speckle
/workspace/data/experimental/DIC/images/speckle_033.png,66,baseline speckle
/workspace/data/experimental/DIC/images/speckle_034.png,68,baseline speckle
/workspace/data/experimental/DIC/images/speckle_035.png,70,baseline speckle
/workspace/data/experimental/DIC/images/speckle_036.png,72,baseline speckle
/workspace/data/experimental/DIC/images/speckle_037.png,74,baseline speckle
/workspace/data/experimental/DIC/images/speckle_038.png,76,baseline speckle
/workspace/data/experimental/DIC/images/speckle_039.png,78,baseline speckle
/workspace/data/experimental/DIC/images/speckle_040.png,80,baseline speckle
/workspace/data/experimental/DIC/images/speckle_041.png,82,baseline speckle
/workspace/data/experimental/DIC/images/speckle_042.png,84,baseline speckle
/workspace/data/experimental/DIC/images/speckle_043.png,86,baseline speckle
/workspace/data/experimental/DIC/images/speckle_044.png,88,baseline speckle
/workspace/data/experimental/DIC/images/speckle_045.png,90,baseline speckle
/workspace/data/experimental/DIC/images/speckle_046.png,92,baseline speckle
/workspace/data/experimental/DIC/images/speckle_047.png,94,baseline speckle
/workspace/data/experimental/DIC/images/speckle_048.png,96,baseline speckle
/workspace/data/experimental/DIC/images/speckle_049.png,98,baseline speckle
/workspace/data/experimental/DIC/images/speckle_050.png,100,baseline speckle
/workspace/data/experimental/DIC/images/speckle_051.png,102,baseline speckle
/workspace/data/experimental/DIC/images/speckle_052.png,104,baseline speckle
/workspace/data/experimental/DIC/images/speckle_053.png,106,baseline speckle
/workspace/data/experimental/DIC/images/speckle_054.png,108,baseline speckle
/workspace/data/experimental/DIC/images/speckle_055.png,110,baseline speckle
/workspace/data/experimental/DIC/images/speckle_056.png,112,baseline speckle
/workspace/data/experimental/DIC/images/speckle_057.png,114,baseline speckle
/workspace/data/experimental/DIC/images/speckle_058.png,116,baseline speckle
/workspace/data/experimental/DIC/images/speckle_059.png,118,baseline speckle
/workspace/data/experimental/DIC/images/speckle_060.png,120,baseline speckle
/workspace/data/experimental/DIC/images/speckle_061.png,122,baseline speckle
/workspace/data/experimental/DIC/images/speckle_062.png,124,baseline speckle
/workspace/data/experimental/DIC/images/speckle_063.png,126,baseline speckle
/workspace/data/experimental/DIC/images/speckle_064.png,128,baseline speckle
/workspace/data/experimental/DIC/images/speckle_065.png,130,baseline speckle
/workspace/data/experimental/DIC/images/speckle_066.png,132,baseline speckle
/workspace/data/experimental/DIC/images/speckle_067.png,134,baseline speckle
/workspace/data/experimental/DIC/images/speckle_068.png,136,baseline speckle
/workspace/data/experimental/DIC/images/speckle_069.png,138,baseline speckle
/workspace/data/experimental/DIC/images/speckle_070.png,140,baseline speckle
/workspace/data/experimental/DIC/images/speckle_071.png,142,baseline speckle
/workspace/data/experimental/DIC/images/speckle_072.png,144,baseline speckle
/workspace/data/experimental/DIC/images/speckle_073.png,146,baseline speckle
/workspace/data/experimental/DIC/images/speckle_074.png,148,baseline speckle
