id,value
1.000000,0.138613
2.000000,0.187169
3.000000,0.235726
4.000000,0.284282
5.000000,0.332839
6.000000,0.381395
7.000000,0.429952
8.000000,0.478508
9.000000,0.527065
10.000000,0.575621
11.000000,0.624178
12.000000,0.672734
13.000000,0.721291
14.000000,0.769847
15.000000,0.818404
16.000000,0.866960
17.000000,0.915516
18.000000,0.964073
19.000000,1.012629
20.000000,1.061186
21.000000,1.109742
22.000000,0.180192
23.000000,0.226713
24.000000,0.269364
25.000000,0.308722
26.000000,0.345687
27.000000,0.381395
28.000000,0.417103
29.000000,0.454069
30.000000,0.493426
31.000000,0.536077
32.000000,0.582599
33.000000,0.633190
34.000000,0.687652
35.000000,0.745407
36.000000,0.805555
37.000000,0.866960
38.000000,0.928365
39.000000,0.988512
40.000000,1.046268
41.000000,1.100730
42.000000,1.151321
43.000000,0.205889
44.000000,0.251153
45.000000,0.290153
46.000000,0.323826
47.000000,0.353628
48.000000,0.381395
49.000000,0.409162
50.000000,0.438964
51.000000,0.472637
52.000000,0.511638
53.000000,0.556901
54.000000,0.608751
55.000000,0.666863
56.000000,0.730303
57.000000,0.797614
58.000000,0.866960
59.000000,0.936306
60.000000,1.003617
61.000000,1.067057
62.000000,1.125169
63.000000,1.177019
64.000000,0.205889
65.000000,0.251153
66.000000,0.290153
67.000000,0.323826
68.000000,0.353628
69.000000,0.381395
70.000000,0.409162
71.000000,0.438964
72.000000,0.472637
73.000000,0.511638
74.000000,0.556901
75.000000,0.608751
76.000000,0.666863
77.000000,0.730303
78.000000,0.797614
79.000000,0.866960
80.000000,0.936306
81.000000,1.003617
82.000000,1.067057
83.000000,1.125169
84.000000,1.177019
85.000000,0.180192
86.000000,0.226713
87.000000,0.269364
88.000000,0.308722
89.000000,0.345687
90.000000,0.381395
91.000000,0.417103
92.000000,0.454069
93.000000,0.493426
94.000000,0.536077
95.000000,0.582599
96.000000,0.633190
97.000000,0.687652
98.000000,0.745407
99.000000,0.805555
100.000000,0.866960
101.000000,0.928365
102.000000,0.988512
103.000000,1.046268
104.000000,1.100730
105.000000,1.151321
106.000000,0.138613
107.000000,0.187169
108.000000,0.235726
109.000000,0.284282
110.000000,0.332839
111.000000,0.381395
112.000000,0.429952
113.000000,0.478508
114.000000,0.527065
115.000000,0.575621
116.000000,0.624178
117.000000,0.672734
118.000000,0.721291
119.000000,0.769847
120.000000,0.818404
121.000000,0.866960
122.000000,0.915516
123.000000,0.964073
124.000000,1.012629
125.000000,1.061186
126.000000,1.109742
127.000000,0.097034
128.000000,0.147625
129.000000,0.202088
130.000000,0.259843
131.000000,0.319990
132.000000,0.381395
133.000000,0.442800
134.000000,0.502948
135.000000,0.560703
136.000000,0.615165
137.000000,0.665757
138.000000,0.712278
139.000000,0.754929
140.000000,0.794287
141.000000,0.831252
142.000000,0.866960
143.000000,0.902668
144.000000,0.939633
145.000000,0.978991
146.000000,1.021642
147.000000,1.068163
148.000000,0.071337
149.000000,0.123186
150.000000,0.181298
151.000000,0.244738
152.000000,0.312049
153.000000,0.381395
154.000000,0.450741
155.000000,0.518052
156.000000,0.581492
157.000000,0.639605
158.000000,0.691454
159.000000,0.736718
160.000000,0.775718
161.000000,0.809391
162.000000,0.839193
163.000000,0.866960
164.000000,0.894727
165.000000,0.924529
166.000000,0.958202
167.000000,0.997202
168.000000,1.042466
169.000000,0.071337
170.000000,0.123186
171.000000,0.181298
172.000000,0.244738
173.000000,0.312049
174.000000,0.381395
175.000000,0.450741
176.000000,0.518052
177.000000,0.581492
178.000000,0.639605
179.000000,0.691454
180.000000,0.736718
181.000000,0.775718
182.000000,0.809391
183.000000,0.839193
184.000000,0.866960
185.000000,0.894727
186.000000,0.924529
187.000000,0.958202
188.000000,0.997202
189.000000,1.042466
190.000000,0.097034
191.000000,0.147625
192.000000,0.202088
193.000000,0.259843
194.000000,0.319990
195.000000,0.381395
196.000000,0.442800
197.000000,0.502948
198.000000,0.560703
199.000000,0.615165
200.000000,0.665757
201.000000,0.712278
202.000000,0.754929
203.000000,0.794287
204.000000,0.831252
205.000000,0.866960
206.000000,0.902668
207.000000,0.939633
208.000000,0.978991
209.000000,1.021642
210.000000,1.068163
211.000000,0.138613
212.000000,0.187169
213.000000,0.235726
214.000000,0.284282
215.000000,0.332839
216.000000,0.381395
217.000000,0.429952
218.000000,0.478508
219.000000,0.527065
220.000000,0.575621
221.000000,0.624178
222.000000,0.672734
223.000000,0.721291
224.000000,0.769847
225.000000,0.818404
226.000000,0.866960
227.000000,0.915516
228.000000,0.964073
229.000000,1.012629
230.000000,1.061186
231.000000,1.109742
