id,value
1.000000,0.003200
2.000000,0.003208
3.000000,0.003216
4.000000,0.003223
5.000000,0.003228
6.000000,0.003229
7.000000,0.003228
8.000000,0.003225
9.000000,0.003220
10.000000,0.003215
11.000000,0.003210
12.000000,0.003206
13.000000,0.003203
14.000000,0.003202
15.000000,0.003202
16.000000,0.003203
17.000000,0.003206
18.000000,0.003211
19.000000,0.003217
20.000000,0.003224
21.000000,0.003413
22.000000,0.003502
23.000000,0.003595
24.000000,0.003677
25.000000,0.003737
26.000000,0.003763
27.000000,0.003755
28.000000,0.003718
29.000000,0.003664
30.000000,0.003607
31.000000,0.003560
32.000000,0.003529
33.000000,0.003514
34.000000,0.003513
35.000000,0.003523
36.000000,0.003544
37.000000,0.003574
38.000000,0.003615
39.000000,0.003670
40.000000,0.003745
41.000000,0.004760
42.000000,0.005151
43.000000,0.005563
44.000000,0.005949
45.000000,0.006262
46.000000,0.006464
47.000000,0.006532
48.000000,0.006462
49.000000,0.006277
50.000000,0.006023
51.000000,0.005773
52.000000,0.005608
53.000000,0.005573
54.000000,0.005647
55.000000,0.005762
56.000000,0.005864
57.000000,0.005952
58.000000,0.006087
59.000000,0.006371
60.000000,0.006870
61.000000,0.012961
62.000000,0.014077
63.000000,0.014953
64.000000,0.015719
65.000000,0.016505
66.000000,0.017351
67.000000,0.018151
68.000000,0.018674
69.000000,0.018647
70.000000,0.017884
71.000000,0.016399
72.000000,0.014474
73.000000,0.012625
74.000000,0.011385
75.000000,0.010935
76.000000,0.011127
77.000000,0.012022
78.000000,0.013926
79.000000,0.016836
80.000000,0.020324
81.000000,0.054541
82.000000,0.060170
83.000000,0.064321
84.000000,0.067331
85.000000,0.069609
86.000000,0.071340
87.000000,0.072324
88.000000,0.072008
89.000000,0.069714
90.000000,0.064973
91.000000,0.057840
92.000000,0.049075
93.000000,0.040104
94.000000,0.032732
95.000000,0.028666
96.000000,0.029023
97.000000,0.034008
98.000000,0.042880
99.000000,0.054190
100.000000,0.066246
101.000000,0.056288
102.000000,0.062224
103.000000,0.066634
104.000000,0.069831
105.000000,0.072204
106.000000,0.073931
107.000000,0.074810
108.000000,0.074302
109.000000,0.071746
110.000000,0.066700
111.000000,0.059246
112.000000,0.050174
113.000000,0.040938
114.000000,0.033370
115.000000,0.029201
116.000000,0.029558
117.000000,0.034646
118.000000,0.043711
119.000000,0.055283
120.000000,0.067639
121.000000,0.015426
122.000000,0.017017
123.000000,0.018302
124.000000,0.019365
125.000000,0.020306
126.000000,0.021149
127.000000,0.021788
128.000000,0.022010
129.000000,0.021574
130.000000,0.020337
131.000000,0.018363
132.000000,0.015993
133.000000,0.013796
134.000000,0.012341
135.000000,0.011800
136.000000,0.011992
137.000000,0.012978
138.000000,0.015095
139.000000,0.018351
140.000000,0.022280
141.000000,0.005812
142.000000,0.006357
143.000000,0.006912
144.000000,0.007405
145.000000,0.007776
146.000000,0.007977
147.000000,0.007987
148.000000,0.007809
149.000000,0.007481
150.000000,0.007074
151.000000,0.006687
152.000000,0.006425
153.000000,0.006344
154.000000,0.006409
155.000000,0.006528
156.000000,0.006630
157.000000,0.006713
158.000000,0.006857
159.000000,0.007187
160.000000,0.007782
161.000000,0.003640
162.000000,0.003745
163.000000,0.003853
164.000000,0.003950
165.000000,0.004017
166.000000,0.004043
167.000000,0.004027
168.000000,0.003977
169.000000,0.003906
170.000000,0.003834
171.000000,0.003776
172.000000,0.003741
173.000000,0.003727
174.000000,0.003729
175.000000,0.003742
176.000000,0.003763
177.000000,0.003791
178.000000,0.003828
179.000000,0.003881
180.000000,0.003961
181.000000,0.003222
182.000000,0.003230
183.000000,0.003239
184.000000,0.003247
185.000000,0.003252
186.000000,0.003254
187.000000,0.003252
188.000000,0.003248
189.000000,0.003242
190.000000,0.003236
191.000000,0.003231
192.000000,0.003227
193.000000,0.003224
194.000000,0.003223
195.000000,0.003223
196.000000,0.003225
197.000000,0.003228
198.000000,0.003232
199.000000,0.003238
200.000000,0.003244
