x_norm,y_norm,sigma_MPa
0.961123,0.001832,11.221277
0.075470,0.340783,12.427102
0.615984,0.598124,-3.460677
0.110751,0.228610,6.787749
0.798844,0.050295,5.863712
0.444354,0.513092,-2.820417
0.541512,0.043346,8.175443
0.328061,0.247490,-7.123752
0.635600,0.100942,4.561201
0.051194,0.637948,4.693999
0.080510,0.083376,-1.261304
0.417892,0.928725,-4.524995
0.474354,0.312093,12.167072
0.035936,0.783159,-6.349711
0.387753,0.219305,-7.096019
0.024841,0.021267,-11.127833
0.975632,0.705868,-1.836274
0.426087,0.536180,-1.538279
0.757468,0.985716,-6.485742
0.152545,0.225579,8.815228
0.264974,0.861982,0.952181
0.697510,0.239770,4.605107
0.384185,0.526826,-10.986686
0.535874,0.194427,-2.552912
0.863966,0.950948,12.401818
0.549277,0.572194,8.412143
0.906859,0.434152,3.746736
0.298559,0.535361,9.193041
0.645153,0.870364,5.937397
0.150596,0.696970,2.604142
0.132415,0.478364,3.393511
0.415411,0.691260,4.020967
0.706700,0.102501,-2.951658
0.503449,0.424627,14.181268
0.136340,0.323839,19.441029
0.619423,0.312876,1.635741
0.976802,0.912570,0.110398
0.927178,0.526321,19.052896
0.130886,0.996863,4.007578
0.319805,0.277988,5.088944
0.324514,0.459781,4.212998
0.385958,0.849354,1.251298
0.700895,0.909703,-2.159610
0.858334,0.664329,6.845062
0.152758,0.349215,-11.074488
0.720870,0.710369,8.964368
0.959872,0.799230,12.531532
0.943751,0.607268,-1.191420
0.542918,0.759307,-2.393681
0.180750,0.727282,16.236237
0.718848,0.214710,-0.715094
0.827390,0.249980,-3.754891
0.169878,0.052802,8.093526
0.272517,0.964810,-8.075549
0.880571,0.062415,-15.862090
0.620355,0.757384,0.686799
0.088273,0.498850,-3.467841
0.933950,0.928188,-5.560535
0.474725,0.258765,-5.228653
0.673804,0.960411,-4.283631
0.665863,0.134960,-1.763075
0.187957,0.119397,-17.492394
0.427912,0.526515,6.819190
0.374697,0.195819,-2.069886
0.594500,0.309061,-2.396993
0.827319,0.462919,-1.895877
0.614582,0.602988,7.094859
0.511972,0.535768,2.974251
0.253165,0.851886,18.209651
0.573347,0.003475,-16.641534
0.993682,0.835700,7.110521
0.008985,0.085742,8.296875
0.589500,0.177457,-22.560708
0.334298,0.081277,5.019881
0.146777,0.388165,-0.442929
0.359590,0.685662,-0.597115
0.032141,0.024359,0.373076
0.011313,0.274631,3.613076
0.594416,0.197196,-2.613948
0.361330,0.102738,-5.330085
0.539932,0.667442,8.140844
0.910277,0.601670,0.423413
0.405730,0.057745,7.110954
0.403869,0.325494,21.697901
0.996581,0.228434,-10.423441
0.517226,0.450066,-6.764260
0.007351,0.046866,-5.290385
0.018706,0.950064,-0.456001
0.408968,0.782452,13.734538
0.241979,0.389379,3.930641
0.318710,0.497237,9.105671
0.575868,0.840384,15.495603
0.671233,0.309663,-15.531628
0.264433,0.943191,-2.478745
0.578753,0.830462,-5.114756
0.813980,0.529205,3.707718
0.366349,0.017762,-7.914295
0.975320,0.987070,13.316510
0.464682,0.309975,-3.695208
0.038433,0.162806,-5.838573
0.640418,0.329986,-8.072800
0.060613,0.006953,-10.203174
0.274901,0.141028,-0.074020
0.551364,0.485640,-4.466604
0.395388,0.080042,2.773683
0.435332,0.375059,-3.589507
0.786584,0.738362,3.913127
0.543481,0.702752,1.931075
0.898112,0.693701,8.964218
0.460391,0.841175,6.079091
0.340933,0.386311,-4.052252
0.209821,0.567672,10.142141
0.424106,0.382650,-4.306072
0.339037,0.566758,-6.984294
0.403584,0.500046,7.249185
0.194451,0.109953,-9.828937
0.764763,0.687995,-5.247221
0.460203,0.404556,-11.983533
0.275212,0.023773,-11.779710
0.279282,0.886340,2.498182
0.795663,0.279371,-7.257738
0.085846,0.075098,13.493923
0.382547,0.373210,11.705558
0.456986,0.307553,2.918917
0.708443,0.534035,-5.203637
0.896606,0.731529,-0.074576
0.107312,0.360794,-1.947435
0.559723,0.640339,9.085837
0.943950,0.947842,-15.089341
0.004848,0.962715,-1.266597
0.052112,0.380253,0.696732
0.267012,0.866588,3.279121
0.703768,0.708210,5.615580
0.970031,0.399635,-3.088277
0.571817,0.285270,4.965706
0.603684,0.326066,-9.383356
0.636321,0.137755,8.998761
0.582582,0.167964,3.048570
0.014435,0.034671,-0.942450
0.940929,0.087397,8.952685
0.115559,0.557554,-5.670388
0.071203,0.066121,-13.470218
0.727656,0.828792,4.024539
0.648831,0.805138,0.736787
0.636488,0.908851,-2.686464
0.268068,0.885893,-5.425614
0.646027,0.623395,3.694578
0.107829,0.131951,7.029187
0.399986,0.450199,-7.284944
0.715686,0.684773,-11.136457
0.011159,0.853256,5.443036
0.325180,0.825701,-8.616776
0.330449,0.966279,10.140558
0.351366,0.083334,11.331734
0.961591,0.987125,-4.559483
0.010367,0.391656,18.490270
0.277087,0.160881,-2.039812
0.993728,0.206240,-0.653626
0.308943,0.840841,-0.793054
0.522738,0.720057,3.593254
