x_mm,y_mm,z_m
-24.246277,-11.685823,-7.842281958e-08
-23.476554,-11.685823,-1.595812751e-07
-22.706831,-11.685823,-1.815923017e-07
-21.937108,-11.685823,-1.155751368e-07
-21.167384,-11.685823,-5.429345646e-09
-20.397661,-11.685823,-1.706336089e-08
-19.627938,-11.685823,-1.376782304e-07
-18.858215,-11.685823,-8.848803380e-08
-18.088492,-11.685823,-5.627070207e-08
-17.318769,-11.685823,-1.160152212e-07
-16.549046,-11.685823,-8.456701813e-08
-15.779323,-11.685823,-1.736559484e-07
-15.009600,-11.685823,-1.528553620e-07
-14.239877,-11.685823,-3.591904551e-08
-13.470154,-11.685823,-3.454924796e-08
-12.700431,-11.685823,-8.397783725e-08
-11.930708,-11.685823,1.677525948e-07
-11.160985,-11.685823,-7.043448586e-08
-10.391261,-11.685823,1.045753568e-08
-9.621538,-11.685823,-4.361673125e-08
-8.851815,-11.685823,-1.345500337e-07
-8.082092,-11.685823,-3.516261493e-08
-7.312369,-11.685823,-1.204218573e-08
-6.542646,-11.685823,-1.400537835e-07
-5.772923,-11.685823,-1.084838081e-07
-5.003200,-11.685823,1.121207484e-07
-4.233477,-11.685823,-2.755004590e-07
-3.463754,-11.685823,-2.141169188e-07
-2.694031,-11.685823,-1.372166116e-07
-1.924308,-11.685823,-1.885710445e-07
-1.154585,-11.685823,-2.568327696e-07
-0.384862,-11.685823,-2.019646306e-07
0.384862,-11.685823,-1.491479605e-07
1.154585,-11.685823,-1.216925405e-07
1.924308,-11.685823,-5.580152894e-08
2.694031,-11.685823,1.315451460e-07
3.463754,-11.685823,2.458158029e-08
4.233477,-11.685823,-1.062295352e-08
5.003200,-11.685823,1.171770231e-07
5.772923,-11.685823,1.295908553e-07
6.542646,-11.685823,-2.879761990e-08
7.312369,-11.685823,2.989258132e-08
8.082092,-11.685823,-6.842790054e-09
8.851815,-11.685823,1.484677593e-07
9.621538,-11.685823,2.124428030e-07
10.391261,-11.685823,1.134394192e-07
11.160985,-11.685823,2.667885657e-07
11.930708,-11.685823,8.947996208e-08
12.700431,-11.685823,1.158858715e-07
13.470154,-11.685823,1.394383468e-07
14.239877,-11.685823,1.609344184e-07
15.009600,-11.685823,3.034349431e-07
15.779323,-11.685823,1.837475017e-08
16.549046,-11.685823,1.774087103e-07
17.318769,-11.685823,1.162619772e-07
18.088492,-11.685823,2.104565929e-07
18.858215,-11.685823,-6.126400698e-08
19.627938,-11.685823,-6.711814960e-08
20.397661,-11.685823,1.944390691e-07
21.167384,-11.685823,1.243718431e-07
21.937108,-11.685823,8.345984728e-08
22.706831,-11.685823,-5.483518557e-08
23.476554,-11.685823,5.177618758e-08
24.246277,-11.685823,-5.774961258e-08
-24.246277,-11.314844,-2.504032505e-07
-23.476554,-11.314844,-1.511041533e-07
-22.706831,-11.314844,-1.535718738e-07
-21.937108,-11.314844,-2.162882370e-07
-21.167384,-11.314844,-1.543843943e-07
-20.397661,-11.314844,-1.531029353e-07
-19.627938,-11.314844,-2.243360878e-08
-18.858215,-11.314844,2.731957008e-08
-18.088492,-11.314844,4.172987346e-08
-17.318769,-11.314844,3.832255424e-08
-16.549046,-11.314844,-1.794803910e-07
-15.779323,-11.314844,-1.445651749e-08
-15.009600,-11.314844,1.318857691e-08
-14.239877,-11.314844,-2.073420731e-08
-13.470154,-11.314844,-1.499670038e-07
-12.700431,-11.314844,-3.415286633e-07
-11.930708,-11.314844,-3.258829138e-08
-11.160985,-11.314844,-1.334070429e-07
-10.391261,-11.314844,3.249954094e-08
-9.621538,-11.314844,-2.161831113e-07
-8.851815,-11.314844,-2.908161408e-08
-8.082092,-11.314844,-1.444475559e-07
-7.312369,-11.314844,-2.525039048e-07
-6.542646,-11.314844,-1.833961170e-07
-5.772923,-11.314844,-1.713126726e-07
-5.003200,-11.314844,-8.836925062e-08
-4.233477,-11.314844,-1.043029903e-07
-3.463754,-11.314844,-6.800238393e-08
-2.694031,-11.314844,-1.179430965e-07
-1.924308,-11.314844,-2.336701747e-07
-1.154585,-11.314844,-2.181404617e-07
-0.384862,-11.314844,-1.371128771e-07
0.384862,-11.314844,-1.604660477e-07
1.154585,-11.314844,-2.595185075e-07
1.924308,-11.314844,-2.672830801e-07
2.694031,-11.314844,4.800432458e-08
3.463754,-11.314844,1.347164696e-08
4.233477,-11.314844,2.247994890e-07
