temperature_C,cte_1_per_C
20.0,8e-06
21.90954773869347,8.03819095477387e-06
23.819095477386934,8.076381909547739e-06
25.728643216080403,8.114572864321608e-06
27.63819095477387,8.152763819095478e-06
29.547738693467338,8.190954773869346e-06
31.457286432160807,8.229145728643215e-06
33.366834170854275,8.267336683417085e-06
35.27638190954774,8.305527638190954e-06
37.185929648241206,8.343718592964824e-06
39.095477386934675,8.381909547738693e-06
41.00502512562814,8.420100502512563e-06
42.91457286432161,8.458291457286432e-06
44.824120603015075,8.496482412060302e-06
46.733668341708544,8.53467336683417e-06
48.64321608040201,8.57286432160804e-06
50.552763819095475,8.611055276381909e-06
52.462311557788944,8.649246231155778e-06
54.37185929648241,8.687437185929648e-06
56.28140703517588,8.725628140703518e-06
58.19095477386935,8.763819095477387e-06
60.10050251256281,8.802010050251257e-06
62.01005025125628,8.840201005025125e-06
63.91959798994975,8.878391959798994e-06
65.82914572864323,8.916582914572864e-06
67.73869346733669,8.954773869346733e-06
69.64824120603015,8.992964824120603e-06
71.55778894472363,9.031155778894472e-06
73.46733668341709,9.069346733668342e-06
75.37688442211055,9.107537688442211e-06
77.28643216080403,9.14572864321608e-06
79.19597989949749,9.183919597989949e-06
81.10552763819095,9.222110552763818e-06
83.01507537688443,9.260301507537688e-06
84.92462311557789,9.298492462311557e-06
86.83417085427136,9.336683417085427e-06
88.74371859296483,9.374874371859296e-06
90.65326633165829,9.413065326633166e-06
92.56281407035176,9.451256281407035e-06
94.47236180904522,9.489447236180903e-06
96.3819095477387,9.527638190954773e-06
98.29145728643216,9.565829145728642e-06
100.20100502512562,9.604020100502512e-06
102.1105527638191,9.642211055276382e-06
104.02010050251256,9.680402010050251e-06
105.92964824120604,9.71859296482412e-06
107.8391959798995,9.75678391959799e-06
109.74874371859296,9.79497487437186e-06
111.65829145728644,9.83316582914573e-06
113.5678391959799,9.871356783919597e-06
115.47738693467338,9.909547738693467e-06
117.38693467336684,9.947738693467336e-06
119.2964824120603,9.985929648241206e-06
121.20603015075378,1.0024120603015075e-05
123.11557788944724,1.0062311557788945e-05
125.0251256281407,1.0100502512562813e-05
126.93467336683418,1.0138693467336682e-05
128.84422110552765,1.0176884422110552e-05
130.7537688442211,1.0215075376884421e-05
132.66331658291458,1.025326633165829e-05
134.57286432160805,1.029145728643216e-05
136.4824120603015,1.032964824120603e-05
138.39195979899498,1.03678391959799e-05
140.30150753768845,1.0406030150753769e-05
142.2110552763819,1.0444221105527639e-05
144.12060301507537,1.0482412060301508e-05
146.03015075376885,1.0520603015075378e-05
147.9396984924623,1.0558793969849245e-05
149.84924623115577,1.0596984924623115e-05
151.75879396984925,1.0635175879396985e-05
153.66834170854273,1.0673366834170854e-05
155.57788944723617,1.0711557788944724e-05
157.48743718592965,1.0749748743718593e-05
159.39698492462313,1.0787939698492463e-05
161.30653266331657,1.082613065326633e-05
163.21608040201005,1.08643216080402e-05
165.12562814070353,1.090251256281407e-05
167.035175879397,1.094070351758794e-05
168.94472361809045,1.0978894472361809e-05
170.85427135678393,1.1017085427135678e-05
172.7638190954774,1.1055276381909548e-05
174.67336683417085,1.1093467336683417e-05
176.58291457286433,1.1131658291457287e-05
178.4924623115578,1.1169849246231156e-05
180.40201005025125,1.1208040201005024e-05
182.31155778894473,1.1246231155778894e-05
184.2211055276382,1.1284422110552763e-05
186.13065326633165,1.1322613065326633e-05
188.04020100502512,1.1360804020100502e-05
189.9497487437186,1.1398994974874372e-05
191.85929648241208,1.1437185929648242e-05
193.76884422110552,1.147537688442211e-05
195.678391959799,1.1513567839195979e-05
197.58793969849248,1.1551758793969848e-05
199.49748743718592,1.1589949748743718e-05
201.4070351758794,1.1628140703517588e-05
203.31658291457288,1.1666331658291457e-05
205.22613065326632,1.1704522613065327e-05
207.1356783919598,1.1742713567839196e-05
209.04522613065328,1.1780904522613066e-05
210.95477386934675,1.1819095477386935e-05
212.8643216080402,1.1857286432160805e-05
214.77386934673368,1.1895477386934674e-05
216.68341708542715,1.1933668341708544e-05
218.5929648241206,1.1971859296482412e-05
220.50251256281408,1.2010050251256281e-05
222.41206030150755,1.2048241206030151e-05
224.321608040201,1.2086432160804019e-05
226.23115577889448,1.2124623115577888e-05
228.14070351758795,1.2162814070351758e-05
230.0502512562814,1.2201005025125627e-05
231.95979899497488,1.2239195979899497e-05
233.86934673366835,1.2277386934673366e-05
235.77889447236183,1.2315577889447236e-05
237.68844221105527,1.2353768844221106e-05
239.59798994974875,1.2391959798994975e-05
241.50753768844223,1.2430150753768845e-05
243.41708542713567,1.2468341708542714e-05
245.32663316582915,1.2506532663316584e-05
247.23618090452263,1.2544723618090453e-05
249.14572864321607,1.2582914572864321e-05
251.05527638190955,1.262110552763819e-05
252.96482412060303,1.265929648241206e-05
254.8743718592965,1.269748743718593e-05
256.78391959798995,1.2735678391959798e-05
258.6934673366834,1.2773869346733667e-05
260.6030150753769,1.2812060301507537e-05
262.51256281407035,1.2850251256281406e-05
264.4221105527638,1.2888442211055276e-05
266.3316582914573,1.2926633165829145e-05
268.24120603015075,1.2964824120603015e-05
270.1507537688442,1.3003015075376884e-05
272.0603015075377,1.3041206030150754e-05
273.96984924623115,1.3079396984924623e-05
275.8793969849246,1.3117587939698491e-05
277.7889447236181,1.3155778894472363e-05
279.69849246231155,1.319396984924623e-05
281.60804020100505,1.3232160804020102e-05
283.5175879396985,1.327035175879397e-05
285.42713567839195,1.3308542713567839e-05
287.33668341708545,1.3346733668341709e-05
289.2462311557789,1.3384924623115578e-05
291.15577889447235,1.3423115577889446e-05
293.06532663316585,1.3461306532663317e-05
294.9748743718593,1.3499497487437185e-05
296.88442211055275,1.3537688442211055e-05
298.79396984924625,1.3575879396984924e-05
300.7035175879397,1.3614070351758794e-05
302.61306532663315,1.3652261306532663e-05
304.52261306532665,1.3690452261306533e-05
306.4321608040201,1.3728643216080402e-05
308.34170854271355,1.3766834170854272e-05
310.25125628140705,1.3805025125628141e-05
312.1608040201005,1.3843216080402011e-05
314.070351758794,1.388140703517588e-05
315.97989949748745,1.391959798994975e-05
317.8894472361809,1.3957788944723618e-05
319.7989949748744,1.3995979899497489e-05
321.70854271356785,1.4034170854271357e-05
323.6180904522613,1.4072361809045225e-05
325.5276381909548,1.4110552763819096e-05
327.43718592964825,1.4148743718592964e-05
329.3467336683417,1.4186934673366833e-05
331.2562814070352,1.4225125628140703e-05
333.16582914572865,1.4263316582914572e-05
335.0753768844221,1.4301507537688442e-05
336.9849246231156,1.4339698492462312e-05
338.89447236180905,1.4377889447236181e-05
340.8040201005025,1.441608040201005e-05
342.713567839196,1.445427135678392e-05
344.62311557788945,1.449246231155779e-05
346.5326633165829,1.4530653266331658e-05
348.4422110552764,1.4568844221105529e-05
350.35175879396985,1.4607035175879397e-05
352.2613065326633,1.4645226130653265e-05
354.1708542713568,1.4683417085427136e-05
356.08040201005025,1.4721608040201004e-05
357.98994974874375,1.4759798994974875e-05
359.8994974874372,1.4797989949748743e-05
361.80904522613065,1.4836180904522612e-05
363.71859296482415,1.4874371859296482e-05
365.6281407035176,1.4912562814070351e-05
367.53768844221105,1.4950753768844221e-05
369.44723618090455,1.498894472361809e-05
371.356783919598,1.502713567839196e-05
373.26633165829145,1.506532663316583e-05
375.17587939698495,1.5103517587939699e-05
377.0854271356784,1.5141708542713569e-05
378.99497487437185,1.5179899497487436e-05
380.90452261306535,1.5218090452261308e-05
382.8140703517588,1.5256281407035176e-05
384.72361809045225,1.5294472361809043e-05
386.63316582914575,1.5332663316582916e-05
388.5427135678392,1.5370854271356782e-05
390.45226130653265,1.5409045226130652e-05
392.36180904522615,1.544723618090452e-05
394.2713567839196,1.548542713567839e-05
396.18090452261305,1.552361809045226e-05
398.09045226130655,1.556180904522613e-05
400.0,1.56e-05
