frequency_Hz,attenuation_dB_per_m,sound_speed_m_per_s,phase_velocity_m_per_s,group_velocity_m_per_s,wavelength_m,acoustic_impedance_Pa_s_per_m
10.0,0.0001831485195418587,343.2,343.20000343199996,343.20000339767995,34.32,413.21279999999996
11.233240329780276,0.00023036827836027496,343.2,343.2000038552481,343.20000381669564,30.552181732473716,413.21279999999996
12.618568830660204,0.0002895237346518002,343.2,343.2000043306928,343.20000428738587,27.198013071506445,413.21279999999996
14.174741629268055,0.0003634945804421684,343.2,343.2000048647713,343.2000048161236,24.212081530386378,413.21279999999996
15.922827933410922,0.0004557771920023138,343.2,343.20000546471454,343.2000054100674,21.553960228375157,413.21279999999996
17.886495290574352,0.0005705725293328222,343.2,343.2000061386452,343.20000607725876,19.187660546381945,413.21279999999996
20.09233002565047,0.0007128606637193803,343.2,343.20000689568764,343.20000682673077,17.081144872787807,413.21279999999996
22.570197196339205,0.0008884432080036495,343.2,343.20000774609167,343.20000766863075,15.205892842427874,413.21279999999996
25.353644939701113,0.0011039261397865696,343.2,343.20000870137096,343.2000086143573,13.536515195990036,413.21279999999996
28.48035868435802,0.0013666057253269395,343.2,343.2000097744591,343.2000096767145,12.05041003182633,413.21279999999996
31.992671377973846,0.0016842117980271662,343.2,343.20001097988484,343.200010870086,10.727456796130022,413.21279999999996
35.938136638046274,0.0020644600490113906,343.2,343.2000123339685,343.2000122106288,9.54974386837485,413.21279999999996
40.370172585965534,0.0025143753331526046,343.2,343.2000138550432,343.2000137164928,8.501326053763554,413.21279999999996
45.34878508128582,0.003039379959265084,343.2,343.20001556370306,343.20001540806606,7.568008699347253,413.21279999999996
50.9413801481638,0.0036422012386752964,343.2,343.2000174830817,343.20001730825084,6.737155510938208,413.21279999999996
57.22367659350217,0.004321739136614187,343.2,343.2000196391658,343.20001944277413,5.997517468826371,413.21279999999996
64.28073117284319,0.005072128480113493,343.2,343.2000220611469,343.2000218405354,5.339080525969381,413.21279999999996
72.20809018385464,0.005882290743391308,343.2,343.2000247818165,343.2000245339983,4.752930026623773,413.21279999999996
81.11308307896873,0.006736247220235588,343.2,343.2000278380101,343.20002755963,4.23113000976517,413.21279999999996
91.11627561154891,0.007614325535902421,343.2,343.2000312711058,343.20003095839473,3.766615763172169,413.21279999999996
102.35310218990269,0.008495154864234475,343.2,343.20003512758467,343.20003477630877,3.353098173450939,413.21279999999996
114.97569953977356,0.009358096563955432,343.2,343.2000394596601,343.2000390650635,2.9849785769842327,413.21279999999996
129.1549665014884,0.010185610526712494,343.2,343.2000443259845,343.2000438827246,2.6572729589616277,413.21279999999996
145.082877849594,0.010965088310786304,343.2,343.2000497924437,343.20004929451915,2.3655444742128156,413.21279999999996
162.97508346206433,0.011689876667275207,343.2,343.20005593304865,343.20005537371804,2.105843376235402,413.21279999999996
183.07382802953677,0.012359474336097267,343.2,343.2000628309378,343.2000622026283,1.8746535411092664,413.21279999999996
