frequency_Hz,mode_n,mode_m,cutoff_frequency_Hz,wavenumber_1_per_m,phase_velocity_m_per_s,group_velocity_m_per_s,attenuation_dB_per_m,propagating,medium
100.0,0,1,0.0,0.42388081408484024,1482.3,1482.3000000000002,3430.722065224109,True,water
350.7537688442211,0,1,0.0,1.486777930810143,1482.3,1482.3000000000002,37959.575620135314,True,water
601.5075376884422,0,1,0.0,2.549675047535446,1482.3,1482.3000000000002,92060.51432136905,True,water
852.2613065326633,0,1,0.0,3.6125721642607487,1482.3,1482.3000000000002,145789.54287523823,True,water
1103.0150753768844,0,1,0.0,4.675469280986052,1482.3,1482.3000000000002,190186.01690785395,True,water
1353.7688442211056,0,1,0.0,5.7383663977113555,1482.3,1482.3000000000002,224183.42575039263,True,water
1604.5226130653266,0,1,0.0,6.801263514436656,1482.3,1482.3000000000002,249570.63565649456,True,water
1855.2763819095476,0,1,0.0,7.86416063116196,1482.3,1482.3000000000002,268505.46356283815,True,water
2106.030150753769,0,1,0.0,8.927057747887263,1482.3,1482.3000000000002,282763.66859725513,True,water
2356.78391959799,0,1,0.0,9.989954864612566,1482.3,1482.3000000000002,293651.1003023895,True,water
2607.537688442211,0,1,0.0,11.05285198133787,1482.3,1482.3000000000002,302092.3822042642,True,water
2858.291457286432,0,1,0.0,12.115749098063171,1482.3,1482.3000000000002,308736.7293337685,True,water
3109.045226130653,0,1,0.0,13.178646214788474,1482.3,1482.3000000000002,314042.11659854534,True,water
3359.7989949748744,0,1,0.0,14.241543331513776,1482.3,1482.3000000000002,318335.0611727245,True,water
3610.552763819095,0,1,0.0,15.30444044823908,1482.3,1482.3000000000002,321851.43947370927,True,water
3861.3065326633164,0,1,0.0,16.36733756496438,1482.3,1482.3000000000002,324764.0496026184,True,water
4112.060301507538,0,1,0.0,17.430234681689686,1482.2999999999997,1482.3000000000004,327201.2584944055,True,water
4362.814070351758,0,1,0.0,18.493131798414986,1482.3,1482.3000000000002,329259.72034100175,True,water
4613.56783919598,0,1,0.0,19.556028915140292,1482.3,1482.3000000000002,331013.1482847105,True,water
4864.321608040201,0,1,0.0,20.61892603186559,1482.3,1482.3000000000002,332518.4398458585,True,water
5115.075376884422,0,1,0.0,21.681823148590897,1482.3,1482.3000000000002,333820.00974500814,True,water
5365.829145728643,0,1,0.0,22.744720265316197,1482.3,1482.3000000000002,334952.8940943399,True,water
5616.582914572864,0,1,0.0,23.807617382041503,1482.3,1482.3000000000002,335945.0021081331,True,water
5867.336683417086,0,1,0.0,24.870514498766806,1482.3,1482.3000000000002,336818.76899411425,True,water
6118.090452261306,0,1,0.0,25.933411615492105,1482.3,1482.3000000000002,337592.38309839525,True,water
6368.844221105527,0,1,0.0,26.99630873221741,1482.3,1482.3000000000002,338280.70679908677,True,water
6619.597989949749,0,1,0.0,28.059205848942714,1482.3,1482.3000000000002,338895.9746242455,True,water
6870.35175879397,0,1,0.0,29.122102965668013,1482.3,1482.3000000000002,339448.32757686835,True,water
7121.10552763819,0,1,0.0,30.185000082393316,1482.3,1482.3000000000002,339946.2258045789,True,water
7371.859296482412,0,1,0.0,31.247897199118622,1482.3,1482.3000000000002,340396.7700369155,True,water
7622.613065326633,0,1,0.0,32.31079431584393,1482.2999999999997,1482.3000000000004,340805.95397790556,True,water
7873.366834170854,0,1,0.0,33.37369143256923,1482.3,1482.3000000000002,341178.8639919196,True,water
8124.120603015075,0,1,0.0,34.43658854929453,1482.3,1482.3000000000002,341519.83822396206,True,water
8374.874371859296,0,1,0.0,35.49948566601984,1482.2999999999997,1482.3000000000004,341832.59425565234,True,water
8625.628140703517,0,1,0.0,36.56238278274513,1482.3,1482.3000000000002,342120.3321760721,True,water
8876.38190954774,0,1,0.0,37.62527989947044,1482.3,1482.3000000000002,342385.81830817566,True,water
9127.13567839196,0,1,0.0,38.688177016195745,1482.3,1482.3000000000002,342631.4536132163,True,water
9377.88944723618,0,1,0.0,39.75107413292105,1482.3,1482.3000000000002,342859.32988265617,True,water
9628.643216080402,0,1,0.0,40.81397124964634,1482.3,1482.3000000000002,343071.27613760706,True,water
9879.396984924622,0,1,0.0,41.876868366371646,1482.3,1482.3000000000002,343268.8971314841,True,water
10130.150753768845,0,1,0.0,42.939765483096956,1482.3,1482.3000000000002,343453.6054499813,True,water
10380.904522613066,0,1,0.0,44.00266259982226,1482.3,1482.3000000000002,343626.648392893,True,water
10631.658291457286,0,1,0.0,45.06555971654756,1482.3,1482.3000000000002,343789.1305821591,True,water
10882.412060301507,0,1,0.0,46.12845683327286,1482.3,1482.3000000000002,343942.033053083,True,water
11133.165829145728,0,1,0.0,47.19135394999816,1482.3,1482.3000000000002,344086.2294385614,True,water
11383.919597989949,0,1,0.0,48.25425106672347,1482.3,1482.3000000000002,344222.49974005535,True,water
11634.673366834171,0,1,0.0,49.31714818344878,1482.3,1482.3000000000002,344351.54208690574,True,water
11885.427135678392,0,1,0.0,50.380045300174075,1482.3,1482.3000000000002,344473.9828121385,True,water
12136.180904522613,0,1,0.0,51.44294241689938,1482.3,1482.3000000000002,344590.3851140309,True,water
12386.934673366834,0,1,0.0,52.50583953362467,1482.3,1482.3000000000002,344701.25652532483,True,water
12637.688442211054,0,1,0.0,53.568736650349976,1482.3,1482.3000000000002,344807.05537364865,True,water
12888.442211055277,0,1,0.0,54.631633767075286,1482.3,1482.3000000000002,344908.1963855843,True,water
13139.195979899498,0,1,0.0,55.694530883800596,1482.3,1482.3000000000002,345005.0555614391,True,water
13389.949748743718,0,1,0.0,56.75742800052589,1482.3,1482.3000000000002,345097.97442699823,True,water
13640.70351758794,0,1,0.0,57.820325117251194,1482.3,1482.3000000000002,345187.26375145843,True,water
13891.45728643216,0,1,0.0,58.88322223397649,1482.3,1482.3000000000002,345273.20680665196,True,water
14142.21105527638,0,1,0.0,59.94611935070179,1482.3,1482.3000000000002,345356.0622310104,True,water
14392.964824120603,0,1,0.0,61.009016467427095,1482.3,1482.3000000000002,345436.0665520248,True,water
14643.718592964824,0,1,0.0,62.071913584152405,1482.3,1482.3000000000002,345513.4364128898,True,water
14894.472361809045,0,1,0.0,63.13481070087771,1482.3,1482.3000000000002,345588.3705422609,True,water
15145.226130653265,0,1,0.0,64.197707817603,1482.3,1482.3000000000002,345661.0515003991,True,water
15395.979899497486,0,1,0.0,65.2606049343283,1482.3000000000002,1482.3,345731.6472302073,True,water
15646.733668341709,0,1,0.0,66.32350205105361,1482.3000000000002,1482.3,345800.31243764854,True,water
15897.48743718593,0,1,0.0,67.38639916777892,1482.3,1482.3000000000002,345867.18982263433,True,water
16148.24120603015,0,1,0.0,68.44929628450423,1482.2999999999997,1482.3000000000004,345932.41117858794,True,water
16398.99497487437,0,1,0.0,69.51219340122952,1482.3,1482.3000000000002,345996.0983764359,True,water
16649.748743718592,0,1,0.0,70.57509051795482,1482.3,1482.3000000000002,346058.36424668645,True,water
16900.502512562813,0,1,0.0,71.63798763468012,1482.3,1482.3000000000002,346119.31337146886,True,water
17151.256281407033,0,1,0.0,72.70088475140543,1482.3,1482.3000000000002,346179.0427968741,True,water
17402.010050251254,0,1,0.0,73.76378186813074,1482.2999999999997,1482.3000000000004,346237.6426746216,True,water
17652.76381909548,0,1,0.0,74.82667898485604,1482.3,1482.3000000000002,346295.19684094575,True,water
17903.5175879397,0,1,0.0,75.88957610158134,1482.3,1482.3000000000002,346351.7833396168,True,water
18154.27135678392,0,1,0.0,76.95247321830665,1482.3,1482.3000000000002,346407.47489516763,True,water
18405.02512562814,0,1,0.0,78.01537033503195,1482.3,1482.3000000000002,346462.33934166795,True,water
18655.77889447236,0,1,0.0,79.07826745175726,1482.3,1482.3000000000002,346516.44001174666,True,water
18906.532663316582,0,1,0.0,80.14116456848255,1482.3,1482.3000000000002,346569.8360900195,True,water
19157.286432160803,0,1,0.0,81.20406168520785,1482.3,1482.3000000000002,346622.58293458883,True,water
19408.040201005024,0,1,0.0,82.26695880193316,1482.3,1482.3000000000002,346674.73236986937,True,water
19658.793969849245,0,1,0.0,83.32985591865845,1482.3,1482.3000000000002,346726.33295362274,True,water
19909.547738693465,0,1,0.0,84.39275303538376,1482.3,1482.3000000000002,346777.4302207615,True,water
20160.30150753769,0,1,0.0,85.45565015210907,1482.3,1482.3000000000002,346828.0669062032,True,water
20411.05527638191,0,1,0.0,86.51854726883438,1482.3,1482.3000000000002,346878.2831488048,True,water
20661.80904522613,0,1,0.0,87.58144438555968,1482.3,1482.3000000000002,346928.11667818937,True,water
20912.562814070352,0,1,0.0,88.64434150228499,1482.3,1482.3000000000002,346977.6029860852,True,water
21163.316582914573,0,1,0.0,89.70723861901028,1482.3,1482.3000000000002,347026.7754836259,True,water
21414.070351758794,0,1,0.0,90.77013573573558,1482.3,1482.3000000000002,347075.66564590944,True,water
21664.824120603014,0,1,0.0,91.83303285246089,1482.3,1482.3000000000002,347124.3031449828,True,water
