frequency_Hz,mode_n,mode_m,cutoff_frequency_Hz,wavenumber_1_per_m,phase_velocity_m_per_s,group_velocity_m_per_s,attenuation_dB_per_m,propagating,medium
100.0,0,1,0.0,1.8307649496444016,343.2,343.2,0.008735779737080349,True,air
350.7537688442211,0,1,0.0,6.421477059556745,343.2,343.2,0.01634683668514945,True,air
601.5075376884422,0,1,0.0,11.012189169469089,343.2,343.2,0.020516725363890684,True,air
852.2613065326633,0,1,0.0,15.602901279381433,343.2,343.2,0.026118440318459165,True,air
1103.0150753768844,0,1,0.0,20.193613389293777,343.2,343.2,0.03349675961760675,True,air
1353.7688442211056,0,1,0.0,24.784325499206123,343.2,343.2,0.04271662974159222,True,air
1604.5226130653266,0,1,0.0,29.37503760911846,343.2,343.2,0.05379717353272904,True,air
1855.2763819095476,0,1,0.0,33.96574971903081,343.19999999999993,343.20000000000005,0.06674563168473215,True,air
2106.030150753769,0,1,0.0,38.55646182894315,343.2,343.2,0.08156523190037941,True,air
2356.78391959799,0,1,0.0,43.147173938855495,343.2,343.2,0.09825758865367487,True,air
2607.537688442211,0,1,0.0,47.73788604876785,343.2,343.2,0.11682358194693343,True,air
2858.291457286432,0,1,0.0,52.32859815868019,343.2,343.2,0.1372637245195265,True,air
3109.045226130653,0,1,0.0,56.919310268592525,343.2,343.2,0.1595783314843488,True,air
3359.7989949748744,0,1,0.0,61.51002237850487,343.2,343.2,0.18376760513843352,True,air
3610.552763819095,0,1,0.0,66.10073448841722,343.19999999999993,343.20000000000005,0.2098316801674478,True,air
3861.3065326633164,0,1,0.0,70.69144659832955,343.2,343.2,0.23777064905068734,True,air
4112.060301507538,0,1,0.0,75.2821587082419,343.2,343.2,0.26758457698999333,True,air
4362.814070351758,0,1,0.0,79.87287081815424,343.2,343.2,0.29927351102323385,True,air
4613.56783919598,0,1,0.0,84.46358292806659,343.2,343.2,0.33283748577400557,True,air
4864.321608040201,0,1,0.0,89.05429503797893,343.2,343.2,0.36827652718499987,True,air
