temperature_C,frequency_Hz,sound_speed_m_per_s,density_kg_per_m3,viscosity_Pa_s,attenuation_dB_per_m,acoustic_impedance_Pa_s_per_m,medium
5.0,100,334.3184661453572,1.2697571454251302,1.7379280194368037e-05,0.0008373717892102112,424.5032612356368,air
5.0,1000,334.3184661453572,1.2697571454251302,1.7379280194368037e-05,0.0837371789210211,424.5032612356368,air
5.0,10000,334.3184661453572,1.2697571454251302,1.7379280194368037e-05,8.373717892102112,424.5032612356368,air
5.0,100000,334.3184661453572,1.2697571454251302,1.7379280194368037e-05,837.3717892102111,424.5032612356368,air
6.0,100,334.918894908814,1.2652084900591078,1.742299382283844e-05,0.0008379730260813528,423.7422293198456,air
6.0,1000,334.918894908814,1.2652084900591078,1.742299382283844e-05,0.08379730260813525,423.7422293198456,air
6.0,10000,334.918894908814,1.2652084900591078,1.742299382283844e-05,8.379730260813528,423.7422293198456,air
6.0,100000,334.918894908814,1.2652084900591078,1.742299382283844e-05,837.9730260813527,423.7422293198456,air
7.0,100,335.5182491729744,1.2606923076923076,1.7466660497783893e-05,0.0008385725423636674,422.9852758227597,air
7.0,1000,335.5182491729744,1.2606923076923076,1.7466660497783893e-05,0.08385725423636671,422.9852758227597,air
7.0,10000,335.5182491729744,1.2606923076923076,1.7466660497783893e-05,8.385725423636673,422.9852758227597,air
7.0,100000,335.5182491729744,1.2606923076923076,1.7466660497783893e-05,838.572542363667,422.9852758227597,air
8.0,100,336.11653468589583,1.25620825182287,1.751028043697049e-05,0.0008391703490964392,422.23236444653026,air
8.0,1000,336.11653468589583,1.25620825182287,1.751028043697049e-05,0.08391703490964392,422.23236444653026,air
8.0,10000,336.11653468589583,1.25620825182287,1.751028043697049e-05,8.391703490964392,422.23236444653026,air
8.0,100000,336.11653468589583,1.25620825182287,1.751028043697049e-05,839.1703490964392,422.23236444653026,air
9.0,100,336.7137571445691,1.251755980861244,1.755385385638379e-05,0.0008397664572091665,421.4834593439748,air
9.0,1000,336.7137571445691,1.251755980861244,1.755385385638379e-05,0.08397664572091663,421.4834593439748,air
9.0,10000,336.7137571445691,1.251755980861244,1.755385385638379e-05,8.397664572091665,421.4834593439748,air
9.0,100000,336.7137571445691,1.251755980861244,1.755385385638379e-05,839.7664572091664,421.4834593439748,air
10.0,100,337.3099221955511,1.2473351580434398,1.759738097024962e-05,0.0008403608775230367,420.73852511140814,air
10.0,1000,337.3099221955511,1.2473351580434398,1.759738097024962e-05,0.08403608775230366,420.73852511140814,air
10.0,10000,337.3099221955511,1.2473351580434398,1.759738097024962e-05,8.403608775230365,420.73852511140814,air
10.0,100000,337.3099221955511,1.2473351580434398,1.759738097024962e-05,840.3608775230365,420.73852511140814,air
11.0,100,337.9050354355875,1.24294545134612,1.7640861991054602e-05,0.0008409536207523812,419.997526781613,air
11.0,1000,337.9050354355875,1.24294545134612,1.7640861991054602e-05,0.0840953620752381,419.997526781613,air
11.0,10000,337.9050354355875,1.24294545134612,1.7640861991054602e-05,8.40953620752381,419.997526781613,air
