case_id,case_date,location,failure_type,structure_type,earthquake_magnitude,peak_ground_acceleration_g,duration_strong_motion_s,depth_to_groundwater_m,relative_density_pct,fines_content_pct,settlement_mm,lateral_displacement_m,initial_pore_pressure_kPa,peak_excess_pore_pressure_ratio,time_to_liquefaction_s,recovery_time_days,damage_cost_usd,mitigation_measures
SANDY_CASE_001,1996-12-13,"Memphis, TN",Slope instability in loose sand,Port structure,6.981386789093172,0.12582086314817298,48.4130532073927,7.462389219407941,46.11216300274022,23.475502941566493,66.05740212503821,1.1740959292741775,73.2060382423919,0.9266447863810394,10.444226135551562,69.57962736361651,675126.9974261019,Ground improvement (stone columns)
SANDY_CASE_002,2002-06-14,"Charleston, SC",Liquefaction-induced uplift,Residential building,7.068198488145982,0.5266950337859279,89.85512467572633,3.7113811123798577,58.499677654930544,24.052809526029314,10.0,0.20354738780020792,36.40864871244641,0.6581742094809663,11.493251648947696,15.277198334667895,127345.36240606882,None
SANDY_CASE_003,2005-05-21,"Boston, MA",Foundation bearing capacity failure,Tunnel,6.782623055075649,0.45187531626020305,108.68212859478348,7.749911142827521,30.79105137484216,6.359120293161336,70.05053845758964,0.11958480963014993,76.02662831113798,0.672479439685721,19.535015186717374,8.473942208050646,99970.3766960137,Soil replacement
SANDY_CASE_004,2012-11-17,"New Madrid, MO",Liquefaction-induced settlement,Port structure,5.576257380232286,0.13603512587499256,107.5795066691629,7.727149828169396,51.14452379095002,16.238378438794136,184.9219305294245,0.30104588218729783,75.80333981434178,0.3750204079378432,16.639875338391192,30.387766710284538,4811681.243836683,Grouting
SANDY_CASE_005,2008-02-08,"Memphis, TN",Cyclic mobility,Port structure,5.823674280979914,0.29505252496562806,95.78631004433862,6.897570916005201,24.2673732496884,23.77579747142709,44.35442458320018,0.1,67.66517068601102,0.6131886567764182,41.66704155623531,24.775479862256397,623449.7202367167,Grouting
SANDY_CASE_006,2003-09-15,"Portland, OR",Liquefaction-induced lateral spreading,Embankment,5.594287557060203,0.7357861201766577,80.62348107697166,2.708366690521893,22.584086058430387,20.094087757402633,15.002865006987808,2.3640612331174573,26.56907723401977,0.6728320865185162,33.71208164243936,57.95584121814604,563812.9962121473,Soil densification
SANDY_CASE_007,1992-04-02,"Seattle, WA",Cyclic mobility,Bridge foundation,7.409231233791341,0.2676933234668807,19.255396149455372,3.3882329645144393,46.567731578407404,30.694695235649668,99.13657215852066,0.1,33.23856538188665,0.46972935254431075,23.91620520680248,61.25993482611458,448691.20043890283,None
SANDY_CASE_008,1992-08-01,"Memphis, TN",Liquefaction-induced lateral spreading,Bridge foundation,6.44306794322898,0.20142641046385618,27.779158550407516,6.883525036376427,47.031756080505325,24.76080894856835,10.0,1.1645920911586838,67.52738060685274,0.48847026166456664,10.249026682167306,32.38494772219287,1276523.9765719997,Deep foundations
SANDY_CASE_009,2006-11-03,"Boston, MA",Foundation bearing capacity failure,Residential building,7.025712073494108,0.4426169321942941,108.84096073797872,2.8769150386720823,51.87149507491033,9.88803281244289,16.142193274666976,0.1,28.22253652937313,0.5640989141732358,11.310954709921193,14.781030388257086,10520041.388028208,Deep foundations
SANDY_CASE_010,2002-02-12,"New Madrid, MO",Foundation bearing capacity failure,Port structure,8.222699421778279,0.7899553178774206,76.7071965625549,1.7711956001456937,56.30456668613308,7.1170624220128955,69.6715044251201,0.1,17.375428837429254,0.3140498384444084,9.088654153326436,37.741126582277445,937626.1407731617,Soil densification
SANDY_CASE_011,2014-07-20,"Charleston, SC",Foundation bearing capacity failure,Bridge foundation,6.247876687446625,0.2694386900580503,11.011675677829261,4.676009468437626,68.79260397312673,24.27257834618947,14.80887866362088,0.30722521532274194,45.871652885373116,0.5254554159082248,17.252013753471847,34.23857340248915,246880.37482087643,Ground freezing
SANDY_CASE_012,1996-01-08,"Boston, MA",Liquefaction-induced lateral spreading,Bridge foundation,6.731148769106889,0.570494883184115,21.16186971526353,7.521160806205858,45.81501741505977,5.795339316248654,19.852565807623748,2.397810800836533,73.78258750887947,0.44801360489758124,5.0,47.29226357025876,426037.37150208483,Deep foundations
SANDY_CASE_013,2021-01-26,"Boston, MA",Cyclic mobility,Residential building,7.766653415629146,0.6331337307301024,82.98519460188614,5.720223475062298,36.147823647062296,22.5732674382039,23.798024762335483,0.12724179473844158,56.11539229036114,0.5292481465245402,11.926234609742359,14.899862886584089,1807687.818109262,Dewatering
