case_id,days_before_failure,pore_pressure_kPa,settlement_mm,lateral_displacement_mm,velocity_mm_day,soil_type
SANDY_CASE_003,87.0,71.83788840316919,0.0,0.0,0.0,sandy
SANDY_CASE_003,86.0,79.08067747991186,0.0,0.0,0.0,sandy
SANDY_CASE_003,85.0,69.67817837577245,0.0,0.0,0.0,sandy
SANDY_CASE_003,84.0,70.65928992244072,0.0,0.0,0.0,sandy
SANDY_CASE_003,83.0,72.98990031731071,0.0,0.0,0.0,sandy
SANDY_CASE_003,82.0,84.17324499422811,0.0,0.0,0.0,sandy
SANDY_CASE_003,81.0,77.34610046340808,0.0,0.0,0.0,sandy
SANDY_CASE_003,80.0,73.07423796841611,0.0,0.0,0.0,sandy
SANDY_CASE_003,79.0,77.89880994091085,0.0,0.0,0.0,sandy
SANDY_CASE_003,78.0,76.20236771826053,0.0,0.0,0.0,sandy
SANDY_CASE_003,77.0,73.56676146544238,0.0,0.0,0.0,sandy
SANDY_CASE_003,76.0,69.04348403219684,0.0,0.0,0.0,sandy
SANDY_CASE_003,75.0,83.21934073369944,0.0,0.0,0.0,sandy
SANDY_CASE_003,74.0,77.0757189546882,0.0,0.0,0.0,sandy
SANDY_CASE_003,73.0,86.89532017847918,0.0,0.0,0.0,sandy
SANDY_CASE_003,72.0,80.72823641384238,0.0,0.0,0.0,sandy
SANDY_CASE_003,71.0,78.7832269349432,0.0,0.0,0.0,sandy
SANDY_CASE_003,70.0,73.85060666805315,0.0,0.0,0.0,sandy
SANDY_CASE_003,69.0,70.5499004918534,0.0,0.0,0.0,sandy
SANDY_CASE_003,68.0,74.93797338869575,0.0,0.0,0.0,sandy
SANDY_CASE_003,67.0,70.40516534010882,0.0,0.0,0.0,sandy
SANDY_CASE_003,66.0,79.27758021479175,0.0,0.0,0.0,sandy
SANDY_CASE_003,65.0,84.18989079962364,0.0,0.0,0.0,sandy
SANDY_CASE_003,64.0,74.72206698055233,0.0,0.0,0.0,sandy
SANDY_CASE_003,63.0,80.74908317309396,0.0,0.0,0.0,sandy
SANDY_CASE_003,62.0,72.5804829600537,0.0,0.0,0.0,sandy
SANDY_CASE_003,61.0,74.51429412010123,0.0,0.0,0.0,sandy
SANDY_CASE_003,60.0,71.95180838831077,0.0,0.0,0.0,sandy
SANDY_CASE_003,59.0,65.36096313578543,0.0,0.0,0.0,sandy
SANDY_CASE_003,58.0,75.84396156154493,0.0,0.0,0.0,sandy
SANDY_CASE_003,57.0,76.66888699912674,0.0,0.0,0.0,sandy
SANDY_CASE_003,56.0,81.35593330494618,0.0,0.0,0.0,sandy
SANDY_CASE_003,55.0,80.00381957448442,0.0,0.0,0.0,sandy
SANDY_CASE_003,54.0,80.07139280633297,0.0,0.0,0.0,sandy
SANDY_CASE_003,53.0,71.1564471955486,0.0,0.0,0.0,sandy
SANDY_CASE_003,52.0,78.32411484149145,0.0,0.0,0.0,sandy
SANDY_CASE_003,51.0,83.93959813854595,0.0,0.0,0.0,sandy
SANDY_CASE_003,50.0,77.92596756468339,0.0,0.0,0.0,sandy
SANDY_CASE_003,49.0,85.16959637646298,0.0,0.0,0.0,sandy
SANDY_CASE_003,48.0,86.1214588667373,0.0,0.0,0.0,sandy
SANDY_CASE_003,47.0,74.68428695967975,0.0,0.0,0.0,sandy
SANDY_CASE_003,46.0,72.54192958573512,0.0,0.0,0.0,sandy
SANDY_CASE_003,45.0,72.21931748404323,0.0,0.0,0.0,sandy
SANDY_CASE_003,44.0,68.44594921062188,0.0,0.0,0.0,sandy
SANDY_CASE_003,43.0,73.43461381406037,0.0,0.0,0.0,sandy
SANDY_CASE_003,42.0,82.06495555991921,0.0,0.0,0.0,sandy
SANDY_CASE_003,41.0,65.00644043488178,0.0,0.0,0.0,sandy
SANDY_CASE_003,40.0,70.83936130756925,0.0,0.0,0.0,sandy
SANDY_CASE_003,39.0,75.390971102878,0.0,0.0,0.0,sandy
SANDY_CASE_003,38.0,71.64070230802949,0.0,0.0,0.0,sandy
SANDY_CASE_003,37.0,73.39019858993689,0.0,0.0,0.0,sandy
SANDY_CASE_003,36.0,73.46497993902646,0.0,0.0,0.0,sandy
SANDY_CASE_003,35.0,74.73892721082925,0.0,0.0,0.0,sandy
SANDY_CASE_003,34.0,72.37935483058929,0.0,0.0,0.0,sandy
SANDY_CASE_003,33.0,71.97056224186025,0.0,0.0,0.0,sandy
SANDY_CASE_003,32.0,80.69817704074414,0.0,0.0,0.0,sandy
SANDY_CASE_003,31.0,81.2748992004397,0.0,0.0,0.0,sandy
SANDY_CASE_003,30.0,69.12391158490094,0.0,0.0,0.0,sandy
SANDY_CASE_003,29.0,62.22864131477356,0.0,0.0,0.0,sandy
SANDY_CASE_003,28.0,81.34350255899264,0.0,0.0,0.0,sandy
SANDY_CASE_003,27.0,69.8826262183773,0.0,0.0,0.0,sandy
SANDY_CASE_003,26.0,77.09035250343668,0.0,0.0,0.0,sandy
SANDY_CASE_003,25.0,68.1982689459969,0.0,0.0,0.0,sandy
SANDY_CASE_003,24.0,82.51540323743635,0.0,0.0,0.0,sandy
SANDY_CASE_003,23.0,88.74496778764562,0.0,0.0,0.0,sandy
SANDY_CASE_003,22.0,76.94066285716467,0.0,0.0,0.0,sandy
SANDY_CASE_003,21.0,75.5561150688404,0.0,0.0,0.0,sandy
SANDY_CASE_003,20.0,74.41593043518766,0.0,0.0,0.0,sandy
SANDY_CASE_003,19.0,79.93562486770254,0.0,0.0,0.0,sandy
SANDY_CASE_003,18.0,78.86506206581092,0.0,0.0,0.0,sandy
SANDY_CASE_003,17.0,81.04412057890231,0.0,0.0,0.0,sandy
SANDY_CASE_003,16.0,72.88704569814757,0.0,0.0,0.0,sandy
SANDY_CASE_003,15.0,77.7272168431612,0.0,0.0,0.0,sandy
SANDY_CASE_003,14.0,73.31428797760701,0.0,0.0,0.0,sandy
SANDY_CASE_003,13.0,70.73805007078771,0.0,0.0,0.0,sandy
SANDY_CASE_003,12.0,75.82155120612066,0.0,0.0,0.0,sandy
SANDY_CASE_003,11.0,71.41406465925257,0.0,0.0,0.0,sandy
SANDY_CASE_003,10.0,81.89526329985092,0.0,0.0,0.0,sandy
SANDY_CASE_003,9.0,71.71702642105888,0.0,0.0,0.0,sandy
SANDY_CASE_003,8.0,77.84435801457478,0.0,0.0,0.0,sandy
SANDY_CASE_003,7.0,73.00951681733937,0.0,0.0,0.0,sandy
SANDY_CASE_003,6.0,77.41194206332554,0.0,0.0,0.0,sandy
SANDY_CASE_003,5.0,73.40664544386121,0.0,0.0,0.0,sandy
SANDY_CASE_003,4.0,69.7405719368503,0.0,0.0,0.0,sandy
SANDY_CASE_003,3.0,78.44549201589722,0.0,0.0,0.0,sandy
SANDY_CASE_003,2.0,74.84955020157187,0.0,0.0,0.0,sandy
SANDY_CASE_003,1.0,128.58289742261894,0.0,0.0,6.3490041763445735,sandy
SANDY_CASE_003,-0.0,104.89210903538567,12.698008352689147,33.898549261141504,12.698008352689147,sandy
SANDY_CASE_019,168.0,44.42464939218685,0.0,0.0,0.0,sandy
SANDY_CASE_019,167.0,46.701806990087505,0.0,0.0,0.0,sandy
SANDY_CASE_019,166.0,37.492876650058136,0.0,0.0,0.0,sandy
SANDY_CASE_019,165.0,38.84197793540109,0.0,0.0,0.0,sandy
SANDY_CASE_019,164.0,43.71203004355052,0.0,0.0,0.0,sandy
SANDY_CASE_019,163.0,43.60504348580739,0.0,0.0,0.0,sandy
SANDY_CASE_019,162.0,34.92131812885672,0.0,0.0,0.0,sandy
SANDY_CASE_019,161.0,43.84891923986187,0.0,0.0,0.0,sandy
SANDY_CASE_019,160.0,40.04926512151083,0.0,0.0,0.0,sandy
SANDY_CASE_019,159.0,51.24633732130671,0.0,0.0,0.0,sandy
SANDY_CASE_019,158.0,44.28709688634021,0.0,0.0,0.0,sandy
SANDY_CASE_019,157.0,45.14847142204144,0.0,0.0,0.0,sandy
SANDY_CASE_019,156.0,45.27790068361498,0.0,0.0,0.0,sandy
SANDY_CASE_019,155.0,36.9714672693991,0.0,0.0,0.0,sandy
SANDY_CASE_019,154.0,52.76048863820494,0.0,0.0,0.0,sandy
SANDY_CASE_019,153.0,34.926547935406056,0.0,0.0,0.0,sandy
SANDY_CASE_019,152.0,47.01961988116064,0.0,0.0,0.0,sandy
SANDY_CASE_019,151.0,46.13442386006517,0.0,0.0,0.0,sandy
SANDY_CASE_019,150.0,40.65609227309712,0.0,0.0,0.0,sandy
SANDY_CASE_019,149.0,46.37335575622887,0.0,0.0,0.0,sandy
SANDY_CASE_019,148.0,41.45323817854324,0.0,0.0,0.0,sandy
SANDY_CASE_019,147.0,39.66379694838303,0.0,0.0,0.0,sandy
SANDY_CASE_019,146.0,45.38890001942656,0.0,0.0,0.0,sandy
SANDY_CASE_019,145.0,38.008299217222415,0.0,0.0,0.0,sandy
SANDY_CASE_019,144.0,41.91982837887407,0.0,0.0,0.0,sandy
SANDY_CASE_019,143.0,40.07022042901214,0.0,0.0,0.0,sandy
SANDY_CASE_019,142.0,41.3612066247972,0.0,0.0,0.0,sandy
SANDY_CASE_019,141.0,45.20474716831285,0.0,0.0,0.0,sandy
SANDY_CASE_019,140.0,40.06927231093089,0.0,0.0,0.0,sandy
SANDY_CASE_019,139.0,42.0794846073001,0.0,0.0,0.0,sandy
SANDY_CASE_019,138.0,40.52537791315402,0.0,0.0,0.0,sandy
SANDY_CASE_019,137.0,50.26108750053466,0.0,0.0,0.0,sandy
SANDY_CASE_019,136.0,44.75416616373138,0.0,0.0,0.0,sandy
SANDY_CASE_019,135.0,44.14145233749552,0.0,0.0,0.0,sandy
SANDY_CASE_019,134.0,46.458196695779044,0.0,0.0,0.0,sandy
SANDY_CASE_019,133.0,40.07043128878749,0.0,0.0,0.0,sandy
SANDY_CASE_019,132.0,47.33739029766113,0.0,0.0,0.0,sandy
SANDY_CASE_019,131.0,44.771992901825634,0.0,0.0,0.0,sandy
SANDY_CASE_019,130.0,35.236649658891594,0.0,0.0,0.0,sandy
SANDY_CASE_019,129.0,35.9009500071581,0.0,0.0,0.0,sandy
SANDY_CASE_019,128.0,40.179618908741595,0.0,0.0,0.0,sandy
SANDY_CASE_019,127.0,36.436071693336075,0.0,0.0,0.0,sandy
SANDY_CASE_019,126.0,41.84971186916401,0.0,0.0,0.0,sandy
SANDY_CASE_019,125.0,37.9724142155826,0.0,0.0,0.0,sandy
SANDY_CASE_019,124.0,42.55248890730733,0.0,0.0,0.0,sandy
SANDY_CASE_019,123.0,50.0996510523192,0.0,0.0,0.0,sandy
SANDY_CASE_019,122.0,42.794219654881,0.0,0.0,0.0,sandy
SANDY_CASE_019,121.0,41.526281898152284,0.0,0.0,0.0,sandy
SANDY_CASE_019,120.0,44.982317411588646,0.0,0.0,0.0,sandy
SANDY_CASE_019,119.0,39.55900520804891,0.0,0.0,0.0,sandy
SANDY_CASE_019,118.0,47.258175719641926,0.0,0.0,0.0,sandy
SANDY_CASE_019,117.0,45.51716893828248,0.0,0.0,0.0,sandy
SANDY_CASE_019,116.0,43.23543198290474,0.0,0.0,0.0,sandy
SANDY_CASE_019,115.0,43.812683330829856,0.0,0.0,0.0,sandy
SANDY_CASE_019,114.0,53.249833725476186,0.0,0.0,0.0,sandy
SANDY_CASE_019,113.0,47.75266522400126,0.0,0.0,0.0,sandy
SANDY_CASE_019,112.0,54.03873732846859,0.0,0.0,0.0,sandy
SANDY_CASE_019,111.0,45.701255139124186,0.0,0.0,0.0,sandy
SANDY_CASE_019,110.0,35.682646959308485,0.0,0.0,0.0,sandy
SANDY_CASE_019,109.0,41.73023565834272,0.0,0.0,0.0,sandy
SANDY_CASE_019,108.0,34.54007979992159,0.0,0.0,0.0,sandy
SANDY_CASE_019,107.0,45.682619345996514,0.0,0.0,0.0,sandy
SANDY_CASE_019,106.0,46.76812515938893,0.0,0.0,0.0,sandy
SANDY_CASE_019,105.0,38.61152419286553,0.0,0.0,0.0,sandy
SANDY_CASE_019,104.0,39.76292227442766,0.0,0.0,0.0,sandy
SANDY_CASE_019,103.0,43.784858653838,0.0,0.0,0.0,sandy
SANDY_CASE_019,102.0,37.050583856340836,0.0,0.0,0.0,sandy
SANDY_CASE_019,101.0,36.67530532644926,0.0,0.0,0.0,sandy
SANDY_CASE_019,100.0,49.23426441286753,0.0,0.0,0.0,sandy
SANDY_CASE_019,99.0,43.61465726348177,0.0,0.0,0.0,sandy
SANDY_CASE_019,98.0,40.250557384132144,0.0,0.0,0.0,sandy
SANDY_CASE_019,97.0,34.58050972987583,0.0,0.0,0.0,sandy
SANDY_CASE_019,96.0,47.302860957134286,0.0,0.0,0.0,sandy
SANDY_CASE_019,95.0,39.61851311157708,0.0,0.0,0.0,sandy
SANDY_CASE_019,94.0,52.34452640201462,0.0,0.0,0.0,sandy
SANDY_CASE_019,93.0,47.33765466112915,0.0,0.0,0.0,sandy
SANDY_CASE_019,92.0,39.00039490062558,0.0,0.0,0.0,sandy
SANDY_CASE_019,91.0,39.46374568700457,0.0,0.0,0.0,sandy
SANDY_CASE_019,90.0,51.65035998738358,0.0,0.0,0.0,sandy
SANDY_CASE_019,89.0,42.619806938489404,0.0,0.0,0.0,sandy
SANDY_CASE_019,88.0,40.474548031045074,0.0,0.0,0.0,sandy
SANDY_CASE_019,87.0,43.17971261504478,0.0,0.0,0.0,sandy
SANDY_CASE_019,86.0,40.45154092239297,0.0,0.0,0.0,sandy
SANDY_CASE_019,85.0,44.24634655820275,0.0,0.0,0.0,sandy
SANDY_CASE_019,84.0,42.66198606507061,0.0,0.0,0.0,sandy
SANDY_CASE_019,83.0,47.41864407521947,0.0,0.0,0.0,sandy
SANDY_CASE_019,82.0,41.09823365646629,0.0,0.0,0.0,sandy
SANDY_CASE_019,81.0,38.61702233921369,0.0,0.0,0.0,sandy
SANDY_CASE_019,80.0,41.296180689543995,0.0,0.0,0.0,sandy
SANDY_CASE_019,79.0,41.26568468154169,0.0,0.0,0.0,sandy
SANDY_CASE_019,78.0,42.65343509669196,0.0,0.0,0.0,sandy
SANDY_CASE_019,77.0,46.21380561294805,0.0,0.0,0.0,sandy
SANDY_CASE_019,76.0,45.940649010021524,0.0,0.0,0.0,sandy
SANDY_CASE_019,75.0,49.039397551954764,0.0,0.0,0.0,sandy
SANDY_CASE_019,74.0,38.9836557839943,0.0,0.0,0.0,sandy
SANDY_CASE_019,73.0,44.984704787917465,0.0,0.0,0.0,sandy
SANDY_CASE_019,72.0,46.6777034077655,0.0,0.0,0.0,sandy
SANDY_CASE_019,71.0,39.67000214110261,0.0,0.0,0.0,sandy
SANDY_CASE_019,70.0,42.00294890775003,0.0,0.0,0.0,sandy
SANDY_CASE_019,69.0,34.29121480156794,0.0,0.0,0.0,sandy
SANDY_CASE_019,68.0,47.5753926482906,0.0,0.0,0.0,sandy
SANDY_CASE_019,67.0,41.963613161062575,0.0,0.0,0.0,sandy
SANDY_CASE_019,66.0,47.07392505606692,0.0,0.0,0.0,sandy
SANDY_CASE_019,65.0,44.07135176205949,0.0,0.0,0.0,sandy
SANDY_CASE_019,64.0,42.115278027787554,0.0,0.0,0.0,sandy
SANDY_CASE_019,63.0,35.0770901758995,0.0,0.0,0.0,sandy
SANDY_CASE_019,62.0,35.96634111907972,0.0,0.0,0.0,sandy
SANDY_CASE_019,61.0,30.075373250953213,0.0,0.0,0.0,sandy
SANDY_CASE_019,60.0,40.22803675851864,0.0,0.0,0.0,sandy
SANDY_CASE_019,59.0,54.432347688568164,0.0,0.0,0.0,sandy
SANDY_CASE_019,58.0,36.601367225071925,0.0,0.0,0.0,sandy
SANDY_CASE_019,57.0,29.883944755562393,0.0,0.0,0.0,sandy
SANDY_CASE_019,56.0,47.854448770589585,0.0,0.0,0.0,sandy
SANDY_CASE_019,55.0,54.85969351914543,0.0,0.0,0.0,sandy
SANDY_CASE_019,54.0,44.53070949896094,0.0,0.0,0.0,sandy
SANDY_CASE_019,53.0,44.48476614626173,0.0,0.0,0.0,sandy
SANDY_CASE_019,52.0,41.491693804443166,0.0,0.0,0.0,sandy
SANDY_CASE_019,51.0,34.069818020111626,0.0,0.0,0.0,sandy
SANDY_CASE_019,50.0,35.787544583944545,0.0,0.0,0.0,sandy
SANDY_CASE_019,49.0,41.45733752566933,0.0,0.0,0.0,sandy
SANDY_CASE_019,48.0,40.498827472513206,0.0,0.0,0.0,sandy
SANDY_CASE_019,47.0,42.465239533812216,0.0,0.0,0.0,sandy
SANDY_CASE_019,46.0,47.18772829230272,0.0,0.0,0.0,sandy
SANDY_CASE_019,45.0,40.13191501307682,0.0,0.0,0.0,sandy
SANDY_CASE_019,44.0,47.28968795468498,0.0,0.0,0.0,sandy
SANDY_CASE_019,43.0,40.16465562314807,0.0,0.0,0.0,sandy
SANDY_CASE_019,42.0,48.23230213699071,0.0,0.0,0.0,sandy
SANDY_CASE_019,41.0,43.472942008029044,0.0,0.0,0.0,sandy
SANDY_CASE_019,40.0,40.86195246805436,0.0,0.0,0.0,sandy
SANDY_CASE_019,39.0,43.387574475406375,0.0,0.0,0.0,sandy
SANDY_CASE_019,38.0,41.57340996187409,0.0,0.0,0.0,sandy
SANDY_CASE_019,37.0,43.606775361061786,0.0,0.0,0.0,sandy
SANDY_CASE_019,36.0,46.83163516524928,0.0,0.0,0.0,sandy
SANDY_CASE_019,35.0,42.60502618058368,0.0,0.0,0.0,sandy
SANDY_CASE_019,34.0,41.19325990839302,0.0,0.0,0.0,sandy
SANDY_CASE_019,33.0,37.423523148107776,0.0,0.0,0.0,sandy
SANDY_CASE_019,32.0,45.9369942691205,0.0,0.0,0.0,sandy
SANDY_CASE_019,31.0,44.78246530467555,0.0,0.0,0.0,sandy
SANDY_CASE_019,30.0,37.13138991802432,0.0,0.0,0.0,sandy
SANDY_CASE_019,29.0,47.21857556226573,0.0,0.0,0.0,sandy
SANDY_CASE_019,28.0,37.050184009650245,0.0,0.0,0.0,sandy
SANDY_CASE_019,27.0,48.18721312883139,0.0,0.0,0.0,sandy
