time_s,PG1,PG2,PG3,PG4,PG5,PG6,PG7,PG8,PG9,PG10,PG11,PG12,PG13,PG14
8.000000,0.202387,0.007331,0.637314,0.642899,0.000093,0.180096,-0.094956,0.017086,-0.077530,0.224814,0.075669,0.066772,0.059988,0.055791
8.000099,-0.226535,-0.325940,-0.323009,-0.316930,-0.300314,-0.205330,-0.067655,-0.077086,-0.043064,-0.083608,-0.149664,-0.047597,-0.089564,0.004170
8.000198,-0.144120,-0.047861,-0.337230,-0.341269,-0.035915,-0.130064,0.073588,-0.030434,0.057719,-0.152950,0.073340,-0.100516,-0.049679,0.018445
8.000301,-0.182342,-0.004744,-0.357600,-0.354627,-0.007455,-0.162430,0.218303,0.000456,-0.065752,-0.028141,-0.031324,-0.032200,-0.081950,-0.081294
8.000401,-0.015009,0.417924,0.213107,0.215380,0.386244,-0.015486,0.045614,0.061763,0.029740,0.065200,-0.015540,0.124790,0.004029,-0.023052
8.000500,0.423125,-0.228305,0.247096,0.244647,-0.211198,0.390309,-0.349451,0.102369,0.176263,0.067836,0.074324,0.016057,-0.026774,-0.018922
8.000599,0.247343,-0.066877,-0.069989,-0.066364,-0.067433,0.231334,0.025026,0.076893,0.054903,-0.018675,0.158145,0.109871,0.105346,0.010350
8.000702,-0.014799,0.524541,-0.203716,-0.201833,0.473307,-0.013571,0.287889,-0.012039,-0.009158,-0.076778,-0.048461,0.063787,0.048493,0.045627
8.000801,-0.283714,-0.270740,0.069788,0.075119,-0.251409,-0.280947,-0.089184,-0.069143,-0.062328,-0.039560,-0.138870,-0.130776,-0.044832,-0.079451
8.000900,-0.029969,-0.290032,0.366103,0.356006,-0.264196,-0.031297,-0.012111,-0.181256,-0.034411,0.046938,-0.034030,0.051713,-0.089993,-0.044731
8.000999,-0.009553,-0.307882,-0.048068,-0.046137,-0.282421,-0.021320,0.136237,-0.080716,-0.007208,-0.066404,0.015705,-0.039174,-0.026715,-0.073522
8.001099,0.347111,0.171122,0.272692,0.260231,0.169831,0.314613,-0.127907,-0.029156,0.050272,0.011839,0.082263,-0.023107,0.097721,0.002775
8.001202,-0.167242,0.212254,0.241006,0.234097,0.200935,-0.159020,-0.088069,0.063058,0.099700,0.161392,-0.005506,0.094887,0.018438,-0.010578
8.001301,-0.063337,-0.040610,0.175643,0.173607,-0.033464,-0.044550,-0.125887,0.161581,0.086058,0.054889,-0.061542,0.160384,0.095815,0.105501
8.001400,0.425820,-0.172581,-0.503019,-0.500504,-0.148221,0.388805,-0.029834,0.017363,-0.013981,-0.012211,-0.018455,-0.051344,0.058962,0.032753
8.001499,-0.209060,0.079225,-0.102617,-0.104559,0.079594,-0.189728,0.334771,-0.269999,-0.024998,-0.031381,0.061136,-0.098334,-0.088013,-0.001334
8.001598,-0.209891,0.331088,-0.115744,-0.107037,0.297777,-0.180637,0.206092,0.057900,-0.139531,-0.002228,-0.015683,-0.000962,0.080995,-0.059242
8.001701,-0.254298,-0.041999,-0.098902,-0.105912,-0.043031,-0.239316,-0.015574,0.231697,-0.062605,-0.006242,-0.006668,0.030761,-0.031865,-0.036357
8.001801,0.149500,0.223862,0.107125,0.103429,0.200199,0.131237,-0.170561,-0.058715,-0.022790,0.033746,0.141978,0.073937,-0.022860,0.092342
