config_id,gb_type,misorientation_angle,rotation_axis,gb_plane,gb_energy,excess_volume,segregation_energy,mobility_prefactor
gb_0000,mixed,9.172483045976517,"[2, 3, 2]","[3, 2, 4]",4.104504153992684,0.11408747448032146,"{'Cr': -0.42724796624034206, 'Mo': -0.1617330866704547, 'Al': 0.15871536396240477}",0.9010870249676586
gb_0001,tilt,58.52106920985574,"[0, 0, 1]","[4, 2, 1]",1.0410752977830553,0.05318046814851651,"{'Cr': -0.2805138763170365, 'Mo': -0.08623059850699077, 'Al': -0.057603406291205556}",4.839778966386233
gb_0002,tilt,32.68794989701713,"[0, 2, 0]","[2, 3, 4]",1.0807147393602685,0.1373578624106777,"{'Cr': -0.13165103978727472, 'Mo': -0.2755688160580545, 'Al': -0.08924894074111851}",3.403502740725215
gb_0003,tilt,37.85029452404868,"[3, 1, 1]","[2, 4, 3]",1.4971336165832072,0.1031265753973534,"{'Cr': -0.21179357544341404, 'Mo': -0.2750634549955034, 'Al': -0.14090436323750932}",0.2304935762608898
gb_0004,mixed,54.23637607279596,"[0, 1, 1]","[2, 3, 3]",1.0181751398417929,0.07424705036347297,"{'Cr': -0.3923027076202476, 'Mo': -0.14908633475815092, 'Al': -0.19197152088890945}",0.4908172904416046
gb_0005,mixed,9.90623807916309,"[0, 0, 0]","[4, 1, 4]",4.573340016714592,0.08551043032793047,"{'Cr': -0.24047086388336958, 'Mo': -0.1081671592982999, 'Al': 0.03367979388566772}",2.5787116186253347
gb_0006,mixed,45.99917108013815,"[0, 0, 1]","[4, 2, 4]",0.8622658730087834,0.10707783046689118,"{'Cr': -0.3575613096408615, 'Mo': 0.0946060995171919, 'Al': 0.042309927742754855}",0.34955553445781995
gb_0007,twist,17.39330387418905,"[1, 2, 1]","[2, 2, 3]",0.8632470452733889,0.055565348935697534,"{'Cr': -0.1630743858807273, 'Mo': -0.27934580885019483, 'Al': -0.1927030074286556}",2.198655087279419
gb_0008,mixed,54.31356446357115,"[2, 1, 1]","[1, 2, 4]",1.165821821661471,0.12228960966217757,"{'Cr': -0.17165541073865898, 'Mo': -0.0126170916653785, 'Al': 0.01401469281796422}",0.9107179235847664
gb_0009,tilt,47.32211132555653,"[2, 3, 0]","[4, 1, 4]",0.6628157328836528,0.06148368247392036,"{'Cr': -0.25575198302334695, 'Mo': -0.18454777870389766, 'Al': 0.032495288569044906}",0.2509380610812854
gb_0010,tilt,34.29241879033722,"[1, 0, 2]","[2, 4, 2]",0.5337904158006901,0.0822353844974723,"{'Cr': -0.17605022165814604, 'Mo': -0.19814373809449443, 'Al': 0.07260108888957173}",2.83179685016233
gb_0011,mixed,31.024141057854074,"[2, 0, 0]","[2, 4, 4]",1.1712047038923972,0.09085182929359169,"{'Cr': -0.1268247731600181, 'Mo': 0.09637179058295625, 'Al': -0.1179992759787051}",0.616876979338893
gb_0012,tilt,45.76163571095325,"[3, 2, 0]","[1, 2, 4]",1.1479302791675003,0.06636559428657045,"{'Cr': -0.43429368082760283, 'Mo': 0.025829888092552877, 'Al': 0.06607888827848007}",1.0966517772885565
gb_0013,tilt,53.24602974472096,"[2, 3, 1]","[4, 3, 1]",0.9489546315764671,0.08013778741641421,"{'Cr': -0.20095624792949957, 'Mo': -0.09891184396300831, 'Al': -0.10711492194127309}",4.944610982379287
gb_0014,mixed,34.252161382849565,"[2, 2, 1]","[2, 3, 3]",0.5359112338958889,0.12305491368093015,"{'Cr': -0.22251295703866464, 'Mo': -0.23330769600264673, 'Al': 0.15145164614937529}",0.9818610335049123
gb_0015,twist,54.16409206780267,"[0, 0, 0]","[3, 3, 1]",1.1988270555093656,0.05335324347357794,"{'Cr': -0.2720441260514734, 'Mo': 0.004983474296276269, 'Al': 0.15070625470469978}",0.531701517120636
gb_0016,twist,34.50647433165271,"[3, 3, 2]","[1, 4, 1]",0.8712637386350198,0.09863574819956078,"{'Cr': -0.3364179291658027, 'Mo': 0.00875279223929809, 'Al': -0.1951187710727822}",1.4825607139636505
gb_0017,twist,18.848948239882404,"[1, 3, 1]","[2, 4, 3]",0.7918416864592125,0.09620058036441326,"{'Cr': -0.12108666415527386, 'Mo': -0.2386594387535679, 'Al': 0.03449193280671889}",1.0238343188595247
gb_0018,tilt,19.080854251951422,"[3, 3, 3]","[4, 1, 4]",1.2488918676234766,0.052302260478763754,"{'Cr': -0.23945311560470156, 'Mo': 0.008498667407895233, 'Al': -0.0502258521118312}",0.17829534849573134
gb_0019,mixed,45.504432959359754,"[2, 0, 1]","[1, 1, 2]",1.5564513022565714,0.1338898086445934,"{'Cr': -0.4501349275186933, 'Mo': 0.06833675304694897, 'Al': 0.14795854482485132}",1.0782638792785502
gb_0020,mixed,26.945148712857165,"[3, 0, 0]","[2, 1, 3]",0.5364763891606491,0.08981686935909433,"{'Cr': -0.28504175882483085, 'Mo': 0.06794224656510423, 'Al': -0.061461602253615494}",0.542163754871762
gb_0021,twist,55.51500987166156,"[2, 2, 1]","[4, 1, 3]",0.9855027160209773,0.06655133174279738,"{'Cr': -0.486448335901362, 'Mo': -0.17541073154689701, 'Al': 0.1121982830184351}",0.41079896948706546
gb_0022,twist,5.72019511235835,"[2, 0, 3]","[1, 1, 4]",3.759110677391699,0.09146241237270238,"{'Cr': -0.46586013276854243, 'Mo': 0.09874970073837896, 'Al': 0.0008780041324970289}",1.4645383440329398
gb_0023,tilt,26.852496350167883,"[1, 3, 1]","[1, 1, 1]",0.9823558357523193,0.08777259474401693,"{'Cr': -0.1653740746830668, 'Mo': -0.06501855830637024, 'Al': -0.08238212831161139}",2.354284357589647
gb_0024,twist,33.8414648130169,"[1, 2, 2]","[4, 1, 4]",0.9220910638484942,0.1361785621013517,"{'Cr': -0.1215538151465469, 'Mo': -0.1506762734880988, 'Al': -0.09170213074257849}",1.7789052961613734
gb_0025,tilt,6.396249561318967,"[1, 2, 0]","[4, 1, 1]",3.574768632616949,0.07219721619329494,"{'Cr': -0.40757008136477146, 'Mo': -0.0312429025605086, 'Al': -0.19211578489825434}",0.20524196638239
gb_0026,mixed,36.319393476992516,"[3, 1, 2]","[4, 4, 2]",1.403200273991995,0.11031974021769796,"{'Cr': -0.17725994041496557, 'Mo': 0.0850597274219499, 'Al': 0.17776389023090938}",0.23795526030597453
gb_0027,twist,21.12312516435573,"[2, 0, 2]","[1, 3, 4]",1.2603332469705504,0.06814354350897973,"{'Cr': -0.2667833756121231, 'Mo': -0.1314301797630008, 'Al': 0.15706868443078997}",3.560048779773967
gb_0028,mixed,19.268288838721087,"[3, 3, 0]","[1, 2, 4]",0.8955787632525022,0.10520471808519802,"{'Cr': -0.3255493883458733, 'Mo': -0.1822136961832329, 'Al': 0.17938132278486268}",2.8703190092378743
gb_0029,tilt,52.765738674385204,"[3, 3, 0]","[2, 3, 1]",1.065349833884323,0.07686773593849461,"{'Cr': -0.28334631413565325, 'Mo': -0.04660871206954109, 'Al': -0.0968449258267191}",0.23631828822000245
gb_0030,mixed,28.1937164004305,"[1, 2, 0]","[3, 2, 2]",0.6829306785068298,0.10296616786550811,"{'Cr': -0.17397822863901713, 'Mo': -0.1007636985955977, 'Al': -0.17312984003371598}",0.6845403773572689
gb_0031,twist,50.63579920389609,"[0, 2, 0]","[3, 2, 3]",0.63733268203754,0.10974131021703082,"{'Cr': -0.25979325582653867, 'Mo': -0.0339853301814978, 'Al': -0.12985148855062018}",5.2469543460267705
gb_0032,twist,27.24098258519634,"[1, 3, 1]","[3, 1, 3]",1.2510943252807118,0.05903369605776079,"{'Cr': -0.19160562978580858, 'Mo': -0.27270011785836334, 'Al': 0.13483159628121177}",0.7778462358980447
gb_0033,tilt,44.68430736170481,"[2, 2, 3]","[2, 2, 1]",1.2101871398822257,0.09837549419324126,"{'Cr': -0.39203551104312206, 'Mo': -0.0840628884367226, 'Al': -0.13519444884336618}",3.920105792183709
gb_0034,tilt,32.300143596068,"[1, 1, 0]","[1, 1, 4]",1.0604811683125486,0.12281887562036033,"{'Cr': -0.30180347351752057, 'Mo': -0.02463904142890555, 'Al': -0.026069064558501498}",0.3626228857200119
gb_0035,mixed,9.27709392434264,"[2, 1, 1]","[2, 4, 3]",4.007136583425741,0.08145965568094109,"{'Cr': -0.17702789927329549, 'Mo': 0.08483951430564712, 'Al': 0.11600542351674242}",2.143073320337133
gb_0036,tilt,15.18231108612408,"[3, 2, 0]","[1, 3, 1]",1.1196154713224467,0.11922765645178525,"{'Cr': -0.16032173937387229, 'Mo': -0.2001327964563256, 'Al': -0.0042300145427437985}",0.3278620846264839
gb_0037,twist,7.83776936622905,"[3, 1, 3]","[3, 1, 3]",4.330090910754207,0.10558065814371796,"{'Cr': -0.31071595276746666, 'Mo': -0.17485805739776497, 'Al': -0.15179096848541423}",2.5195862104369815
gb_0038,mixed,55.84179074570917,"[1, 2, 1]","[4, 3, 3]",1.6017666215375652,0.08191004732432557,"{'Cr': -0.16843381033972904, 'Mo': -0.2851969461138029, 'Al': 0.038507951392821205}",0.3396075302705657
gb_0039,tilt,9.232426089606504,"[3, 1, 2]","[3, 4, 3]",4.617496669828966,0.08152903378306103,"{'Cr': -0.2842034830498651, 'Mo': 0.01628926593558544, 'Al': -0.07249899882717203}",1.654610288291917
