x_norm_from_YSZ_interface,x_in_LSCF_um_at_35um_thickness,delta_LSCF_uniform,delta_LSCF_gradient,delta_GDC_gradient,eps_ch_LSCF_11_uniform,eps_ch_LSCF_33_uniform,eps_ch_LSCF_11_gradient,eps_ch_LSCF_33_gradient,eps_ch_GDC_iso_gradient
0.0,0.0,0.07,0.03,0.008,0.0005250000000000001,0.000973,0.000225,0.00041699999999999994,9.44e-05
0.03333333333333333,1.1666666666666667,0.07,0.031081396297513015,0.008566666666666667,0.0005250000000000001,0.000973,0.0002331104722313476,0.0004320314085354309,0.00010108666666666667
0.06666666666666667,2.3333333333333335,0.07,0.03266271002059005,0.009133333333333334,0.0005250000000000001,0.000973,0.00024497032515442536,0.00045401166928620164,0.00010777333333333333
0.1,3.5,0.07,0.03451068510264545,0.0097,0.0005250000000000001,0.000973,0.0002588301382698408,0.0004796985229267717,0.00011446
0.13333333333333333,4.666666666666667,0.07,0.036556361132413936,0.010266666666666667,0.0005250000000000001,0.000973,0.0002741727084931045,0.0005081334197405536,0.00012114666666666666
0.16666666666666666,5.833333333333333,0.07,0.03876286021601798,0.010833333333333334,0.0005250000000000001,0.000973,0.0002907214516201348,0.0005388037570026498,0.00012783333333333334
0.2,7.0,0.07,0.04110660952896017,0.0114,0.0005250000000000001,0.000973,0.00030829957146720125,0.0005713818724525463,0.00013452
0.23333333333333334,8.166666666666666,0.07,0.04357101499382092,0.011966666666666667,0.0005250000000000001,0.000973,0.00032678261245365687,0.0006056371084141107,0.00014120666666666667
0.26666666666666666,9.333333333333334,0.07,0.046143654760086326,0.012533333333333334,0.0005250000000000001,0.000973,0.00034607741070064745,0.0006413968011651999,0.00014789333333333334
0.3,10.5,0.07,0.04881482315227062,0.0131,0.0005250000000000001,0.000973,0.00036611117364202965,0.0006785260418165615,0.00015458
0.3333333333333333,11.666666666666666,0.07,0.05157669279974593,0.013666666666666667,0.0005250000000000001,0.000973,0.0003868251959980945,0.0007169160299164683,0.00016126666666666667
0.36666666666666664,12.833333333333332,0.07,0.05442279527621806,0.014233333333333334,0.0005250000000000001,0.000973,0.0004081709645716354,0.000756476854339431,0.00016795333333333333
0.4,14.0,0.07,0.05734768054556546,0.0148,0.0005250000000000001,0.000973,0.0004301076040917409,0.0007971327595833598,0.00017464
0.43333333333333335,15.166666666666668,0.07,0.06034668357460651,0.015366666666666667,0.0005250000000000001,0.000973,0.0004526001268095488,0.0008388189016870305,0.00018132666666666666
0.4666666666666667,16.333333333333332,0.07,0.06341575858612544,0.015933333333333334,0.0005250000000000001,0.000973,0.0004756181893959408,0.0008814790443471436,0.00018801333333333332
0.5,17.5,0.07,0.06655135783603058,0.0165,0.0005250000000000001,0.000973,0.0004991351837702293,0.0009250638739208251,0.00019470000000000002
0.5333333333333333,18.666666666666668,0.07,0.0697503407376987,0.017066666666666667,0.0005250000000000001,0.000973,0.0005231275555327402,0.0009695297362540119,0.00020138666666666668
0.5666666666666667,19.833333333333332,0.07,0.07300990428766962,0.017633333333333334,0.0005250000000000001,0.000973,0.0005475742821575222,0.0010148376695986077,0.00020807333333333335
0.6,21.0,0.07,0.07632752882398113,0.0182,0.0005250000000000001,0.000973,0.0005724564661798584,0.0010609526506533376,0.00021476
0.6333333333333333,22.166666666666664,0.07,0.07970093506376376,0.018766666666666668,0.0005250000000000001,0.000973,0.0005977570129782282,0.0011078429973863163,0.00022144666666666668
0.6666666666666666,23.333333333333332,0.07,0.08312804959773336,0.019333333333333334,0.0005250000000000001,0.000973,0.0006234603719830001,0.0011554798894084935,0.00022813333333333334
0.7,24.5,0.07,0.0866069768328103,0.0199,0.0005250000000000001,0.000973,0.0006495523262460772,0.001203836977976063,0.00023482
0.7333333333333333,25.666666666666664,0.07,0.09013597592516494,0.020466666666666668,0.0005250000000000001,0.000973,0.0006760198194387371,0.0012528900653597927,0.00024150666666666667
0.7666666666666666,26.833333333333332,0.07,0.09371344162745165,0.021033333333333334,0.0005250000000000001,0.000973,0.0007028508122058874,0.001302616838621578,0.00024819333333333333
0.8,28.0,0.07,0.09733788824322874,0.0216,0.0005250000000000001,0.000973,0.0007300341618242156,0.0013529966465808793,0.00025488
0.8333333333333334,29.166666666666668,0.07,0.10100793607493054,0.022166666666666668,0.0005250000000000001,0.000973,0.000757559520561979,0.0014040103114415345,0.00026156666666666666
0.8666666666666667,30.333333333333336,0.07,0.10472229989284548,0.022733333333333335,0.0005250000000000001,0.000973,0.0007854172491963411,0.001455639968510552,0.00026825333333333336
0.9,31.5,0.07,0.10847977905697832,0.0233,0.0005250000000000001,0.000973,0.0008135983429273374,0.0015078689288919986,0.00027494
0.9333333333333333,32.666666666666664,0.07,0.11227924900198151,0.023866666666666668,0.0005250000000000001,0.000973,0.0008420943675148613,0.0015606815611275428,0.0002816266666666667
0.9666666666666667,33.833333333333336,0.07,0.116119653854766,0.024433333333333335,0.0005250000000000001,0.000973,0.0008708974039107449,0.0016140631885812472,0.0002883133333333333
1.0,35.0,0.07,0.12,0.025,0.0005250000000000001,0.000973,0.0009,0.0016679999999999998,0.000295
