temperature_C,phase,lattice_parameter_A,thermal_strain,elastic_strain,total_strain,reference_a0_A
25.0,YSZ,5.1397247381204645,0.0,-5.3552894851204975e-05,1.6666666666666667e-06,5.14
25.0,Ni,3.5193264925139114,0.0,-0.0001913373540024521,-1.3333333333333334e-06,3.52
25.0,LSM,5.4999408498659665,0.0,-1.075456982426524e-05,-8.333333333333333e-07,5.5
55.102040816326536,YSZ,5.141256635010053,0.00031607142857142863,-7.156728873069941e-05,0.00031974489795918374,5.14
55.102040816326536,Ni,3.522485832801193,0.0004033673469387756,0.0003027130488407074,0.0004004285714285715,3.52
55.102040816326536,LSM,5.50322892292,0.0003371428571428572,0.00024984980232636524,0.00033530612244897967,5.5
85.20408163265307,YSZ,5.142781953205491,0.0006321428571428573,-9.084939514984439e-05,0.0006378231292517008,5.14
85.20408163265307,Ni,3.5244424390705285,0.0008067346938775512,0.0004549548324023327,0.0008021904761904763,3.52
85.20408163265307,LSM,5.504101727802202,0.0006742857142857144,7.143480955227849e-05,0.0006714455782312926,5.5
115.3061224489796,YSZ,5.1448340277009565,0.0009482142857142856,-7.734636260403733e-06,0.0009559013605442176,5.14
115.3061224489796,Ni,3.523882098594286,0.0012101020408163267,-0.00010710351580212323,0.001203952380952381,3.52
115.3061224489796,LSM,5.506584746196057,0.0010114285714285713,0.0001856102781342106,0.0010075850340136054,5.5
145.40816326530614,YSZ,5.147909080078483,0.0012642857142857145,0.0002740992786907368,0.001273979591836735,5.14
145.40816326530614,Ni,3.5257168283655926,0.0016134693877551023,1.0612456868381381e-05,0.001605714285714286,3.52
145.40816326530614,LSM,5.508297950617038,0.0013485714285714288,0.00015993118680638333,0.0013437244897959186,5.5
175.51020408163265,YSZ,5.14687452172527,0.0015803571428571427,-0.00024251828877336186,0.0015920578231292516,5.14
175.51020408163265,Ni,3.5268364816620426,0.0020168367346938775,-7.450418157051904e-05,0.0020074761904761906,3.52
175.51020408163265,LSM,5.509712984522175,0.0016857142857142856,8.014779385461113e-05,0.0016798639455782311,5.5
205.6122448979592,YSZ,5.151456834165019,0.0018964285714285713,0.0003318980708205686,0.0019101360544217685,5.14
205.6122448979592,Ni,3.528726597354646,0.0024202040816326533,5.880058470399517e-05,0.0024092380952380954,3.52
205.6122448979592,LSM,5.510366798547497,0.0020228571428571426,-0.00013770611986764147,0.002016003401360544,5.5
235.71428571428572,YSZ,5.151918185908386,0.0022125,0.00010597873379974462,0.0022282142857142856,5.14
235.71428571428572,Ni,3.5281041161319964,0.0028235714285714288,-0.0005197980224095609,0.002811,3.52
235.71428571428572,LSM,5.5130998810629785,0.00236,2.1745238143214234e-05,0.0023521428571428573,5.5
265.8163265306123,YSZ,5.152820762800344,0.002528571428571429,-3.417319035795544e-05,0.002546292517006803,5.14
265.8163265306123,Ni,3.5321842280699647,0.0032269387755102046,0.00023373540361986463,0.0032127619047619053,3.52
265.8163265306123,LSM,5.514225203539812,0.0026971428571428576,-0.00011044432940659194,0.0026882823129251703,5.5
295.9183673469388,YSZ,5.1518905634735095,0.002844642857142857,-0.0005297965779109595,0.00286437074829932,5.14
295.9183673469388,Ni,3.532793729634365,0.00363030612244898,4.260692423296306e-06,0.00361452380952381,3.52
295.9183673469388,LSM,5.515013259166921,0.003034285714285714,-0.0003036807751531521,0.003024421768707483,5.5
326.0204081632653,YSZ,5.158300468843137,0.0031607142857142854,0.00039842889305653,0.0031824489795918365,5.14
326.0204081632653,Ni,3.5328770312830917,0.004033673469387755,-0.0003739176839406678,0.004016285714285714,3.52
326.0204081632653,LSM,5.5181461910944005,0.0033714285714285712,-7.187876559538779e-05,0.003360561224489796,5.5
