location,depth_um,psi_deg,sin2psi,d_spacing_A,2theta_deg,hkl,applied_stress_MPa,E_MPa,nu
anode,150,-45.0,0.4999999999999999,2.4079606400888665,37.31342289171265,(111),-150,109800.0,0.3
anode,150,-38.57142857142857,0.3887395330218427,2.4080186633679728,37.312490608982806,(111),-150,109800.0,0.3
anode,150,-32.14285714285714,0.28305813044122086,2.408479580439834,37.30508656062547,(111),-150,109800.0,0.3
anode,150,-25.714285714285715,0.18825509907063323,2.4097725246775936,37.28433302769707,(111),-150,109800.0,0.3
anode,150,-19.285714285714285,0.10908425876598511,2.4097577481767773,37.284570077888574,(111),-150,109800.0,0.3
anode,150,-12.857142857142854,0.049515566048790406,2.4099597971033844,37.28132899911735,(111),-150,109800.0,0.3
anode,150,-6.428571428571431,0.012536043909088206,2.409947637410775,37.28152403722148,(111),-150,109800.0,0.3
anode,150,0.0,0.0,2.410422653380576,37.27390645879457,(111),-150,109800.0,0.3
anode,150,6.428571428571431,0.012536043909088206,2.4089320643852234,37.29782089278795,(111),-150,109800.0,0.3
anode,150,12.857142857142861,0.04951556604879047,2.410072482150657,37.27952166109989,(111),-150,109800.0,0.3
anode,150,19.285714285714292,0.10908425876598514,2.410286530675013,37.276089061830604,(111),-150,109800.0,0.3
anode,150,25.714285714285722,0.18825509907063334,2.4094450982933533,37.289586445458696,(111),-150,109800.0,0.3
anode,150,32.14285714285714,0.28305813044122086,2.4088864881240593,37.29855259356126,(111),-150,109800.0,0.3
anode,150,38.57142857142857,0.3887395330218427,2.408888215999778,37.29852485297238,(111),-150,109800.0,0.3
anode,150,45.0,0.4999999999999999,2.4069778027356636,37.32922174237105,(111),-150,109800.0,0.3
interface_ae,310,-45.0,0.4999999999999999,2.967001899113989,30.09530961357829,(111),200,184700.0,0.25
interface_ae,310,-38.57142857142857,0.3887395330218427,2.9666647024403336,30.098811196970292,(111),200,184700.0,0.25
interface_ae,310,-32.14285714285714,0.28305813044122086,2.9657902389253303,30.1078958154273,(111),200,184700.0,0.25
interface_ae,310,-25.714285714285715,0.18825509907063323,2.9654812310793077,30.11110736075433,(111),200,184700.0,0.25
interface_ae,310,-19.285714285714285,0.10908425876598511,2.965613171350432,30.109736009244806,(111),200,184700.0,0.25
interface_ae,310,-12.857142857142854,0.049515566048790406,2.9648375486490375,30.11779943547933,(111),200,184700.0,0.25
interface_ae,310,-6.428571428571431,0.012536043909088206,2.9652840774440157,30.113156757990023,(111),200,184700.0,0.25
interface_ae,310,0.0,0.0,2.9647632469663847,30.118572110269422,(111),200,184700.0,0.25
interface_ae,310,6.428571428571431,0.012536043909088206,2.9648169486044718,30.118013654536018,(111),200,184700.0,0.25
interface_ae,310,12.857142857142861,0.04951556604879047,2.9655752174071717,30.11013047931624,(111),200,184700.0,0.25
interface_ae,310,19.285714285714292,0.10908425876598514,2.9648282328825952,30.117896309387685,(111),200,184700.0,0.25
interface_ae,310,25.714285714285722,0.18825509907063334,2.965204623945356,30.113982750975342,(111),200,184700.0,0.25
interface_ae,310,32.14285714285714,0.28305813044122086,2.965812621968398,30.107663213454085,(111),200,184700.0,0.25
interface_ae,310,38.57142857142857,0.3887395330218427,2.9670174029678402,30.09514863526873,(111),200,184700.0,0.25
interface_ae,310,45.0,0.4999999999999999,2.9668478202767297,30.09690952673385,(111),200,184700.0,0.25
electrolyte,410,-45.0,0.4999999999999999,2.966035312367225,30.10534923892731,(111),100,184700.0,0.25
electrolyte,410,-38.57142857142857,0.3887395330218427,2.9651111001539543,30.11495507650677,(111),100,184700.0,0.25
electrolyte,410,-32.14285714285714,0.28305813044122086,2.9645186748373815,30.121115737469964,(111),100,184700.0,0.25
electrolyte,410,-25.714285714285715,0.18825509907063323,2.9659646324846283,30.106083634138432,(111),100,184700.0,0.25
electrolyte,410,-19.285714285714285,0.10908425876598511,2.9649079476210116,30.117067382608855,(111),100,184700.0,0.25
electrolyte,410,-12.857142857142854,0.049515566048790406,2.9644853362148007,30.12146250333077,(111),100,184700.0,0.25
electrolyte,410,-6.428571428571431,0.012536043909088206,2.964472311306924,30.12159798183101,(111),100,184700.0,0.25
electrolyte,410,0.0,0.0,2.965043676076526,30.11565609427269,(111),100,184700.0,0.25
electrolyte,410,6.428571428571431,0.012536043909088206,2.9634040719796024,30.13271346776457,(111),100,184700.0,0.25
electrolyte,410,12.857142857142861,0.04951556604879047,2.964875408970415,30.117405735523977,(111),100,184700.0,0.25
electrolyte,410,19.285714285714292,0.10908425876598514,2.965531954399717,30.110580141313605,(111),100,184700.0,0.25
electrolyte,410,25.714285714285722,0.18825509907063334,2.965668032270943,30.109165836883555,(111),100,184700.0,0.25
electrolyte,410,32.14285714285714,0.28305813044122086,2.9655875474564017,30.11000232717898,(111),100,184700.0,0.25
electrolyte,410,38.57142857142857,0.3887395330218427,2.965549373754793,30.11039908841907,(111),100,184700.0,0.25
electrolyte,410,45.0,0.4999999999999999,2.966127397085593,30.104392492417055,(111),100,184700.0,0.25
interface_ec,510,-45.0,0.4999999999999999,2.966401680900287,30.101543089118955,(111),180,184700.0,0.25
interface_ec,510,-38.57142857142857,0.3887395330218427,2.9660979582276505,30.104698351073257,(111),180,184700.0,0.25
interface_ec,510,-32.14285714285714,0.28305813044122086,2.965401002351165,30.111941298286478,(111),180,184700.0,0.25
interface_ec,510,-25.714285714285715,0.18825509907063323,2.9657051220342434,30.108780373454735,(111),180,184700.0,0.25
interface_ec,510,-19.285714285714285,0.10908425876598511,2.9651253500562933,30.114806922464943,(111),180,184700.0,0.25
interface_ec,510,-12.857142857142854,0.049515566048790406,2.9653396416265707,30.112579143907922,(111),180,184700.0,0.25
interface_ec,510,-6.428571428571431,0.012536043909088206,2.966208215399908,30.10355285288328,(111),180,184700.0,0.25
interface_ec,510,0.0,0.0,2.965327458370683,30.112705792284054,(111),180,184700.0,0.25
interface_ec,510,6.428571428571431,0.012536043909088206,2.9659239407277886,30.106506455922926,(111),180,184700.0,0.25
interface_ec,510,12.857142857142861,0.04951556604879047,2.9648642750809677,30.11752151295731,(111),180,184700.0,0.25
interface_ec,510,19.285714285714292,0.10908425876598514,2.9660115198420702,30.105596449727393,(111),180,184700.0,0.25
interface_ec,510,25.714285714285722,0.18825509907063334,2.965230283389295,30.113715992185938,(111),180,184700.0,0.25
interface_ec,510,32.14285714285714,0.28305813044122086,2.9655865573825495,30.110012617452366,(111),180,184700.0,0.25
interface_ec,510,38.57142857142857,0.3887395330218427,2.966599461985822,30.099488774834935,(111),180,184700.0,0.25
interface_ec,510,45.0,0.4999999999999999,2.9681109281576252,30.083798832323176,(111),180,184700.0,0.25
cathode,650,-45.0,0.4999999999999999,2.749518161054968,32.539291048735976,(110),-80,120000.0,0.28
cathode,650,-38.57142857142857,0.3887395330218427,2.748599598587647,32.55046762993139,(110),-80,120000.0,0.28
cathode,650,-32.14285714285714,0.28305813044122086,2.7494935107127265,32.53959087936683,(110),-80,120000.0,0.28
cathode,650,-25.714285714285715,0.18825509907063323,2.7491500599982905,32.543768972268126,(110),-80,120000.0,0.28
cathode,650,-19.285714285714285,0.10908425876598511,2.7497672267661746,32.53626189082264,(110),-80,120000.0,0.28
cathode,650,-12.857142857142854,0.049515566048790406,2.749697019010139,32.53711570548964,(110),-80,120000.0,0.28
cathode,650,-6.428571428571431,0.012536043909088206,2.7501863202555445,32.53116613196482,(110),-80,120000.0,0.28
cathode,650,0.0,0.0,2.7501946265542765,32.53106515201998,(110),-80,120000.0,0.28
cathode,650,6.428571428571431,0.012536043909088206,2.749950236322058,32.53403647797539,(110),-80,120000.0,0.28
cathode,650,12.857142857142861,0.04951556604879047,2.750445594526469,32.5280144260384,(110),-80,120000.0,0.28
cathode,650,19.285714285714292,0.10908425876598514,2.750287928450249,32.52993092151369,(110),-80,120000.0,0.28
cathode,650,25.714285714285722,0.18825509907063334,2.750073904781626,32.532532833096894,(110),-80,120000.0,0.28
cathode,650,32.14285714285714,0.28305813044122086,2.7497743354622575,32.536175442666526,(110),-80,120000.0,0.28
cathode,650,38.57142857142857,0.3887395330218427,2.748119720161999,32.55630963414225,(110),-80,120000.0,0.28
cathode,650,45.0,0.4999999999999999,2.748168586626663,32.55571464016247,(110),-80,120000.0,0.28
