temperature,heat_flow_mW_mg,cumulative_heat
25,-1.7165666143103437,-1.7165666143103437
26,0.5212118289410551,-1.1953547853692887
27,-0.19236491988690413,-1.387719705256193
28,-0.4824525027541855,-1.8701722080103784
29,0.31589192543697736,-1.554280282573401
30,-1.2149077795469292,-2.76918806212033
31,-0.07290029462349759,-2.8420883567438278
32,-0.35806352947276426,-3.200151886216592
33,0.6020178594361799,-2.598134026780412
34,1.6903003028662096,-0.9078337239142025
35,0.9999998750190078,0.0921661511048053
36,-0.8819287694426858,-0.7897626183378805
37,-1.609252358496085,-2.3990149768339655
38,0.20436582038667164,-2.194649156447294
39,-1.3924496619502784,-3.587098818397572
40,2.4701640570358245,-1.1169347613617475
41,0.554755725672283,-0.5621790356894645
42,0.3251289757921627,-0.23705005989730177
43,0.975017526038015,0.7379674661407132
44,-0.6493484432636434,0.0886190228770698
45,0.5263367316362023,0.6149557545132721
46,-1.7762587937771288,-1.1613030392638568
47,0.6910873056372151,-0.4702157336266417
48,-0.9948680605243724,-1.4650837941510142
49,0.2637404228219949,-1.2013433713290194
50,-0.43988420782081,-1.6412275791498294
51,0.053065476781223614,-1.5881621023686059
52,-1.9745721640996663,-3.562734266468272
53,-1.4776814181543172,-5.040415684622589
54,0.32255404032048635,-4.717861644302102
55,0.9580643577641748,-3.7597972865379274
56,0.7057973961589046,-3.053999890379023
57,0.7014224999893738,-2.352577390389649
58,0.7892865436504591,-1.5632908467391902
59,-1.3272020795418382,-2.8904929262810284
60,-1.7481557870341669,-4.638648713315195
61,-0.4079826380332037,-5.046631351348399
62,-2.409787056614636,-7.456418407963035
63,-2.360759719229803,-9.817178127192838
64,1.3990885173774015,-8.418089609815436
65,0.027313286348287127,-8.390776323467149
66,-0.739465809672247,-9.130242133139395
67,0.336462646049423,-8.793779487089973
68,-0.7030074584686282,-9.4967869455586
69,0.22590930378825735,-9.270877641770344
70,-1.244929299937473,-10.515806941707817
71,0.2904722157027896,-10.225334726005027
72,0.5820507856050743,-9.643283940399952
73,0.09638561640157295,-9.546898323998379
74,1.6222791988704923,-7.924619125127887
75,0.06221732432942606,-7.862401800798461
76,0.051637057131207566,-7.810764743667253
77,0.8321712730859515,-6.978593470581301
78,-1.293872203254726,-8.272465673836027
79,0.8029629557378407,-7.4695027180981866
80,-0.2710962228709862,-7.740598940969173
81,1.6971177314523742,-6.0434812095167985
82,-0.8890168329768992,-6.932498042493697
83,1.9340793481804452,-4.998418694313252
84,1.1942742099503294,-3.804144484362923
85,0.7307125723448138,-3.0734319120181093
86,-0.07236918385408227,-3.1458010958721916
87,0.18776410040943756,-2.958036995462754
88,-0.5145569293644314,-3.4725939248271853
89,-1.6984430273591353,-5.171036952186321
90,0.6532784559591112,-4.517758496227209
91,0.919789931977424,-3.5979685642497854
92,0.3758563775014906,-3.2221121867482947
93,-0.03312028383422827,-3.255232470582523
94,-0.0006545619335573609,-3.2558870325160805
95,0.42846361709652886,-2.8274234154195517
96,-1.4250367360706917,-4.252460151490244
97,1.1300909211122978,-3.122369230377946
98,0.17029954580453258,-2.9520696845734133
99,-0.6616364432687637,-3.613706127842177
100,-0.6202818969828516,-4.233988024825028
101,0.17710733843776783,-4.05688068638726
102,1.4343284758823467,-2.6225522105049137
103,-1.0065561027092838,-3.6291083132141972
104,0.15126959993305247,-3.4778387132811446
105,-0.9065140059818314,-4.384352719262976
106,-0.6682444061302923,-5.052597125393269
107,-0.8919384225415721,-5.944535547934841
108,0.2177965447319614,-5.726739003202879
109,-0.4397029588173264,-6.166441962020206
110,-1.207699496202783,-7.374141458222988
111,0.48176183295886305,-6.892379625264125
112,0.667779845521108,-6.224599779743017
113,0.6453001654715058,-5.579299614271512
114,-1.0034326410183896,-6.582732255289901
115,0.41100938725504815,-6.171722868034853
116,-0.6796970435145274,-6.85141991154938
117,0.35965996740256106,-6.491759944146819
118,0.2879574954961443,-6.203802448650674
119,0.8163552500102466,-5.3874471986404275
120,-0.49737650299304337,-5.884823701633471
121,0.23775124812272463,-5.647072453510747
122,0.34594261717661356,-5.301129836334133
123,1.2129912793564235,-4.088138556977709
124,-0.12230535555082128,-4.210443912528531
125,2.4457387487474405,-1.7647051637810902
126,-0.006480239740618771,-1.771185403521709
127,0.10277442281699765,-1.6684109807047114
128,-0.04806412982873442,-1.7164751105334457
129,-0.24162774092803754,-1.9581028514614833
130,-0.719073911353062,-2.677176762814545
131,-1.0943719899759805,-3.7715487527905256
132,-0.09431109336857965,-3.8658598461591054
133,0.439640718599845,-3.4262191275592606
134,0.28226575794059494,-3.1439533696186657
135,-0.8397538245324083,-3.9837071941510738
136,1.293589125214195,-2.690118068936879
137,-1.4709051628036678,-4.161023231740547
138,2.463954634466781,-1.6970685972737658
139,0.7182337694542562,-0.9788348278195096
140,-1.9442589912057573,-2.923093819025267
141,0.22840448647299164,-2.6946893325522754
142,-0.5487774975311931,-3.2434668300834684
143,0.0838156433167988,-3.1596511867666695
144,-0.9108059746849437,-4.070457161451613
145,1.9688298631656782,-2.101627298285935
146,1.5765022303542984,-0.5251250679316368
147,-1.4720521005592322,-1.997177168490869
148,-0.2504852839000961,-2.247662452390965
149,-0.49619890559482493,-2.7438613579857902
150,0.09205928105690786,-2.6518020769288824
151,-1.8583336170921383,-4.51013569402102
