temperature,heat_flow_mW_mg,cumulative_heat
25,0.9969463056138022,0.9969463056138022
26,-2.3601157739321144,-1.3631694683183122
27,-1.417791424910519,-2.780960893228831
28,1.9362854324384133,-0.8446754607904179
29,0.3554416826262446,-0.4892337781641733
30,-1.7361898652503869,-2.22542364341456
31,-0.4830014944599842,-2.7084251378745443
32,0.22757506694115948,-2.4808500709333847
33,-0.39646514654557236,-2.877315217478957
34,-2.0047531714908917,-4.882068388969849
35,-1.3804023975708373,-6.2624707865406855
36,0.06961014952018807,-6.192860637020497
37,0.2865530620378589,-5.906307574982638
38,-2.60366185222661,-8.50996942720925
39,-2.172861319673525,-10.682830746882775
40,-0.6175762598880881,-11.300407006770863
41,-0.7898887951963587,-12.09029580196722
42,-0.7863142379906154,-12.876610039957836
43,-2.0501179817347692,-14.926728021692604
44,-1.4573339430281886,-16.384061964720793
45,-0.19071613820346112,-16.574778102924252
46,-1.9573678269290802,-18.532145929853332
47,0.20574956569166947,-18.326396364161663
48,-2.047318610007894,-20.37371497416956
49,-1.3856958119742917,-21.75941078614385
50,0.2568522521225258,-21.502558534021325
51,-0.6579981476616213,-22.160556681682948
52,-1.7663499876894986,-23.926906669372446
53,-0.633808784605022,-24.56071545397747
54,-1.8580587224658662,-26.418774176443335
55,-1.4426138977259249,-27.86138807416926
56,-3.117179300543317,-30.978567374712576
57,-4.124660374796344,-35.10322774950892
58,-0.5102623331506955,-35.61349008265961
59,-2.3451622375108303,-37.95865232017044
60,-3.2376899705476068,-41.19634229071804
61,-3.621513046172222,-44.81785533689026
62,-4.069637301697553,-48.887492638587815
63,-5.133236867259878,-54.0207295058477
64,-5.260345376079451,-59.28107488192715
65,-5.128609648082616,-64.40968453000977
66,-3.3602058104857244,-67.7698903404955
67,-5.469762655471682,-73.23965299596718
68,-6.534733700419881,-79.77438669638705
69,-7.202271404542246,-86.9766581009293
70,-9.198131035804012,-96.17478913673331
71,-7.7526029067526006,-103.92739204348591
72,-6.722472374654693,-110.6498644181406
73,-8.478860467343148,-119.12872488548375
74,-9.714196950167786,-128.84292183565154
75,-11.454763309106204,-140.29768514475774
76,-10.745447649832718,-151.04313279459046
77,-12.580409700573181,-163.62354249516363
78,-13.439643959795855,-177.0631864549595
79,-12.305063066288357,-189.36824952124786
80,-11.888132053449409,-201.25638157469726
81,-13.932988372537118,-215.18936994723438
82,-14.919923647818537,-230.10929359505292
83,-14.946193429902786,-245.0554870249557
84,-15.301735764766647,-260.35722278972236
85,-16.000081534221287,-276.35730432394365
86,-14.738504846568038,-291.0958091705117
87,-16.93984099156048,-308.03565016207216
88,-17.078993920080116,-325.11464408215227
89,-17.237383259571523,-342.3520273417238
90,-18.07293917182255,-360.42496651354634
91,-18.523832789053927,-378.94879930260026
92,-19.31657754189545,-398.26537684449573
93,-19.745737313184442,-418.0111141576802
94,-19.70532270538491,-437.7164368630651
95,-21.000319271881082,-458.7167561349462
96,-21.961354543567282,-480.67811067851346
97,-19.91604758183321,-500.59415826034666
98,-22.26097027108484,-522.8551285314315
99,-19.696356101455756,-542.5514846328873
100,-18.715307635552282,-561.2667922684396
101,-19.83611122725674,-581.1029034956964
102,-20.05016784168127,-601.1530713373777
103,-20.395690944851104,-621.5487622822288
104,-19.191725174682688,-640.7404874569115
105,-19.01464490817522,-659.7551323650868
106,-20.228260540680907,-679.9833929057677
107,-19.58942822080163,-699.5728211265694
108,-18.593473448229588,-718.1662945747989
109,-17.931793016501693,-736.0980875913007
110,-17.4985196377469,-753.5966072290475
111,-16.69380870816518,-770.2904159372127
112,-16.32146221877072,-786.6118781559835
113,-15.041189479889406,-801.653067635873
114,-14.856286879606895,-816.5093545154798
115,-15.777351648410782,-832.2867061638906
116,-15.838814662542132,-848.1255208264328
117,-13.102075690360175,-861.2275965167929
118,-15.096192233457355,-876.3237887502503
119,-13.162590725718442,-889.4863794759688
120,-11.517664292665996,-901.0040437686348
121,-13.211150810443376,-914.2151945790782
122,-13.420832150909314,-927.6360267299875
123,-9.705446262659121,-937.3414729926467
124,-9.44689543466599,-946.7883684273127
125,-9.523244733339252,-956.3116131606519
126,-8.822484576326001,-965.1340977369779
127,-7.319269661067338,-972.4533673980452
128,-7.44376473714338,-979.8971321351886
129,-8.662484737946636,-988.5596168731353
130,-6.634709386658593,-995.1943262597939
131,-6.5475508076140665,-1001.7418770674079
132,-5.3551920886849445,-1007.0970691560929
133,-6.195500970143593,-1013.2925701262365
134,-6.357697074201227,-1019.6502672004377
