temperature,heat_flow_mW_mg,cumulative_heat
25,-0.17582055857035903,-0.17582055857035903
26,-1.9016401327824413,-2.0774606913528
27,-0.5621308445120163,-2.6395915358648168
28,0.32521962272005633,-2.31437191314476
29,0.19714773537686525,-2.117224177767895
30,0.45289737466677094,-1.6643268031011238
31,0.4917003386113527,-1.172626464489771
32,0.6697168715258106,-0.5029095929639604
33,0.03501463093762938,-0.4678949620263311
34,-1.8830532065558825,-2.350948168582214
35,0.5231541588849307,-1.8277940096972831
36,-0.06994369595491554,-1.8977377056521987
37,2.0352632450536956,0.13752553940149692
38,-1.2789089381634378,-1.1413833987619408
39,-2.9100985683336704,-4.0514819670956115
40,-0.8155599220896731,-4.867041889185285
41,-0.9908466092302675,-5.857888498415552
42,0.6261863272183319,-5.23170217119722
43,0.8257040371628352,-4.405998134034385
44,-0.3492260412059259,-4.75522417524031
45,-1.5562468228496602,-6.311470998089971
46,-3.02063830984659,-9.33210930793656
47,-2.023973737119121,-11.356083045055682
48,-1.885413549872092,-13.241496594927774
49,-0.4877484046112259,-13.729244999539
50,-0.44802492173896324,-14.177269921277963
51,0.3021585144568353,-13.875111406821128
52,-1.5251976236861298,-15.400309030507259
53,-1.41873385411741,-16.81904288462467
54,-2.0538517663374067,-18.872894650962074
55,-2.255588789736166,-21.12848344069824
56,-3.1626809893187917,-24.29116443001703
57,-0.8312678949443366,-25.122432324961366
58,-3.08999305519089,-28.212425380152254
59,-2.4414856602036394,-30.653911040355894
60,-2.709914613595762,-33.36382565395166
61,-4.193087789914366,-37.55691344386602
62,-4.302695931662295,-41.859609375528315
63,-4.5765448614329785,-46.43615423696129
64,-5.535467078777226,-51.97162131573852
65,-4.872474474569269,-56.84409579030778
66,-5.0183155092182306,-61.862411299526016
67,-6.708185788472816,-68.57059708799883
68,-7.464975559939637,-76.03557264793847
69,-9.464541502224026,-85.50011415016249
70,-7.9491621464417985,-93.44927629660428
71,-7.905358018767607,-101.35463431537188
72,-7.868908136912404,-109.22354245228429
73,-6.152662690707693,-115.37620514299198
74,-9.759241411065496,-125.13544655405747
75,-8.451532114002841,-133.5869786680603
76,-9.779949963545121,-143.36692863160545
77,-10.688119842461363,-154.0550484740668
78,-10.773174423208772,-164.82822289727557
79,-12.075937214037241,-176.90416011131282
80,-11.207634972730688,-188.1117950840435
81,-15.801139248462254,-203.91293433250576
82,-12.512157508835541,-216.4250918413413
83,-15.51046507379375,-231.93555691513504
84,-15.934530797347271,-247.8700877124823
85,-15.955146019594403,-263.8252337320767
86,-14.465962056658164,-278.29119578873485
87,-18.14183351739461,-296.43302930612947
88,-17.493971959491113,-313.92700126562056
89,-16.928652752078133,-330.85565401769867
90,-17.474388793215862,-348.3300428109145
