temperature,heat_flow_mW_mg,cumulative_heat
25,0.07377252403947653,0.07377252403947653
26,-0.9567730535265386,-0.8830005294870621
27,-1.1515234079632322,-2.0345239374502944
28,0.7226905250802511,-1.3118334123700433
29,1.237347015597324,-0.07448639677271918
30,-0.08429214756841721,-0.1587785443411364
31,-0.3907565069658233,-0.5495350513069597
32,0.30501997592022617,-0.2445150753867335
33,0.83427746289808,0.5897623875113465
34,1.7191070384924618,2.3088694260038083
35,0.7987922049838867,3.107661630987695
36,1.1833160879167353,4.290977718904431
37,0.24762944586249308,4.538607164766924
38,0.8679904993087185,5.406597664075643
39,0.6507482469674775,6.057345911043121
40,-0.5774940377000037,5.479851873343117
41,-1.1224229090074092,4.357428964335708
42,1.0901399101829718,5.44756887451868
43,-1.448250157016755,3.999318717501925
44,-2.1705369023255234,1.8287818151764017
45,1.4148614055349558,3.2436432207113572
46,-2.7146130745264054,0.5290301461849518
47,-1.0228282873567034,-0.4937981411717516
48,-1.653831614442051,-2.147629755613803
49,-0.790002233425069,-2.937631989038872
50,-0.23819936305621892,-3.1758313520950905
51,-2.6908084357791306,-5.866639787874221
52,-1.1209909296195575,-6.987630717493778
53,-0.4721077228120054,-7.459738440305784
54,-2.1228777341867646,-9.582616174492548
55,-0.6074636763361863,-10.190079850828734
56,-3.59181871359763,-13.781898564426363
57,-1.3333519043376727,-15.115250468764035
58,-4.8800597778840595,-19.995310246648096
59,-3.504865325096479,-23.500175571744574
60,-4.756232670032253,-28.256408241776825
61,-4.5651867442472485,-32.821594986024074
62,-4.783113348455718,-37.604708334479795
63,-3.9389280477038926,-41.543636382183685
64,-4.008874050546619,-45.5525104327303
65,-5.546758583620341,-51.09926901635064
66,-3.954108816112229,-55.05337783246287
67,-4.777011428287551,-59.83038926075042
68,-5.461418774796671,-65.29180803554709
69,-6.638699121213969,-71.93050715676107
70,-7.071941266969853,-79.00244842373093
71,-5.167876650954222,-84.17032507468515
72,-6.230361048669985,-90.40068612335514
73,-8.601307241325795,-99.00199336468094
74,-11.057799117036442,-110.05979248171738
75,-11.338432423076746,-121.39822490479412
76,-11.583202026691787,-132.9814269314859
77,-9.895891119429319,-142.87731805091522
78,-11.453378027450842,-154.33069607836606
79,-10.876462389001867,-165.20715846736792
80,-13.269782574439745,-178.47694104180766
81,-12.899625541179192,-191.37656658298687
82,-14.262139688551256,-205.63870627153813
83,-15.868815247342749,-221.50752151888088
84,-14.504302636623787,-236.01182415550466
85,-16.69411231582879,-252.70593647133344
86,-15.366438585064621,-268.0723750563981
87,-15.135360747895323,-283.2077358042934
88,-16.660606061559957,-299.8683418658534
89,-18.392274600189886,-318.26061646604325
90,-17.498743839206597,-335.75936030524986
91,-16.55925657141278,-352.31861687666265
92,-18.295009449165665,-370.6136263258283
93,-20.854116492781138,-391.46774281860945
94,-18.25261461200333,-409.7203574306128
95,-19.518202309676198,-429.238559740289
96,-18.86483672965917,-448.10339646994817
97,-18.46943079506227,-466.57282726501046
