temperature,heat_flow_mW_mg,cumulative_heat
25,0.44403142897542314,0.44403142897542314
26,0.8243681054386303,1.2683995344140535
27,-0.7577821133062446,0.5106174211078089
28,1.315841211520395,1.826458632628204
29,-0.5270220763957489,1.299436556232455
30,0.7311074309405511,2.030543987173006
31,-0.2877280907548697,1.7428158964181364
32,0.5564655585867053,2.2992814550048415
33,0.06693344958515507,2.3662149045899965
34,-0.35361357163527585,2.0126013329547208
35,0.85046186592923,2.8630631988839506
36,-2.6610373719129563,0.20202582697099425
37,0.7010006068719321,0.9030264338429264
38,0.34843863888219706,1.2514650727251233
39,-1.2097424279774627,0.04172264474766063
40,-1.2365991821513913,-1.1948765374037307
41,-0.4638946713301195,-1.6587712087338502
42,-1.4881616999679597,-3.14693290870181
43,0.025653139840031258,-3.1212797688617786
44,-0.9910561970896916,-4.11233596595147
45,0.16852812003653106,-3.9438078459149386
46,-0.2646233217557845,-4.208431167670723
47,-0.6171593108580271,-4.82559047852875
48,-0.46041337145852357,-5.2860038499872735
49,0.30539025666562236,-4.980613593321651
50,-0.7448252760363916,-5.725438869358043
51,-2.013522459389691,-7.738961328747735
52,-2.6568367040875724,-10.395798032835307
53,-1.0599157651657103,-11.455713798001018
54,-2.3049944196682643,-13.760708217669283
55,-3.014274576940338,-16.77498279460962
56,-2.200080353716201,-18.975063148325823
57,-3.3396915796959723,-22.314754728021796
58,-1.6968340116263037,-24.0115887396481
59,-3.0338370007593296,-27.04542574040743
60,-2.625987479546168,-29.6714132199536
61,-3.695502638372932,-33.36691585832653
62,-5.480547670791782,-38.84746352911831
63,-4.4738578624387495,-43.321321391557056
64,-6.274926215802633,-49.596247607359686
65,-4.898661500029791,-54.494909107389475
66,-4.0161328897432105,-58.511041997132686
67,-5.534893049721685,-64.04593504685437
68,-6.639856224583696,-70.68579127143806
69,-5.650647394420277,-76.33643866585834
70,-7.00544352560223,-83.34188219146057
71,-8.14081538161124,-91.48269757307182
72,-10.627872004867529,-102.11056957793934
73,-8.787329773334955,-110.8978993512743
74,-7.993650444181747,-118.89154979545606
75,-9.815535412701019,-128.70708520815708
76,-11.080042049611965,-139.78712725776904
77,-11.675180152395779,-151.4623074101648
78,-10.902709026404718,-162.36501643656953
79,-11.334766822270256,-173.6997832588398
80,-10.990857919783021,-184.69064117862283
81,-13.921485878650811,-198.61212705727363
82,-12.672942255643116,-211.28506931291673
83,-14.937175168984714,-226.22224448190144
84,-15.09652242391753,-241.31876690581896
85,-14.687066207405383,-256.00583311322436
86,-16.55642905470583,-272.56226216793016
87,-16.157602846791946,-288.71986501472213
88,-17.45094326895694,-306.1708082836791
89,-16.24127518810987,-322.41208347178895
90,-16.836196762550294,-339.24828023433923
91,-18.763449862005068,-358.0117300963443
92,-17.607852661531513,-375.61958275787583
93,-20.263084766242713,-395.8826675241186
94,-18.627310990390015,-414.5099785145086
95,-19.01849130829371,-433.5284698228023
96,-19.757013645084864,-453.28548346788716
97,-20.161770878808028,-473.4472543466952
98,-19.389326497167552,-492.83658084386275
99,-17.882777762870013,-510.7193586067328
100,-19.627282785433508,-530.3466413921662
101,-20.539862348261103,-550.8865037404273
102,-18.870135251270426,-569.7566389916977
103,-19.241425889268434,-588.9980648809661
104,-20.115466420378187,-609.1135313013443
105,-18.541571720423995,-627.6551030217684
106,-19.447871415478332,-647.1029744372466
107,-17.61426197530992,-664.7172364125565
108,-18.951711991155705,-683.6689484037122
109,-16.831300460570247,-700.5002488642824
110,-17.101353248984385,-717.6016021132668
111,-17.646466392096517,-735.2480685053633
112,-14.81929690910299,-750.0673654144663
113,-16.40672608586515,-766.4740915003314
114,-16.23883224648567,-782.7129237468171
115,-15.858862424465324,-798.5717861712824
116,-14.596415043631204,-813.1682012149136
117,-15.185583699407205,-828.3537849143207
118,-13.496415981045105,-841.8502008953658
119,-13.952984781500701,-855.8031856768665
120,-14.437524494607185,-870.2407101714737
121,-11.32806906966111,-881.5687792411347
122,-10.764739766612811,-892.3335190077476
123,-10.724520452713376,-903.0580394604609
124,-9.64056522528451,-912.6986046857454
125,-10.321149886253233,-923.0197545719986
126,-9.117154668675386,-932.1369092406741
127,-7.626267263315631,-939.7631765039897
128,-10.06376968905867,-949.8269461930483
129,-7.865007145569457,-957.6919533386179
130,-6.09768681064223,-963.7896401492601
131,-7.606904060340387,-971.3965442096005
132,-6.403304380034023,-977.7998485896345
133,-7.300566316641062,-985.1004149062755
134,-5.5594949686371935,-990.6599098749127
135,-4.028779236444657,-994.6886891113573
136,-3.5243261605621576,-998.2130152719195
137,-3.860595179998581,-1002.0736104519181
138,-3.494909614896692,-1005.5685200668147
139,-3.417646376945135,-1008.9861664437599
140,-2.253985181730567,-1011.2401516254904
141,-2.6733925442087663,-1013.9135441696992
142,-1.4229973696313445,-1015.3365415393306
143,-2.821811582979359,-1018.1583531223099
144,-1.8796763292830883,-1020.038029451593
145,-1.9141269187622487,-1021.9521563703553
146,-1.9097537470749861,-1023.8619101174303
147,-3.5694239065571907,-1027.4313340239876
148,-1.7735959243993356,-1029.204929948387
149,-1.8125908417460812,-1031.017520790133
150,-0.9050857073887594,-1031.9226064975217
151,-2.5073480636045784,-1034.4299545611261
152,-1.9664885851694442,-1036.3964431462955
153,-0.967977054400948,-1037.3644202006965
154,0.16590144159743792,-1037.198518759099
155,1.3921021155072142,-1035.8064166435918
156,-0.6554040178077024,-1036.4618206613995
157,-0.12735892578398111,-1036.5891795871835
158,-1.5456332233513843,-1038.1348128105349
159,0.5851563891242479,-1037.5496564214106
160,-0.5053908298139327,-1038.0550472512246
161,-0.7588320541810942,-1038.8138793054056
162,1.2100750654161718,-1037.6038042399894
163,-0.3200876338311021,-1037.9238918738204
164,-0.16549798939135746,-1038.0893898632116
165,-2.2710291253815758,-1040.3604189885932
166,2.4886381289457487,-1037.8717808596475
167,-1.0419020495812308,-1038.9136829092288
168,0.35341071372861677,-1038.5602721955001
169,-0.03879435027646314,-1038.5990665457766
170,0.5453456260026843,-1038.053720919774
171,-0.9957510575291795,-1039.049471977303
172,-1.0689877565060997,-1040.1184597338092
173,-0.9626077303202143,-1041.0810674641295
174,0.5004697395468749,-1040.5805977245827
175,-1.3301603546400371,-1041.9107580792227
176,-0.8074961527180595,-1042.7182542319408
177,0.9478154846200814,-1041.7704387473207
178,-1.5186332836586702,-1043.2890720309792
179,-0.5579946040937406,-1043.847066635073
180,-0.15429185767182285,-1044.0013584927447
181,-0.7977181182843263,-1044.799076611029
182,-1.5405209687599346,-1046.339597579789
183,-2.4694488674145947,-1048.8090464472034
184,-0.08411735330073351,-1048.8931638005042
185,1.0728161823371307,-1047.820347618167
186,-0.6028975970135337,-1048.4232452151805
187,0.3646491386624897,-1048.058596076518
188,-0.05243346195759323,-1048.1110295384756
189,-1.3645320396450011,-1049.4755615781205
190,0.6292454653318701,-1048.8463161127886
191,1.1001632767476548,-1047.746152836041
192,-0.798424899085231,-1048.544577735126
193,1.0484367272623747,-1047.4961410078636
194,-0.8380236354209464,-1048.3341646432846
195,-0.6191972121861917,-1048.9533618554708
196,0.207262598924618,-1048.7460992565461
197,-1.7482556960198252,-1050.494354952566
198,0.5239103324300984,-1049.9704446201358
199,-0.8120693993900805,-1050.782514019526
200,-1.9882723534446094,-1052.7707863729706
201,0.014917036563574543,-1052.7558693364072
202,-0.44261395546260984,-1053.1984832918697
203,-0.33662676575629713,-1053.535110057626
204,0.2805316040920041,-1053.2545784535341
205,0.3371001697158101,-1052.9174782838184
206,-2.9249917994403036,-1055.8424700832586
207,0.9514058377333519,-1054.8910642455253
208,-0.22142294798581524,-1055.112487193511
209,0.682550239457279,-1054.4299369540538
210,0.3696412544268384,-1054.060295699627
211,-0.15298828623335273,-1054.2132839858602
212,-0.7740073523151522,-1054.9872913381753
213,-0.5784237448098395,-1055.5657150829852
214,0.5642421823537588,-1055.0014729006314
215,1.5437257142979044,-1053.4577471863336
216,0.8533858216115884,-1052.604361364722
217,0.05731745590125818,-1052.5470439088208
218,-0.4098024651737468,-1052.9568463739945
219,0.13078904636772729,-1052.8260573276268
220,-0.3738636913148469,-1053.1999210189417
221,-1.0621441104499865,-1054.2620651293917
222,0.6625299247377495,-1053.5995352046539
223,-1.587909003354883,-1055.1874442080089
224,-1.5007330023278551,-1056.6881772103368
225,0.15616001347986555,-1056.532017196857
226,-1.9403414542992667,-1058.4723586511561
227,0.8103337024556003,-1057.6620249487005
228,-1.346461967242628,-1059.0084869159432
229,-0.7318170841917716,-1059.740304000135
230,0.25689716628240716,-1059.4834068338525
231,-1.845410446152117,-1061.3288172800046
232,0.3505399220669687,-1060.9782773579377
233,-0.7385660909087853,-1061.7168434488465
234,-1.634739055108641,-1063.3515825039551
235,1.0998910018735402,-1062.2516915020815
236,0.042277525847759706,-1062.2094139762337
237,-0.5437187737542075,-1062.7531327499878
238,-0.4820288591824283,-1063.2351616091703
239,2.024540568080323,-1061.21062104109
240,-1.2253189383694045,-1062.4359399794594
241,0.6816784036309737,-1061.7542615758284
242,-0.23871826135020552,-1061.9929798371786
243,0.07468292564450867,-1061.918296911534
244,0.5445702904375209,-1061.3737266210965
245,-2.110493209014368,-1063.4842198301108
