temperature,heat_flow_mW_mg,cumulative_heat
25,0.22031539982338047,0.22031539982338047
26,-0.9787666963467057,-0.7584512965233252
27,-0.5177778260491867,-1.276229122572512
28,-0.6088402673237082,-1.8850693898962203
29,0.5514648198097822,-1.333604570086438
30,-0.22446969389629262,-1.5580742639827307
31,0.15191901402875074,-1.40615524995398
32,-0.8310076502495918,-2.237162900203572
33,-0.006594456233141727,-2.2437573564367135
34,-0.12356399756647085,-2.3673213540031846
35,0.6522727175758047,-1.7150486364273798
36,-1.1896208759423366,-2.9046695123697166
37,-0.32698094956151935,-3.231650461931236
38,-1.5374041965051188,-4.769054658436355
39,-0.4984127333524146,-5.267467391788769
40,1.0074837595091923,-4.259983632279577
41,0.5174516070622511,-3.742532025217326
42,-1.7899889515113707,-5.532520976728697
43,0.15696365925861777,-5.375557317470079
44,-0.5666990089694361,-5.942256326439516
45,-0.2599414577899838,-6.2021977842295
46,-1.0263402382619418,-7.228538022491442
47,-2.1158198261779715,-9.344357848669414
48,-0.48460961068901587,-9.82896745935843
49,-1.517709162036473,-11.346676621394904
50,-0.4243512270246159,-11.77102784841952
51,-0.7895506809315735,-12.560578529351094
52,-1.4064913958673493,-13.967069925218443
53,-1.5926498413261925,-15.559719766544635
54,-1.5473323378309154,-17.10705210437555
55,-0.9385628155271852,-18.045614919902736
56,-2.1863449701039865,-20.23195989000672
57,-4.121377800444346,-24.353337690451067
58,-2.671973460266935,-27.025311150718004
59,-1.572010359066776,-28.59732150978478
60,-2.5314594446173833,-31.128780954402163
61,-1.5961768362158497,-32.724957790618014
62,-4.3011433599012605,-37.026101150519274
63,-3.903390761539295,-40.929491912058566
64,-2.6202303953206307,-43.5497223073792
65,-6.745527284495309,-50.29524959187451
66,-2.132512983949606,-52.42776257582411
67,-6.050787167204626,-58.478549743028736
68,-6.255242751873648,-64.73379249490239
69,-6.369473266901543,-71.10326576180393
70,-8.461766091278394,-79.56503185308232
71,-6.896165577676317,-86.46119743075863
72,-9.226244077521184,-95.68744150827982
73,-7.769406179899467,-103.45684768817928
74,-9.700223696193488,-113.15707138437277
75,-10.090390591075492,-123.24746197544826
76,-9.985681326328594,-133.23314330177686
77,-9.673458339025204,-142.90660164080208
78,-12.382467584370909,-155.289069225173
79,-12.008628998548195,-167.2976982237212
80,-13.536185180350158,-180.83388340407134
81,-14.803400371255485,-195.63728377532684
82,-13.471968369912611,-209.10925214523945
83,-14.234837348204179,-223.34408949344362
84,-16.06068415551414,-239.40477364895776
85,-15.7562260564104,-255.16099970536817
86,-14.985358300713095,-270.14635800608124
87,-14.810676703155373,-284.9570347092366
88,-18.44019592535231,-303.39723063458894
89,-17.166074041150694,-320.56330467573963
90,-16.895024331178302,-337.45832900691795
91,-18.88691841273642,-356.34524741965436
92,-20.20936757426041,-376.55461499391475
93,-19.12233381684614,-395.6769488107609
94,-20.272179692998996,-415.9491285037599
95,-20.141104731262164,-436.090233235022
96,-20.840115288819877,-456.93034852384193
97,-20.21677864774159,-477.1471271715835
98,-21.653824544969083,-498.8009517165526
99,-18.085212575567,-516.8861642921196
100,-20.764800993371644,-537.6509652854912
101,-20.65837567547448,-558.3093409609658
102,-20.38996803018123,-578.699308991147
103,-20.299077507961176,-598.9983864991082
104,-19.234333793589304,-618.2327202926974
105,-20.190991388819974,-638.4237116815174
106,-18.387042023316774,-656.8107537048342
107,-18.118180231862784,-674.9289339366969
108,-18.494183505072833,-693.4231174417697
109,-17.871900601785896,-711.2950180435556
110,-17.98238908523705,-729.2774071287927
111,-17.06107449348897,-746.3384816222816
112,-15.511153544227547,-761.8496351665092
113,-19.118381529696407,-780.9680166962056
114,-16.62744093027151,-797.5954576264771
115,-14.877906129502493,-812.4733637559797
116,-15.750005722756976,-828.2233694787367
117,-13.430459169026378,-841.653828647763
118,-12.527730195067129,-854.1815588428301
119,-14.301100614712233,-868.4826594575424
120,-12.673039775591526,-881.1556992331339
121,-11.113996765532253,-892.2696959986662
122,-12.731236001348195,-905.0009320000144
123,-11.772562891316644,-916.773494891331
124,-11.650505987627092,-928.424000878958
125,-9.340614944107406,-937.7646158230655
126,-11.8763606754828,-949.6409764985483
127,-8.823057162952404,-958.4640336615007
128,-8.450121847731452,-966.9141555092322
129,-8.570308258014723,-975.4844637672469
130,-7.322581524547497,-982.8070452917943
131,-4.927124679571685,-987.734169971366
132,-7.45064847247833,-995.1848184438443
133,-6.90916394622592,-1002.0939823900702
134,-5.118080446671071,-1007.2120628367413
135,-6.1195364379100115,-1013.3315992746514
136,-3.95174852904411,-1017.2833478036955
137,-3.1425138052789365,-1020.4258616089744
138,-3.1801726740836314,-1023.6060342830581
139,-3.1577114142912865,-1026.7637456973493
140,-2.4569005917106077,-1029.22064628906
141,-3.820851853602747,-1033.0414981426627
142,-0.7624161498739888,-1033.8039142925368
143,-1.626521708867055,-1035.430436001404
144,-2.801779019616483,-1038.2322150210205
145,-3.4681530953852544,-1041.7003681164058
146,-3.2295247784744516,-1044.9298928948801
147,-2.479209278452103,-1047.4091021733323
148,-2.9627584116604897,-1050.3718605849926
149,-1.9905684625414866,-1052.362429047534
150,-2.5106411739778345,-1054.8730702215119
151,0.17152424745792083,-1054.701545974054
152,-0.16374069801731106,-1054.8652866720713
153,0.07149741063331672,-1054.793789261438
154,-0.3367642575969241,-1055.130553519035
155,-1.9257186929409968,-1057.056272211976
156,-1.1219166337471707,-1058.178188845723
157,-2.248603327631802,-1060.426792173355
158,1.516090114810584,-1058.9107020585443
159,-0.8217541875632026,-1059.7324562461074
160,0.28830267313820207,-1059.4441535729693
161,-0.8964221039037181,-1060.340575676873
162,-1.2615847346039832,-1061.602160411477
163,0.2272815752953085,-1061.3748788361816
164,0.5633035776289147,-1060.8115752585527
165,-0.03836385759530733,-1060.849939116148
166,-1.3787786994396853,-1062.2287178155877
167,-1.0012758237507144,-1063.2299936393385
168,1.0549278527100903,-1062.1750657866285
169,0.33760812570649457,-1061.837457660922
170,-0.9191855705587273,-1062.7566432314807
171,0.5370143817909401,-1062.2196288496898
172,-0.7588250098288,-1062.9784538595186
173,0.2452733187754375,-1062.7331805407432
174,-0.2203417862980254,-1062.9535223270411
175,0.35446613093462476,-1062.5990561961064
176,-1.0722390665091877,-1063.6712952626156
177,-0.46983344259390714,-1064.1411287052094
178,-0.21940811729647575,-1064.360536822506
179,0.4232380503314442,-1063.9372987721745
180,-0.2992463333388813,-1064.2365451055134
181,-0.22800050603913521,-1064.4645456115525
182,1.4141698003185026,-1063.050375811234
183,0.24741763915890697,-1062.8029581720753
184,-0.43613931323968386,-1063.239097485315
185,-0.1414520425087687,-1063.3805495278236
186,0.30183049836196496,-1063.0787190294616
187,-2.1428219771069648,-1065.2215410065685
188,-1.1824345902634683,-1066.403975596832
189,-1.0595018301798473,-1067.4634774270119
190,-0.5653438932948305,-1068.0288213203066
191,1.9371354488359345,-1066.0916858714706
192,-1.1295995515407613,-1067.2212854230113
193,-0.6730270581466515,-1067.8943124811578
194,-0.507743697922653,-1068.4020561790805
195,-0.08709579452271944,-1068.4891519736032
196,-0.7904543301545577,-1069.2796063037576
197,0.3474721071863121,-1068.9321341965713
198,-0.2502987863973238,-1069.1824329829685
199,0.9250424173778341,-1068.2573905655906
200,0.4686393936808193,-1067.7887511719098
201,-2.024575160901349,-1069.8133263328111
202,0.35430333014907495,-1069.459023002662
203,-1.5205551373486932,-1070.9795781400107
204,-1.3650465811397345,-1072.3446247211505
205,1.39553048972608,-1070.9490942314244
206,-0.1787254833231406,-1071.1278197147476
207,-1.8544996918721168,-1072.9823194066198
208,-1.9132762237439807,-1074.8955956303637
209,-0.9106584055952197,-1075.806254035959
210,0.9876038487219246,-1074.8186501872372
211,0.7627569833178451,-1074.0558932039194
212,0.3691141466539094,-1073.6867790572655
213,1.3947776487704258,-1072.292001408495
214,0.520190738791351,-1071.7718106697037
215,-1.7865124277034867,-1073.558323097407
216,1.2919828407470282,-1072.26634025666
217,-0.8354585331000952,-1073.10179878976
218,-0.010566640625984577,-1073.112365430386
219,0.5512164016513056,-1072.5611490287347
220,2.1924145160274406,-1070.3687345127073
221,0.7377464267453926,-1069.630988085962
222,0.821568000894258,-1068.8094200850676
223,1.073361018684087,-1067.7360590663834
224,1.458171811510287,-1066.2778872548731
225,1.8822444588277865,-1064.3956427960454
226,-0.3518392995386479,-1064.747482095584
227,-1.4835569691025154,-1066.2310390646865
228,-1.8020545718092345,-1068.0330936364958
229,0.7708008076131734,-1067.2622928288827
230,0.002866281976754789,-1067.2594265469058
231,-0.00935711737720828,-1067.268783664283
232,0.043818702285726464,-1067.2249649619973
233,-1.161653130665446,-1068.3866180926627
234,0.024158504251909897,-1068.3624595884107
235,-0.4069816248716134,-1068.7694412132823
236,0.39532592641075165,-1068.3741152868715
237,-0.3441020598191441,-1068.7182173466906
238,0.9592016433641944,-1067.7590157033264
239,-1.3592847191257351,-1069.1183004224522
240,0.09219568722217338,-1069.02610473523
241,0.375226842218645,-1068.6508778930115
242,-1.7538086197501914,-1070.4046865127616
243,-2.0685379650673195,-1072.4732244778288
244,1.0491422417146572,-1071.4240822361141
245,-0.6967519339311833,-1072.1208341700453
246,-0.2610794146538154,-1072.381913584699
247,-1.476569138481819,-1073.858482723181
248,0.19680101748968437,-1073.6616817056913
249,-0.5148170496019145,-1074.1764987552933
250,2.1496930397617353,-1072.0268057155315
251,-1.0205924029410514,-1073.0473981184725
252,-0.2873203773671119,-1073.3347184958398
253,-1.151484400008347,-1074.486202895848
254,0.1818806216175901,-1074.3043222742303
255,1.1764746667438268,-1073.1278476074865
256,-0.1422433887079861,-1073.2700909961945
257,-1.6124027997393657,-1074.882493795934
258,-0.8218919806627581,-1075.7043857765966
259,0.5700213525839319,-1075.1343644240126
260,0.053772883958183755,-1075.0805915400545
261,-0.8225200471461135,-1075.9031115872006
262,-1.3830427519691089,-1077.2861543391696
263,-0.7263513872177932,-1078.0125057263874
264,-0.25377201110822684,-1078.2662777374956
265,-0.2157392786201946,-1078.4820170161158
266,-0.7608186430822679,-1079.2428356591981
267,-0.18619729433645746,-1079.4290329535345
268,-0.15621621312370942,-1079.5852491666583
269,-1.176509219126833,-1080.761758385785
270,-0.21021082415151054,-1080.9719692099366
271,-0.8285274533628766,-1081.8004966632993
272,0.6437545495795997,-1081.1567421137197
273,1.9879031548302986,-1079.1688389588894
274,0.10914565004246751,-1079.059693308847
275,-0.7317484498208261,-1079.7914417586678
276,0.5065604740381109,-1079.2848812846296
277,-1.1635766643293026,-1080.448457948959
278,1.323539972952704,-1079.1249179760064
279,0.823998667604141,-1078.3009193084022
280,-0.09843042861007521,-1078.3993497370122
281,-1.0250539281076743,-1079.4244036651198
282,-1.226321390027539,-1080.6507250551474
283,0.06821119377201082,-1080.5825138613754
284,0.34343209971802857,-1080.2390817616574
285,0.1518199065212032,-1080.0872618551361
286,1.1173106030473334,-1078.9699512520888
287,1.0375000655648465,-1077.9324511865238
288,-0.022504482436539144,-1077.9549556689603
289,1.880298666148707,-1076.0746570028116
290,0.7592615087530217,-1075.3153954940585
291,0.9239027858964669,-1074.391492708162
292,-1.125022594838424,-1075.5165153030005
293,-2.224722368369557,-1077.74123767137
294,1.5972879483109084,-1076.1439497230592
295,-0.1150289116989134,-1076.258978634758
296,-1.5435489653220584,-1077.80252760008
297,-0.658945140262311,-1078.4614727403425
298,-0.06504952333114737,-1078.5265222636738
299,-1.9254396517354422,-1080.4519619154091
300,-0.30866204143934534,-1080.7606239568486
301,-1.163205831431402,-1081.92382978828
302,0.8845318850163493,-1081.0392979032638
303,-1.2061294642370177,-1082.2454273675007
304,0.8942297983337706,-1081.351197569167
305,-2.6418890497840373,-1083.993086618951
306,-0.16985408150934586,-1084.1629407004605
307,0.09785897625228795,-1084.065081724208
308,-0.868326945107281,-1084.9334086693154
309,-1.1111163750848416,-1086.0445250444002
310,-0.8816827324185128,-1086.9262077768187
311,-0.7119289511937581,-1087.6381367280126
312,-1.0335605187286399,-1088.6716972467411
313,0.7544688098394702,-1087.9172284369017
314,1.3774979807835375,-1086.5397304561181
315,-1.6789969585488769,-1088.218727414667
316,-0.24531869809152396,-1088.4640461127585
317,-2.5601962709936017,-1091.0242423837522
318,0.3983068739220397,-1090.62593550983
319,-1.1784430755316957,-1091.8043785853617
320,-2.002498109767754,-1093.8068766951294
321,-0.4117758689173856,-1094.2186525640468
322,0.8003259540465733,-1093.4183266100001
323,-1.8829306518064555,-1095.3012572618065
324,-0.23953194064660777,-1095.5407892024532
325,-1.1854194213387854,-1096.726208623792
326,-2.728973531839904,-1099.455182155632
327,-2.3061775471313455,-1101.7613597027632
328,1.3324784921206674,-1100.4288812106427
329,-0.251960883101368,-1100.680842093744
330,-0.8536381457562999,-1101.5344802395005
331,-1.6491025041452083,-1103.1835827436457
332,-2.3202950536661855,-1105.5038777973118
333,-1.5283033843792064,-1107.032181181691
334,-1.616916793801308,-1108.6490979754922
335,-3.486852387367415,-1112.1359503628596
336,-3.793003872403051,-1115.9289542352626
337,-0.6041575881618404,-1116.5331118234244
338,-4.637719566625503,-1121.17083139005
339,-2.210550904403716,-1123.3813822944537
340,-2.7625425697696326,-1126.1439248642234
341,-2.4710674149568645,-1128.6149922791803
342,-3.4610522493166656,-1132.076044528497
343,-3.426134049793056,-1135.50217857829
344,-3.6659228938093276,-1139.1681014720994
345,-2.5262179961780613,-1141.6943194682774
346,-2.9987514402000555,-1144.6930709084775
347,-3.755756051512037,-1148.4488269599894
348,-5.264710407563424,-1153.7135373675528
349,-3.5903275244662045,-1157.303864892019
350,-3.4286114477484517,-1160.7324763397673
351,-4.760293902914328,-1165.4927702426817
352,-3.7244083931486758,-1169.2171786358304
353,-5.349485263477065,-1174.5666638993075
354,-4.597480678866797,-1179.1641445781743
355,-4.429591122133494,-1183.5937357003077
356,-5.075134981579395,-1188.668870681887
357,-4.989284895827322,-1193.6581555777143
358,-6.151562255350241,-1199.8097178330645
359,-5.932848463935753,-1205.7425662970002
360,-6.39558985601332,-1212.1381561530136
361,-7.956927190874293,-1220.0950833438878
362,-4.4705903886093115,-1224.565673732497
363,-7.482268938391144,-1232.0479426708882
364,-6.359433949416671,-1238.4073766203048
365,-7.587844123924931,-1245.9952207442298
366,-6.892546194468306,-1252.887766938698
367,-7.916922162511488,-1260.8046891012095
368,-7.847395590048981,-1268.6520846912586
369,-8.452285861047411,-1277.104370552306
370,-9.735972927679356,-1286.8403434799852
371,-8.094732248440168,-1294.9350757284253
372,-8.549186232381821,-1303.484261960807
373,-10.028221522607703,-1313.5124834834148
374,-7.092593291544952,-1320.6050767749598
375,-9.416559252850853,-1330.0216360278107
376,-10.272141437575135,-1340.2937774653858
377,-10.374571853018274,-1350.6683493184041
378,-10.74993623453553,-1361.4182855529396
379,-9.056627394547768,-1370.4749129474874
380,-8.287710547216038,-1378.7626234947033
381,-9.564548321840109,-1388.3271718165436
382,-12.938583203714558,-1401.2657550202582
383,-10.598272204799787,-1411.864027225058
384,-9.618575349507813,-1421.4826025745658
385,-11.650140080364741,-1433.1327426549306
386,-10.301692090950661,-1443.4344347458812
387,-11.09594521496564,-1454.5303799608469
388,-11.220380254614724,-1465.7507602154615
389,-11.781120309833238,-1477.5318805252948
390,-12.593427323664958,-1490.1253078489597
391,-11.168075890702672,-1501.2933837396624
392,-12.054517314500934,-1513.3479010541635
393,-12.721152420821364,-1526.069053474985
394,-11.345453731743127,-1537.414507206728
395,-12.961476160038055,-1550.3759833667661
396,-13.205193136540915,-1563.581176503307
397,-12.455566440075202,-1576.0367429433823
398,-12.652466116628748,-1588.689209060011
399,-10.585005836409074,-1599.27421489642
400,-10.181448096808511,-1609.4556629932285
401,-10.365187546665135,-1619.8208505398936
402,-10.80179124341569,-1630.6226417833093
403,-8.322574543175428,-1638.9452163264848
404,-10.161731026666343,-1649.106947353151
405,-9.557931653016121,-1658.6648790061672
406,-8.650362203437336,-1667.3152412096044
407,-9.056490722117758,-1676.3717319317223
408,-8.749105252596967,-1685.1208371843193
409,-8.752852124770728,-1693.87368930909
410,-7.205933364659317,-1701.0796226737493
411,-6.883673200790833,-1707.96329587454
412,-5.386464422578532,-1713.3497602971186
413,-5.402946584937246,-1718.752706882056
414,-4.193222863398359,-1722.9459297454544
415,-2.8649854904151484,-1725.8109152358695
416,-0.7499024178244137,-1726.560817653694
417,1.576151196020354,-1724.9846664576735
418,1.0868358100797981,-1723.8978306475938
419,2.090956778121728,-1721.806873869472
420,3.9468471757419286,-1717.86002669373
421,6.6213671580445626,-1711.2386595356857
422,6.973818652468085,-1704.2648408832176
423,10.635795334713963,-1693.6290455485037
424,8.942648622029143,-1684.6863969264746
425,10.26287146890946,-1674.4235254575651
426,14.140507889515433,-1660.2830175680497
427,16.157286190019367,-1644.1257313780302
428,18.268122185299074,-1625.8576091927312
429,21.335209554688724,-1604.5223996380425
430,23.428804928427247,-1581.0935947096152
431,24.9863169586085,-1556.1072777510067
432,28.463517486613508,-1527.6437602643932
433,31.371121425341485,-1496.2726388390518
434,32.38301656724201,-1463.8896222718097
435,33.237160104641696,-1430.652462167168
436,37.09288236585678,-1393.5595798013114
437,37.79730897849593,-1355.7622708228155
438,41.662345679463094,-1314.0999251433525
439,42.126526599942444,-1271.97339854341
440,43.73855967323346,-1228.2348388701764
441,48.410526188961036,-1179.8243126812154
442,49.237134400467966,-1130.5871782807474
443,49.70761092340351,-1080.8795673573438
444,49.68514285875848,-1031.1944244985852
445,52.532928067952355,-978.661496430633
446,52.82049101505243,-925.8410054155805
447,53.2584003106731,-872.5826051049074
448,53.98899423142364,-818.5936108734838
449,55.28472292261522,-763.3088879508687
450,54.718780228335014,-708.5901077225336
451,55.78848909990054,-652.8016186226331
452,54.60718205106696,-598.1944365715661
453,56.2139960311504,-541.9804405404158
454,54.31320272993812,-487.6672378104777
455,55.45957311706579,-432.20766469341186
456,52.579125966501955,-379.6285387269099
457,51.74032299066372,-327.88821573624614
458,54.313891451175834,-273.5743242850703
459,47.87207426271778,-225.70225002235253
460,48.454253957319324,-177.2479960650332
461,47.324270346501535,-129.92372571853167
462,44.04181095970587,-85.8819147588258
463,43.82677712800276,-42.05513763082304
464,39.69169080239154,-2.363446828431499
465,39.26227839505003,36.89883156661853
466,36.62580558546232,73.52463715208086
467,35.02362482802389,108.54826198010474
468,35.85875161295767,144.4070135930624
469,33.16538084688191,177.5723944399443
470,31.152082777480544,208.72447721742486
471,26.866751163241545,235.5912283806664
472,25.864789156618958,261.45601753728533
473,25.928880349080124,287.3848978863655
474,21.56181920119373,308.9467170875592
475,19.94559003100014,328.89230711855936
476,19.21060666671356,348.1029137852729
477,18.57459180032517,366.67750558559806
478,15.23880475712784,381.9163103427259
479,13.72635291776238,395.6426632604883
480,13.803509205351443,409.4461724658397
481,11.89559171322235,421.34176417906207
482,12.233048259481837,433.5748124385439
483,10.118682712146667,443.6934951506906
484,8.853639956077405,452.547135106768
485,7.914510161735399,460.4616452685034
486,7.180702925565757,467.64234819406914
487,6.723170916372382,474.36551911044154
488,6.665658786919039,481.0311778973606
489,5.74396150537867,486.7751394027392
490,4.628656315939395,491.4037957186786
491,3.1908596539264917,494.59465537260513
492,3.412401298350671,498.0070566709558
493,4.6934965215091395,502.70055319246495
494,3.2953256995992914,505.99587889206424
495,1.247283570885514,507.2431624629497
496,1.4669309133573,508.71009337630704
497,2.055273579442624,510.76536695574964
498,0.041243021947731995,510.80660997769735
499,1.0944969622840737,511.90110693998145
500,0.3314642123433442,512.2325711523248
501,-0.3970461519566504,511.83552500036814
502,-1.6855090410304334,510.1500159593377
503,0.362448511248899,510.51246447058656
504,-0.9402453692380434,509.57221910134854
505,-0.9964275674638714,508.5757915338847
506,1.04010971834529,509.61590125222995
507,-1.1154585851821228,508.5004426670478
508,-0.8693284745225455,507.6311141925253
509,0.4476860469600376,508.0788002394853
510,-1.2772699356827593,506.80153030380256
511,-0.6634359889958678,506.1380943148067
512,0.953091719691161,507.09118603449787
513,-0.09819778134061022,506.99298825315725
514,1.1037702062324002,508.09675845938966
515,1.395876386046441,509.4926348454361
516,0.28121954851068737,509.7738543939468
517,-1.2655781430664192,508.5082762508804
518,-1.0630212557981613,507.4452549950822
519,-1.27826054202039,506.1669944530618
520,-0.06077815772697534,506.10621629533483
521,-1.9102681764409586,504.19594811889385
522,-0.3020631959229521,503.8938849229709
523,0.4421572369481743,504.3360421599191
524,-0.09866042499113793,504.23738173492796
525,-1.9556087568485672,502.2817729780794
526,1.1702482902494973,503.4520212683289
527,-0.06375880565122807,503.3882624626777
528,-1.282700079488514,502.1055623831892
