temperature,heat_flow_mW_mg,cumulative_heat
25,1.0807141486960445,1.0807141486960445
26,-1.3351612474679113,-0.2544470987718668
27,-1.3758717689463198,-1.6303188677181866
28,0.15794055051257136,-1.4723783172056153
29,-0.8286300269299585,-2.3010083441355738
30,1.4712558509140217,-0.8297524932215521
31,1.1094642494192664,0.27971175619771427
32,2.1966466071539767,2.4763583633516912
33,-1.8076305145396125,0.6687278488120787
34,-0.9292946713759642,-0.2605668225638855
35,-1.4105358248767077,-1.6711026474405932
36,-0.28741728927323984,-1.958519936713833
37,-0.4348280284501762,-2.3933479651640095
38,0.29497096339987616,-2.0983770017641334
39,0.7825731584076143,-1.3158038433565191
40,0.883266235747646,-0.43253760760887316
41,0.0600054776719926,-0.37253212993688056
42,2.0357159809806826,1.6631838510438022
43,-1.0956219010776578,0.5675619499661444
44,2.4751429802959217,3.042704930262066
45,-0.3781896712805028,2.6645152589815635
46,-2.0217052063078476,0.6428100526737159
47,-0.9051315673186653,-0.26232151464494935
48,-1.1801681322055368,-1.4424896468504862
49,-2.6752844594598004,-4.117774106310287
50,-1.7348033015222781,-5.852577407832564
51,-1.3762194486833672,-7.228796856515931
52,-2.0656586055270614,-9.294455462042993
53,-1.948558144444591,-11.243013606487585
54,-0.405039842482519,-11.648053448970105
55,-2.754623839861074,-14.402677288831178
56,-2.6172569642306303,-17.01993425306181
57,-4.925247592166307,-21.945181845228117
58,-2.935498230870619,-24.880680076098734
59,-2.6642046047156644,-27.5448846808144
60,-4.837905979645112,-32.38279066045951
61,-3.2013353772364175,-35.58412603769593
62,-3.2705953805645307,-38.85472141826046
63,-4.6980275434412615,-43.552748961701724
64,-4.853273275806309,-48.40602223750803
65,-3.8978440295504684,-52.3038662670585
66,-5.912614905673053,-58.216481172731555
67,-4.774927407891436,-62.99140858062299
68,-7.665879717950589,-70.65728829857358
69,-6.190428803858989,-76.84771710243257
70,-8.585838418855026,-85.43355552128759
71,-7.029895551806238,-92.46345107309382
72,-7.40995396801834,-99.87340504111216
73,-8.249028643489808,-108.12243368460197
74,-9.240790568795305,-117.36322425339728
75,-10.094182769235555,-127.45740702263284
76,-9.870809999725012,-137.32821702235785
77,-11.204551851318579,-148.53276887367642
78,-10.721816234412415,-159.25458510808883
79,-12.16947945349379,-171.4240645615826
80,-11.662808281185365,-183.08687284276797
81,-13.708336776881248,-196.79520961964923
82,-12.519160900384843,-209.31437052003406
83,-13.771348708488478,-223.08571922852255
84,-16.04510327711877,-239.13082250564133
85,-13.248966067646865,-252.3797885732882
86,-17.08155108563506,-269.4613396589233
87,-17.825980603597774,-287.28732026252106
88,-15.415390059819508,-302.7027103223406
89,-15.905572496746062,-318.60828281908664
90,-19.745345843073324,-338.35362866215996
91,-17.34656328152922,-355.70019194368916
92,-18.950955951708764,-374.6511478953979
93,-18.834488763530715,-393.4856366589286
94,-18.754144597543338,-412.239781256472
95,-20.302393486904602,-432.54217474337656
96,-20.069044045069806,-452.61121878844637
97,-21.291608457575254,-473.9028272460216
98,-18.808743808962316,-492.71157105498395
99,-21.39787077213992,-514.1094418271239
100,-20.48257951539994,-534.5920213425238
101,-20.250811371424366,-554.8428327139482
102,-18.89332449459246,-573.7361572085406
103,-19.791406065980627,-593.5275632745212
104,-19.585668162304536,-613.1132314368257
105,-20.075604951791494,-633.1888363886172
106,-19.606359996649676,-652.7951963852669
107,-21.210338738153403,-674.0055351234203
108,-18.961010218124194,-692.9665453415445
109,-18.092519081413258,-711.0590644229577
110,-17.522720294294203,-728.5817847172519
111,-17.952295398095146,-746.534080115347
112,-16.665364146714406,-763.1994442620614
113,-16.423751616233698,-779.6231958782952
114,-16.16522818342534,-795.7884240617205
115,-15.064418117660566,-810.8528421793811
116,-14.262665670923042,-825.1155078503042
