temperature,heat_flow_mW_mg,cumulative_heat
25,0.9500412578189729,0.9500412578189729
26,0.24853608931622642,1.1985773471351993
27,0.844517759949065,2.0430951070842642
28,0.62513637262377,2.668231479708034
29,-1.7342194103964204,0.9340120693116138
30,0.3044068453671571,1.238418914678771
31,0.19859874400106953,1.4370176586798404
32,-0.9854549184158123,0.4515627402640281
33,-2.229920765039114,-1.778358024775086
34,-1.2806366684570505,-3.058994693232137
35,-0.9961883842516128,-4.05518307748375
36,-1.57519121686112,-5.63037429434487
37,-0.4649327399327613,-6.095307034277631
38,-1.2877362240469026,-7.383043258324534
39,0.9261684317541115,-6.456874826570423
40,-1.8527475410074312,-8.309622367577854
41,-0.24579228356326566,-8.555414651141119
42,1.3126215063923914,-7.2427931447487275
43,0.126607642494877,-7.116185502253851
44,-0.3636422195590028,-7.479827721812853
45,-0.1174873212565628,-7.5973150430694165
46,-0.697618894475591,-8.294933937545007
47,-0.9231563224409961,-9.218090259986003
48,-2.5382984454769413,-11.756388705462944
49,-1.1216109540504222,-12.877999659513367
50,-1.3293256587638183,-14.207325318277185
51,-1.4775054241831587,-15.684830742460344
52,-1.8447303337588854,-17.529561076219228
53,-0.7070372630429269,-18.236598339262155
54,-3.0343008163608056,-21.27089915562296
55,-2.011494984436548,-23.28239414005951
56,-2.9523679055018586,-26.234762045561368
57,-2.2398877326053963,-28.474649778166764
58,-2.7195275432972372,-31.194177321464
59,-2.6373034694156585,-33.83148079087966
60,-3.5830403771074018,-37.41452116798706
61,-1.4129292235948165,-38.82745039158188
62,-3.601023946354321,-42.4284743379362
63,-3.9649071517514223,-46.39338148968763
64,-5.611200969464546,-52.004582459152175
65,-5.494094001546138,-57.49867646069831
66,-4.144681622416526,-61.64335808311484
67,-4.4014474752411985,-66.04480555835605
68,-5.936729620747746,-71.98153517910379
69,-6.5250719976500475,-78.50660717675383
70,-7.679971824424493,-86.18657900117833
71,-9.711652238782362,-95.8982312399607
72,-7.573328993808932,-103.47156023376962
73,-9.298029306963393,-112.76958954073302
74,-8.241422697924621,-121.01101223865764
75,-10.609075071704616,-131.62008731036227
76,-8.390644544973766,-140.01073185533602
77,-10.941483657164595,-150.9522155125006
78,-11.546421169716236,-162.49863668221684
79,-11.57866628749635,-174.0773029697132
80,-12.742140751737065,-186.81944372145026
81,-13.63255616765774,-200.45199988910798
82,-14.002690204847667,-214.45469009395566
83,-14.01362964305405,-228.46831973700972
84,-14.690567666010788,-243.15888740302051
85,-14.766478202469868,-257.92536560549036
86,-15.833577227156802,-273.75894283264716
87,-17.492712948862113,-291.25165578150927
88,-17.746114194112202,-308.99776997562145
89,-17.9076354587086,-326.9054054343301
90,-17.72273816874492,-344.628143603075
91,-17.640095367407117,-362.2682389704821
92,-19.51540469595623,-381.78364366643837
93,-17.516562137461108,-399.3002058038995
94,-18.318959431188087,-417.61916523508756
95,-19.68343199553496,-437.3025972306225
96,-20.217511669812595,-457.5201089004351
97,-19.360030658218953,-476.88013955865404
98,-20.36317793900115,-497.2433174976552
99,-21.926155950912207,-519.1694734485674
100,-19.332600159145272,-538.5020736077126
101,-16.97725531506459,-555.4793289227772
102,-19.793027006083953,-575.2723559288612
103,-18.777499347186456,-594.0498552760477
104,-20.4061040677523,-614.4559593437999
105,-21.1429894795453,-635.5989488233453
106,-19.93997148960158,-655.5389203129469
107,-18.13712294311943,-673.6760432560662
108,-17.566990416750887,-691.2430336728171
109,-18.341980266348198,-709.5850139391653
110,-16.89269912037526,-726.4777130595405
111,-17.13939977565508,-743.6171128351956
112,-17.583453628037166,-761.2005664632328
113,-16.22384218003991,-777.4244086432727
114,-15.909894522332424,-793.3343031656052
115,-15.687196858603764,-809.021500024209
116,-13.613741479794623,-822.6352415040036
117,-13.595080414617966,-836.2303219186216
118,-16.16758471148958,-852.3979066301112
119,-13.540358458407205,-865.9382650885184
120,-14.817504068257016,-880.7557691567754
121,-11.10336071182097,-891.8591298685964
122,-12.683771384545848,-904.5429012531422
123,-9.966705516492226,-914.5096067696344
124,-8.968916187068269,-923.4785229567027
125,-9.47606851508263,-932.9545914717853
126,-10.834988545923139,-943.7895800177084
127,-10.207202871404439,-953.9967828891129
128,-8.267668616016591,-962.2644515051295
129,-6.566119605697441,-968.8305711108269
130,-7.53084037583401,-976.3614114866609
131,-7.576221654301079,-983.937633140962
132,-7.055363153106178,-990.9929962940682
133,-6.856847367570014,-997.8498436616383
134,-5.752829776524583,-1003.6026734381628
135,-6.372684752268301,-1009.9753581904312
136,-3.607740324670282,-1013.5830985151015
137,-4.429981896458346,-1018.0130804115598
138,-1.912743067239536,-1019.9258234787993
139,-3.8033815173756693,-1023.729204996175
140,-1.755603168782809,-1025.4848081649577
141,-3.2144178633794174,-1028.699226028337
142,-3.5258746340363216,-1032.2251006623735
143,-1.3645741724579217,-1033.5896748348314
144,-1.1436802926798968,-1034.7333551275112
145,-0.36936194640072206,-1035.102717073912
146,-0.4766837630627263,-1035.5794008369746
147,-2.2458439802741648,-1037.8252448172489
148,-1.081706540761948,-1038.9069513580107
149,-2.019521335089072,-1040.9264726930999
150,-1.2396784934194085,-1042.1661511865193
151,1.2265505621226405,-1040.9396006243967
152,-0.5696912653954316,-1041.5092918897922
153,-0.7377283829080579,-1042.2470202727002
154,-1.228384570432695,-1043.4754048431328
155,0.35851654377047515,-1043.1168882993622
156,-1.3928766416436535,-1044.5097649410059
157,-1.9458940578988362,-1046.4556589989047
158,-1.0730947911572934,-1047.528753790062
159,-0.45761455352858976,-1047.9863683435906
160,-0.15639143150163226,-1048.1427597750921
161,-0.9315209776200212,-1049.0742807527122
162,0.5339393553458569,-1048.5403413973663
163,-0.5564648076425842,-1049.096806205009
164,0.628827442334498,-1048.4679787626744
165,-1.3490530658023518,-1049.8170318284767
166,-1.3616893417605096,-1051.1787211702372
167,0.07493712402159167,-1051.1037840462157
168,-0.48365247611584433,-1051.5874365223315
169,-1.189023914329473,-1052.776460436661
170,0.1571869087096172,-1052.6192735279512
171,1.0061759091825375,-1051.6130976187687
172,-0.06695933823719878,-1051.680056957006
173,0.5115241537373449,-1051.1685328032686
174,0.5210992303850375,-1050.6474335728835
175,-0.6505539931154671,-1051.297987565999
176,-1.1072774912857624,-1052.4052650572846
177,-0.36846621511576527,-1052.7737312724005
178,-0.8815816491362474,-1053.6553129215367
179,-0.12673336322171733,-1053.7820462847585
180,-1.0731899897035737,-1054.8552362744622
181,-0.5476631037706277,-1055.4028993782329
182,-0.06786063605798354,-1055.4707600142908
183,-0.5107397115794524,-1055.9814997258702
184,0.03673990847258703,-1055.9447598173977
185,0.2681895819070173,-1055.6765702354905
186,-0.3179711340993577,-1055.9945413695898
187,-0.01942257365847221,-1056.0139639432482
188,-0.2629090320459528,-1056.276872975294
189,-1.6632206797128546,-1057.9400936550069
190,1.571520352090879,-1056.368573302916
191,1.2974125938674763,-1055.0711607090486
192,0.08537955691692241,-1054.9857811521317
193,-0.5419410182382959,-1055.52772217037
194,0.11495899513138882,-1055.4127631752385
195,0.11094175385999272,-1055.3018214213785
196,0.9347222996640169,-1054.3670991217145
197,0.4401760757231281,-1053.9269230459913
198,-1.0002061859560203,-1054.9271292319474
199,1.4572649469434507,-1053.469864285004
200,2.7507534311001027,-1050.7191108539039
201,-0.7007843495269125,-1051.4198952034308
202,-0.2009054293699567,-1051.6208006328006
203,-0.3632466776976144,-1051.9840473104982
204,-0.30391013044495807,-1052.2879574409433
205,1.0079140352585254,-1051.2800434056846
206,1.232787541548988,-1050.0472558641356
207,-0.5394755890911992,-1050.5867314532268
208,1.6648608603519184,-1048.921870592875
209,-0.03292724036236962,-1048.9547978332373
210,1.6980945006481794,-1047.256703332589
211,0.6701313367863164,-1046.5865719958026
212,-0.6211182755684268,-1047.2076902713711
213,-0.6283259829455417,-1047.8360162543167
214,0.3181049314945427,-1047.517911322822
215,1.6839633240871614,-1045.8339479987349
216,-0.6968026020933151,-1046.5307506008282
217,-0.8088223559937497,-1047.339572956822
218,-1.4572619911080151,-1048.79683494793
219,0.36982782005313086,-1048.4270071278768
220,0.3141589905052986,-1048.1128481373714
221,0.507573693291513,-1047.60527444408
222,1.3502848749493228,-1046.2549895691307
223,0.480447755801524,-1045.774541813329
224,-0.878812715902135,-1046.6533545292311
225,-0.5640751127165152,-1047.2174296419475
226,-1.2194516779900781,-1048.4368813199376
227,0.22003947610064126,-1048.2168418438368
228,0.0656873033942,-1048.1511545404426
229,0.39870501388990187,-1047.7524495265527
230,1.648262157256208,-1046.1041873692966
231,-0.8820660788557867,-1046.9862534481524
232,-0.891552948945786,-1047.877806397098
233,-0.30413898297064235,-1048.1819453800688
234,-0.7534962632314808,-1048.9354416433002
235,-1.216381877903192,-1050.1518235212034
236,-0.12491141484261133,-1050.276734936046
237,0.2133988905025587,-1050.0633360455436
238,-0.3406907415857948,-1050.4040267871294
239,-2.360634796004567,-1052.764661583134
240,-1.202663412998588,-1053.9673249961327
241,0.05331737611670144,-1053.914007620016
242,0.2704389229381362,-1053.6435686970779
243,0.5371731019216105,-1053.1063955951563
244,0.03751574440306491,-1053.0688798507533
245,0.03553080087961004,-1053.0333490498738
246,1.0952495572336918,-1051.93809949264
247,-0.6164333670250399,-1052.5545328596652
248,2.035905160100242,-1050.518627699565
249,-0.9645445133234218,-1051.4831722128886
250,0.9460198913522675,-1050.5371523215363
251,0.882721906898696,-1049.6544304146375
252,-0.5978908664913432,-1050.2523212811288
253,-1.8289626396067928,-1052.0812839207356
254,0.5582599119265304,-1051.523024008809
255,0.6676986593158956,-1050.8553253494931
256,-0.8271436956176467,-1051.6824690451108
257,0.24114924098643917,-1051.4413198041243
258,-0.3649272529489022,-1051.8062470570733
259,2.3037231199506216,-1049.5025239371228
260,-0.1342305920722719,-1049.636754529195
261,-0.3426333840679651,-1049.979387913263
262,-1.3540676240097993,-1051.3334555372728
263,0.5278242814724824,-1050.8056312558003
264,0.12590174088149703,-1050.6797295149188
265,-0.953614019533338,-1051.633343534452
266,0.5744485908667261,-1051.0588949435853
267,0.6094056946929924,-1050.4494892488924
268,0.8901622184428095,-1049.5593270304496
269,-0.04207823952840498,-1049.601405269978
270,2.3468160102508455,-1047.254589259727
271,-0.9128329331971531,-1048.1674221929243
272,-1.5700979487675923,-1049.737520141692
273,-1.0296613253488307,-1050.7671814670407
274,0.4779990259760438,-1050.2891824410647
275,1.3880175772892045,-1048.9011648637754
276,-0.0589935730333839,-1048.9601584368088
277,0.46923730742135056,-1048.4909211293875
278,0.988944089473839,-1047.5019770399138
279,-0.15046924677306228,-1047.6524462866869
280,0.9506076840854322,-1046.7018386026014
281,-0.4970420564523648,-1047.1988806590537
282,0.9955164513861539,-1046.2033642076674
283,0.23155299279750005,-1045.9718112148698
284,0.8868578640326383,-1045.0849533508372
285,-0.23223014770654063,-1045.3171834985437
286,0.27679786420251873,-1045.0403856343412
287,0.13844028304304123,-1044.901945351298
288,2.040078719487727,-1042.8618666318102
289,2.1805352927364616,-1040.6813313390737
290,0.3315056977492627,-1040.3498256413245
291,-0.06123471327046112,-1040.411060354595
292,1.3818027784835734,-1039.0292575761116
293,-1.6505160373174776,-1040.679773613429
294,-0.5370742586288328,-1041.2168478720578
295,-2.3409916562650808,-1043.5578395283228
296,1.0178810543838952,-1042.539958473939
297,-0.7577104403618551,-1043.2976689143009
298,-0.6756789067126984,-1043.9733478210135
299,0.02417154699881852,-1043.9491762740147
300,-0.6551762172598039,-1044.6043524912745
301,-0.10582930429610457,-1044.7101817955706
302,-1.6134202389583037,-1046.323602034529
303,0.33012396729578636,-1045.9934780672331
304,0.638588489976913,-1045.3548895772562
305,-0.07323642689192036,-1045.4281260041482
306,0.9199751844540086,-1044.5081508196943
307,0.003789886462121972,-1044.5043609332322
308,1.4498342494689433,-1043.0545266837632
309,-0.6695058133217998,-1043.724032497085
310,-0.5535345142431134,-1044.2775670113283
311,0.41800684860701853,-1043.8595601627212
312,0.7014317808673114,-1043.1581283818539
313,-0.18622447327323174,-1043.3443528551272
314,-0.05158257051776691,-1043.395935425645
315,-0.6317606977255775,-1044.0276961233706
316,1.756255795693203,-1042.2714403276773
317,0.0726154376691614,-1042.1988248900082
318,0.8159236971639059,-1041.3829011928442
319,1.2392593057306531,-1040.1436418871135
320,-1.041665974968569,-1041.185307862082
321,-2.213631881556821,-1043.398939743639
322,0.9788607811792823,-1042.4200789624597
323,1.3046724445601239,-1041.1154065178996
324,-0.8036203931500687,-1041.9190269110497
325,1.3616607462576593,-1040.557366164792
326,-0.06063578648244594,-1040.6180019512744
327,-1.346797417958533,-1041.9647993692329
328,-0.5670992879257152,-1042.5318986571585
329,-1.2609464917367361,-1043.7928451488954
330,0.12321270873370183,-1043.6696324401616
331,-1.0090186927169067,-1044.6786511328785
332,-0.4697173639040316,-1045.1483684967825
333,-1.641929290075926,-1046.7902977868584
334,-1.2214179347230834,-1048.0117157215816
335,-1.9313307396694444,-1049.943046461251
336,-3.9674582129186384,-1053.9105046741697
337,-0.3146557211484383,-1054.2251603953182
338,-2.222067602092034,-1056.4472279974102
339,-0.10125169990178773,-1056.548479697312
340,-0.8282727968997542,-1057.3767524942116
341,-1.5431355831755367,-1058.9198880773872
342,-1.6745316349033075,-1060.5944197122906
343,-1.3773393797987037,-1061.9717590920893
344,-0.10597746328733293,-1062.0777365553768
345,-0.6843623435847287,-1062.7620988989615
346,-2.780012470276585,-1065.5421113692382
347,-1.5553425054121528,-1067.0974538746505
348,1.1007234845192602,-1065.9967303901312
