frequency_hz,R_mag,T_mag
200.0,0.9999704083423545,0.007697266391226711
261.4173228346457,0.9999826504260918,0.00589658143247721
322.8346456692913,0.9999885997726845,0.004782700111404826
384.251968503937,0.9999919323239417,0.004026306837266842
445.66929133858264,0.999993984747023,0.0034796164669801855
507.0866141732283,0.9999953376357021,0.003066442496670999
568.503937007874,0.9999962761873309,0.0027435222319985
629.9212598425197,0.9999969537876124,0.0024844665551118214
691.3385826771653,0.9999974588911382,0.002272264890233599
752.755905511811,0.9999978454157727,0.0020954592707647787
814.1732283464567,0.9999981477458028,0.0019460500620923904
875.5905511811023,0.9999983886472459,0.001818283088468666
937.007874015748,0.9999985836790475,0.0017079137566327791
998.4251968503937,0.9999987437671185,0.0016117427824508329
1059.8425196850394,0.9999988767663348,0.0015273133462325548
1121.259842519685,0.9999989884409667,0.0014527077809048483
1182.6771653543306,0.9999990830984546,0.0013864076115475525
1244.0944881889764,0.9999991640098486,0.0013271950541798192
1305.511811023622,0.9999992336952013,0.0012740823209345614
1366.9291338582677,0.9999992941213093,0.0012262599862453913
1428.3464566929133,0.9999993468412658,0.0011830586770134926
1489.763779527559,0.9999993930946062,0.001143920241864713
1551.1811023622047,0.9999994338802665,0.0011083757724965422
1612.5984251968503,0.9999994700104747,0.0010760286505460393
1674.015748031496,0.999999502151064,0.001046541329542687
1735.4330708661416,0.9999995308519792,0.0010196249268804426
1796.8503937007874,0.9999995565706145,0.0009950309537185946
1858.267716535433,0.999999579689842,0.0009725446884491398
1919.6850393700786,0.999999600532068,0.0009519798259235982
1981.1023622047244,0.9999996193702854,0.0009331741258791934
2042.51968503937,0.999999636436838,0.0009159858505603298
2103.9370078740158,0.9999996519304152,0.0009002908306043461
2165.354330708661,0.9999996660216813,0.0008859800348097316
2226.771653543307,0.9999996788578278,0.0008729575468849764
2288.1889763779527,0.9999996905662837,0.0008611388731216803
2349.6062992125985,0.9999997012577532,0.0008504495208811686
2411.023622047244,0.9999997110287174,0.0008408238000782731
2472.4409448818897,0.999999719963505,0.0008322038093967714
2533.8582677165355,0.9999997281360136,0.000824538576443777
2595.275590551181,0.9999997356111479,0.0008177833269376874
2656.6929133858266,0.9999997424460247,0.0008118988626933974
2718.1102362204724,0.9999997486909893,0.0008068510318955102
2779.527559055118,0.9999997543904706,0.0008026102781444183
2840.9448818897636,0.999999759583709,0.0007991512571808714
2902.3622047244094,0.9999997643053717,0.0007964525121646309
2963.779527559055,0.999999768586079,0.0007944961999968253
3025.1968503937005,0.99999977245285,0.0007932678625075432
3086.6141732283463,0.9999997759294867,0.0007927562374379609
3148.031496062992,0.9999997790368992,0.0007929531050757028
3209.4488188976375,0.9999997817933827,0.0007938531671896503
3270.8661417322833,0.9999997842148568,0.0007954539555853631
3332.283464566929,0.9999997863150649,0.0007977557681884651
3393.700787401575,0.9999997881057452,0.0008007616310803919
3455.11811023622,0.9999997895967716,0.0008044772853750895
3516.535433070866,0.9999997907962717,0.0008089111982505318
3577.952755905512,0.9999997917107222,0.0008140745978473652
3639.370078740157,0.9999997923450231,0.0008199815321293539
3700.787401574803,0.999999792702555,0.0008266489521765771
3762.2047244094488,0.999999792785217,0.0008340968207619501
3823.622047244094,0.9999997925934458,0.000842348247454015
3885.03937007874,0.9999997921262256,0.000851429651903664
3946.4566929133857,0.999999791381072,0.0008613709574196912
4007.8740157480315,0.9999997903540065,0.0008722058174289478
4069.291338582677,0.9999997890395095,0.0008839718779638746
4130.708661417322,0.9999997874304584,0.0008967110799375362
4192.1259842519685,0.9999997855180447,0.0009104700056705763
4253.543307086614,0.9999997832916679,0.0009253002749453887
4314.96062992126,0.9999997807388125,0.0009412589968035103
4376.377952755905,0.9999997778448915,0.0009584092844009849
4437.795275590551,0.9999997745930678,0.0009768208415272268
4499.212598425197,0.9999997709640364,0.0009965706309173574
4560.629921259842,0.999999766935775,0.0010177436362970845
4622.047244094488,0.9999997624832435,0.001040433732255963
4683.464566929134,0.999999757578042,0.0010647446786273714
4744.881889763779,0.999999752187999,0.001090791259159096
4806.299212598425,0.9999997462766973,0.0011187005880089935
4867.716535433071,0.9999997398029137,0.0011486136121491317
4929.133858267716,0.9999997327199623,0.0011806868433032888
4990.551181102362,0.9999997249749165,0.00121509435982349
5051.968503937008,0.9999997165076963,0.0012520301272468603
5113.385826771653,0.9999997072499793,0.0012917106965702862
5174.803149606299,0.9999996971239088,0.001334378352061496
5236.220472440945,0.9999996860405499,0.0013803047963738498
5297.63779527559,0.9999996738980391,0.0014297954807415245
5359.055118110236,0.9999996605793527,0.0014831947132796927
5420.472440944882,0.9999996459496032,0.0015408917104633728
5481.889763779527,0.9999996298527596,0.0016033277977989954
5543.307086614173,0.9999996121076171,0.0016710050183504084
5604.724409448819,0.9999995925028551,0.0017444964759627635
5666.141732283464,0.9999995707908991,0.0018244588289881706
5727.55905511811,0.9999995466802827,0.001911647467311417
5788.976377952756,0.9999995198260404,0.0020069350606380485
5850.393700787401,0.9999994898175631,0.002111334373648129
5911.811023622047,0.9999994561630937,0.0022260265241603595
5973.228346456693,0.9999994182697752,0.002352396243394425
6034.645669291338,0.9999993754177243,0.00249207622592633
6096.062992125984,0.9999993267259938,0.0026470033950192814
6157.48031496063,0.9999992711073971,0.0028194909530394052
6218.897637795275,0.9999992072078161,0.003012321583994813
6280.314960629921,0.9999991333235999,0.0032288693551509695
6341.7322834645665,0.9999990472875173,0.003473261090661626
6403.149606299213,0.9999989463088049,0.003750592850349196
6464.566929133858,0.9999988267449139,0.004067224614345365
6525.9842519685035,0.999998683769467,0.004431187999717031
6587.40157480315,0.99999851087877,0.004852760694882335
6648.818897637795,0.9999982991405088,0.005345292458982086
6710.23622047244,0.9999980360183829,0.005926420600131225
6771.653543307087,0.9999977034753058,0.006619906364154296
6833.070866141732,0.9999972748008931,0.007458495041660579
6894.488188976377,0.9999967090794324,0.008488531162811175
6955.905511811024,0.9999959410569026,0.009777724192650472
7017.322834645669,0.9999948614513539,0.011428888855456216
7078.740157480314,0.9999932758248202,0.013605799301879643
7140.157480314961,0.9999908105088362,0.01658574042616911
7201.574803149606,0.9999866704993797,0.020877559198038232
7262.992125984251,0.9999789080345208,0.02752533592412875
7324.4094488188975,0.999961630830582,0.039058843093478866
7385.826771653543,0.9999093512502835,0.06358149662998262
7447.244094488188,0.9995759481973877,0.1488438744789927
7508.6614173228345,0.9847041288262851,0.7006281600973726
7570.07874015748,0.9997595688956771,0.1152960305687531
7631.496062992126,0.9999316417452029,0.06651042660602298
7692.913385826771,0.9999681999751123,0.04877731198884009
7754.330708661417,0.9999816741733779,0.03989317487257577
7815.748031496063,0.999988085516129,0.03480802187036388
7877.165354330708,0.9999916289814843,0.03176020776766263
7938.582677165354,0.9999937910842683,0.029996168707564934
8000.0,0.9999952065537733,0.029167050195908737
