frequency_hz,alpha_np_per_m
200.0,0.1260340247063494
261.4173228346457,0.1736479795216383
322.8346456692913,0.22343966827173553
384.251968503937,0.275003774959741
445.66929133858264,0.32804258139773046
507.0866141732283,0.38232309857141006
568.503937007874,0.43765465970240913
629.9212598425197,0.4938760331860281
691.3385826771653,0.5508474819091511
752.755905511811,0.6084456090003734
814.1732283464567,0.6665598732362024
875.5905511811023,0.7250901546724707
937.007874015748,0.7839450070529043
998.4251968503937,0.8430403736871258
1059.8425196850394,0.9022986242242663
1121.259842519685,0.9616478182999542
1182.6771653543306,1.0210211323263727
1244.0944881889764,1.0803564052075376
1305.511811023622,1.1395957716875846
1366.9291338582677,1.1986853608166408
1428.3464566929133,1.2575750431107262
1489.763779527559,1.3162182142938244
1551.1811023622047,1.3745716066151388
1612.5984251968503,1.432595121004722
1674.015748031496,1.4902516750125256
1735.4330708661416,1.5475070627359822
1796.8503937007874,1.6043298238939963
1858.267716535433,1.6606911199307914
1919.6850393700786,1.7165646155884111
1981.1023622047244,1.771926364812884
2042.51968503937,1.8267547001863311
2103.9370078740158,1.8810301253279618
2165.354330708661,1.934735209897895
2226.771653543307,1.9878544869819321
2288.1889763779527,2.040374352742719
2349.6062992125985,2.092282968301024
2411.023622047244,2.1435701638661704
2472.4409448818897,2.1942273451719436
2533.8582677165355,2.2442474022974537
2595.275590551181,2.293624620964592
2656.6929133858266,2.3423545964074752
2718.1102362204724,2.39043414990664
2779.527559055118,2.4378612480734794
2840.9448818897636,2.484634924959774
2902.3622047244094,2.5307552070543333
2963.779527559055,2.5762230412145533
3025.1968503937005,2.621040225565858
3086.6141732283463,2.6652093433869872
3148.031496062992,2.70873369998448
3209.4488188976375,2.7516172625456345
3270.8661417322833,2.793864602946084
3332.283464566929,2.835480843475966
3393.700787401575,2.8764716054376587
3455.11811023622,2.9168429605582116
3516.535433070866,2.9566013851509907
3577.952755905512,2.995753716953593
3639.370078740157,3.0343071145628553
3700.787401574803,3.072269019382602
3762.2047244094488,3.109647119995678
3823.622047244094,3.1464493188686853
3885.03937007874,3.182683701295643
3946.4566929133857,3.218358506485362
4007.8740157480315,3.2534821006966967
4069.291338582677,3.2880629523258476
4130.708661417322,3.3221096088504822
4192.1259842519685,3.3556306755365752
4253.543307086614,3.3886347958153946
4314.96062992126,3.4211306332400535
4376.377952755905,3.453126854933249
4437.795275590551,3.484632116440375
4499.212598425197,3.5156550479048967
4560.629921259842,3.546204241485776
4622.047244094488,3.5762882399397875
4683.464566929134,3.6059155262945914
4744.881889763779,3.6350945145416915
4806.299212598425,3.663833541281484
4867.716535433071,3.6921408582558732
4929.133858267716,3.7200246257070004
4990.551181102362,3.7474929065038363
5051.968503937008,3.774553660981376
5113.385826771653,3.801214742440191
5174.803149606299,3.8274838932570283
5236.220472440945,3.8533687415599087
5297.63779527559,3.8788767984239625
5359.055118110236,3.9040154555468143
5420.472440944882,3.928791983364901
5481.889763779527,3.9532135295744566
5543.307086614173,3.9772871180232765
5604.724409448819,4.0010196479415185
5666.141732283464,4.02441789348192
5727.55905511811,4.047488503541792
5788.976377952756,4.07023800184103
5850.393700787401,4.092672787232181
5911.811023622047,4.114799134220271
5973.228346456693,4.1366231936717
6034.645669291338,4.1581509936930185
6096.062992125984,4.179388440661784
6157.48031496063,4.200341320393039
6218.897637795275,4.221015299426202
6280.314960629921,4.241415926418302
6341.7322834645665,4.2615486336306105
6403.149606299213,4.281418738496715
6464.566929133858,4.3010314452610565
6525.9842519685035,4.32039184667784
6587.40157480315,4.339504925761032
6648.818897637795,4.358375557576978
6710.23622047244,4.377008511071856
6771.653543307087,4.395408450926864
6833.070866141732,4.413579939434671
6894.488188976377,4.431527438391232
6955.905511811024,4.449255310997596
7017.322834645669,4.466767823766849
7078.740157480314,4.484069148431789
7140.157480314961,4.501163363849345
7201.574803149606,4.518054457898165
7262.992125984251,4.53474632936615
7324.4094488188975,4.551242789825039
7385.826771653543,4.5675475654895
7447.244094488188,4.583664299058389
7508.6614173228345,4.599596551536203
7570.07874015748,4.615347804032903
7631.496062992126,4.630921459540565
7692.913385826771,4.646320844685496
7754.330708661417,4.661549211454622
7815.748031496063,4.676609738895191
7877.165354330708,4.691505534786894
7938.582677165354,4.706239637285735
8000.0,4.72081501653907
