temperature_C,mass,dtg
25.00,0.999982,inf
26.00,0.999980,inf
27.00,0.999978,inf
28.00,0.999976,inf
29.00,0.999974,inf
30.00,0.999971,inf
31.00,0.999968,inf
32.00,0.999965,inf
33.00,0.999961,inf
34.00,0.999957,inf
35.00,0.999952,inf
36.00,0.999947,inf
37.00,0.999941,inf
38.00,0.999934,inf
39.00,0.999927,inf
40.00,0.999918,inf
41.00,0.999909,inf
42.00,0.999899,inf
43.00,0.999887,inf
44.00,0.999874,inf
45.00,0.999859,inf
46.00,0.999842,inf
47.00,0.999824,inf
48.00,0.999803,inf
49.00,0.999779,inf
50.00,0.999753,inf
51.00,0.999723,inf
52.00,0.999690,inf
53.00,0.999652,inf
54.00,0.999610,inf
55.00,0.999562,inf
56.00,0.999509,inf
57.00,0.999449,inf
58.00,0.999382,inf
59.00,0.999306,inf
60.00,0.999221,inf
61.00,0.999125,inf
62.00,0.999018,inf
63.00,0.998898,inf
64.00,0.998763,inf
65.00,0.998612,inf
66.00,0.998443,inf
67.00,0.998255,inf
68.00,0.998045,inf
69.00,0.997810,inf
70.00,0.997550,inf
71.00,0.997261,inf
72.00,0.996940,inf
73.00,0.996586,inf
74.00,0.996196,inf
75.00,0.995768,inf
76.00,0.995299,inf
77.00,0.994787,inf
78.00,0.994231,inf
79.00,0.993629,inf
80.00,0.992981,inf
81.00,0.992286,inf
82.00,0.991545,inf
83.00,0.990761,inf
84.00,0.989934,inf
85.00,0.989070,inf
86.00,0.988170,inf
87.00,0.987242,inf
88.00,0.986291,inf
89.00,0.985323,inf
90.00,0.984345,inf
91.00,0.983364,inf
92.00,0.982387,inf
93.00,0.981422,inf
94.00,0.980473,inf
95.00,0.979549,inf
96.00,0.978652,inf
97.00,0.977788,inf
98.00,0.976960,inf
99.00,0.976169,inf
100.00,0.975417,inf
101.00,0.974705,inf
102.00,0.974033,inf
103.00,0.973398,inf
104.00,0.972801,inf
105.00,0.972238,inf
106.00,0.971708,inf
107.00,0.971208,inf
108.00,0.970735,inf
109.00,0.970286,inf
110.00,0.969858,inf
111.00,0.969448,inf
112.00,0.969053,inf
113.00,0.968671,inf
114.00,0.968299,inf
115.00,0.967934,inf
116.00,0.967574,inf
117.00,0.967215,inf
118.00,0.966857,inf
119.00,0.966496,inf
120.00,0.966131,inf
121.00,0.965759,inf
122.00,0.965379,inf
123.00,0.964989,inf
124.00,0.964588,inf
125.00,0.964172,inf
126.00,0.963742,inf
127.00,0.963295,inf
128.00,0.962830,inf
129.00,0.962346,inf
130.00,0.961841,inf
131.00,0.961314,inf
132.00,0.960765,inf
133.00,0.960191,inf
134.00,0.959593,inf
135.00,0.958968,inf
136.00,0.958317,inf
137.00,0.957638,inf
138.00,0.956931,inf
139.00,0.956196,inf
140.00,0.955432,inf
141.00,0.954639,inf
142.00,0.953817,inf
143.00,0.952965,inf
144.00,0.952085,inf
145.00,0.951177,inf
146.00,0.950241,inf
147.00,0.949277,inf
148.00,0.948288,inf
149.00,0.947273,inf
150.00,0.946235,inf
151.00,0.945175,inf
152.00,0.944094,inf
153.00,0.942994,inf
154.00,0.941878,inf
155.00,0.940747,inf
156.00,0.939603,inf
157.00,0.938450,inf
158.00,0.937289,inf
159.00,0.936122,inf
160.00,0.934954,inf
161.00,0.933785,inf
162.00,0.932618,inf
163.00,0.931457,inf
164.00,0.930304,inf
165.00,0.929160,inf
166.00,0.928029,inf
167.00,0.926913,inf
168.00,0.925813,inf
169.00,0.924732,inf
170.00,0.923672,inf
171.00,0.922634,inf
172.00,0.921620,inf
173.00,0.920631,inf
174.00,0.919669,inf
175.00,0.918734,inf
176.00,0.917827,inf
177.00,0.916948,inf
178.00,0.916099,inf
179.00,0.915279,inf
180.00,0.914490,inf
181.00,0.913729,inf
182.00,0.912999,inf
183.00,0.912298,inf
184.00,0.911626,inf
185.00,0.910983,inf
186.00,0.910368,inf
187.00,0.909780,inf
188.00,0.909219,inf
189.00,0.908685,inf
190.00,0.908176,inf
191.00,0.907691,inf
192.00,0.907230,inf
193.00,0.906792,inf
194.00,0.906377,inf
195.00,0.905982,inf
196.00,0.905608,inf
197.00,0.905253,inf
198.00,0.904917,inf
199.00,0.904598,inf
200.00,0.904297,inf
201.00,0.904011,inf
202.00,0.903741,inf
203.00,0.903485,inf
204.00,0.903243,inf
205.00,0.903014,inf
206.00,0.902797,inf
207.00,0.902592,inf
208.00,0.902397,inf
209.00,0.902213,inf
210.00,0.902038,inf
211.00,0.901873,inf
212.00,0.901716,inf
213.00,0.901567,inf
214.00,0.901425,inf
215.00,0.901291,inf
216.00,0.901163,inf
217.00,0.901040,inf
218.00,0.900924,inf
219.00,0.900813,inf
220.00,0.900706,inf
221.00,0.900604,inf
222.00,0.900507,inf
223.00,0.900412,inf
224.00,0.900322,inf
225.00,0.900234,inf
226.00,0.900150,inf
227.00,0.900068,inf
228.00,0.899988,inf
229.00,0.899911,inf
230.00,0.899835,inf
231.00,0.899761,inf
232.00,0.899688,inf
233.00,0.899616,inf
234.00,0.899546,inf
235.00,0.899476,inf
236.00,0.899407,inf
237.00,0.899338,inf
238.00,0.899270,inf
239.00,0.899201,inf
240.00,0.899133,inf
241.00,0.899064,inf
242.00,0.898995,inf
243.00,0.898925,inf
244.00,0.898855,inf
245.00,0.898784,inf
246.00,0.898712,inf
247.00,0.898639,inf
248.00,0.898564,inf
249.00,0.898488,inf
250.00,0.898411,inf
251.00,0.898332,inf
252.00,0.898252,inf
253.00,0.898169,inf
254.00,0.898085,inf
255.00,0.897999,inf
256.00,0.897910,inf
257.00,0.897819,inf
258.00,0.897726,inf
259.00,0.897630,inf
260.00,0.897531,inf
261.00,0.897430,inf
262.00,0.897326,inf
263.00,0.897219,inf
264.00,0.897108,inf
265.00,0.896995,inf
266.00,0.896878,inf
267.00,0.896758,inf
268.00,0.896635,inf
269.00,0.896508,inf
270.00,0.896377,inf
271.00,0.896242,inf
272.00,0.896104,inf
273.00,0.895961,inf
274.00,0.895815,inf
275.00,0.895664,inf
276.00,0.895509,inf
277.00,0.895350,inf
278.00,0.895187,inf
279.00,0.895019,inf
280.00,0.894846,inf
281.00,0.894669,inf
282.00,0.894487,inf
283.00,0.894301,inf
284.00,0.894110,inf
285.00,0.893914,inf
286.00,0.893714,inf
287.00,0.893508,inf
288.00,0.893298,inf
289.00,0.893083,inf
290.00,0.892863,inf
291.00,0.892638,inf
292.00,0.892408,inf
293.00,0.892174,inf
294.00,0.891934,inf
295.00,0.891690,inf
296.00,0.891442,inf
297.00,0.891188,inf
298.00,0.890930,inf
299.00,0.890668,inf
300.00,0.890401,inf
301.00,0.890129,inf
302.00,0.889854,inf
303.00,0.889574,inf
304.00,0.889290,inf
305.00,0.889002,inf
306.00,0.888711,inf
307.00,0.888416,inf
308.00,0.888117,inf
309.00,0.887815,inf
310.00,0.887510,inf
311.00,0.887202,inf
312.00,0.886891,inf
313.00,0.886578,inf
314.00,0.886262,inf
315.00,0.885944,inf
316.00,0.885624,inf
317.00,0.885302,inf
318.00,0.884978,inf
319.00,0.884653,inf
320.00,0.884327,inf
321.00,0.884000,inf
322.00,0.883671,inf
323.00,0.883342,inf
324.00,0.883013,inf
325.00,0.882683,inf
326.00,0.882353,inf
327.00,0.882024,inf
328.00,0.881694,inf
329.00,0.881365,inf
330.00,0.881037,inf
331.00,0.880709,inf
332.00,0.880382,inf
333.00,0.880056,inf
334.00,0.879731,inf
335.00,0.879407,inf
336.00,0.879085,inf
337.00,0.878764,inf
338.00,0.878444,inf
339.00,0.878126,inf
340.00,0.877810,inf
341.00,0.877495,inf
342.00,0.877181,inf
343.00,0.876870,inf
344.00,0.876560,inf
345.00,0.876251,inf
346.00,0.875944,inf
347.00,0.875638,inf
348.00,0.875334,inf
349.00,0.875032,inf
350.00,0.874730,inf
351.00,0.874430,inf
352.00,0.874131,inf
353.00,0.873832,inf
354.00,0.873535,inf
355.00,0.873238,inf
356.00,0.872942,inf
357.00,0.872646,inf
358.00,0.872350,inf
359.00,0.872054,inf
360.00,0.871758,inf
361.00,0.871461,inf
362.00,0.871164,inf
363.00,0.870865,inf
364.00,0.870566,inf
365.00,0.870264,inf
366.00,0.869961,inf
367.00,0.869656,inf
368.00,0.869349,inf
369.00,0.869039,inf
370.00,0.868726,inf
371.00,0.868410,inf
372.00,0.868090,inf
373.00,0.867766,inf
374.00,0.867437,inf
375.00,0.867104,inf
376.00,0.866766,inf
377.00,0.866423,inf
378.00,0.866073,inf
379.00,0.865718,inf
380.00,0.865356,inf
381.00,0.864986,inf
382.00,0.864610,inf
383.00,0.864225,inf
384.00,0.863832,inf
385.00,0.863430,inf
386.00,0.863019,inf
387.00,0.862599,inf
388.00,0.862168,inf
389.00,0.861726,inf
390.00,0.861273,inf
391.00,0.860809,inf
392.00,0.860332,inf
393.00,0.859843,inf
394.00,0.859341,inf
395.00,0.858825,inf
396.00,0.858295,inf
397.00,0.857750,inf
398.00,0.857190,inf
399.00,0.856614,inf
400.00,0.856022,inf
401.00,0.855413,inf
402.00,0.854786,inf
403.00,0.854142,inf
404.00,0.853479,inf
405.00,0.852797,inf
406.00,0.852096,inf
407.00,0.851374,inf
408.00,0.850632,inf
409.00,0.849869,inf
410.00,0.849084,inf
411.00,0.848277,inf
412.00,0.847448,inf
413.00,0.846595,inf
414.00,0.845719,inf
415.00,0.844819,inf
416.00,0.843895,inf
417.00,0.842945,inf
418.00,0.841971,inf
419.00,0.840971,inf
420.00,0.839945,inf
421.00,0.838893,inf
422.00,0.837814,inf
423.00,0.836708,inf
424.00,0.835576,inf
425.00,0.834417,inf
426.00,0.833230,inf
427.00,0.832016,inf
428.00,0.830774,inf
429.00,0.829505,inf
430.00,0.828209,inf
431.00,0.826886,inf
432.00,0.825535,inf
433.00,0.824158,inf
434.00,0.822753,inf
435.00,0.821323,inf
436.00,0.819866,inf
437.00,0.818384,inf
438.00,0.816877,inf
439.00,0.815345,inf
440.00,0.813789,inf
441.00,0.812210,inf
442.00,0.810609,inf
443.00,0.808985,inf
444.00,0.807341,inf
445.00,0.805677,inf
446.00,0.803993,inf
447.00,0.802292,inf
448.00,0.800573,inf
449.00,0.798839,inf
450.00,0.797089,inf
451.00,0.795326,inf
452.00,0.793551,inf
453.00,0.791765,inf
454.00,0.789969,inf
455.00,0.788165,inf
456.00,0.786354,inf
457.00,0.784537,inf
458.00,0.782716,inf
459.00,0.780892,inf
460.00,0.779067,inf
461.00,0.777243,inf
462.00,0.775419,inf
463.00,0.773599,inf
464.00,0.771784,inf
465.00,0.769974,inf
466.00,0.768172,inf
467.00,0.766378,inf
468.00,0.764594,inf
469.00,0.762822,inf
470.00,0.761062,inf
471.00,0.759316,inf
472.00,0.757586,inf
473.00,0.755871,inf
474.00,0.754175,inf
475.00,0.752496,inf
476.00,0.750837,inf
477.00,0.749199,inf
478.00,0.747581,inf
479.00,0.745986,inf
480.00,0.744414,inf
481.00,0.742866,inf
482.00,0.741342,inf
483.00,0.739843,inf
484.00,0.738370,inf
485.00,0.736923,inf
486.00,0.735502,inf
487.00,0.734108,inf
488.00,0.732742,inf
489.00,0.731402,inf
490.00,0.730091,inf
491.00,0.728807,inf
492.00,0.727552,inf
493.00,0.726324,inf
494.00,0.725124,inf
495.00,0.723953,inf
496.00,0.722809,inf
497.00,0.721693,inf
498.00,0.720605,inf
499.00,0.719545,inf
500.00,0.718511,inf
501.00,0.717505,inf
502.00,0.716526,inf
503.00,0.715572,inf
504.00,0.714646,inf
505.00,0.713744,inf
506.00,0.712869,inf
507.00,0.712018,inf
508.00,0.711192,inf
509.00,0.710390,inf
510.00,0.709611,inf
511.00,0.708856,inf
512.00,0.708124,inf
513.00,0.707414,inf
514.00,0.706726,inf
515.00,0.706060,inf
516.00,0.705414,inf
517.00,0.704789,inf
518.00,0.704184,inf
519.00,0.703598,inf
520.00,0.703031,inf
521.00,0.702483,inf
522.00,0.701952,inf
523.00,0.701440,inf
524.00,0.700944,inf
525.00,0.700465,inf
526.00,0.700002,inf
527.00,0.699555,inf
528.00,0.699123,inf
529.00,0.698705,inf
530.00,0.698302,inf
531.00,0.697913,inf
532.00,0.697538,inf
533.00,0.697175,inf
534.00,0.696825,inf
535.00,0.696488,inf
536.00,0.696162,inf
537.00,0.695848,inf
538.00,0.695545,inf
539.00,0.695253,inf
540.00,0.694971,inf
541.00,0.694699,inf
542.00,0.694437,inf
543.00,0.694184,inf
544.00,0.693941,inf
545.00,0.693706,inf
546.00,0.693479,inf
547.00,0.693261,inf
548.00,0.693051,inf
549.00,0.692848,inf
550.00,0.692653,inf
551.00,0.692465,inf
552.00,0.692283,inf
553.00,0.692108,inf
554.00,0.691940,inf
555.00,0.691778,inf
556.00,0.691621,inf
557.00,0.691471,inf
558.00,0.691325,inf
559.00,0.691186,inf
560.00,0.691051,inf
561.00,0.690921,inf
562.00,0.690796,inf
563.00,0.690675,inf
564.00,0.690559,inf
565.00,0.690447,inf
566.00,0.690339,inf
567.00,0.690234,inf
568.00,0.690134,inf
569.00,0.690037,inf
570.00,0.689944,inf
571.00,0.689854,inf
572.00,0.689767,inf
573.00,0.689684,inf
574.00,0.689603,inf
575.00,0.689525,inf
576.00,0.689450,inf
577.00,0.689378,inf
578.00,0.689308,inf
579.00,0.689240,inf
580.00,0.689175,inf
581.00,0.689112,inf
582.00,0.689051,inf
583.00,0.688993,inf
584.00,0.688936,inf
585.00,0.688881,inf
586.00,0.688828,inf
587.00,0.688777,inf
588.00,0.688727,inf
589.00,0.688679,inf
590.00,0.688633,inf
591.00,0.688588,inf
592.00,0.688544,inf
593.00,0.688502,inf
594.00,0.688461,inf
595.00,0.688422,inf
596.00,0.688383,inf
597.00,0.688346,inf
598.00,0.688310,inf
599.00,0.688275,inf
600.00,0.688240,inf
601.00,0.688207,inf
602.00,0.688175,inf
603.00,0.688143,inf
604.00,0.688113,inf
605.00,0.688083,inf
606.00,0.688054,inf
607.00,0.688026,inf
608.00,0.687998,inf
609.00,0.687971,inf
610.00,0.687945,inf
611.00,0.687919,inf
612.00,0.687894,inf
613.00,0.687869,inf
614.00,0.687845,inf
615.00,0.687821,inf
616.00,0.687798,inf
617.00,0.687775,inf
618.00,0.687753,inf
619.00,0.687731,inf
620.00,0.687709,inf
621.00,0.687688,inf
622.00,0.687667,inf
623.00,0.687646,inf
624.00,0.687626,inf
625.00,0.687606,inf
626.00,0.687586,inf
627.00,0.687566,inf
628.00,0.687547,inf
629.00,0.687527,inf
630.00,0.687508,inf
