temperature_C,mass,dtg
25.00,0.999978,inf
26.00,0.999976,inf
27.00,0.999974,inf
28.00,0.999972,inf
29.00,0.999969,inf
30.00,0.999966,inf
31.00,0.999963,inf
32.00,0.999960,inf
33.00,0.999956,inf
34.00,0.999951,inf
35.00,0.999947,inf
36.00,0.999941,inf
37.00,0.999935,inf
38.00,0.999928,inf
39.00,0.999921,inf
40.00,0.999912,inf
41.00,0.999903,inf
42.00,0.999892,inf
43.00,0.999880,inf
44.00,0.999867,inf
45.00,0.999852,inf
46.00,0.999835,inf
47.00,0.999817,inf
48.00,0.999795,inf
49.00,0.999772,inf
50.00,0.999745,inf
51.00,0.999715,inf
52.00,0.999682,inf
53.00,0.999644,inf
54.00,0.999601,inf
55.00,0.999554,inf
56.00,0.999500,inf
57.00,0.999440,inf
58.00,0.999372,inf
59.00,0.999296,inf
60.00,0.999211,inf
61.00,0.999115,inf
62.00,0.999008,inf
63.00,0.998887,inf
64.00,0.998752,inf
65.00,0.998601,inf
66.00,0.998432,inf
67.00,0.998243,inf
68.00,0.998032,inf
69.00,0.997798,inf
70.00,0.997537,inf
71.00,0.997248,inf
72.00,0.996927,inf
73.00,0.996573,inf
74.00,0.996182,inf
75.00,0.995754,inf
76.00,0.995284,inf
77.00,0.994772,inf
78.00,0.994215,inf
79.00,0.993613,inf
80.00,0.992964,inf
81.00,0.992269,inf
82.00,0.991528,inf
83.00,0.990743,inf
84.00,0.989916,inf
85.00,0.989051,inf
86.00,0.988152,inf
87.00,0.987223,inf
88.00,0.986271,inf
89.00,0.985302,inf
90.00,0.984324,inf
91.00,0.983342,inf
92.00,0.982365,inf
93.00,0.981399,inf
94.00,0.980450,inf
95.00,0.979525,inf
96.00,0.978628,inf
97.00,0.977763,inf
98.00,0.976934,inf
99.00,0.976143,inf
100.00,0.975390,inf
101.00,0.974678,inf
102.00,0.974005,inf
103.00,0.973370,inf
104.00,0.972771,inf
105.00,0.972208,inf
106.00,0.971677,inf
107.00,0.971176,inf
108.00,0.970702,inf
109.00,0.970252,inf
110.00,0.969823,inf
111.00,0.969412,inf
112.00,0.969017,inf
113.00,0.968634,inf
114.00,0.968261,inf
115.00,0.967895,inf
116.00,0.967534,inf
117.00,0.967174,inf
118.00,0.966815,inf
119.00,0.966453,inf
120.00,0.966087,inf
121.00,0.965714,inf
122.00,0.965333,inf
123.00,0.964942,inf
124.00,0.964539,inf
125.00,0.964122,inf
126.00,0.963690,inf
127.00,0.963242,inf
128.00,0.962776,inf
129.00,0.962290,inf
130.00,0.961784,inf
131.00,0.961256,inf
132.00,0.960705,inf
133.00,0.960130,inf
134.00,0.959530,inf
135.00,0.958904,inf
136.00,0.958251,inf
137.00,0.957570,inf
138.00,0.956862,inf
139.00,0.956125,inf
140.00,0.955359,inf
141.00,0.954564,inf
142.00,0.953740,inf
143.00,0.952887,inf
144.00,0.952005,inf
145.00,0.951094,inf
146.00,0.950156,inf
147.00,0.949190,inf
148.00,0.948199,inf
149.00,0.947182,inf
150.00,0.946142,inf
151.00,0.945079,inf
152.00,0.943996,inf
153.00,0.942893,inf
154.00,0.941775,inf
155.00,0.940641,inf
156.00,0.939495,inf
157.00,0.938338,inf
158.00,0.937174,inf
159.00,0.936005,inf
160.00,0.934833,inf
161.00,0.933662,inf
162.00,0.932492,inf
163.00,0.931328,inf
164.00,0.930171,inf
165.00,0.929024,inf
166.00,0.927890,inf
167.00,0.926770,inf
168.00,0.925667,inf
169.00,0.924582,inf
170.00,0.923518,inf
171.00,0.922476,inf
172.00,0.921458,inf
173.00,0.920465,inf
174.00,0.919499,inf
175.00,0.918559,inf
176.00,0.917648,inf
177.00,0.916765,inf
178.00,0.915911,inf
179.00,0.915086,inf
180.00,0.914292,inf
181.00,0.913527,inf
182.00,0.912791,inf
183.00,0.912085,inf
184.00,0.911407,inf
185.00,0.910759,inf
186.00,0.910138,inf
187.00,0.909544,inf
188.00,0.908978,inf
189.00,0.908437,inf
190.00,0.907922,inf
191.00,0.907431,inf
192.00,0.906963,inf
193.00,0.906519,inf
194.00,0.906096,inf
195.00,0.905695,inf
196.00,0.905313,inf
197.00,0.904951,inf
198.00,0.904607,inf
199.00,0.904281,inf
200.00,0.903971,inf
201.00,0.903678,inf
202.00,0.903399,inf
203.00,0.903134,inf
204.00,0.902883,inf
205.00,0.902645,inf
206.00,0.902419,inf
207.00,0.902204,inf
208.00,0.902000,inf
209.00,0.901806,inf
210.00,0.901621,inf
211.00,0.901445,inf
212.00,0.901277,inf
213.00,0.901117,inf
214.00,0.900964,inf
215.00,0.900818,inf
216.00,0.900678,inf
217.00,0.900543,inf
218.00,0.900415,inf
219.00,0.900290,inf
220.00,0.900171,inf
221.00,0.900055,inf
222.00,0.899944,inf
223.00,0.899836,inf
224.00,0.899731,inf
225.00,0.899628,inf
226.00,0.899528,inf
227.00,0.899431,inf
228.00,0.899335,inf
229.00,0.899241,inf
230.00,0.899149,inf
231.00,0.899057,inf
232.00,0.898967,inf
233.00,0.898877,inf
234.00,0.898788,inf
235.00,0.898699,inf
236.00,0.898611,inf
237.00,0.898522,inf
238.00,0.898433,inf
239.00,0.898344,inf
240.00,0.898254,inf
241.00,0.898163,inf
242.00,0.898071,inf
243.00,0.897979,inf
244.00,0.897885,inf
245.00,0.897789,inf
246.00,0.897692,inf
247.00,0.897594,inf
248.00,0.897493,inf
249.00,0.897391,inf
250.00,0.897286,inf
251.00,0.897179,inf
252.00,0.897070,inf
253.00,0.896958,inf
254.00,0.896843,inf
255.00,0.896726,inf
256.00,0.896606,inf
257.00,0.896482,inf
258.00,0.896356,inf
259.00,0.896226,inf
260.00,0.896092,inf
261.00,0.895955,inf
262.00,0.895814,inf
263.00,0.895670,inf
264.00,0.895521,inf
265.00,0.895368,inf
266.00,0.895211,inf
267.00,0.895050,inf
268.00,0.894884,inf
269.00,0.894714,inf
270.00,0.894539,inf
271.00,0.894359,inf
272.00,0.894173,inf
273.00,0.893983,inf
274.00,0.893788,inf
275.00,0.893587,inf
276.00,0.893381,inf
277.00,0.893170,inf
278.00,0.892953,inf
279.00,0.892730,inf
280.00,0.892501,inf
281.00,0.892266,inf
282.00,0.892026,inf
283.00,0.891779,inf
284.00,0.891526,inf
285.00,0.891267,inf
286.00,0.891002,inf
287.00,0.890730,inf
288.00,0.890452,inf
289.00,0.890168,inf
290.00,0.889877,inf
291.00,0.889579,inf
292.00,0.889275,inf
293.00,0.888964,inf
294.00,0.888647,inf
295.00,0.888323,inf
296.00,0.887993,inf
297.00,0.887656,inf
298.00,0.887313,inf
299.00,0.886963,inf
300.00,0.886606,inf
301.00,0.886244,inf
302.00,0.885875,inf
303.00,0.885499,inf
304.00,0.885118,inf
305.00,0.884730,inf
306.00,0.884336,inf
307.00,0.883937,inf
308.00,0.883531,inf
309.00,0.883120,inf
310.00,0.882703,inf
311.00,0.882281,inf
312.00,0.881854,inf
313.00,0.881421,inf
314.00,0.880983,inf
315.00,0.880540,inf
316.00,0.880093,inf
317.00,0.879641,inf
318.00,0.879184,inf
319.00,0.878723,inf
320.00,0.878258,inf
321.00,0.877789,inf
322.00,0.877316,inf
323.00,0.876839,inf
324.00,0.876359,inf
325.00,0.875875,inf
326.00,0.875388,inf
327.00,0.874898,inf
328.00,0.874404,inf
329.00,0.873908,inf
330.00,0.873409,inf
331.00,0.872907,inf
332.00,0.872402,inf
333.00,0.871895,inf
334.00,0.871385,inf
335.00,0.870872,inf
336.00,0.870357,inf
337.00,0.869840,inf
338.00,0.869320,inf
339.00,0.868798,inf
340.00,0.868274,inf
341.00,0.867747,inf
342.00,0.867217,inf
343.00,0.866685,inf
344.00,0.866151,inf
345.00,0.865614,inf
346.00,0.865074,inf
347.00,0.864532,inf
348.00,0.863986,inf
349.00,0.863438,inf
350.00,0.862886,inf
351.00,0.862332,inf
352.00,0.861774,inf
353.00,0.861212,inf
354.00,0.860646,inf
355.00,0.860077,inf
356.00,0.859503,inf
357.00,0.858926,inf
358.00,0.858343,inf
359.00,0.857756,inf
360.00,0.857164,inf
361.00,0.856566,inf
362.00,0.855964,inf
363.00,0.855355,inf
364.00,0.854740,inf
365.00,0.854119,inf
366.00,0.853492,inf
367.00,0.852857,inf
368.00,0.852216,inf
369.00,0.851567,inf
370.00,0.850910,inf
371.00,0.850245,inf
372.00,0.849572,inf
373.00,0.848889,inf
374.00,0.848198,inf
375.00,0.847498,inf
376.00,0.846787,inf
377.00,0.846066,inf
378.00,0.845335,inf
379.00,0.844593,inf
380.00,0.843840,inf
381.00,0.843076,inf
382.00,0.842299,inf
383.00,0.841510,inf
384.00,0.840708,inf
385.00,0.839893,inf
386.00,0.839065,inf
387.00,0.838222,inf
388.00,0.837366,inf
389.00,0.836494,inf
390.00,0.835608,inf
391.00,0.834705,inf
392.00,0.833787,inf
393.00,0.832853,inf
394.00,0.831902,inf
395.00,0.830933,inf
396.00,0.829947,inf
397.00,0.828943,inf
398.00,0.827921,inf
399.00,0.826879,inf
400.00,0.825818,inf
401.00,0.824738,inf
402.00,0.823637,inf
403.00,0.822516,inf
404.00,0.821374,inf
405.00,0.820210,inf
406.00,0.819025,inf
407.00,0.817818,inf
408.00,0.816588,inf
409.00,0.815335,inf
410.00,0.814058,inf
411.00,0.812758,inf
412.00,0.811435,inf
413.00,0.810086,inf
414.00,0.808714,inf
415.00,0.807316,inf
416.00,0.805893,inf
417.00,0.804445,inf
418.00,0.802971,inf
419.00,0.801471,inf
420.00,0.799945,inf
421.00,0.798393,inf
422.00,0.796814,inf
423.00,0.795209,inf
424.00,0.793578,inf
425.00,0.791920,inf
426.00,0.790235,inf
427.00,0.788525,inf
428.00,0.786788,inf
429.00,0.785024,inf
430.00,0.783235,inf
431.00,0.781420,inf
432.00,0.779580,inf
433.00,0.777714,inf
434.00,0.775824,inf
435.00,0.773909,inf
436.00,0.771971,inf
437.00,0.770010,inf
438.00,0.768026,inf
439.00,0.766020,inf
440.00,0.763993,inf
441.00,0.761945,inf
442.00,0.759878,inf
443.00,0.757792,inf
444.00,0.755689,inf
445.00,0.753568,inf
446.00,0.751432,inf
447.00,0.749282,inf
448.00,0.747118,inf
449.00,0.744942,inf
450.00,0.742755,inf
451.00,0.740558,inf
452.00,0.738353,inf
453.00,0.736141,inf
454.00,0.733924,inf
455.00,0.731702,inf
456.00,0.729478,inf
457.00,0.727252,inf
458.00,0.725027,inf
459.00,0.722803,inf
460.00,0.720583,inf
461.00,0.718367,inf
462.00,0.716157,inf
463.00,0.713956,inf
464.00,0.711763,inf
465.00,0.709581,inf
466.00,0.707411,inf
467.00,0.705254,inf
468.00,0.703112,inf
469.00,0.700986,inf
470.00,0.698878,inf
471.00,0.696789,inf
472.00,0.694719,inf
473.00,0.692670,inf
474.00,0.690644,inf
475.00,0.688641,inf
476.00,0.686662,inf
477.00,0.684709,inf
478.00,0.682781,inf
479.00,0.680881,inf
480.00,0.679008,inf
481.00,0.677164,inf
482.00,0.675349,inf
483.00,0.673564,inf
484.00,0.671809,inf
485.00,0.670084,inf
486.00,0.668391,inf
487.00,0.666729,inf
488.00,0.665099,inf
489.00,0.663501,inf
490.00,0.661935,inf
491.00,0.660401,inf
492.00,0.658900,inf
493.00,0.657431,inf
494.00,0.655994,inf
495.00,0.654590,inf
496.00,0.653218,inf
497.00,0.651878,inf
498.00,0.650570,inf
499.00,0.649293,inf
500.00,0.648048,inf
501.00,0.646833,inf
502.00,0.645650,inf
503.00,0.644497,inf
504.00,0.643373,inf
505.00,0.642280,inf
506.00,0.641215,inf
507.00,0.640179,inf
508.00,0.639172,inf
509.00,0.638192,inf
510.00,0.637239,inf
511.00,0.636313,inf
512.00,0.635414,inf
513.00,0.634540,inf
514.00,0.633691,inf
515.00,0.632868,inf
516.00,0.632068,inf
517.00,0.631292,inf
518.00,0.630539,inf
519.00,0.629808,inf
520.00,0.629100,inf
521.00,0.628413,inf
522.00,0.627747,inf
523.00,0.627101,inf
524.00,0.626475,inf
525.00,0.625869,inf
526.00,0.625281,inf
527.00,0.624712,inf
528.00,0.624161,inf
529.00,0.623626,inf
530.00,0.623109,inf
531.00,0.622609,inf
