temperature_C,mass,dtg
25.00,0.999982,inf
26.00,0.999980,inf
27.00,0.999978,inf
28.00,0.999976,inf
29.00,0.999974,inf
30.00,0.999971,inf
31.00,0.999968,inf
32.00,0.999965,inf
33.00,0.999961,inf
34.00,0.999957,inf
35.00,0.999952,inf
36.00,0.999947,inf
37.00,0.999941,inf
38.00,0.999934,inf
39.00,0.999927,inf
40.00,0.999918,inf
41.00,0.999909,inf
42.00,0.999899,inf
43.00,0.999887,inf
44.00,0.999874,inf
45.00,0.999859,inf
46.00,0.999842,inf
47.00,0.999824,inf
48.00,0.999803,inf
49.00,0.999779,inf
50.00,0.999753,inf
51.00,0.999723,inf
52.00,0.999690,inf
53.00,0.999652,inf
54.00,0.999610,inf
55.00,0.999562,inf
56.00,0.999509,inf
57.00,0.999449,inf
58.00,0.999382,inf
59.00,0.999306,inf
60.00,0.999221,inf
61.00,0.999125,inf
62.00,0.999018,inf
63.00,0.998898,inf
64.00,0.998763,inf
65.00,0.998612,inf
66.00,0.998443,inf
67.00,0.998255,inf
68.00,0.998045,inf
69.00,0.997810,inf
70.00,0.997550,inf
71.00,0.997261,inf
72.00,0.996940,inf
73.00,0.996586,inf
74.00,0.996196,inf
75.00,0.995768,inf
76.00,0.995299,inf
77.00,0.994787,inf
78.00,0.994231,inf
79.00,0.993629,inf
80.00,0.992981,inf
81.00,0.992286,inf
82.00,0.991545,inf
83.00,0.990761,inf
84.00,0.989934,inf
85.00,0.989070,inf
86.00,0.988171,inf
87.00,0.987242,inf
88.00,0.986291,inf
89.00,0.985323,inf
90.00,0.984345,inf
91.00,0.983364,inf
92.00,0.982387,inf
93.00,0.981422,inf
94.00,0.980474,inf
95.00,0.979549,inf
96.00,0.978652,inf
97.00,0.977788,inf
98.00,0.976960,inf
99.00,0.976169,inf
100.00,0.975417,inf
101.00,0.974705,inf
102.00,0.974033,inf
103.00,0.973399,inf
104.00,0.972801,inf
105.00,0.972238,inf
106.00,0.971708,inf
107.00,0.971208,inf
108.00,0.970735,inf
109.00,0.970286,inf
110.00,0.969858,inf
111.00,0.969448,inf
112.00,0.969053,inf
113.00,0.968672,inf
114.00,0.968299,inf
115.00,0.967934,inf
116.00,0.967574,inf
117.00,0.967216,inf
118.00,0.966857,inf
119.00,0.966496,inf
120.00,0.966131,inf
121.00,0.965760,inf
122.00,0.965380,inf
123.00,0.964990,inf
124.00,0.964588,inf
125.00,0.964172,inf
126.00,0.963742,inf
127.00,0.963295,inf
128.00,0.962830,inf
129.00,0.962346,inf
130.00,0.961841,inf
131.00,0.961315,inf
132.00,0.960765,inf
133.00,0.960191,inf
134.00,0.959593,inf
135.00,0.958968,inf
136.00,0.958317,inf
137.00,0.957638,inf
138.00,0.956932,inf
139.00,0.956196,inf
140.00,0.955432,inf
141.00,0.954639,inf
142.00,0.953817,inf
143.00,0.952966,inf
144.00,0.952086,inf
145.00,0.951177,inf
146.00,0.950241,inf
147.00,0.949277,inf
148.00,0.948288,inf
149.00,0.947274,inf
150.00,0.946235,inf
151.00,0.945175,inf
152.00,0.944094,inf
153.00,0.942995,inf
154.00,0.941878,inf
155.00,0.940747,inf
156.00,0.939604,inf
157.00,0.938450,inf
158.00,0.937289,inf
159.00,0.936123,inf
160.00,0.934954,inf
161.00,0.933785,inf
162.00,0.932619,inf
163.00,0.931458,inf
164.00,0.930304,inf
165.00,0.929161,inf
166.00,0.928030,inf
167.00,0.926913,inf
168.00,0.925814,inf
169.00,0.924733,inf
170.00,0.923673,inf
171.00,0.922635,inf
172.00,0.921621,inf
173.00,0.920632,inf
174.00,0.919670,inf
175.00,0.918734,inf
176.00,0.917827,inf
177.00,0.916949,inf
178.00,0.916100,inf
179.00,0.915280,inf
180.00,0.914490,inf
181.00,0.913730,inf
182.00,0.913000,inf
183.00,0.912299,inf
184.00,0.911627,inf
185.00,0.910984,inf
186.00,0.910369,inf
187.00,0.909781,inf
188.00,0.909220,inf
189.00,0.908686,inf
190.00,0.908177,inf
191.00,0.907692,inf
192.00,0.907232,inf
193.00,0.906794,inf
194.00,0.906378,inf
195.00,0.905984,inf
196.00,0.905610,inf
197.00,0.905255,inf
198.00,0.904919,inf
199.00,0.904600,inf
200.00,0.904299,inf
201.00,0.904013,inf
202.00,0.903743,inf
203.00,0.903487,inf
204.00,0.903245,inf
205.00,0.903016,inf
206.00,0.902799,inf
207.00,0.902594,inf
208.00,0.902400,inf
209.00,0.902216,inf
210.00,0.902041,inf
211.00,0.901876,inf
212.00,0.901719,inf
213.00,0.901570,inf
214.00,0.901429,inf
215.00,0.901294,inf
216.00,0.901166,inf
217.00,0.901044,inf
218.00,0.900928,inf
219.00,0.900817,inf
220.00,0.900711,inf
221.00,0.900609,inf
222.00,0.900511,inf
223.00,0.900417,inf
224.00,0.900327,inf
225.00,0.900240,inf
226.00,0.900155,inf
227.00,0.900073,inf
228.00,0.899994,inf
229.00,0.899917,inf
230.00,0.899841,inf
231.00,0.899767,inf
232.00,0.899695,inf
233.00,0.899624,inf
234.00,0.899553,inf
235.00,0.899484,inf
236.00,0.899415,inf
237.00,0.899347,inf
238.00,0.899279,inf
239.00,0.899210,inf
240.00,0.899142,inf
241.00,0.899074,inf
242.00,0.899005,inf
243.00,0.898936,inf
244.00,0.898866,inf
245.00,0.898795,inf
246.00,0.898724,inf
247.00,0.898651,inf
248.00,0.898577,inf
249.00,0.898502,inf
250.00,0.898425,inf
251.00,0.898347,inf
252.00,0.898267,inf
253.00,0.898185,inf
254.00,0.898102,inf
255.00,0.898016,inf
256.00,0.897928,inf
257.00,0.897838,inf
258.00,0.897745,inf
259.00,0.897650,inf
260.00,0.897552,inf
261.00,0.897452,inf
262.00,0.897349,inf
263.00,0.897242,inf
264.00,0.897133,inf
265.00,0.897021,inf
266.00,0.896905,inf
267.00,0.896786,inf
268.00,0.896664,inf
269.00,0.896538,inf
270.00,0.896408,inf
271.00,0.896275,inf
272.00,0.896138,inf
273.00,0.895997,inf
274.00,0.895852,inf
275.00,0.895703,inf
276.00,0.895549,inf
277.00,0.895392,inf
278.00,0.895230,inf
279.00,0.895064,inf
280.00,0.894893,inf
281.00,0.894718,inf
282.00,0.894538,inf
283.00,0.894354,inf
284.00,0.894165,inf
285.00,0.893972,inf
286.00,0.893773,inf
287.00,0.893570,inf
288.00,0.893363,inf
289.00,0.893150,inf
290.00,0.892933,inf
291.00,0.892711,inf
292.00,0.892484,inf
293.00,0.892253,inf
294.00,0.892017,inf
295.00,0.891776,inf
296.00,0.891531,inf
297.00,0.891281,inf
298.00,0.891027,inf
299.00,0.890768,inf
300.00,0.890505,inf
301.00,0.890238,inf
302.00,0.889967,inf
303.00,0.889692,inf
304.00,0.889413,inf
305.00,0.889130,inf
306.00,0.888844,inf
307.00,0.888554,inf
308.00,0.888261,inf
309.00,0.887965,inf
310.00,0.887666,inf
311.00,0.887364,inf
312.00,0.887060,inf
313.00,0.886754,inf
314.00,0.886445,inf
315.00,0.886134,inf
316.00,0.885822,inf
317.00,0.885508,inf
318.00,0.885193,inf
319.00,0.884876,inf
320.00,0.884559,inf
321.00,0.884241,inf
322.00,0.883923,inf
323.00,0.883604,inf
324.00,0.883285,inf
325.00,0.882967,inf
326.00,0.882648,inf
327.00,0.882331,inf
328.00,0.882014,inf
329.00,0.881697,inf
330.00,0.881382,inf
331.00,0.881069,inf
332.00,0.880756,inf
333.00,0.880445,inf
334.00,0.880136,inf
335.00,0.879829,inf
336.00,0.879524,inf
337.00,0.879220,inf
338.00,0.878919,inf
339.00,0.878621,inf
340.00,0.878324,inf
341.00,0.878030,inf
342.00,0.877738,inf
343.00,0.877449,inf
344.00,0.877162,inf
345.00,0.876878,inf
346.00,0.876596,inf
347.00,0.876317,inf
348.00,0.876040,inf
349.00,0.875766,inf
350.00,0.875494,inf
351.00,0.875225,inf
352.00,0.874958,inf
353.00,0.874693,inf
354.00,0.874430,inf
355.00,0.874169,inf
356.00,0.873910,inf
357.00,0.873653,inf
358.00,0.873398,inf
359.00,0.873144,inf
360.00,0.872891,inf
361.00,0.872640,inf
362.00,0.872389,inf
363.00,0.872140,inf
364.00,0.871891,inf
365.00,0.871643,inf
366.00,0.871395,inf
367.00,0.871147,inf
368.00,0.870899,inf
369.00,0.870650,inf
370.00,0.870401,inf
371.00,0.870152,inf
372.00,0.869901,inf
373.00,0.869648,inf
374.00,0.869395,inf
375.00,0.869139,inf
376.00,0.868881,inf
377.00,0.868621,inf
378.00,0.868358,inf
379.00,0.868092,inf
380.00,0.867823,inf
381.00,0.867550,inf
382.00,0.867274,inf
383.00,0.866993,inf
384.00,0.866708,inf
385.00,0.866418,inf
386.00,0.866123,inf
387.00,0.865822,inf
388.00,0.865516,inf
389.00,0.865204,inf
390.00,0.864885,inf
391.00,0.864559,inf
392.00,0.864226,inf
393.00,0.863886,inf
394.00,0.863537,inf
395.00,0.863181,inf
396.00,0.862816,inf
397.00,0.862441,inf
398.00,0.862058,inf
399.00,0.861665,inf
400.00,0.861262,inf
401.00,0.860848,inf
402.00,0.860423,inf
403.00,0.859988,inf
404.00,0.859540,inf
405.00,0.859081,inf
406.00,0.858610,inf
407.00,0.858126,inf
408.00,0.857629,inf
409.00,0.857118,inf
410.00,0.856594,inf
411.00,0.856056,inf
412.00,0.855503,inf
413.00,0.854936,inf
414.00,0.854353,inf
415.00,0.853756,inf
416.00,0.853142,inf
417.00,0.852513,inf
418.00,0.851868,inf
419.00,0.851206,inf
420.00,0.850528,inf
421.00,0.849832,inf
422.00,0.849120,inf
423.00,0.848390,inf
424.00,0.847643,inf
425.00,0.846879,inf
426.00,0.846097,inf
427.00,0.845297,inf
428.00,0.844480,inf
429.00,0.843645,inf
430.00,0.842792,inf
431.00,0.841922,inf
432.00,0.841034,inf
433.00,0.840128,inf
434.00,0.839206,inf
435.00,0.838266,inf
436.00,0.837310,inf
437.00,0.836336,inf
438.00,0.835347,inf
439.00,0.834342,inf
440.00,0.833321,inf
441.00,0.832285,inf
442.00,0.831234,inf
443.00,0.830170,inf
444.00,0.829092,inf
445.00,0.828000,inf
446.00,0.826897,inf
447.00,0.825781,inf
448.00,0.824655,inf
449.00,0.823518,inf
450.00,0.822372,inf
451.00,0.821217,inf
452.00,0.820054,inf
453.00,0.818884,inf
454.00,0.817707,inf
455.00,0.816525,inf
456.00,0.815339,inf
457.00,0.814149,inf
458.00,0.812957,inf
459.00,0.811762,inf
460.00,0.810567,inf
461.00,0.809373,inf
462.00,0.808179,inf
463.00,0.806987,inf
464.00,0.805798,inf
465.00,0.804613,inf
466.00,0.803433,inf
467.00,0.802259,inf
468.00,0.801092,inf
469.00,0.799931,inf
470.00,0.798779,inf
471.00,0.797637,inf
472.00,0.796504,inf
473.00,0.795382,inf
474.00,0.794271,inf
475.00,0.793172,inf
476.00,0.792087,inf
477.00,0.791014,inf
478.00,0.789956,inf
479.00,0.788912,inf
480.00,0.787883,inf
481.00,0.786869,inf
482.00,0.785872,inf
483.00,0.784891,inf
484.00,0.783927,inf
485.00,0.782980,inf
486.00,0.782050,inf
487.00,0.781137,inf
488.00,0.780243,inf
489.00,0.779366,inf
490.00,0.778508,inf
491.00,0.777668,inf
492.00,0.776846,inf
493.00,0.776042,inf
494.00,0.775257,inf
495.00,0.774490,inf
496.00,0.773742,inf
497.00,0.773011,inf
498.00,0.772299,inf
499.00,0.771605,inf
500.00,0.770929,inf
501.00,0.770270,inf
502.00,0.769629,inf
503.00,0.769005,inf
504.00,0.768398,inf
505.00,0.767808,inf
506.00,0.767234,inf
507.00,0.766677,inf
508.00,0.766136,inf
509.00,0.765611,inf
510.00,0.765101,inf
511.00,0.764607,inf
512.00,0.764127,inf
513.00,0.763663,inf
514.00,0.763212,inf
515.00,0.762775,inf
516.00,0.762352,inf
517.00,0.761943,inf
518.00,0.761546,inf
519.00,0.761163,inf
520.00,0.760791,inf
521.00,0.760432,inf
522.00,0.760084,inf
523.00,0.759748,inf
524.00,0.759423,inf
525.00,0.759109,inf
526.00,0.758806,inf
527.00,0.758512,inf
528.00,0.758229,inf
529.00,0.757955,inf
530.00,0.757691,inf
531.00,0.757436,inf
532.00,0.757189,inf
533.00,0.756951,inf
534.00,0.756722,inf
535.00,0.756500,inf
536.00,0.756286,inf
537.00,0.756080,inf
538.00,0.755881,inf
539.00,0.755689,inf
540.00,0.755503,inf
541.00,0.755325,inf
542.00,0.755152,inf
543.00,0.754986,inf
544.00,0.754826,inf
545.00,0.754671,inf
546.00,0.754522,inf
547.00,0.754378,inf
548.00,0.754240,inf
549.00,0.754106,inf
550.00,0.753977,inf
551.00,0.753853,inf
552.00,0.753733,inf
553.00,0.753618,inf
554.00,0.753507,inf
555.00,0.753399,inf
556.00,0.753296,inf
557.00,0.753196,inf
558.00,0.753100,inf
559.00,0.753007,inf
560.00,0.752918,inf
561.00,0.752831,inf
562.00,0.752748,inf
563.00,0.752668,inf
564.00,0.752590,inf
565.00,0.752516,inf
566.00,0.752444,inf
567.00,0.752374,inf
568.00,0.752307,inf
569.00,0.752242,inf
570.00,0.752180,inf
571.00,0.752120,inf
572.00,0.752061,inf
573.00,0.752005,inf
574.00,0.751951,inf
575.00,0.751898,inf
576.00,0.751847,inf
577.00,0.751798,inf
578.00,0.751751,inf
579.00,0.751705,inf
580.00,0.751661,inf
581.00,0.751618,inf
582.00,0.751576,inf
583.00,0.751536,inf
584.00,0.751497,inf
585.00,0.751459,inf
586.00,0.751423,inf
587.00,0.751387,inf
588.00,0.751353,inf
589.00,0.751319,inf
590.00,0.751287,inf
591.00,0.751256,inf
592.00,0.751225,inf
593.00,0.751195,inf
594.00,0.751166,inf
595.00,0.751138,inf
596.00,0.751111,inf
597.00,0.751084,inf
598.00,0.751058,inf
599.00,0.751033,inf
600.00,0.751008,inf
601.00,0.750984,inf
602.00,0.750961,inf
603.00,0.750938,inf
604.00,0.750915,inf
605.00,0.750893,inf
606.00,0.750871,inf
607.00,0.750850,inf
608.00,0.750829,inf
609.00,0.750809,inf
610.00,0.750789,inf
611.00,0.750769,inf
612.00,0.750750,inf
613.00,0.750731,inf
614.00,0.750712,inf
615.00,0.750694,inf
616.00,0.750676,inf
617.00,0.750658,inf
618.00,0.750640,inf
619.00,0.750622,inf
620.00,0.750605,inf
621.00,0.750588,inf
622.00,0.750570,inf
623.00,0.750554,inf
624.00,0.750537,inf
625.00,0.750520,inf
626.00,0.750504,inf
627.00,0.750487,inf
628.00,0.750471,inf
629.00,0.750454,inf
630.00,0.750438,inf
