temperature_C,mass,dtg
25.00,0.999978,inf
26.00,0.999976,inf
27.00,0.999974,inf
28.00,0.999972,inf
29.00,0.999969,inf
30.00,0.999966,inf
31.00,0.999963,inf
32.00,0.999960,inf
33.00,0.999956,inf
34.00,0.999951,inf
35.00,0.999947,inf
36.00,0.999941,inf
37.00,0.999935,inf
38.00,0.999928,inf
39.00,0.999921,inf
40.00,0.999912,inf
41.00,0.999903,inf
42.00,0.999892,inf
43.00,0.999880,inf
44.00,0.999867,inf
45.00,0.999852,inf
46.00,0.999835,inf
47.00,0.999817,inf
48.00,0.999795,inf
49.00,0.999772,inf
50.00,0.999745,inf
51.00,0.999715,inf
52.00,0.999682,inf
53.00,0.999644,inf
54.00,0.999601,inf
55.00,0.999554,inf
56.00,0.999500,inf
57.00,0.999440,inf
58.00,0.999372,inf
59.00,0.999296,inf
60.00,0.999211,inf
61.00,0.999115,inf
62.00,0.999008,inf
63.00,0.998887,inf
64.00,0.998752,inf
65.00,0.998601,inf
66.00,0.998432,inf
67.00,0.998243,inf
68.00,0.998032,inf
69.00,0.997798,inf
70.00,0.997537,inf
71.00,0.997248,inf
72.00,0.996927,inf
73.00,0.996573,inf
74.00,0.996182,inf
75.00,0.995754,inf
76.00,0.995284,inf
77.00,0.994772,inf
78.00,0.994215,inf
79.00,0.993613,inf
80.00,0.992964,inf
81.00,0.992269,inf
82.00,0.991528,inf
83.00,0.990743,inf
84.00,0.989916,inf
85.00,0.989051,inf
86.00,0.988152,inf
87.00,0.987223,inf
88.00,0.986271,inf
89.00,0.985302,inf
90.00,0.984324,inf
91.00,0.983342,inf
92.00,0.982365,inf
93.00,0.981399,inf
94.00,0.980450,inf
95.00,0.979525,inf
96.00,0.978628,inf
97.00,0.977763,inf
98.00,0.976934,inf
99.00,0.976143,inf
100.00,0.975390,inf
101.00,0.974678,inf
102.00,0.974005,inf
103.00,0.973370,inf
104.00,0.972771,inf
105.00,0.972208,inf
106.00,0.971677,inf
107.00,0.971176,inf
108.00,0.970702,inf
109.00,0.970252,inf
110.00,0.969823,inf
111.00,0.969412,inf
112.00,0.969017,inf
113.00,0.968634,inf
114.00,0.968261,inf
115.00,0.967895,inf
116.00,0.967534,inf
117.00,0.967174,inf
118.00,0.966815,inf
119.00,0.966453,inf
120.00,0.966087,inf
121.00,0.965714,inf
122.00,0.965333,inf
123.00,0.964942,inf
124.00,0.964539,inf
125.00,0.964122,inf
126.00,0.963690,inf
127.00,0.963242,inf
128.00,0.962776,inf
129.00,0.962290,inf
130.00,0.961784,inf
131.00,0.961256,inf
132.00,0.960705,inf
133.00,0.960130,inf
134.00,0.959530,inf
135.00,0.958904,inf
136.00,0.958251,inf
137.00,0.957570,inf
138.00,0.956862,inf
139.00,0.956125,inf
140.00,0.955359,inf
141.00,0.954564,inf
142.00,0.953740,inf
143.00,0.952887,inf
144.00,0.952005,inf
145.00,0.951094,inf
146.00,0.950156,inf
147.00,0.949190,inf
148.00,0.948199,inf
149.00,0.947182,inf
150.00,0.946142,inf
151.00,0.945079,inf
152.00,0.943995,inf
153.00,0.942893,inf
154.00,0.941774,inf
155.00,0.940641,inf
156.00,0.939495,inf
157.00,0.938338,inf
158.00,0.937174,inf
159.00,0.936005,inf
160.00,0.934833,inf
161.00,0.933661,inf
162.00,0.932492,inf
163.00,0.931328,inf
164.00,0.930171,inf
165.00,0.929024,inf
166.00,0.927889,inf
167.00,0.926770,inf
168.00,0.925666,inf
169.00,0.924582,inf
170.00,0.923518,inf
171.00,0.922476,inf
172.00,0.921458,inf
173.00,0.920465,inf
174.00,0.919498,inf
175.00,0.918559,inf
176.00,0.917647,inf
177.00,0.916764,inf
178.00,0.915911,inf
179.00,0.915086,inf
180.00,0.914292,inf
181.00,0.913526,inf
182.00,0.912791,inf
183.00,0.912084,inf
184.00,0.911407,inf
185.00,0.910758,inf
186.00,0.910137,inf
187.00,0.909544,inf
188.00,0.908977,inf
189.00,0.908437,inf
190.00,0.907921,inf
191.00,0.907430,inf
192.00,0.906963,inf
193.00,0.906519,inf
194.00,0.906096,inf
195.00,0.905694,inf
196.00,0.905313,inf
197.00,0.904951,inf
198.00,0.904607,inf
199.00,0.904280,inf
200.00,0.903971,inf
201.00,0.903677,inf
202.00,0.903398,inf
203.00,0.903134,inf
204.00,0.902883,inf
205.00,0.902644,inf
206.00,0.902418,inf
207.00,0.902203,inf
208.00,0.901999,inf
209.00,0.901805,inf
210.00,0.901620,inf
211.00,0.901444,inf
212.00,0.901276,inf
213.00,0.901116,inf
214.00,0.900963,inf
215.00,0.900817,inf
216.00,0.900677,inf
217.00,0.900542,inf
218.00,0.900413,inf
219.00,0.900289,inf
220.00,0.900170,inf
221.00,0.900054,inf
222.00,0.899943,inf
223.00,0.899834,inf
224.00,0.899729,inf
225.00,0.899627,inf
226.00,0.899527,inf
227.00,0.899429,inf
228.00,0.899334,inf
229.00,0.899239,inf
230.00,0.899147,inf
231.00,0.899055,inf
232.00,0.898965,inf
233.00,0.898875,inf
234.00,0.898786,inf
235.00,0.898697,inf
236.00,0.898609,inf
237.00,0.898520,inf
238.00,0.898431,inf
239.00,0.898341,inf
240.00,0.898251,inf
241.00,0.898160,inf
242.00,0.898069,inf
243.00,0.897976,inf
244.00,0.897882,inf
245.00,0.897786,inf
246.00,0.897689,inf
247.00,0.897590,inf
248.00,0.897489,inf
249.00,0.897387,inf
250.00,0.897282,inf
251.00,0.897175,inf
252.00,0.897065,inf
253.00,0.896953,inf
254.00,0.896839,inf
255.00,0.896721,inf
256.00,0.896601,inf
257.00,0.896477,inf
258.00,0.896350,inf
259.00,0.896220,inf
260.00,0.896086,inf
261.00,0.895949,inf
262.00,0.895808,inf
263.00,0.895663,inf
264.00,0.895514,inf
265.00,0.895361,inf
266.00,0.895204,inf
267.00,0.895042,inf
268.00,0.894876,inf
269.00,0.894705,inf
270.00,0.894530,inf
271.00,0.894349,inf
272.00,0.894164,inf
273.00,0.893973,inf
274.00,0.893778,inf
275.00,0.893576,inf
276.00,0.893370,inf
277.00,0.893158,inf
278.00,0.892940,inf
279.00,0.892717,inf
280.00,0.892488,inf
281.00,0.892253,inf
282.00,0.892011,inf
283.00,0.891764,inf
284.00,0.891511,inf
285.00,0.891251,inf
286.00,0.890985,inf
287.00,0.890713,inf
288.00,0.890434,inf
289.00,0.890148,inf
290.00,0.889857,inf
291.00,0.889558,inf
292.00,0.889253,inf
293.00,0.888942,inf
294.00,0.888624,inf
295.00,0.888299,inf
296.00,0.887968,inf
297.00,0.887630,inf
298.00,0.887285,inf
299.00,0.886934,inf
300.00,0.886577,inf
301.00,0.886213,inf
302.00,0.885842,inf
303.00,0.885466,inf
304.00,0.885083,inf
305.00,0.884694,inf
306.00,0.884298,inf
307.00,0.883897,inf
308.00,0.883490,inf
309.00,0.883077,inf
310.00,0.882659,inf
311.00,0.882235,inf
312.00,0.881805,inf
313.00,0.881371,inf
314.00,0.880931,inf
315.00,0.880486,inf
316.00,0.880036,inf
317.00,0.879582,inf
318.00,0.879123,inf
319.00,0.878660,inf
320.00,0.878192,inf
321.00,0.877720,inf
322.00,0.877244,inf
323.00,0.876765,inf
324.00,0.876281,inf
325.00,0.875794,inf
326.00,0.875304,inf
327.00,0.874810,inf
328.00,0.874313,inf
329.00,0.873813,inf
330.00,0.873310,inf
331.00,0.872804,inf
332.00,0.872295,inf
333.00,0.871783,inf
334.00,0.871269,inf
335.00,0.870752,inf
336.00,0.870232,inf
337.00,0.869710,inf
338.00,0.869184,inf
339.00,0.868657,inf
340.00,0.868127,inf
341.00,0.867594,inf
342.00,0.867058,inf
343.00,0.866520,inf
344.00,0.865979,inf
345.00,0.865435,inf
346.00,0.864888,inf
347.00,0.864338,inf
348.00,0.863785,inf
349.00,0.863228,inf
350.00,0.862668,inf
351.00,0.862105,inf
352.00,0.861537,inf
353.00,0.860966,inf
354.00,0.860391,inf
355.00,0.859811,inf
356.00,0.859227,inf
357.00,0.858638,inf
358.00,0.858044,inf
359.00,0.857445,inf
360.00,0.856840,inf
361.00,0.856230,inf
362.00,0.855613,inf
363.00,0.854991,inf
364.00,0.854362,inf
365.00,0.853725,inf
366.00,0.853082,inf
367.00,0.852431,inf
368.00,0.851773,inf
369.00,0.851106,inf
370.00,0.850431,inf
371.00,0.849747,inf
372.00,0.849054,inf
373.00,0.848351,inf
374.00,0.847639,inf
375.00,0.846916,inf
376.00,0.846183,inf
377.00,0.845438,inf
378.00,0.844683,inf
379.00,0.843915,inf
380.00,0.843135,inf
381.00,0.842343,inf
382.00,0.841538,inf
383.00,0.840719,inf
384.00,0.839886,inf
385.00,0.839039,inf
386.00,0.838178,inf
387.00,0.837301,inf
388.00,0.836409,inf
389.00,0.835501,inf
390.00,0.834576,inf
391.00,0.833634,inf
392.00,0.832675,inf
393.00,0.831698,inf
394.00,0.830703,inf
395.00,0.829689,inf
396.00,0.828656,inf
397.00,0.827603,inf
398.00,0.826530,inf
399.00,0.825436,inf
400.00,0.824321,inf
401.00,0.823185,inf
402.00,0.822027,inf
403.00,0.820846,inf
404.00,0.819642,inf
405.00,0.818415,inf
406.00,0.817164,inf
407.00,0.815889,inf
408.00,0.814589,inf
409.00,0.813263,inf
410.00,0.811913,inf
411.00,0.810536,inf
412.00,0.809133,inf
413.00,0.807703,inf
414.00,0.806247,inf
415.00,0.804763,inf
416.00,0.803251,inf
417.00,0.801711,inf
418.00,0.800143,inf
419.00,0.798546,inf
420.00,0.796921,inf
421.00,0.795267,inf
422.00,0.793584,inf
423.00,0.791871,inf
424.00,0.790130,inf
425.00,0.788359,inf
426.00,0.786559,inf
427.00,0.784730,inf
428.00,0.782872,inf
429.00,0.780984,inf
430.00,0.779069,inf
431.00,0.777124,inf
432.00,0.775151,inf
433.00,0.773151,inf
434.00,0.771123,inf
435.00,0.769068,inf
436.00,0.766987,inf
437.00,0.764881,inf
438.00,0.762749,inf
439.00,0.760592,inf
440.00,0.758412,inf
441.00,0.756209,inf
442.00,0.753985,inf
443.00,0.751739,inf
444.00,0.749474,inf
445.00,0.747190,inf
446.00,0.744888,inf
447.00,0.742571,inf
448.00,0.740237,inf
449.00,0.737891,inf
450.00,0.735531,inf
451.00,0.733161,inf
452.00,0.730781,inf
453.00,0.728393,inf
454.00,0.725999,inf
455.00,0.723599,inf
456.00,0.721196,inf
457.00,0.718792,inf
458.00,0.716387,inf
459.00,0.713983,inf
460.00,0.711583,inf
461.00,0.709187,inf
462.00,0.706798,inf
463.00,0.704416,inf
464.00,0.702044,inf
465.00,0.699684,inf
466.00,0.697336,inf
467.00,0.695002,inf
468.00,0.692684,inf
469.00,0.690384,inf
470.00,0.688102,inf
471.00,0.685840,inf
472.00,0.683600,inf
473.00,0.681382,inf
474.00,0.679188,inf
475.00,0.677019,inf
476.00,0.674877,inf
477.00,0.672762,inf
478.00,0.670675,inf
479.00,0.668617,inf
480.00,0.666589,inf
481.00,0.664592,inf
482.00,0.662626,inf
483.00,0.660693,inf
484.00,0.658792,inf
485.00,0.656925,inf
486.00,0.655092,inf
487.00,0.653292,inf
488.00,0.651527,inf
489.00,0.649797,inf
490.00,0.648101,inf
491.00,0.646441,inf
492.00,0.644816,inf
493.00,0.643226,inf
494.00,0.641671,inf
495.00,0.640151,inf
496.00,0.638666,inf
497.00,0.637216,inf
498.00,0.635800,inf
499.00,0.634419,inf
500.00,0.633071,inf
501.00,0.631758,inf
502.00,0.630477,inf
503.00,0.629230,inf
504.00,0.628016,inf
505.00,0.626833,inf
506.00,0.625682,inf
507.00,0.624562,inf
508.00,0.623473,inf
509.00,0.622414,inf
510.00,0.621385,inf
511.00,0.620385,inf
512.00,0.619413,inf
513.00,0.618469,inf
514.00,0.617553,inf
515.00,0.616663,inf
516.00,0.615800,inf
517.00,0.614962,inf
518.00,0.614149,inf
519.00,0.613361,inf
520.00,0.612597,inf
521.00,0.611856,inf
522.00,0.611137,inf
523.00,0.610441,inf
524.00,0.609767,inf
525.00,0.609113,inf
526.00,0.608480,inf
527.00,0.607867,inf
528.00,0.607273,inf
529.00,0.606698,inf
530.00,0.606141,inf
531.00,0.605602,inf
