temperature_C,mass,dtg
25.00,0.999978,inf
26.00,0.999976,inf
27.00,0.999974,inf
28.00,0.999972,inf
29.00,0.999969,inf
30.00,0.999966,inf
31.00,0.999963,inf
32.00,0.999960,inf
33.00,0.999956,inf
34.00,0.999951,inf
35.00,0.999947,inf
36.00,0.999941,inf
37.00,0.999935,inf
38.00,0.999928,inf
39.00,0.999921,inf
40.00,0.999912,inf
41.00,0.999903,inf
42.00,0.999892,inf
43.00,0.999880,inf
44.00,0.999867,inf
45.00,0.999852,inf
46.00,0.999835,inf
47.00,0.999817,inf
48.00,0.999796,inf
49.00,0.999772,inf
50.00,0.999745,inf
51.00,0.999715,inf
52.00,0.999682,inf
53.00,0.999644,inf
54.00,0.999602,inf
55.00,0.999554,inf
56.00,0.999500,inf
57.00,0.999440,inf
58.00,0.999372,inf
59.00,0.999296,inf
60.00,0.999211,inf
61.00,0.999115,inf
62.00,0.999008,inf
63.00,0.998887,inf
64.00,0.998752,inf
65.00,0.998601,inf
66.00,0.998432,inf
67.00,0.998243,inf
68.00,0.998033,inf
69.00,0.997798,inf
70.00,0.997537,inf
71.00,0.997248,inf
72.00,0.996927,inf
73.00,0.996573,inf
74.00,0.996182,inf
75.00,0.995754,inf
76.00,0.995284,inf
77.00,0.994772,inf
78.00,0.994215,inf
79.00,0.993613,inf
80.00,0.992964,inf
81.00,0.992269,inf
82.00,0.991528,inf
83.00,0.990743,inf
84.00,0.989916,inf
85.00,0.989051,inf
86.00,0.988152,inf
87.00,0.987223,inf
88.00,0.986271,inf
89.00,0.985303,inf
90.00,0.984324,inf
91.00,0.983342,inf
92.00,0.982365,inf
93.00,0.981399,inf
94.00,0.980451,inf
95.00,0.979525,inf
96.00,0.978628,inf
97.00,0.977763,inf
98.00,0.976934,inf
99.00,0.976143,inf
100.00,0.975391,inf
101.00,0.974678,inf
102.00,0.974005,inf
103.00,0.973370,inf
104.00,0.972772,inf
105.00,0.972208,inf
106.00,0.971677,inf
107.00,0.971176,inf
108.00,0.970702,inf
109.00,0.970252,inf
110.00,0.969823,inf
111.00,0.969413,inf
112.00,0.969017,inf
113.00,0.968635,inf
114.00,0.968262,inf
115.00,0.967896,inf
116.00,0.967534,inf
117.00,0.967175,inf
118.00,0.966815,inf
119.00,0.966453,inf
120.00,0.966087,inf
121.00,0.965714,inf
122.00,0.965333,inf
123.00,0.964942,inf
124.00,0.964539,inf
125.00,0.964123,inf
126.00,0.963691,inf
127.00,0.963243,inf
128.00,0.962776,inf
129.00,0.962291,inf
130.00,0.961785,inf
131.00,0.961257,inf
132.00,0.960706,inf
133.00,0.960131,inf
134.00,0.959530,inf
135.00,0.958904,inf
136.00,0.958251,inf
137.00,0.957571,inf
138.00,0.956863,inf
139.00,0.956126,inf
140.00,0.955360,inf
141.00,0.954565,inf
142.00,0.953741,inf
143.00,0.952888,inf
144.00,0.952006,inf
145.00,0.951095,inf
146.00,0.950157,inf
147.00,0.949191,inf
148.00,0.948200,inf
149.00,0.947183,inf
150.00,0.946142,inf
151.00,0.945080,inf
152.00,0.943996,inf
153.00,0.942894,inf
154.00,0.941775,inf
155.00,0.940642,inf
156.00,0.939496,inf
157.00,0.938340,inf
158.00,0.937176,inf
159.00,0.936006,inf
160.00,0.934835,inf
161.00,0.933663,inf
162.00,0.932493,inf
163.00,0.931329,inf
164.00,0.930172,inf
165.00,0.929026,inf
166.00,0.927891,inf
167.00,0.926771,inf
168.00,0.925668,inf
169.00,0.924584,inf
170.00,0.923520,inf
171.00,0.922478,inf
172.00,0.921460,inf
173.00,0.920467,inf
174.00,0.919501,inf
175.00,0.918561,inf
176.00,0.917650,inf
177.00,0.916767,inf
178.00,0.915913,inf
179.00,0.915089,inf
180.00,0.914294,inf
181.00,0.913529,inf
182.00,0.912794,inf
183.00,0.912088,inf
184.00,0.911410,inf
185.00,0.910762,inf
186.00,0.910141,inf
187.00,0.909548,inf
188.00,0.908981,inf
189.00,0.908441,inf
190.00,0.907925,inf
191.00,0.907435,inf
192.00,0.906967,inf
193.00,0.906523,inf
194.00,0.906101,inf
195.00,0.905699,inf
196.00,0.905318,inf
197.00,0.904956,inf
198.00,0.904612,inf
199.00,0.904286,inf
200.00,0.903977,inf
201.00,0.903683,inf
202.00,0.903404,inf
203.00,0.903140,inf
204.00,0.902890,inf
205.00,0.902652,inf
206.00,0.902426,inf
207.00,0.902211,inf
208.00,0.902007,inf
209.00,0.901813,inf
210.00,0.901629,inf
211.00,0.901453,inf
212.00,0.901285,inf
213.00,0.901126,inf
214.00,0.900973,inf
215.00,0.900827,inf
216.00,0.900687,inf
217.00,0.900554,inf
218.00,0.900425,inf
219.00,0.900301,inf
220.00,0.900182,inf
221.00,0.900067,inf
222.00,0.899956,inf
223.00,0.899848,inf
224.00,0.899744,inf
225.00,0.899642,inf
226.00,0.899543,inf
227.00,0.899446,inf
228.00,0.899351,inf
229.00,0.899257,inf
230.00,0.899165,inf
231.00,0.899075,inf
232.00,0.898985,inf
233.00,0.898896,inf
234.00,0.898808,inf
235.00,0.898720,inf
236.00,0.898632,inf
237.00,0.898544,inf
238.00,0.898456,inf
239.00,0.898368,inf
240.00,0.898279,inf
241.00,0.898189,inf
242.00,0.898098,inf
243.00,0.898007,inf
244.00,0.897914,inf
245.00,0.897819,inf
246.00,0.897724,inf
247.00,0.897626,inf
248.00,0.897527,inf
249.00,0.897426,inf
250.00,0.897323,inf
251.00,0.897217,inf
252.00,0.897109,inf
253.00,0.896999,inf
254.00,0.896886,inf
255.00,0.896771,inf
256.00,0.896652,inf
257.00,0.896531,inf
258.00,0.896406,inf
259.00,0.896278,inf
260.00,0.896147,inf
261.00,0.896012,inf
262.00,0.895873,inf
263.00,0.895731,inf
264.00,0.895585,inf
265.00,0.895435,inf
266.00,0.895280,inf
267.00,0.895122,inf
268.00,0.894959,inf
269.00,0.894791,inf
270.00,0.894619,inf
271.00,0.894442,inf
272.00,0.894261,inf
273.00,0.894074,inf
274.00,0.893883,inf
275.00,0.893686,inf
276.00,0.893484,inf
277.00,0.893276,inf
278.00,0.893063,inf
279.00,0.892845,inf
280.00,0.892621,inf
281.00,0.892391,inf
282.00,0.892156,inf
283.00,0.891914,inf
284.00,0.891667,inf
285.00,0.891413,inf
286.00,0.891154,inf
287.00,0.890889,inf
288.00,0.890617,inf
289.00,0.890339,inf
290.00,0.890055,inf
291.00,0.889765,inf
292.00,0.889468,inf
293.00,0.889165,inf
294.00,0.888856,inf
295.00,0.888541,inf
296.00,0.888219,inf
297.00,0.887891,inf
298.00,0.887558,inf
299.00,0.887218,inf
300.00,0.886872,inf
301.00,0.886520,inf
302.00,0.886162,inf
303.00,0.885798,inf
304.00,0.885428,inf
305.00,0.885053,inf
306.00,0.884673,inf
307.00,0.884287,inf
308.00,0.883896,inf
309.00,0.883499,inf
310.00,0.883098,inf
311.00,0.882692,inf
312.00,0.882281,inf
313.00,0.881865,inf
314.00,0.881446,inf
315.00,0.881022,inf
316.00,0.880594,inf
317.00,0.880162,inf
318.00,0.879726,inf
319.00,0.879287,inf
320.00,0.878845,inf
321.00,0.878400,inf
322.00,0.877952,inf
323.00,0.877501,inf
324.00,0.877047,inf
325.00,0.876591,inf
326.00,0.876133,inf
327.00,0.875673,inf
328.00,0.875211,inf
329.00,0.874747,inf
330.00,0.874282,inf
331.00,0.873815,inf
332.00,0.873347,inf
333.00,0.872878,inf
334.00,0.872408,inf
335.00,0.871937,inf
336.00,0.871465,inf
337.00,0.870992,inf
338.00,0.870519,inf
339.00,0.870045,inf
340.00,0.869571,inf
341.00,0.869097,inf
342.00,0.868622,inf
343.00,0.868146,inf
344.00,0.867671,inf
345.00,0.867195,inf
346.00,0.866719,inf
347.00,0.866243,inf
348.00,0.865767,inf
349.00,0.865290,inf
350.00,0.864813,inf
351.00,0.864336,inf
352.00,0.863858,inf
353.00,0.863380,inf
354.00,0.862902,inf
355.00,0.862423,inf
356.00,0.861944,inf
357.00,0.861464,inf
358.00,0.860983,inf
359.00,0.860502,inf
360.00,0.860019,inf
361.00,0.859536,inf
362.00,0.859052,inf
363.00,0.858567,inf
364.00,0.858080,inf
365.00,0.857592,inf
366.00,0.857103,inf
367.00,0.856613,inf
368.00,0.856120,inf
369.00,0.855626,inf
370.00,0.855131,inf
371.00,0.854633,inf
372.00,0.854133,inf
373.00,0.853632,inf
374.00,0.853128,inf
375.00,0.852621,inf
376.00,0.852113,inf
377.00,0.851602,inf
378.00,0.851088,inf
379.00,0.850572,inf
380.00,0.850053,inf
381.00,0.849532,inf
382.00,0.849007,inf
383.00,0.848479,inf
384.00,0.847949,inf
385.00,0.847415,inf
386.00,0.846878,inf
387.00,0.846338,inf
388.00,0.845795,inf
389.00,0.845248,inf
390.00,0.844698,inf
391.00,0.844145,inf
392.00,0.843588,inf
393.00,0.843028,inf
394.00,0.842464,inf
395.00,0.841897,inf
396.00,0.841326,inf
397.00,0.840751,inf
398.00,0.840173,inf
399.00,0.839591,inf
400.00,0.839006,inf
401.00,0.838417,inf
402.00,0.837824,inf
403.00,0.837228,inf
404.00,0.836628,inf
405.00,0.836025,inf
406.00,0.835418,inf
407.00,0.834807,inf
408.00,0.834193,inf
409.00,0.833576,inf
410.00,0.832955,inf
411.00,0.832331,inf
412.00,0.831703,inf
413.00,0.831073,inf
414.00,0.830439,inf
415.00,0.829801,inf
416.00,0.829161,inf
417.00,0.828518,inf
418.00,0.827872,inf
419.00,0.827223,inf
420.00,0.826571,inf
421.00,0.825916,inf
422.00,0.825259,inf
423.00,0.824600,inf
424.00,0.823937,inf
425.00,0.823273,inf
426.00,0.822607,inf
427.00,0.821938,inf
428.00,0.821268,inf
429.00,0.820596,inf
430.00,0.819922,inf
431.00,0.819246,inf
432.00,0.818570,inf
433.00,0.817892,inf
434.00,0.817212,inf
435.00,0.816533,inf
436.00,0.815852,inf
437.00,0.815171,inf
438.00,0.814489,inf
439.00,0.813807,inf
440.00,0.813125,inf
441.00,0.812444,inf
442.00,0.811762,inf
443.00,0.811082,inf
444.00,0.810402,inf
445.00,0.809723,inf
446.00,0.809046,inf
447.00,0.808369,inf
448.00,0.807695,inf
449.00,0.807022,inf
450.00,0.806352,inf
451.00,0.805684,inf
452.00,0.805019,inf
453.00,0.804356,inf
454.00,0.803696,inf
455.00,0.803040,inf
456.00,0.802388,inf
457.00,0.801739,inf
458.00,0.801094,inf
459.00,0.800453,inf
460.00,0.799817,inf
461.00,0.799186,inf
462.00,0.798559,inf
463.00,0.797938,inf
464.00,0.797322,inf
465.00,0.796712,inf
466.00,0.796107,inf
467.00,0.795509,inf
468.00,0.794916,inf
469.00,0.794330,inf
470.00,0.793751,inf
471.00,0.793178,inf
472.00,0.792612,inf
473.00,0.792053,inf
474.00,0.791502,inf
475.00,0.790957,inf
476.00,0.790420,inf
477.00,0.789891,inf
478.00,0.789369,inf
479.00,0.788855,inf
480.00,0.788348,inf
481.00,0.787850,inf
482.00,0.787359,inf
483.00,0.786877,inf
484.00,0.786402,inf
485.00,0.785936,inf
486.00,0.785478,inf
487.00,0.785028,inf
488.00,0.784586,inf
489.00,0.784152,inf
490.00,0.783726,inf
491.00,0.783308,inf
492.00,0.782898,inf
493.00,0.782497,inf
494.00,0.782103,inf
495.00,0.781718,inf
496.00,0.781340,inf
497.00,0.780970,inf
498.00,0.780608,inf
499.00,0.780253,inf
500.00,0.779906,inf
501.00,0.779567,inf
502.00,0.779235,inf
503.00,0.778910,inf
504.00,0.778593,inf
505.00,0.778283,inf
506.00,0.777980,inf
507.00,0.777684,inf
508.00,0.777395,inf
509.00,0.777112,inf
510.00,0.776836,inf
511.00,0.776567,inf
512.00,0.776304,inf
513.00,0.776048,inf
514.00,0.775797,inf
515.00,0.775553,inf
516.00,0.775315,inf
517.00,0.775082,inf
518.00,0.774855,inf
519.00,0.774634,inf
520.00,0.774418,inf
521.00,0.774208,inf
522.00,0.774003,inf
523.00,0.773803,inf
524.00,0.773608,inf
525.00,0.773418,inf
526.00,0.773233,inf
527.00,0.773053,inf
528.00,0.772877,inf
529.00,0.772706,inf
530.00,0.772539,inf
531.00,0.772377,inf
