temperature_C,mass,dtg
25.00,0.999982,inf
26.00,0.999980,inf
27.00,0.999978,inf
28.00,0.999976,inf
29.00,0.999974,inf
30.00,0.999971,inf
31.00,0.999968,inf
32.00,0.999965,inf
33.00,0.999961,inf
34.00,0.999957,inf
35.00,0.999952,inf
36.00,0.999947,inf
37.00,0.999941,inf
38.00,0.999934,inf
39.00,0.999927,inf
40.00,0.999918,inf
41.00,0.999909,inf
42.00,0.999899,inf
43.00,0.999887,inf
44.00,0.999874,inf
45.00,0.999859,inf
46.00,0.999842,inf
47.00,0.999824,inf
48.00,0.999803,inf
49.00,0.999779,inf
50.00,0.999753,inf
51.00,0.999723,inf
52.00,0.999690,inf
53.00,0.999652,inf
54.00,0.999610,inf
55.00,0.999563,inf
56.00,0.999509,inf
57.00,0.999449,inf
58.00,0.999382,inf
59.00,0.999306,inf
60.00,0.999221,inf
61.00,0.999125,inf
62.00,0.999018,inf
63.00,0.998898,inf
64.00,0.998763,inf
65.00,0.998612,inf
66.00,0.998443,inf
67.00,0.998255,inf
68.00,0.998045,inf
69.00,0.997810,inf
70.00,0.997550,inf
71.00,0.997261,inf
72.00,0.996940,inf
73.00,0.996586,inf
74.00,0.996196,inf
75.00,0.995768,inf
76.00,0.995299,inf
77.00,0.994787,inf
78.00,0.994231,inf
79.00,0.993629,inf
80.00,0.992981,inf
81.00,0.992286,inf
82.00,0.991545,inf
83.00,0.990761,inf
84.00,0.989934,inf
85.00,0.989070,inf
86.00,0.988171,inf
87.00,0.987242,inf
88.00,0.986291,inf
89.00,0.985323,inf
90.00,0.984345,inf
91.00,0.983364,inf
92.00,0.982387,inf
93.00,0.981422,inf
94.00,0.980474,inf
95.00,0.979549,inf
96.00,0.978652,inf
97.00,0.977788,inf
98.00,0.976960,inf
99.00,0.976169,inf
100.00,0.975417,inf
101.00,0.974705,inf
102.00,0.974033,inf
103.00,0.973399,inf
104.00,0.972801,inf
105.00,0.972239,inf
106.00,0.971709,inf
107.00,0.971208,inf
108.00,0.970735,inf
109.00,0.970286,inf
110.00,0.969858,inf
111.00,0.969448,inf
112.00,0.969054,inf
113.00,0.968672,inf
114.00,0.968300,inf
115.00,0.967935,inf
116.00,0.967574,inf
117.00,0.967216,inf
118.00,0.966857,inf
119.00,0.966497,inf
120.00,0.966131,inf
121.00,0.965760,inf
122.00,0.965380,inf
123.00,0.964990,inf
124.00,0.964588,inf
125.00,0.964173,inf
126.00,0.963742,inf
127.00,0.963295,inf
128.00,0.962830,inf
129.00,0.962346,inf
130.00,0.961841,inf
131.00,0.961315,inf
132.00,0.960765,inf
133.00,0.960192,inf
134.00,0.959593,inf
135.00,0.958969,inf
136.00,0.958317,inf
137.00,0.957639,inf
138.00,0.956932,inf
139.00,0.956197,inf
140.00,0.955433,inf
141.00,0.954640,inf
142.00,0.953817,inf
143.00,0.952966,inf
144.00,0.952086,inf
145.00,0.951178,inf
146.00,0.950241,inf
147.00,0.949278,inf
148.00,0.948289,inf
149.00,0.947274,inf
150.00,0.946236,inf
151.00,0.945176,inf
152.00,0.944095,inf
153.00,0.942995,inf
154.00,0.941879,inf
155.00,0.940748,inf
156.00,0.939604,inf
157.00,0.938451,inf
158.00,0.937290,inf
159.00,0.936124,inf
160.00,0.934955,inf
161.00,0.933786,inf
162.00,0.932620,inf
163.00,0.931459,inf
164.00,0.930305,inf
165.00,0.929162,inf
166.00,0.928031,inf
167.00,0.926914,inf
168.00,0.925815,inf
169.00,0.924734,inf
170.00,0.923674,inf
171.00,0.922636,inf
172.00,0.921622,inf
173.00,0.920633,inf
174.00,0.919671,inf
175.00,0.918736,inf
176.00,0.917829,inf
177.00,0.916950,inf
178.00,0.916101,inf
179.00,0.915282,inf
180.00,0.914492,inf
181.00,0.913732,inf
182.00,0.913002,inf
183.00,0.912301,inf
184.00,0.911629,inf
185.00,0.910986,inf
186.00,0.910371,inf
187.00,0.909783,inf
188.00,0.909223,inf
189.00,0.908688,inf
190.00,0.908179,inf
191.00,0.907695,inf
192.00,0.907234,inf
193.00,0.906797,inf
194.00,0.906381,inf
195.00,0.905987,inf
196.00,0.905613,inf
197.00,0.905258,inf
198.00,0.904922,inf
199.00,0.904604,inf
200.00,0.904302,inf
201.00,0.904017,inf
202.00,0.903747,inf
203.00,0.903491,inf
204.00,0.903249,inf
205.00,0.903020,inf
206.00,0.902804,inf
207.00,0.902598,inf
208.00,0.902404,inf
209.00,0.902220,inf
210.00,0.902046,inf
211.00,0.901881,inf
212.00,0.901724,inf
213.00,0.901576,inf
214.00,0.901434,inf
215.00,0.901300,inf
216.00,0.901172,inf
217.00,0.901051,inf
218.00,0.900935,inf
219.00,0.900824,inf
220.00,0.900718,inf
221.00,0.900616,inf
222.00,0.900519,inf
223.00,0.900425,inf
224.00,0.900335,inf
225.00,0.900248,inf
226.00,0.900164,inf
227.00,0.900083,inf
228.00,0.900004,inf
229.00,0.899927,inf
230.00,0.899852,inf
231.00,0.899778,inf
232.00,0.899706,inf
233.00,0.899635,inf
234.00,0.899566,inf
235.00,0.899497,inf
236.00,0.899428,inf
237.00,0.899360,inf
238.00,0.899293,inf
239.00,0.899225,inf
240.00,0.899158,inf
241.00,0.899090,inf
242.00,0.899022,inf
243.00,0.898953,inf
244.00,0.898884,inf
245.00,0.898814,inf
246.00,0.898743,inf
247.00,0.898671,inf
248.00,0.898598,inf
249.00,0.898524,inf
250.00,0.898448,inf
251.00,0.898370,inf
252.00,0.898291,inf
253.00,0.898211,inf
254.00,0.898128,inf
255.00,0.898043,inf
256.00,0.897956,inf
257.00,0.897867,inf
258.00,0.897776,inf
259.00,0.897682,inf
260.00,0.897586,inf
261.00,0.897486,inf
262.00,0.897385,inf
263.00,0.897280,inf
264.00,0.897172,inf
265.00,0.897061,inf
266.00,0.896947,inf
267.00,0.896830,inf
268.00,0.896709,inf
269.00,0.896585,inf
270.00,0.896457,inf
271.00,0.896326,inf
272.00,0.896191,inf
273.00,0.896052,inf
274.00,0.895909,inf
275.00,0.895762,inf
276.00,0.895612,inf
277.00,0.895457,inf
278.00,0.895297,inf
279.00,0.895134,inf
280.00,0.894966,inf
281.00,0.894794,inf
282.00,0.894617,inf
283.00,0.894436,inf
284.00,0.894251,inf
285.00,0.894060,inf
286.00,0.893866,inf
287.00,0.893666,inf
288.00,0.893463,inf
289.00,0.893254,inf
290.00,0.893041,inf
291.00,0.892823,inf
292.00,0.892601,inf
293.00,0.892375,inf
294.00,0.892143,inf
295.00,0.891908,inf
296.00,0.891668,inf
297.00,0.891424,inf
298.00,0.891175,inf
299.00,0.890922,inf
300.00,0.890666,inf
301.00,0.890405,inf
302.00,0.890141,inf
303.00,0.889872,inf
304.00,0.889601,inf
305.00,0.889326,inf
306.00,0.889047,inf
307.00,0.888766,inf
308.00,0.888482,inf
309.00,0.888194,inf
310.00,0.887905,inf
311.00,0.887613,inf
312.00,0.887319,inf
313.00,0.887022,inf
314.00,0.886725,inf
315.00,0.886425,inf
316.00,0.886125,inf
317.00,0.885823,inf
318.00,0.885520,inf
319.00,0.885217,inf
320.00,0.884914,inf
321.00,0.884610,inf
322.00,0.884307,inf
323.00,0.884004,inf
324.00,0.883701,inf
325.00,0.883399,inf
326.00,0.883098,inf
327.00,0.882799,inf
328.00,0.882501,inf
329.00,0.882204,inf
330.00,0.881910,inf
331.00,0.881617,inf
332.00,0.881327,inf
333.00,0.881039,inf
334.00,0.880754,inf
335.00,0.880472,inf
336.00,0.880193,inf
337.00,0.879916,inf
338.00,0.879643,inf
339.00,0.879374,inf
340.00,0.879107,inf
341.00,0.878845,inf
342.00,0.878586,inf
343.00,0.878331,inf
344.00,0.878080,inf
345.00,0.877832,inf
346.00,0.877589,inf
347.00,0.877350,inf
348.00,0.877115,inf
349.00,0.876884,inf
350.00,0.876657,inf
351.00,0.876434,inf
352.00,0.876216,inf
353.00,0.876001,inf
354.00,0.875791,inf
355.00,0.875584,inf
356.00,0.875382,inf
357.00,0.875184,inf
358.00,0.874990,inf
359.00,0.874800,inf
360.00,0.874613,inf
361.00,0.874431,inf
362.00,0.874252,inf
363.00,0.874077,inf
364.00,0.873905,inf
365.00,0.873737,inf
366.00,0.873573,inf
367.00,0.873412,inf
368.00,0.873253,inf
369.00,0.873098,inf
370.00,0.872947,inf
371.00,0.872797,inf
372.00,0.872651,inf
373.00,0.872508,inf
374.00,0.872367,inf
375.00,0.872228,inf
376.00,0.872092,inf
377.00,0.871958,inf
378.00,0.871826,inf
379.00,0.871697,inf
380.00,0.871569,inf
381.00,0.871442,inf
382.00,0.871318,inf
383.00,0.871195,inf
384.00,0.871073,inf
385.00,0.870952,inf
386.00,0.870833,inf
387.00,0.870715,inf
388.00,0.870597,inf
389.00,0.870480,inf
390.00,0.870364,inf
391.00,0.870249,inf
392.00,0.870133,inf
393.00,0.870018,inf
394.00,0.869903,inf
395.00,0.869788,inf
396.00,0.869673,inf
397.00,0.869558,inf
398.00,0.869442,inf
399.00,0.869326,inf
400.00,0.869209,inf
401.00,0.869091,inf
402.00,0.868973,inf
403.00,0.868853,inf
404.00,0.868733,inf
405.00,0.868611,inf
406.00,0.868488,inf
407.00,0.868364,inf
408.00,0.868238,inf
409.00,0.868110,inf
410.00,0.867981,inf
411.00,0.867850,inf
412.00,0.867717,inf
413.00,0.867581,inf
414.00,0.867444,inf
415.00,0.867305,inf
416.00,0.867163,inf
417.00,0.867019,inf
418.00,0.866872,inf
419.00,0.866723,inf
420.00,0.866571,inf
421.00,0.866416,inf
422.00,0.866259,inf
423.00,0.866099,inf
424.00,0.865936,inf
425.00,0.865770,inf
426.00,0.865601,inf
427.00,0.865429,inf
428.00,0.865255,inf
429.00,0.865077,inf
430.00,0.864896,inf
431.00,0.864712,inf
432.00,0.864525,inf
433.00,0.864335,inf
434.00,0.864142,inf
435.00,0.863946,inf
436.00,0.863747,inf
437.00,0.863545,inf
438.00,0.863340,inf
439.00,0.863132,inf
440.00,0.862922,inf
441.00,0.862709,inf
442.00,0.862493,inf
443.00,0.862275,inf
444.00,0.862054,inf
445.00,0.861832,inf
446.00,0.861606,inf
447.00,0.861379,inf
448.00,0.861150,inf
449.00,0.860919,inf
450.00,0.860686,inf
451.00,0.860452,inf
452.00,0.860217,inf
453.00,0.859980,inf
454.00,0.859742,inf
455.00,0.859503,inf
456.00,0.859264,inf
457.00,0.859024,inf
458.00,0.858783,inf
459.00,0.858543,inf
460.00,0.858302,inf
461.00,0.858061,inf
462.00,0.857821,inf
463.00,0.857582,inf
464.00,0.857343,inf
465.00,0.857105,inf
466.00,0.856868,inf
467.00,0.856633,inf
468.00,0.856398,inf
469.00,0.856166,inf
470.00,0.855935,inf
471.00,0.855706,inf
472.00,0.855479,inf
473.00,0.855254,inf
474.00,0.855032,inf
475.00,0.854812,inf
476.00,0.854595,inf
477.00,0.854380,inf
478.00,0.854169,inf
479.00,0.853960,inf
480.00,0.853754,inf
481.00,0.853552,inf
482.00,0.853353,inf
483.00,0.853157,inf
484.00,0.852964,inf
485.00,0.852775,inf
486.00,0.852589,inf
487.00,0.852407,inf
488.00,0.852228,inf
489.00,0.852053,inf
490.00,0.851882,inf
491.00,0.851714,inf
492.00,0.851550,inf
493.00,0.851390,inf
494.00,0.851233,inf
495.00,0.851080,inf
496.00,0.850931,inf
497.00,0.850785,inf
498.00,0.850643,inf
499.00,0.850505,inf
500.00,0.850370,inf
501.00,0.850239,inf
502.00,0.850111,inf
503.00,0.849986,inf
504.00,0.849865,inf
505.00,0.849748,inf
506.00,0.849634,inf
507.00,0.849523,inf
508.00,0.849415,inf
509.00,0.849310,inf
510.00,0.849208,inf
511.00,0.849110,inf
512.00,0.849014,inf
513.00,0.848922,inf
514.00,0.848832,inf
515.00,0.848745,inf
516.00,0.848661,inf
517.00,0.848579,inf
518.00,0.848500,inf
519.00,0.848424,inf
520.00,0.848350,inf
521.00,0.848278,inf
522.00,0.848209,inf
523.00,0.848142,inf
524.00,0.848077,inf
525.00,0.848015,inf
526.00,0.847954,inf
527.00,0.847896,inf
528.00,0.847839,inf
529.00,0.847785,inf
530.00,0.847732,inf
531.00,0.847681,inf
532.00,0.847632,inf
533.00,0.847585,inf
534.00,0.847539,inf
535.00,0.847495,inf
536.00,0.847452,inf
537.00,0.847411,inf
538.00,0.847372,inf
539.00,0.847333,inf
540.00,0.847296,inf
541.00,0.847261,inf
542.00,0.847227,inf
543.00,0.847193,inf
544.00,0.847162,inf
545.00,0.847131,inf
546.00,0.847101,inf
547.00,0.847072,inf
548.00,0.847045,inf
549.00,0.847018,inf
550.00,0.846993,inf
551.00,0.846968,inf
552.00,0.846944,inf
553.00,0.846921,inf
554.00,0.846899,inf
555.00,0.846877,inf
556.00,0.846857,inf
557.00,0.846837,inf
558.00,0.846818,inf
559.00,0.846799,inf
560.00,0.846782,inf
561.00,0.846764,inf
562.00,0.846748,inf
563.00,0.846732,inf
564.00,0.846716,inf
565.00,0.846702,inf
566.00,0.846687,inf
567.00,0.846673,inf
568.00,0.846660,inf
569.00,0.846647,inf
570.00,0.846635,inf
571.00,0.846623,inf
572.00,0.846611,inf
573.00,0.846600,inf
574.00,0.846589,inf
575.00,0.846579,inf
576.00,0.846568,inf
577.00,0.846559,inf
578.00,0.846549,inf
579.00,0.846540,inf
580.00,0.846531,inf
581.00,0.846523,inf
582.00,0.846514,inf
583.00,0.846506,inf
584.00,0.846499,inf
585.00,0.846491,inf
586.00,0.846484,inf
587.00,0.846477,inf
588.00,0.846470,inf
589.00,0.846463,inf
590.00,0.846457,inf
591.00,0.846451,inf
592.00,0.846444,inf
593.00,0.846439,inf
594.00,0.846433,inf
595.00,0.846427,inf
596.00,0.846422,inf
597.00,0.846416,inf
598.00,0.846411,inf
599.00,0.846406,inf
600.00,0.846401,inf
601.00,0.846396,inf
602.00,0.846392,inf
603.00,0.846387,inf
604.00,0.846383,inf
605.00,0.846378,inf
606.00,0.846374,inf
607.00,0.846370,inf
608.00,0.846366,inf
609.00,0.846362,inf
610.00,0.846358,inf
611.00,0.846354,inf
612.00,0.846350,inf
613.00,0.846346,inf
614.00,0.846342,inf
615.00,0.846339,inf
616.00,0.846335,inf
617.00,0.846331,inf
618.00,0.846328,inf
619.00,0.846324,inf
620.00,0.846321,inf
621.00,0.846317,inf
622.00,0.846314,inf
623.00,0.846311,inf
624.00,0.846307,inf
625.00,0.846304,inf
626.00,0.846301,inf
627.00,0.846297,inf
628.00,0.846294,inf
629.00,0.846291,inf
630.00,0.846288,inf
