temperature_C,mass,dtg
25.00,0.999982,inf
26.00,0.999980,inf
27.00,0.999978,inf
28.00,0.999976,inf
29.00,0.999974,inf
30.00,0.999971,inf
31.00,0.999968,inf
32.00,0.999965,inf
33.00,0.999961,inf
34.00,0.999957,inf
35.00,0.999952,inf
36.00,0.999947,inf
37.00,0.999941,inf
38.00,0.999934,inf
39.00,0.999927,inf
40.00,0.999918,inf
41.00,0.999909,inf
42.00,0.999899,inf
43.00,0.999887,inf
44.00,0.999874,inf
45.00,0.999859,inf
46.00,0.999842,inf
47.00,0.999824,inf
48.00,0.999803,inf
49.00,0.999779,inf
50.00,0.999753,inf
51.00,0.999723,inf
52.00,0.999690,inf
53.00,0.999652,inf
54.00,0.999610,inf
55.00,0.999562,inf
56.00,0.999509,inf
57.00,0.999449,inf
58.00,0.999382,inf
59.00,0.999306,inf
60.00,0.999221,inf
61.00,0.999125,inf
62.00,0.999018,inf
63.00,0.998898,inf
64.00,0.998763,inf
65.00,0.998612,inf
66.00,0.998443,inf
67.00,0.998255,inf
68.00,0.998045,inf
69.00,0.997810,inf
70.00,0.997550,inf
71.00,0.997261,inf
72.00,0.996940,inf
73.00,0.996586,inf
74.00,0.996196,inf
75.00,0.995768,inf
76.00,0.995299,inf
77.00,0.994787,inf
78.00,0.994231,inf
79.00,0.993629,inf
80.00,0.992981,inf
81.00,0.992286,inf
82.00,0.991545,inf
83.00,0.990761,inf
84.00,0.989934,inf
85.00,0.989070,inf
86.00,0.988171,inf
87.00,0.987242,inf
88.00,0.986291,inf
89.00,0.985323,inf
90.00,0.984345,inf
91.00,0.983364,inf
92.00,0.982387,inf
93.00,0.981422,inf
94.00,0.980474,inf
95.00,0.979549,inf
96.00,0.978652,inf
97.00,0.977788,inf
98.00,0.976960,inf
99.00,0.976169,inf
100.00,0.975417,inf
101.00,0.974705,inf
102.00,0.974033,inf
103.00,0.973399,inf
104.00,0.972801,inf
105.00,0.972239,inf
106.00,0.971708,inf
107.00,0.971208,inf
108.00,0.970735,inf
109.00,0.970286,inf
110.00,0.969858,inf
111.00,0.969448,inf
112.00,0.969054,inf
113.00,0.968672,inf
114.00,0.968299,inf
115.00,0.967934,inf
116.00,0.967574,inf
117.00,0.967216,inf
118.00,0.966857,inf
119.00,0.966496,inf
120.00,0.966131,inf
121.00,0.965760,inf
122.00,0.965380,inf
123.00,0.964990,inf
124.00,0.964588,inf
125.00,0.964172,inf
126.00,0.963742,inf
127.00,0.963295,inf
128.00,0.962830,inf
129.00,0.962346,inf
130.00,0.961841,inf
131.00,0.961315,inf
132.00,0.960765,inf
133.00,0.960192,inf
134.00,0.959593,inf
135.00,0.958968,inf
136.00,0.958317,inf
137.00,0.957638,inf
138.00,0.956932,inf
139.00,0.956197,inf
140.00,0.955433,inf
141.00,0.954639,inf
142.00,0.953817,inf
143.00,0.952966,inf
144.00,0.952086,inf
145.00,0.951177,inf
146.00,0.950241,inf
147.00,0.949278,inf
148.00,0.948288,inf
149.00,0.947274,inf
150.00,0.946236,inf
151.00,0.945175,inf
152.00,0.944095,inf
153.00,0.942995,inf
154.00,0.941879,inf
155.00,0.940748,inf
156.00,0.939604,inf
157.00,0.938451,inf
158.00,0.937290,inf
159.00,0.936123,inf
160.00,0.934954,inf
161.00,0.933786,inf
162.00,0.932619,inf
163.00,0.931458,inf
164.00,0.930305,inf
165.00,0.929161,inf
166.00,0.928030,inf
167.00,0.926914,inf
168.00,0.925814,inf
169.00,0.924734,inf
170.00,0.923674,inf
171.00,0.922636,inf
172.00,0.921622,inf
173.00,0.920633,inf
174.00,0.919670,inf
175.00,0.918735,inf
176.00,0.917828,inf
177.00,0.916950,inf
178.00,0.916101,inf
179.00,0.915281,inf
180.00,0.914492,inf
181.00,0.913731,inf
182.00,0.913001,inf
183.00,0.912300,inf
184.00,0.911628,inf
185.00,0.910985,inf
186.00,0.910370,inf
187.00,0.909783,inf
188.00,0.909222,inf
189.00,0.908687,inf
190.00,0.908178,inf
191.00,0.907694,inf
192.00,0.907233,inf
193.00,0.906796,inf
194.00,0.906380,inf
195.00,0.905986,inf
196.00,0.905612,inf
197.00,0.905257,inf
198.00,0.904921,inf
199.00,0.904603,inf
200.00,0.904301,inf
201.00,0.904016,inf
202.00,0.903746,inf
203.00,0.903490,inf
204.00,0.903248,inf
205.00,0.903019,inf
206.00,0.902803,inf
207.00,0.902597,inf
208.00,0.902403,inf
209.00,0.902219,inf
210.00,0.902045,inf
211.00,0.901880,inf
212.00,0.901723,inf
213.00,0.901574,inf
214.00,0.901433,inf
215.00,0.901299,inf
216.00,0.901171,inf
217.00,0.901049,inf
218.00,0.900933,inf
219.00,0.900822,inf
220.00,0.900716,inf
221.00,0.900615,inf
222.00,0.900517,inf
223.00,0.900423,inf
224.00,0.900333,inf
225.00,0.900246,inf
226.00,0.900162,inf
227.00,0.900081,inf
228.00,0.900002,inf
229.00,0.899925,inf
230.00,0.899849,inf
231.00,0.899776,inf
232.00,0.899704,inf
233.00,0.899633,inf
234.00,0.899563,inf
235.00,0.899494,inf
236.00,0.899425,inf
237.00,0.899357,inf
238.00,0.899290,inf
239.00,0.899222,inf
240.00,0.899155,inf
241.00,0.899087,inf
242.00,0.899018,inf
243.00,0.898950,inf
244.00,0.898880,inf
245.00,0.898810,inf
246.00,0.898739,inf
247.00,0.898667,inf
248.00,0.898594,inf
249.00,0.898519,inf
250.00,0.898444,inf
251.00,0.898366,inf
252.00,0.898287,inf
253.00,0.898206,inf
254.00,0.898123,inf
255.00,0.898038,inf
256.00,0.897951,inf
257.00,0.897862,inf
258.00,0.897770,inf
259.00,0.897676,inf
260.00,0.897580,inf
261.00,0.897480,inf
262.00,0.897378,inf
263.00,0.897273,inf
264.00,0.897165,inf
265.00,0.897054,inf
266.00,0.896940,inf
267.00,0.896822,inf
268.00,0.896701,inf
269.00,0.896577,inf
270.00,0.896449,inf
271.00,0.896317,inf
272.00,0.896182,inf
273.00,0.896042,inf
274.00,0.895899,inf
275.00,0.895752,inf
276.00,0.895601,inf
277.00,0.895445,inf
278.00,0.895286,inf
279.00,0.895122,inf
280.00,0.894954,inf
281.00,0.894781,inf
282.00,0.894604,inf
283.00,0.894422,inf
284.00,0.894236,inf
285.00,0.894045,inf
286.00,0.893850,inf
287.00,0.893650,inf
288.00,0.893446,inf
289.00,0.893237,inf
290.00,0.893023,inf
291.00,0.892805,inf
292.00,0.892582,inf
293.00,0.892354,inf
294.00,0.892122,inf
295.00,0.891886,inf
296.00,0.891645,inf
297.00,0.891400,inf
298.00,0.891151,inf
299.00,0.890897,inf
300.00,0.890639,inf
301.00,0.890378,inf
302.00,0.890112,inf
303.00,0.889843,inf
304.00,0.889570,inf
305.00,0.889294,inf
306.00,0.889014,inf
307.00,0.888732,inf
308.00,0.888446,inf
309.00,0.888157,inf
310.00,0.887866,inf
311.00,0.887573,inf
312.00,0.887277,inf
313.00,0.886979,inf
314.00,0.886680,inf
315.00,0.886379,inf
316.00,0.886076,inf
317.00,0.885773,inf
318.00,0.885468,inf
319.00,0.885163,inf
320.00,0.884857,inf
321.00,0.884552,inf
322.00,0.884246,inf
323.00,0.883940,inf
324.00,0.883635,inf
325.00,0.883331,inf
326.00,0.883027,inf
327.00,0.882725,inf
328.00,0.882424,inf
329.00,0.882124,inf
330.00,0.881827,inf
331.00,0.881531,inf
332.00,0.881237,inf
333.00,0.880946,inf
334.00,0.880657,inf
335.00,0.880371,inf
336.00,0.880088,inf
337.00,0.879807,inf
338.00,0.879530,inf
339.00,0.879256,inf
340.00,0.878985,inf
341.00,0.878718,inf
342.00,0.878454,inf
343.00,0.878194,inf
344.00,0.877937,inf
345.00,0.877684,inf
346.00,0.877435,inf
347.00,0.877190,inf
348.00,0.876948,inf
349.00,0.876710,inf
350.00,0.876477,inf
351.00,0.876247,inf
352.00,0.876021,inf
353.00,0.875799,inf
354.00,0.875580,inf
355.00,0.875366,inf
356.00,0.875155,inf
357.00,0.874948,inf
358.00,0.874744,inf
359.00,0.874544,inf
360.00,0.874348,inf
361.00,0.874155,inf
362.00,0.873965,inf
363.00,0.873779,inf
364.00,0.873596,inf
365.00,0.873415,inf
366.00,0.873238,inf
367.00,0.873063,inf
368.00,0.872892,inf
369.00,0.872723,inf
370.00,0.872556,inf
371.00,0.872391,inf
372.00,0.872229,inf
373.00,0.872069,inf
374.00,0.871911,inf
375.00,0.871755,inf
376.00,0.871600,inf
377.00,0.871447,inf
378.00,0.871295,inf
379.00,0.871145,inf
380.00,0.870996,inf
381.00,0.870847,inf
382.00,0.870699,inf
383.00,0.870552,inf
384.00,0.870406,inf
385.00,0.870260,inf
386.00,0.870114,inf
387.00,0.869968,inf
388.00,0.869821,inf
389.00,0.869675,inf
390.00,0.869528,inf
391.00,0.869380,inf
392.00,0.869232,inf
393.00,0.869083,inf
394.00,0.868933,inf
395.00,0.868781,inf
396.00,0.868628,inf
397.00,0.868473,inf
398.00,0.868317,inf
399.00,0.868159,inf
400.00,0.867999,inf
401.00,0.867836,inf
402.00,0.867671,inf
403.00,0.867504,inf
404.00,0.867334,inf
405.00,0.867161,inf
406.00,0.866985,inf
407.00,0.866806,inf
408.00,0.866624,inf
409.00,0.866439,inf
410.00,0.866249,inf
411.00,0.866057,inf
412.00,0.865860,inf
413.00,0.865659,inf
414.00,0.865455,inf
415.00,0.865246,inf
416.00,0.865032,inf
417.00,0.864815,inf
418.00,0.864593,inf
419.00,0.864366,inf
420.00,0.864134,inf
421.00,0.863898,inf
422.00,0.863656,inf
423.00,0.863410,inf
424.00,0.863159,inf
425.00,0.862902,inf
426.00,0.862640,inf
427.00,0.862374,inf
428.00,0.862102,inf
429.00,0.861824,inf
430.00,0.861542,inf
431.00,0.861254,inf
432.00,0.860961,inf
433.00,0.860662,inf
434.00,0.860359,inf
435.00,0.860050,inf
436.00,0.859737,inf
437.00,0.859418,inf
438.00,0.859094,inf
439.00,0.858766,inf
440.00,0.858433,inf
441.00,0.858095,inf
442.00,0.857753,inf
443.00,0.857407,inf
444.00,0.857057,inf
445.00,0.856702,inf
446.00,0.856344,inf
447.00,0.855982,inf
448.00,0.855617,inf
449.00,0.855249,inf
450.00,0.854878,inf
451.00,0.854505,inf
452.00,0.854129,inf
453.00,0.853750,inf
454.00,0.853370,inf
455.00,0.852989,inf
456.00,0.852606,inf
457.00,0.852222,inf
458.00,0.851838,inf
459.00,0.851453,inf
460.00,0.851067,inf
461.00,0.850682,inf
462.00,0.850298,inf
463.00,0.849914,inf
464.00,0.849531,inf
465.00,0.849150,inf
466.00,0.848770,inf
467.00,0.848392,inf
468.00,0.848017,inf
469.00,0.847644,inf
470.00,0.847273,inf
471.00,0.846906,inf
472.00,0.846541,inf
473.00,0.846181,inf
474.00,0.845824,inf
475.00,0.845471,inf
476.00,0.845122,inf
477.00,0.844777,inf
478.00,0.844437,inf
479.00,0.844101,inf
480.00,0.843771,inf
481.00,0.843445,inf
482.00,0.843125,inf
483.00,0.842809,inf
484.00,0.842500,inf
485.00,0.842195,inf
486.00,0.841897,inf
487.00,0.841603,inf
488.00,0.841316,inf
489.00,0.841034,inf
490.00,0.840759,inf
491.00,0.840489,inf
492.00,0.840224,inf
493.00,0.839966,inf
494.00,0.839714,inf
495.00,0.839467,inf
496.00,0.839227,inf
497.00,0.838992,inf
498.00,0.838763,inf
499.00,0.838540,inf
500.00,0.838322,inf
501.00,0.838110,inf
502.00,0.837904,inf
503.00,0.837703,inf
504.00,0.837508,inf
505.00,0.837318,inf
506.00,0.837133,inf
507.00,0.836954,inf
508.00,0.836779,inf
509.00,0.836610,inf
510.00,0.836446,inf
511.00,0.836287,inf
512.00,0.836132,inf
513.00,0.835982,inf
514.00,0.835837,inf
515.00,0.835696,inf
516.00,0.835559,inf
517.00,0.835427,inf
518.00,0.835298,inf
519.00,0.835174,inf
520.00,0.835054,inf
521.00,0.834938,inf
522.00,0.834825,inf
523.00,0.834716,inf
524.00,0.834611,inf
525.00,0.834509,inf
526.00,0.834410,inf
527.00,0.834315,inf
528.00,0.834223,inf
529.00,0.834134,inf
530.00,0.834048,inf
531.00,0.833964,inf
532.00,0.833884,inf
533.00,0.833806,inf
534.00,0.833731,inf
535.00,0.833659,inf
536.00,0.833588,inf
537.00,0.833521,inf
538.00,0.833455,inf
539.00,0.833392,inf
540.00,0.833331,inf
541.00,0.833272,inf
542.00,0.833215,inf
543.00,0.833160,inf
544.00,0.833107,inf
545.00,0.833055,inf
546.00,0.833005,inf
547.00,0.832957,inf
548.00,0.832911,inf
549.00,0.832866,inf
550.00,0.832823,inf
551.00,0.832781,inf
552.00,0.832740,inf
553.00,0.832701,inf
554.00,0.832663,inf
555.00,0.832627,inf
556.00,0.832591,inf
557.00,0.832557,inf
558.00,0.832524,inf
559.00,0.832492,inf
560.00,0.832461,inf
561.00,0.832431,inf
562.00,0.832401,inf
563.00,0.832373,inf
564.00,0.832346,inf
565.00,0.832319,inf
566.00,0.832293,inf
567.00,0.832268,inf
568.00,0.832244,inf
569.00,0.832220,inf
570.00,0.832198,inf
571.00,0.832175,inf
572.00,0.832154,inf
573.00,0.832133,inf
574.00,0.832112,inf
575.00,0.832092,inf
576.00,0.832073,inf
577.00,0.832054,inf
578.00,0.832035,inf
579.00,0.832017,inf
580.00,0.832000,inf
581.00,0.831982,inf
582.00,0.831966,inf
583.00,0.831949,inf
584.00,0.831933,inf
585.00,0.831917,inf
586.00,0.831902,inf
587.00,0.831887,inf
588.00,0.831872,inf
589.00,0.831857,inf
590.00,0.831843,inf
591.00,0.831829,inf
592.00,0.831815,inf
593.00,0.831801,inf
594.00,0.831787,inf
595.00,0.831774,inf
596.00,0.831761,inf
597.00,0.831748,inf
598.00,0.831735,inf
599.00,0.831722,inf
600.00,0.831710,inf
601.00,0.831697,inf
602.00,0.831685,inf
603.00,0.831673,inf
604.00,0.831661,inf
605.00,0.831648,inf
606.00,0.831636,inf
607.00,0.831624,inf
608.00,0.831612,inf
609.00,0.831601,inf
610.00,0.831589,inf
611.00,0.831577,inf
612.00,0.831565,inf
613.00,0.831553,inf
614.00,0.831541,inf
615.00,0.831530,inf
616.00,0.831518,inf
617.00,0.831506,inf
618.00,0.831494,inf
619.00,0.831482,inf
620.00,0.831470,inf
621.00,0.831458,inf
622.00,0.831446,inf
623.00,0.831434,inf
624.00,0.831422,inf
625.00,0.831410,inf
626.00,0.831398,inf
627.00,0.831386,inf
628.00,0.831373,inf
629.00,0.831361,inf
630.00,0.831348,inf
