rubber_content,reaction,heating_rate,temperature,peak_temperature,conversion_fraction,reaction_rate_per_min,rate_constant,activation_energy_kj_mol,pre_exponential_factor,reaction_order,correlation_coefficient,kissinger_slope,specimen_id,analysis_method,model_used
0,portlandite_decomposition,5,460.0,510,0.0,3.778829208896922,3.778829208896922,130.17159561776,7112306931.204824,1.0,0.9522036145610501,-15656.91551813327,KIN_0_por_5,Kissinger_Ozawa,Arrhenius
0,portlandite_decomposition,5,465.0,510,0.9873104560991346,0.055414945588104926,4.366976939519923,130.17159561776,7112306931.204824,1.0,0.977210004304244,-15656.91551813327,KIN_0_por_5,Kissinger_Ozawa,Arrhenius
0,portlandite_decomposition,5,470.0,510,0.99,0.05036851698727213,5.036851698727208,130.17159561776,7112306931.204824,1.0,0.9629941043996959,-15656.91551813327,KIN_0_por_5,Kissinger_Ozawa,Arrhenius
0,portlandite_decomposition,5,475.0,510,0.99,0.05798411181357761,5.798411181357756,130.17159561776,7112306931.204824,1.0,0.952394398635581,-15656.91551813327,KIN_0_por_5,Kissinger_Ozawa,Arrhenius
0,portlandite_decomposition,5,480.0,510,0.99,0.06662648978246369,6.662648978246363,130.17159561776,7112306931.204824,1.0,0.9539364609133031,-15656.91551813327,KIN_0_por_5,Kissinger_Ozawa,Arrhenius
0,portlandite_decomposition,5,485.0,510,0.99,0.07641682679180498,7.641682679180491,130.17159561776,7112306931.204824,1.0,0.9837007057648703,-15656.91551813327,KIN_0_por_5,Kissinger_Ozawa,Arrhenius
0,portlandite_decomposition,5,490.0,510,0.99,0.08748847607063444,8.748847607063436,130.17159561776,7112306931.204824,1.0,0.9545382101908588,-15656.91551813327,KIN_0_por_5,Kissinger_Ozawa,Arrhenius
0,portlandite_decomposition,5,495.0,510,0.99,0.09998796396988073,9.998796396988064,130.17159561776,7112306931.204824,1.0,0.9609547406991398,-15656.91551813327,KIN_0_por_5,Kissinger_Ozawa,Arrhenius
0,portlandite_decomposition,5,500.0,510,0.99,0.11407604632718403,11.407604632718392,130.17159561776,7112306931.204824,1.0,0.9628980245998354,-15656.91551813327,KIN_0_por_5,Kissinger_Ozawa,Arrhenius
0,portlandite_decomposition,5,505.0,510,0.99,0.129928827513005,12.992882751300488,130.17159561776,7112306931.204824,1.0,0.9687763055664348,-15656.91551813327,KIN_0_por_5,Kissinger_Ozawa,Arrhenius
0,portlandite_decomposition,5,510.0,510,0.99,0.1477389442417956,14.773894424179547,130.17159561776,7112306931.204824,1.0,0.9608984581572639,-15656.91551813327,KIN_0_por_5,Kissinger_Ozawa,Arrhenius
0,portlandite_decomposition,5,515.0,510,0.99,0.16771681620278356,16.77168162027834,130.17159561776,7112306931.204824,1.0,0.9767515265478874,-15656.91551813327,KIN_0_por_5,Kissinger_Ozawa,Arrhenius
