temperature,rubber_content,heating_rate,atmosphere,dta_signal_uv,heat_flow_mw,baseline_corrected_signal,peak_identification,specimen_id,measurement_time_min,reference_material,sensitivity_uv_mg,instrument
25.0,0,5,air,2.353871377816494,0.2353871377816494,2.353871377816494,baseline,DTA_0_5_air,5.0,alumina,0.1,TA Instruments Q600 SDT
34.75975975975976,0,5,air,5.080777425110916,0.5080777425110916,5.071017665351156,baseline,DTA_0_5_air,6.951951951951952,alumina,0.1,TA Instruments Q600 SDT
44.51951951951952,0,5,air,-6.499558391720079,-0.6499558391720079,-6.519077911239599,baseline,DTA_0_5_air,8.903903903903904,alumina,0.1,TA Instruments Q600 SDT
54.27927927927928,0,5,air,-3.8035821572383783,-0.3803582157238379,-3.8328614365176574,baseline,DTA_0_5_air,10.855855855855856,alumina,0.1,TA Instruments Q600 SDT
64.03903903903904,0,5,air,-8.241572887729287,-0.8241572887729287,-8.280611926768326,baseline,DTA_0_5_air,12.807807807807809,alumina,0.1,TA Instruments Q600 SDT
73.7987987987988,0,5,air,-18.575704402457596,-1.8575704402457598,-18.624503201256395,other_transition,DTA_0_5_air,14.75975975975976,alumina,0.1,TA Instruments Q600 SDT
83.55855855855856,0,5,air,-35.85769293226945,-3.5857692932269454,-35.91625149082801,ettringite_dehydration,DTA_0_5_air,16.71171171171171,alumina,0.1,TA Instruments Q600 SDT
93.31831831831832,0,5,air,-51.20470212363859,-5.120470212363859,-51.27302044195691,ettringite_dehydration,DTA_0_5_air,18.663663663663662,alumina,0.1,TA Instruments Q600 SDT
103.07807807807808,0,5,air,-63.94984569734556,-6.394984569734556,-64.02792377542363,ettringite_dehydration,DTA_0_5_air,20.615615615615617,alumina,0.1,TA Instruments Q600 SDT
112.83783783783784,0,5,air,-77.3082768521414,-7.730827685214141,-77.39611468997924,ettringite_dehydration,DTA_0_5_air,22.56756756756757,alumina,0.1,TA Instruments Q600 SDT
122.5975975975976,0,5,air,-85.99484449009476,-8.599484449009477,-86.09244208769236,ettringite_dehydration,DTA_0_5_air,24.51951951951952,alumina,0.1,TA Instruments Q600 SDT
132.35735735735736,0,5,air,-97.44465403864736,-9.744465403864737,-97.55201139600472,ettringite_dehydration,DTA_0_5_air,26.47147147147147,alumina,0.1,TA Instruments Q600 SDT
142.11711711711712,0,5,air,-96.54361250223576,-9.654361250223577,-96.66072961935288,ettringite_dehydration,DTA_0_5_air,28.423423423423422,alumina,0.1,TA Instruments Q600 SDT
151.87687687687688,0,5,air,-74.70720548909684,-7.470720548909684,-74.83408236597371,gypsum_dehydration,DTA_0_5_air,30.375375375375377,alumina,0.1,TA Instruments Q600 SDT
161.63663663663664,0,5,air,-48.62388060470054,-4.862388060470054,-48.760517241337176,gypsum_dehydration,DTA_0_5_air,32.327327327327325,alumina,0.1,TA Instruments Q600 SDT
171.3963963963964,0,5,air,-31.458331213863023,-3.1458331213863024,-31.60472761025942,gypsum_dehydration,DTA_0_5_air,34.27927927927928,alumina,0.1,TA Instruments Q600 SDT
181.15615615615616,0,5,air,-26.51773044166404,-2.6517730441664042,-26.673886597820196,other_transition,DTA_0_5_air,36.231231231231234,alumina,0.1,TA Instruments Q600 SDT
190.91591591591592,0,5,air,-24.586530297341906,-2.4586530297341906,-24.752446213257823,other_transition,DTA_0_5_air,38.18318318318318,alumina,0.1,TA Instruments Q600 SDT
200.67567567567568,0,5,air,-23.375790973915297,-2.33757909739153,-23.551466649590974,other_transition,DTA_0_5_air,40.13513513513514,alumina,0.1,TA Instruments Q600 SDT
210.43543543543544,0,5,air,-29.729902706695004,-2.9729902706695004,-29.91533814213044,other_transition,DTA_0_5_air,42.087087087087085,alumina,0.1,TA Instruments Q600 SDT
220.1951951951952,0,5,air,-33.98097027213889,-3.3980970272138893,-34.17616546733409,other_transition,DTA_0_5_air,44.03903903903904,alumina,0.1,TA Instruments Q600 SDT
229.95495495495496,0,5,air,-41.788003918246176,-4.178800391824618,-41.99295887320113,other_transition,DTA_0_5_air,45.990990990990994,alumina,0.1,TA Instruments Q600 SDT
239.71471471471472,0,5,air,-46.651508824576894,-4.66515088245769,-46.86622353929161,other_transition,DTA_0_5_air,47.94294294294294,alumina,0.1,TA Instruments Q600 SDT
