temperature,rubber_content,heating_rate,atmosphere,sample_mass_mg,mass_fraction,mass_loss_percent,dtg_percent_per_min,cumulative_mass_loss_mg,specimen_id,measurement_time_min,flow_rate_ml_min,crucible_type,instrument
25.0,0,5,air,15,0.9924787514164402,0.7521248583559847,0.5353290569817927,0.11281872875339771,TGA_0_5_air_15,5.0,50,alumina,TA Instruments Q500
34.75975975975976,0,5,air,15,0.9879379664675902,1.2062033532409755,0.07683110808498483,0.18093050298614632,TGA_0_5_air_15,6.951951951951952,50,alumina,TA Instruments Q500
44.51951951951952,0,5,air,15,0.985517475373492,1.4482524626508009,-0.3334029004828376,0.21723786939762013,TGA_0_5_air_15,8.903903903903904,50,alumina,TA Instruments Q500
54.27927927927928,0,5,air,15,0.9822524515897164,1.7747548410283587,-0.5289472397677075,0.2662132261542538,TGA_0_5_air_15,10.855855855855856,50,alumina,TA Instruments Q500
64.03903903903904,0,5,air,15,0.980466235638227,1.953376436177301,0.3795418399439865,0.29300646542659514,TGA_0_5_air_15,12.807807807807809,50,alumina,TA Instruments Q500
73.7987987987988,0,5,air,15,0.9757117199543818,2.4288280045618227,0.08619528556541578,0.3643242006842734,TGA_0_5_air_15,14.75975975975976,50,alumina,TA Instruments Q500
83.55855855855856,0,5,air,15,0.971603391201531,2.8396608798468947,-0.4680822759585146,0.4259491319770342,TGA_0_5_air_15,16.71171171171171,50,alumina,TA Instruments Q500
93.31831831831832,0,5,air,15,0.9676561860303461,3.234381396965391,-0.07427120190758862,0.4851572095448087,TGA_0_5_air_15,18.663663663663662,50,alumina,TA Instruments Q500
103.07807807807808,0,5,air,15,0.9640503083201054,3.594969167989459,0.6958372111684485,0.5392453751984189,TGA_0_5_air_15,20.615615615615617,50,alumina,TA Instruments Q500
112.83783783783784,0,5,air,15,0.9612692907631574,3.873070923684263,0.6368438103145913,0.5809606385526395,TGA_0_5_air_15,22.56756756756757,50,alumina,TA Instruments Q500
122.5975975975976,0,5,air,15,0.9591485280028772,4.08514719971228,0.14515088233560403,0.612772079956842,TGA_0_5_air_15,24.51951951951952,50,alumina,TA Instruments Q500
132.35735735735736,0,5,air,15,0.9572544189185771,4.2745581081422905,-0.011567995822109323,0.6411837162213435,TGA_0_5_air_15,26.47147147147147,50,alumina,TA Instruments Q500
