Mix_ID,Temperature_C,Data_Type,Property_Type,Specific_Heat_Mean_J_kg_K,Specific_Heat_Std_J_kg_K,Rubber_Content_Percent,Particle_Size
C,20,Calibration,Thermal,880.0,70.4,0.0,small
C,30,Validation,Thermal,884.53,70.76,0.0,small
C,40,Calibration,Thermal,889.08,71.13,0.0,small
C,50,Calibration,Thermal,893.67,71.49,0.0,small
C,60,Validation,Thermal,898.28,71.86,0.0,small
C,70,Calibration,Thermal,902.93,72.23,0.0,small
C,80,Calibration,Thermal,907.6,72.61,0.0,small
C,90,Calibration,Thermal,912.3,72.98,0.0,small
C,100,Calibration,Thermal,917.03,73.36,0.0,small
C,110,Calibration,Thermal,921.79,73.74,0.0,small
C,120,Calibration,Thermal,926.57,74.13,0.0,small
C,130,Validation,Thermal,931.39,74.51,0.0,small
C,140,Calibration,Thermal,936.24,74.9,0.0,small
C,150,Calibration,Thermal,941.11,75.29,0.0,small
C,160,Validation,Thermal,946.01,75.68,0.0,small
C,170,Validation,Thermal,950.95,76.08,0.0,small
C,180,Calibration,Thermal,955.91,76.47,0.0,small
C,190,Calibration,Thermal,960.9,76.87,0.0,small
C,200,Calibration,Thermal,965.92,77.27,0.0,small
C,210,Calibration,Thermal,970.97,77.68,0.0,small
C,220,Calibration,Thermal,976.04,78.08,0.0,small
C,230,Calibration,Thermal,981.15,78.49,0.0,small
C,240,Calibration,Thermal,986.28,78.9,0.0,small
C,250,Calibration,Thermal,991.45,79.32,0.0,small
C,260,Validation,Thermal,996.64,79.73,0.0,small
C,270,Validation,Thermal,1001.86,80.15,0.0,small
C,280,Calibration,Thermal,1007.11,80.57,0.0,small
C,290,Calibration,Thermal,1012.39,80.99,0.0,small
C,300,Calibration,Thermal,1017.7,81.42,0.0,small
C,310,Validation,Thermal,1023.04,81.84,0.0,small
C,320,Calibration,Thermal,1028.4,82.27,0.0,small
C,330,Calibration,Thermal,1033.8,82.7,0.0,small
C,340,Validation,Thermal,1039.22,83.14,0.0,small
C,350,Validation,Thermal,1044.67,83.57,0.0,small
C,360,Validation,Thermal,1050.16,84.01,0.0,small
C,370,Validation,Thermal,1055.67,84.45,0.0,small
C,380,Calibration,Thermal,1061.21,84.9,0.0,small
C,390,Calibration,Thermal,1066.78,85.34,0.0,small
C,400,Validation,Thermal,1072.37,85.79,0.0,small
C,410,Validation,Thermal,1078.0,86.24,0.0,small
C,420,Calibration,Thermal,1083.66,86.69,0.0,small
C,430,Calibration,Thermal,1089.34,87.15,0.0,small
C,440,Calibration,Thermal,1095.05,87.6,0.0,small
C,450,Validation,Thermal,1100.8,88.06,0.0,small
C,460,Validation,Thermal,1106.57,88.53,0.0,small
C,470,Calibration,Thermal,1112.37,88.99,0.0,small
C,480,Calibration,Thermal,1118.2,89.46,0.0,small
C,490,Calibration,Thermal,1124.05,89.92,0.0,small
C,500,Validation,Thermal,1129.94,90.4,0.0,small
C,510,Validation,Thermal,1135.86,90.87,0.0,small
C,520,Validation,Thermal,1141.8,91.34,0.0,small
C,530,Calibration,Thermal,1147.78,91.82,0.0,small
C,540,Calibration,Thermal,1153.78,92.3,0.0,small
C,550,Calibration,Thermal,1159.81,92.78,0.0,small
C,560,Calibration,Thermal,1165.87,93.27,0.0,small
C,570,Validation,Thermal,1171.96,93.76,0.0,small
C,580,Validation,Thermal,1178.08,94.25,0.0,small
C,590,Validation,Thermal,1184.22,94.74,0.0,small
C,600,Validation,Thermal,1190.4,95.23,0.0,small
C,610,Calibration,Thermal,1196.61,95.73,0.0,small
C,620,Validation,Thermal,1202.84,96.23,0.0,small
C,630,Validation,Thermal,1209.1,96.73,0.0,small
C,640,Validation,Thermal,1215.4,97.23,0.0,small
C,650,Calibration,Thermal,1221.72,97.74,0.0,small
C,660,Calibration,Thermal,1228.07,98.25,0.0,small
C,670,Calibration,Thermal,1234.44,98.76,0.0,small
C,680,Validation,Thermal,1240.85,99.27,0.0,small
C,690,Calibration,Thermal,1247.29,99.78,0.0,small
C,700,Calibration,Thermal,1253.75,100.3,0.0,small
C,710,Calibration,Thermal,1260.25,100.82,0.0,small
C,720,Calibration,Thermal,1266.77,101.34,0.0,small
C,730,Calibration,Thermal,1273.32,101.87,0.0,small
C,740,Calibration,Thermal,1279.91,102.39,0.0,small
C,750,Calibration,Thermal,1286.52,102.92,0.0,small
C,760,Calibration,Thermal,1293.15,103.45,0.0,small
C,770,Validation,Thermal,1299.82,103.99,0.0,small
C,780,Calibration,Thermal,1306.52,104.52,0.0,small
C,790,Validation,Thermal,1313.25,105.06,0.0,small
C,800,Calibration,Thermal,1320.0,105.6,0.0,small
R5S,20,Calibration,Thermal,902.0,72.16,10.0,small
R5S,30,Validation,Thermal,906.87,72.55,10.0,small
R5S,40,Calibration,Thermal,911.77,72.94,10.0,small
R5S,50,Calibration,Thermal,916.7,73.34,10.0,small
R5S,60,Calibration,Thermal,921.66,73.73,10.0,small
R5S,70,Validation,Thermal,926.66,74.13,10.0,small
R5S,80,Calibration,Thermal,931.68,74.53,10.0,small
R5S,90,Validation,Thermal,936.72,74.94,10.0,small
R5S,100,Calibration,Thermal,941.8,75.34,10.0,small
R5S,110,Calibration,Thermal,946.91,75.75,10.0,small
R5S,120,Calibration,Thermal,952.05,76.16,10.0,small
R5S,130,Calibration,Thermal,957.22,76.58,10.0,small
R5S,140,Calibration,Thermal,962.42,76.99,10.0,small
R5S,150,Calibration,Thermal,967.65,77.41,10.0,small
R5S,160,Calibration,Thermal,972.9,77.83,10.0,small
R5S,170,Validation,Thermal,978.19,78.26,10.0,small
R5S,180,Calibration,Thermal,983.51,78.68,10.0,small
R5S,190,Calibration,Thermal,988.85,79.11,10.0,small
R5S,200,Validation,Thermal,994.23,79.54,10.0,small
R5S,210,Calibration,Thermal,999.63,79.97,10.0,small
R5S,220,Calibration,Thermal,1005.07,80.41,10.0,small
R5S,230,Validation,Thermal,1010.53,80.84,10.0,small
R5S,240,Validation,Thermal,1016.03,81.28,10.0,small
R5S,250,Calibration,Thermal,1021.55,81.72,10.0,small
R5S,260,Validation,Thermal,1027.11,82.17,10.0,small
R5S,270,Calibration,Thermal,1032.69,82.62,10.0,small
R5S,280,Calibration,Thermal,1038.3,83.06,10.0,small
R5S,290,Calibration,Thermal,1043.94,83.52,10.0,small
R5S,300,Validation,Thermal,1049.62,83.97,10.0,small
R5S,310,Calibration,Thermal,1055.32,84.43,10.0,small
R5S,320,Calibration,Thermal,1061.05,84.88,10.0,small
R5S,330,Calibration,Thermal,1066.81,85.34,10.0,small
R5S,340,Calibration,Thermal,1072.6,85.81,10.0,small
R5S,350,Calibration,Thermal,1078.42,86.27,10.0,small
R5S,360,Calibration,Thermal,1084.27,86.74,10.0,small
R5S,370,Calibration,Thermal,1090.15,87.21,10.0,small
R5S,380,Calibration,Thermal,1096.06,87.69,10.0,small
R5S,390,Calibration,Thermal,1102.0,88.16,10.0,small
R5S,400,Calibration,Thermal,1107.97,88.64,10.0,small
R5S,410,Calibration,Thermal,1113.97,89.12,10.0,small
R5S,420,Calibration,Thermal,1120.0,89.6,10.0,small
R5S,430,Validation,Thermal,1126.06,90.08,10.0,small
R5S,440,Calibration,Thermal,1132.14,90.57,10.0,small
R5S,450,Calibration,Thermal,1138.26,91.06,10.0,small
R5S,460,Calibration,Thermal,1144.41,91.55,10.0,small
R5S,470,Calibration,Thermal,1150.58,92.05,10.0,small
R5S,480,Calibration,Thermal,1156.79,92.54,10.0,small
R5S,490,Calibration,Thermal,1163.03,93.04,10.0,small
R5S,500,Calibration,Thermal,1169.29,93.54,10.0,small
R5S,510,Calibration,Thermal,1175.59,94.05,10.0,small
R5S,520,Calibration,Thermal,1181.91,94.55,10.0,small
R5S,530,Calibration,Thermal,1188.26,95.06,10.0,small
R5S,540,Calibration,Thermal,1194.65,95.57,10.0,small
R5S,550,Calibration,Thermal,1201.06,96.09,10.0,small
R5S,560,Calibration,Thermal,1207.51,96.6,10.0,small
R5S,570,Calibration,Thermal,1213.98,97.12,10.0,small
R5S,580,Calibration,Thermal,1220.48,97.64,10.0,small
R5S,590,Calibration,Thermal,1227.01,98.16,10.0,small
R5S,600,Validation,Thermal,1233.58,98.69,10.0,small
R5S,610,Calibration,Thermal,1240.17,99.21,10.0,small
R5S,620,Calibration,Thermal,1246.79,99.74,10.0,small
R5S,630,Validation,Thermal,1253.44,100.28,10.0,small
R5S,640,Validation,Thermal,1260.12,100.81,10.0,small
R5S,650,Calibration,Thermal,1266.83,101.35,10.0,small
R5S,660,Calibration,Thermal,1273.57,101.89,10.0,small
R5S,670,Validation,Thermal,1280.34,102.43,10.0,small
R5S,680,Validation,Thermal,1287.14,102.97,10.0,small
R5S,690,Calibration,Thermal,1293.97,103.52,10.0,small
R5S,700,Calibration,Thermal,1300.83,104.07,10.0,small
R5S,710,Calibration,Thermal,1307.71,104.62,10.0,small
R5S,720,Calibration,Thermal,1314.63,105.17,10.0,small
R5S,730,Calibration,Thermal,1321.58,105.73,10.0,small
R5S,740,Calibration,Thermal,1328.56,106.28,10.0,small
R5S,750,Calibration,Thermal,1335.56,106.84,10.0,small
R5S,760,Validation,Thermal,1342.6,107.41,10.0,small
R5S,770,Calibration,Thermal,1349.66,107.97,10.0,small
R5S,780,Calibration,Thermal,1356.76,108.54,10.0,small
R5S,790,Validation,Thermal,1363.89,109.11,10.0,small
R5S,800,Validation,Thermal,1371.04,109.68,10.0,small
R10S,20,Calibration,Thermal,902.0,72.16,10.0,small
R10S,30,Calibration,Thermal,907.1,72.57,10.0,small
R10S,40,Calibration,Thermal,912.24,72.98,10.0,small
R10S,50,Calibration,Thermal,917.4,73.39,10.0,small
R10S,60,Calibration,Thermal,922.59,73.81,10.0,small
R10S,70,Calibration,Thermal,927.81,74.22,10.0,small
R10S,80,Calibration,Thermal,933.06,74.65,10.0,small
R10S,90,Calibration,Thermal,938.34,75.07,10.0,small
R10S,100,Calibration,Thermal,943.65,75.49,10.0,small
R10S,110,Calibration,Thermal,948.99,75.92,10.0,small
R10S,120,Calibration,Thermal,954.36,76.35,10.0,small
R10S,130,Calibration,Thermal,959.76,76.78,10.0,small
R10S,140,Calibration,Thermal,965.19,77.22,10.0,small
R10S,150,Validation,Thermal,970.65,77.65,10.0,small
R10S,160,Calibration,Thermal,976.14,78.09,10.0,small
R10S,170,Calibration,Thermal,981.66,78.53,10.0,small
R10S,180,Validation,Thermal,987.21,78.98,10.0,small
R10S,190,Calibration,Thermal,992.78,79.42,10.0,small
R10S,200,Calibration,Thermal,998.39,79.87,10.0,small
R10S,210,Calibration,Thermal,1004.03,80.32,10.0,small
R10S,220,Calibration,Thermal,1009.69,80.78,10.0,small
R10S,230,Validation,Thermal,1015.39,81.23,10.0,small
R10S,240,Calibration,Thermal,1021.12,81.69,10.0,small
R10S,250,Calibration,Thermal,1026.87,82.15,10.0,small
R10S,260,Calibration,Thermal,1032.66,82.61,10.0,small
R10S,270,Calibration,Thermal,1038.47,83.08,10.0,small
R10S,280,Calibration,Thermal,1044.32,83.55,10.0,small
R10S,290,Calibration,Thermal,1050.19,84.02,10.0,small
R10S,300,Calibration,Thermal,1056.09,84.49,10.0,small
R10S,310,Validation,Thermal,1062.03,84.96,10.0,small
R10S,320,Calibration,Thermal,1067.99,85.44,10.0,small
R10S,330,Calibration,Thermal,1073.98,85.92,10.0,small
R10S,340,Calibration,Thermal,1080.0,86.4,10.0,small
R10S,350,Calibration,Thermal,1086.06,86.88,10.0,small
R10S,360,Calibration,Thermal,1092.14,87.37,10.0,small
R10S,370,Calibration,Thermal,1098.25,87.86,10.0,small
R10S,380,Calibration,Thermal,1104.39,88.35,10.0,small
R10S,390,Calibration,Thermal,1110.56,88.84,10.0,small
R10S,400,Calibration,Thermal,1116.76,89.34,10.0,small
R10S,410,Validation,Thermal,1122.99,89.84,10.0,small
R10S,420,Calibration,Thermal,1129.25,90.34,10.0,small
R10S,430,Calibration,Thermal,1135.54,90.84,10.0,small
R10S,440,Calibration,Thermal,1141.86,91.35,10.0,small
R10S,450,Validation,Thermal,1148.21,91.86,10.0,small
R10S,460,Calibration,Thermal,1154.58,92.37,10.0,small
R10S,470,Calibration,Thermal,1160.99,92.88,10.0,small
R10S,480,Validation,Thermal,1167.43,93.39,10.0,small
R10S,490,Validation,Thermal,1173.9,93.91,10.0,small
R10S,500,Validation,Thermal,1180.39,94.43,10.0,small
R10S,510,Calibration,Thermal,1186.92,94.95,10.0,small
R10S,520,Calibration,Thermal,1193.47,95.48,10.0,small
R10S,530,Calibration,Thermal,1200.06,96.0,10.0,small
R10S,540,Validation,Thermal,1206.68,96.53,10.0,small
R10S,550,Calibration,Thermal,1213.32,97.07,10.0,small
R10S,560,Calibration,Thermal,1220.0,97.6,10.0,small
R10S,570,Calibration,Thermal,1226.7,98.14,10.0,small
R10S,580,Validation,Thermal,1233.43,98.67,10.0,small
R10S,590,Calibration,Thermal,1240.2,99.22,10.0,small
R10S,600,Calibration,Thermal,1246.99,99.76,10.0,small
R10S,610,Calibration,Thermal,1253.81,100.31,10.0,small
R10S,620,Calibration,Thermal,1260.67,100.85,10.0,small
R10S,630,Calibration,Thermal,1267.55,101.4,10.0,small
R10S,640,Calibration,Thermal,1274.46,101.96,10.0,small
R10S,650,Calibration,Thermal,1281.4,102.51,10.0,small
R10S,660,Calibration,Thermal,1288.37,103.07,10.0,small
R10S,670,Calibration,Thermal,1295.37,103.63,10.0,small
R10S,680,Calibration,Thermal,1302.4,104.19,10.0,small
R10S,690,Calibration,Thermal,1309.46,104.76,10.0,small
R10S,700,Calibration,Thermal,1316.55,105.32,10.0,small
R10S,710,Calibration,Thermal,1323.67,105.89,10.0,small
R10S,720,Calibration,Thermal,1330.82,106.47,10.0,small
R10S,730,Calibration,Thermal,1338.0,107.04,10.0,small
R10S,740,Calibration,Thermal,1345.21,107.62,10.0,small
R10S,750,Validation,Thermal,1352.45,108.2,10.0,small
R10S,760,Calibration,Thermal,1359.71,108.78,10.0,small
R10S,770,Validation,Thermal,1367.01,109.36,10.0,small
R10S,780,Calibration,Thermal,1374.34,109.95,10.0,small
R10S,790,Calibration,Thermal,1381.69,110.54,10.0,small
R10S,800,Validation,Thermal,1389.08,111.13,10.0,small
R15S,20,Calibration,Thermal,913.0,73.04,15.0,small
R15S,30,Calibration,Thermal,918.4,73.47,15.0,small
R15S,40,Calibration,Thermal,923.83,73.91,15.0,small
R15S,50,Calibration,Thermal,929.29,74.34,15.0,small
R15S,60,Validation,Thermal,934.78,74.78,15.0,small
R15S,70,Validation,Thermal,940.3,75.22,15.0,small
R15S,80,Validation,Thermal,945.85,75.67,15.0,small
R15S,90,Calibration,Thermal,951.43,76.11,15.0,small
R15S,100,Validation,Thermal,957.04,76.56,15.0,small
R15S,110,Validation,Thermal,962.67,77.01,15.0,small
R15S,120,Calibration,Thermal,968.34,77.47,15.0,small
R15S,130,Calibration,Thermal,974.04,77.92,15.0,small
R15S,140,Validation,Thermal,979.77,78.38,15.0,small
R15S,150,Calibration,Thermal,985.53,78.84,15.0,small
R15S,160,Validation,Thermal,991.32,79.31,15.0,small
R15S,170,Calibration,Thermal,997.14,79.77,15.0,small
R15S,180,Validation,Thermal,1002.99,80.24,15.0,small
R15S,190,Calibration,Thermal,1008.87,80.71,15.0,small
R15S,200,Calibration,Thermal,1014.78,81.18,15.0,small
R15S,210,Calibration,Thermal,1020.72,81.66,15.0,small
R15S,220,Validation,Thermal,1026.69,82.14,15.0,small
R15S,230,Calibration,Thermal,1032.69,82.62,15.0,small
R15S,240,Calibration,Thermal,1038.72,83.1,15.0,small
R15S,250,Calibration,Thermal,1044.78,83.58,15.0,small
R15S,260,Validation,Thermal,1050.87,84.07,15.0,small
R15S,270,Calibration,Thermal,1056.99,84.56,15.0,small
R15S,280,Validation,Thermal,1063.14,85.05,15.0,small
R15S,290,Calibration,Thermal,1069.32,85.55,15.0,small
R15S,300,Calibration,Thermal,1075.53,86.04,15.0,small
R15S,310,Calibration,Thermal,1081.77,86.54,15.0,small
R15S,320,Calibration,Thermal,1088.04,87.04,15.0,small
R15S,330,Validation,Thermal,1094.34,87.55,15.0,small
R15S,340,Calibration,Thermal,1100.67,88.05,15.0,small
R15S,350,Calibration,Thermal,1107.03,88.56,15.0,small
R15S,360,Validation,Thermal,1113.42,89.07,15.0,small
R15S,370,Calibration,Thermal,1119.84,89.59,15.0,small
R15S,380,Calibration,Thermal,1126.29,90.1,15.0,small
R15S,390,Validation,Thermal,1132.77,90.62,15.0,small
R15S,400,Calibration,Thermal,1139.28,91.14,15.0,small
R15S,410,Calibration,Thermal,1145.82,91.67,15.0,small
R15S,420,Validation,Thermal,1152.38,92.19,15.0,small
R15S,430,Calibration,Thermal,1158.98,92.72,15.0,small
R15S,440,Calibration,Thermal,1165.61,93.25,15.0,small
R15S,450,Calibration,Thermal,1172.27,93.78,15.0,small
R15S,460,Validation,Thermal,1178.96,94.32,15.0,small
R15S,470,Calibration,Thermal,1185.68,94.85,15.0,small
R15S,480,Calibration,Thermal,1192.43,95.39,15.0,small
R15S,490,Validation,Thermal,1199.21,95.94,15.0,small
R15S,500,Validation,Thermal,1206.02,96.48,15.0,small
R15S,510,Calibration,Thermal,1212.86,97.03,15.0,small
R15S,520,Calibration,Thermal,1219.73,97.58,15.0,small
R15S,530,Calibration,Thermal,1226.63,98.13,15.0,small
R15S,540,Validation,Thermal,1233.56,98.69,15.0,small
R15S,550,Calibration,Thermal,1240.52,99.24,15.0,small
R15S,560,Calibration,Thermal,1247.51,99.8,15.0,small
R15S,570,Validation,Thermal,1254.53,100.36,15.0,small
R15S,580,Validation,Thermal,1261.58,100.93,15.0,small
R15S,590,Calibration,Thermal,1268.66,101.49,15.0,small
R15S,600,Validation,Thermal,1275.77,102.06,15.0,small
R15S,610,Calibration,Thermal,1282.92,102.63,15.0,small
R15S,620,Validation,Thermal,1290.09,103.21,15.0,small
R15S,630,Calibration,Thermal,1297.29,103.78,15.0,small
R15S,640,Calibration,Thermal,1304.52,104.36,15.0,small
R15S,650,Validation,Thermal,1311.78,104.94,15.0,small
R15S,660,Calibration,Thermal,1319.07,105.53,15.0,small
R15S,670,Calibration,Thermal,1326.39,106.11,15.0,small
R15S,680,Validation,Thermal,1333.74,106.7,15.0,small
R15S,690,Validation,Thermal,1341.12,107.29,15.0,small
R15S,700,Calibration,Thermal,1348.53,107.88,15.0,small
R15S,710,Calibration,Thermal,1355.97,108.48,15.0,small
R15S,720,Calibration,Thermal,1363.44,109.07,15.0,small
R15S,730,Calibration,Thermal,1370.94,109.68,15.0,small
R15S,740,Calibration,Thermal,1378.47,110.28,15.0,small
R15S,750,Calibration,Thermal,1386.03,110.88,15.0,small
R15S,760,Validation,Thermal,1393.62,111.49,15.0,small
R15S,770,Calibration,Thermal,1401.24,112.1,15.0,small
R15S,780,Calibration,Thermal,1408.89,112.71,15.0,small
R15S,790,Calibration,Thermal,1416.57,113.33,15.0,small
R15S,800,Validation,Thermal,1424.28,113.94,15.0,small
R20S,20,Calibration,Thermal,924.0,73.92,20.0,small
R20S,30,Calibration,Thermal,929.7,74.38,20.0,small
R20S,40,Calibration,Thermal,935.43,74.83,20.0,small
R20S,50,Calibration,Thermal,941.2,75.3,20.0,small
R20S,60,Calibration,Thermal,946.99,75.76,20.0,small
R20S,70,Validation,Thermal,952.81,76.22,20.0,small
R20S,80,Validation,Thermal,958.66,76.69,20.0,small
R20S,90,Calibration,Thermal,964.55,77.16,20.0,small
R20S,100,Calibration,Thermal,970.46,77.64,20.0,small
R20S,110,Validation,Thermal,976.41,78.11,20.0,small
R20S,120,Validation,Thermal,982.38,78.59,20.0,small
R20S,130,Calibration,Thermal,988.39,79.07,20.0,small
R20S,140,Calibration,Thermal,994.42,79.55,20.0,small
R20S,150,Calibration,Thermal,1000.49,80.04,20.0,small
R20S,160,Calibration,Thermal,1006.58,80.53,20.0,small
R20S,170,Validation,Thermal,1012.71,81.02,20.0,small
