condition_name,pipe_size,pipe_material,inner_diameter_mm,inlet_velocity_m_s,inlet_turbulent_intensity,inlet_turbulent_length_scale_m,inlet_turbulent_kinetic_energy_m2_s2,inlet_dissipation_rate_m2_s3,inlet_specific_dissipation_rate_1_s,reynolds_number,wall_roughness_m,wall_roughness_constant,first_cell_height_m,y_plus_target,outlet_pressure_gauge_Pa,outlet_backflow_turbulent_intensity,outlet_backflow_length_scale_m,recommended_time_step_s,recommended_mesh_size_m,courant_number_max,reference_pressure_Pa,reference_temperature_K,reference_density_kg_m3
Low_Flow,DN50,PVC,53.099999999999994,0.5,0.04512087172965134,0.0037170000000000003,0.0007634598996163686,0.000932542572317826,13.571877373089709,25000,1.5e-06,0.5,0.0006708203932499369,30,0,0.05,0.00531,0.00010619999999999999,0.0005309999999999999,1.0,101325,293.15,998.2
Low_Flow,DN50,Steel_Carbon,53.099999999999994,0.5,0.04512087172965134,0.0037170000000000003,0.0007634598996163686,0.000932542572317826,13.571877373089709,25000,4.4999999999999996e-05,0.5,0.0006708203932499369,30,0,0.05,0.00531,0.00010619999999999999,0.0005309999999999999,1.0,101325,293.15,998.2
Low_Flow,DN50,Concrete,53.099999999999994,0.5,0.04512087172965134,0.0037170000000000003,0.0007634598996163686,0.000932542572317826,13.571877373089709,25000,0.0015,0.5,0.0006708203932499369,30,0,0.05,0.00531,0.00010619999999999999,0.0005309999999999999,1.0,101325,293.15,998.2
Low_Flow,DN100,PVC,105.3,0.5,0.04512087172965134,0.007371000000000001,0.0007634598996163686,0.0004702565108269379,6.84393816249823,25000,1.5e-06,0.5,0.0006708203932499369,30,0,0.05,0.010530000000000001,0.0002106,0.001053,1.0,101325,293.15,998.2
Low_Flow,DN100,Steel_Carbon,105.3,0.5,0.04512087172965134,0.007371000000000001,0.0007634598996163686,0.0004702565108269379,6.84393816249823,25000,4.4999999999999996e-05,0.5,0.0006708203932499369,30,0,0.05,0.010530000000000001,0.0002106,0.001053,1.0,101325,293.15,998.2
Low_Flow,DN100,Concrete,105.3,0.5,0.04512087172965134,0.007371000000000001,0.0007634598996163686,0.0004702565108269379,6.84393816249823,25000,0.0015,0.5,0.0006708203932499369,30,0,0.05,0.010530000000000001,0.0002106,0.001053,1.0,101325,293.15,998.2
Low_Flow,DN150,PVC,157.10000000000002,0.5,0.04512087172965134,0.010997000000000003,0.0007634598996163686,0.00031520057663957064,4.58731183011498,25000,1.5e-06,0.5,0.0006708203932499369,30,0,0.05,0.015710000000000002,0.00031420000000000005,0.0015710000000000001,1.0,101325,293.15,998.2
Low_Flow,DN150,Steel_Carbon,157.10000000000002,0.5,0.04512087172965134,0.010997000000000003,0.0007634598996163686,0.00031520057663957064,4.58731183011498,25000,4.4999999999999996e-05,0.5,0.0006708203932499369,30,0,0.05,0.015710000000000002,0.00031420000000000005,0.0015710000000000001,1.0,101325,293.15,998.2
Low_Flow,DN150,Concrete,157.10000000000002,0.5,0.04512087172965134,0.010997000000000003,0.0007634598996163686,0.00031520057663957064,4.58731183011498,25000,0.0015,0.5,0.0006708203932499369,30,0,0.05,0.015710000000000002,0.00031420000000000005,0.0015710000000000001,1.0,101325,293.15,998.2
Medium_Flow,DN50,PVC,53.099999999999994,1.5,0.039331211568507086,0.0037170000000000003,0.005220936686632497,0.01667677083571648,35.491227887251,75000,1.5e-06,0.5,0.00022360679774997895,30,0,0.05,0.00531,3.539999999999999e-05,0.0005309999999999999,1.0,101325,293.15,998.2
Medium_Flow,DN50,Steel_Carbon,53.099999999999994,1.5,0.039331211568507086,0.0037170000000000003,0.005220936686632497,0.01667677083571648,35.491227887251,75000,4.4999999999999996e-05,0.5,0.00022360679774997895,30,0,0.05,0.00531,3.539999999999999e-05,0.0005309999999999999,1.0,101325,293.15,998.2
Medium_Flow,DN50,Concrete,53.099999999999994,1.5,0.039331211568507086,0.0037170000000000003,0.005220936686632497,0.01667677083571648,35.491227887251,75000,0.0015,0.5,0.00022360679774997895,30,0,0.05,0.00531,3.539999999999999e-05,0.0005309999999999999,1.0,101325,293.15,998.2
Medium_Flow,DN100,PVC,105.3,1.5,0.039331211568507086,0.007371000000000001,0.005220936686632497,0.008409653669292926,17.89728585767358,75000,1.5e-06,0.5,0.00022360679774997895,30,0,0.05,0.010530000000000001,7.02e-05,0.001053,1.0,101325,293.15,998.2
Medium_Flow,DN100,Steel_Carbon,105.3,1.5,0.039331211568507086,0.007371000000000001,0.005220936686632497,0.008409653669292926,17.89728585767358,75000,4.4999999999999996e-05,0.5,0.00022360679774997895,30,0,0.05,0.010530000000000001,7.02e-05,0.001053,1.0,101325,293.15,998.2
Medium_Flow,DN100,Concrete,105.3,1.5,0.039331211568507086,0.007371000000000001,0.005220936686632497,0.008409653669292926,17.89728585767358,75000,0.0015,0.5,0.00022360679774997895,30,0,0.05,0.010530000000000001,7.02e-05,0.001053,1.0,101325,293.15,998.2
Medium_Flow,DN150,PVC,157.10000000000002,1.5,0.039331211568507086,0.010997000000000003,0.005220936686632497,0.005636769773243443,11.99608020886714,75000,1.5e-06,0.5,0.00022360679774997895,30,0,0.05,0.015710000000000002,0.00010473333333333335,0.0015710000000000001,1.0,101325,293.15,998.2
Medium_Flow,DN150,Steel_Carbon,157.10000000000002,1.5,0.039331211568507086,0.010997000000000003,0.005220936686632497,0.005636769773243443,11.99608020886714,75000,4.4999999999999996e-05,0.5,0.00022360679774997895,30,0,0.05,0.015710000000000002,0.00010473333333333335,0.0015710000000000001,1.0,101325,293.15,998.2
Medium_Flow,DN150,Concrete,157.10000000000002,1.5,0.039331211568507086,0.010997000000000003,0.005220936686632497,0.005636769773243443,11.99608020886714,75000,0.0015,0.5,0.00022360679774997895,30,0,0.05,0.015710000000000002,0.00010473333333333335,0.0015710000000000001,1.0,101325,293.15,998.2
High_Flow,DN50,PVC,53.099999999999994,3.0,0.036066880032459336,0.0037170000000000003,0.017561067776223488,0.10287638606275752,65.0911989418151,150000,1.5e-06,0.5,0.00011180339887498948,30,0,0.05,0.00531,1.7699999999999997e-05,0.0005309999999999999,1.0,101325,293.15,998.2
High_Flow,DN50,Steel_Carbon,53.099999999999994,3.0,0.036066880032459336,0.0037170000000000003,0.017561067776223488,0.10287638606275752,65.0911989418151,150000,4.4999999999999996e-05,0.5,0.00011180339887498948,30,0,0.05,0.00531,1.7699999999999997e-05,0.0005309999999999999,1.0,101325,293.15,998.2
High_Flow,DN50,Concrete,53.099999999999994,3.0,0.036066880032459336,0.0037170000000000003,0.017561067776223488,0.10287638606275752,65.0911989418151,150000,0.0015,0.5,0.00011180339887498948,30,0,0.05,0.00531,1.7699999999999997e-05,0.0005309999999999999,1.0,101325,293.15,998.2
