time_s,signal1,signal2
0.0,-0.0012150964035916286,0.00021740679589319863
1e-06,-0.0011876334048719957,0.0002123682677218889
2e-06,-0.0011602826416705458,0.0002073570632340782
3e-06,-0.001133045931604672,0.00020237387240743852
4e-06,-0.0011059485629424408,0.0001974241880380883
5e-06,-0.0010790181181627304,0.00019251379909902044
6e-06,-0.0010522759464729628,0.000187647547362266
7e-06,-0.0010257438543467502,0.0001828302901012308
8e-06,-0.0009994242165254552,0.0001780621293016807
9e-06,-0.0009733099803184032,0.00017334108177431888
1e-05,-0.0009474081014597936,0.0001686678872674212
1.1e-05,-0.0009217227816230058,0.00016404259763050244
1.2e-05,-0.000896245277155811,0.00015946322530396617
1.3e-05,-0.0008709694244276177,0.00015492840794637392
1.4e-05,-0.0008458798820218955,0.00015043462829622683
1.5e-05,-0.0008209603934323099,0.00014597821420695995
1.6e-05,-0.0007962267414166823,0.0001415617420118254
1.7e-05,-0.0007717030659177353,0.00013718930536895247
1.8e-05,-0.0007474030755602801,0.00013286330989213698
1.9e-05,-0.0007233437755322793,0.0001285868064834261
2e-05,-0.0006995351784189495,0.00012436096659766197
2.1e-05,-0.0006759797798243412,0.00012018552006727572
2.2e-05,-0.0006526953356553605,0.00011606307758224852
2.3e-05,-0.0006296970219088293,0.00011199575951013579
2.4e-05,-0.0006069745898523119,0.00010798155698995959
2.5e-05,-0.0005845143675687922,0.00010401804164566011
2.6e-05,-0.0005622954727790469,0.00010010118020731803
2.7e-05,-0.0005402932566888536,9.622631163419181e-05
2.8e-05,-0.0005185093178420325,9.239371170479008e-05
2.9e-05,-0.0004969496063717662,8.860436842401041e-05
3e-05,-0.00047561040342452285,8.485772901784417e-05
3.1e-05,-0.0004544902785935051,8.115365705296073e-05
3.2e-05,-0.00043357372987275385,7.748884560162716e-05
3.3e-05,-0.00041283697469159575,7.385833607040314e-05
3.4e-05,-0.00039227687127360805,7.026103931873087e-05
3.5e-05,-0.0003718898980404931,6.669572953740893e-05
3.6e-05,-0.0003516521211961293,6.315769668986199e-05
3.7e-05,-0.0003315442533637942,5.964320273452381e-05
3.8e-05,-0.00031153954420819874,5.6146896925174805e-05
3.9e-05,-0.00029161290785998756,5.2663774546080485e-05
4e-05,-0.0002717866015551099,4.9197722951745734e-05
