time_s,signal1,signal2
0.0,0.0010083689717182154,0.0015423743724140473
1e-06,0.0009832469707211056,0.0015049714699254485
2e-06,0.0009583385788560647,0.0014678353397801491
3e-06,0.0009336517285177704,0.0014309740719606284
4e-06,0.0009092204451129592,0.001394433609454854
5e-06,0.0008850785316434206,0.0013582609434458028
6e-06,0.0008612579792016239,0.0013224979669770238
7e-06,0.000837790104198334,0.001287186142544545
8e-06,0.0008146722158793645,0.0012523237055520977
9e-06,0.0007918885171046904,0.0012178912414942257
1e-05,0.0007694370009917422,0.0011838899560447289
1.1e-05,0.0007473106163248985,0.0011503147117061193
1.2e-05,0.0007254967400183155,0.0011171484028394188
1.3e-05,0.0007039871912898743,0.0010843795779755343
1.4e-05,0.0006827590818730103,0.0010519777109292679
1.5e-05,0.0006617889538459844,0.0010199112620941325
1.6e-05,0.0006410854656132717,0.0009881962834711962
1.7e-05,0.0006206639582707754,0.0009568595619499007
1.8e-05,0.0006005344530076136,0.0009259175129505621
1.9e-05,0.0005807103138344462,0.0008953914834621229
2e-05,0.0005611901826665257,0.0008652847648167073
2.1e-05,0.0005419654886409343,0.0008355898225318374
2.2e-05,0.0005230416318868382,0.0008063204213556252
2.3e-05,0.0005044215858876687,0.0007774866658038054
2.4e-05,0.0004860950232905172,0.0007490731159271499
2.5e-05,0.0004680518843703345,0.00072106292940377
2.6e-05,0.0004502717910506225,0.000693425531376044
2.7e-05,0.00043273215011737764,0.0006661263206831269
2.8e-05,0.0004154343153858575,0.0006391671599913327
2.9e-05,0.0003983820061910078,0.0006125543644713605
3e-05,0.0003815742875208224,0.0005862849625360934
3.1e-05,0.0003650121105035135,0.0005603589536406005
3.2e-05,0.0003486756809172981,0.0005347489404406155
3.3e-05,0.00033253619625427854,0.0005094145964921103
3.4e-05,0.00031658359529470296,0.00048434412253909307
3.5e-05,0.00030080648894206943,0.0004595242134651889
3.6e-05,0.00028518003393108006,0.00043491844612236356
3.7e-05,0.00026968510943658623,0.0004104983237243519
3.8e-05,0.0002542926375939608,0.0003862218413739681
3.9e-05,0.00023897554173755347,0.0003620497953161944
4e-05,0.0002237500232199486,0.0003380086905663447
4.1e-05,0.000208644896827463,0.00031414472634784676
4.2e-05,0.0001936821560262319,0.0002904920109283257
4.3e-05,0.00017889013132545937,0.00026709423242047523
4.4e-05,0.00016428609163128527,0.0002439809491667558
4.5e-05,0.00014988098782071197,0.0002211720944056362
4.6e-05,0.0001357031398729966,0.00019871423847766934
4.7e-05,0.00012178010173379225,0.0001766529129193692
4.8e-05,0.0001081212164602828,0.00015500218436096516
4.9e-05,9.473470656105759e-05,0.00013377319505409487
5e-05,8.162256947109017e-05,0.00011296946306859697
5.1e-05,6.878438013716163e-05,9.25904132226742e-05
5.2e-05,5.624101826398804e-05,7.266773993448932e-05
5.3e-05,4.401664621537331e-05,5.3239019847192035e-05
5.4e-05,3.212868869011313e-05,3.4329563588612786e-05
5.5e-05,2.0595494686154875e-05,1.5966405536201773e-05
5.6e-05,9.422484009786627e-06,-1.8386833472738933e-06
5.7e-05,-1.3920537264801201e-06,-1.9083999585136065e-05
5.8e-05,-1.1837663529945224e-05,-3.5748693934010566e-05
5.9e-05,-2.1905592249402797e-05,-5.181392431556369e-05
6e-05,-3.160005504017572e-05,-6.728421594080911e-05
6.1e-05,-4.0923700317869885e-05,-8.216244664191706e-05
6.2e-05,-4.9885385411156766e-05,-9.64594247212303e-05
6.3e-05,-5.84950047471822e-05,-0.00011018788413348304
6.4e-05,-6.673598401720899e-05,-0.00012331884426012744
6.5e-05,-7.458439827877131e-05,-0.00013581120210321392
6.6e-05,-8.202687583052554e-05,-0.00014764265833205702
6.7e-05,-8.904772889006182e-05,-0.00015878742129935485
6.8e-05,-9.563446669434215e-05,-0.00016922192759895741
6.9e-05,-0.00010178112748083568,-0.00017893320607266256
7e-05,-0.00010747005265090539,-0.00018788947782515182
7.1e-05,-0.00011268606366929942,-0.000196063085389275
7.2e-05,-0.0001174388424982159,-0.00020347048601777396
7.3e-05,-0.00012174318589033336,-0.00021013782697766053
7.4e-05,-0.00012561780313777806,-0.00021609629457941944
7.5e-05,-0.00012908546268050575,-0.00022138421594205952
7.6e-05,-0.00013215112844899808,-0.0002260112375031502
7.7e-05,-0.00013481655532297885,-0.00022998131442643672
7.8e-05,-0.00013709265242549802,-0.0002333148397304625
7.9e-05,-0.00013898950024556804,-0.00023603088970204378
8e-05,-0.00014052384043253223,-0.00023815642851836982
8.1e-05,-0.00014171756215623486,-0.0002397262411423611
8.2e-05,-0.00014258046998592014,-0.00024075570045062369
8.3e-05,-0.0001431229874002871,-0.00024126087622449157
8.4e-05,-0.00014336935002210168,-0.00024128197120331263
8.5e-05,-0.0001433418071163325,-0.00024085657638925863
8.6e-05,-0.00014306796797403722,-0.00024002983174529615
8.7e-05,-0.00014257476411462408,-0.00023884596771899376
8.8e-05,-0.00014186074965586354,-0.00023730363813390763
8.9e-05,-0.00014091652188976048,-0.00023538836676663063
9e-05,-0.000139737892567042,-0.00023309515663752536
9.1e-05,-0.0001383169898151471,-0.00023041313241864927
9.2e-05,-0.00013665442702112405,-0.0002273433373624361
9.3e-05,-0.0001347555080992644,-0.00022389433261644283
9.4e-05,-0.0001326140793498101,-0.00022005618765549596
9.5e-05,-0.00013022511397678478,-0.00021582066972906382
9.6e-05,-0.00012759515945076993,-0.00021120038031235524
9.7e-05,-0.00012473119114378986,-0.00020620937362217248
9.8e-05,-0.00012164662655500821,-0.0002008707716875447
9.9e-05,-0.00011835677025590772,-0.0001952109164422281
0.0001,-0.00011486057417046062,-0.00018923024708109677
0.000101,-0.00011115546053923811,-0.00018292619328973044
0.000102,-0.00010724291027972401,-0.00017630371875374423
0.000103,-0.00010312401967166142,-0.000169366970570129
0.000104,-9.881384821031011e-05,-0.0001621395623865721
0.000105,-9.433402319842796e-05,-0.00015465491121126614
0.000106,-8.969619222474562e-05,-0.00014693045353131857
0.000107,-8.491388850564924e-05,-0.00013898620702342113
0.000108,-8.000925489782154e-05,-0.00013085738833282722
0.000109,-7.500232882715794e-05,-0.00012257623904272325
0.00011,-6.991986021230539e-05,-0.00011418467455501787
0.000111,-6.478899098479997e-05,-0.00010572530930690093
0.000112,-5.961386508561687e-05,-9.720410848637415e-05
0.000113,-5.43927081347109e-05,-8.861731094724894e-05
0.000114,-4.913030204558647e-05,-7.997251893877413e-05
0.000115,-4.382883619715891e-05,-7.127322117855338e-05
0.000116,-3.8496512518207465e-05,-6.253115914296054e-05
0.000117,-3.3146674309503326e-05,-5.3766327551879175e-05
0.000118,-2.7781420871128056e-05,-4.4980583795271714e-05
0.000119,-2.240457947644719e-05,-3.61785803581989e-05
0.00012,-1.703623491217314e-05,-2.7392964851083813e-05
0.000121,-1.1697942962176158e-05,-1.86593677419254e-05
0.000122,-6.417620557274897e-06,-1.0023077884671584e-05
0.000123,-1.225369103090131e-06,-1.5331331693726578e-06
0.000124,3.868900268767284e-06,6.794026388744374e-06
0.000125,8.858220531810184e-06,1.494696535884397e-05
0.000126,1.3730315136609412e-05,2.2904998289650814e-05
0.000127,1.8474801817440937e-05,3.065051208273633e-05
0.000128,2.3067566883096086e-05,3.814497696495355e-05
0.000129,2.7478116729281724e-05,4.53398119402179e-05
0.00013,3.169156636247178e-05,5.22115844360733e-05
0.000131,3.569258409902473e-05,5.873628303809189e-05
0.000132,3.945405947649429e-05,6.48702025878892e-05
0.000133,4.2953575542963366e-05,7.05769880420314e-05
0.000134,4.616127126829289e-05,7.58086941633107e-05
0.000135,4.904942505075734e-05,8.052077908091288e-05
0.000136,5.1626126721567196e-05,8.472637644274132e-05
0.000137,5.3909959884267e-05,8.845562585681962e-05
0.000138,5.591531320774735e-05,9.173161232697125e-05
0.000139,5.7662119590361354e-05,9.458634084200788e-05
0.00014,5.915986347447545e-05,9.703543447445545e-05
0.000141,6.041337491422825e-05,9.90870301350104e-05
0.000142,6.144171154750399e-05,0.00010077220803021539
0.000143,6.226356529038546e-05,0.00010212148199760056
0.000144,6.28863954368141e-05,0.00010314672119837454
0.000145,6.33181059536534e-05,0.00010386033064597246
0.000146,6.356015104669095e-05,0.00010426459022556202
0.000147,6.361274216294515e-05,0.00010435972523772966
0.000148,6.349381052038773e-05,0.00010417447878940323
0.000149,6.322335481872033e-05,0.00010374104410209808
0.00015,6.281846779512899e-05,0.00010308668776800419
0.000151,6.229688114076846e-05,0.00010223974244599868
0.000152,6.166149612624236e-05,0.00010120523293490386
0.000153,6.090910546529025e-05,9.997847015893714e-05
0.000154,6.004534347747525e-05,9.856903117065805e-05
0.000155,5.907413629818536e-05,9.698382229569031e-05
0.000156,5.799424932560259e-05,9.522108536261021e-05
0.000157,5.680678521717944e-05,9.328273670060324e-05
0.000158,5.550648952943506e-05,9.116065957716128e-05
0.000159,5.408803281782137e-05,8.884658874486006e-05
0.00016,5.256458959878911e-05,8.636209366384957e-05
0.000161,5.095391301156445e-05,8.373618670647275e-05
0.000162,4.92696788516407e-05,8.09910824664986e-05
0.000163,4.752757763860838e-05,7.815223004309658e-05
0.000164,4.573739181718766e-05,7.523585020718163e-05
0.000165,4.39050324928564e-05,7.225189660261069e-05
0.000166,4.204410270058892e-05,6.922276326688781e-05
0.000167,4.01669476113758e-05,6.616879777998643e-05
0.000168,3.827592887037314e-05,6.309375412826534e-05
0.000169,3.637232375732245e-05,5.999947528416567e-05
0.00017,3.445315900659406e-05,5.688106618402917e-05
0.000171,3.251386030334422e-05,5.373097828054719e-05
0.000172,3.056136386433968e-05,5.056028701054896e-05
0.000173,2.860395576465684e-05,4.738230876103469e-05
0.000174,2.6646804463127886e-05,4.420513842942096e-05
0.000175,2.4695675466484246e-05,4.103783549465033e-05
0.000176,2.2747714225563797e-05,3.787581565619645e-05
0.000177,2.0796211539598195e-05,3.470831151563438e-05
0.000178,1.8842051276282364e-05,3.1536830530364647e-05
0.000179,1.688528245694186e-05,2.8361561826248385e-05
0.00018,1.4920755917972705e-05,2.5174098760149682e-05
0.000181,1.2945586350403502e-05,2.196963701667807e-05
0.000182,1.0951599380620634e-05,1.873492622219638e-05
0.000183,8.931484257521969e-06,1.5458097218409663e-05
0.000184,6.8956305587593335e-06,1.21558926109641e-05
0.000185,4.858636778407876e-06,8.851890271696375e-06
0.000186,2.8345414875025764e-06,5.568670367403882e-06
0.000187,8.397211524507927e-07,2.3325885140146714e-06
0.000188,-1.11880513848225e-06,-8.449797645450044e-07
0.000189,-3.0368465213918416e-06,-3.957226233297468e-06
0.00019,-4.903721028862952e-06,-6.986849200979586e-06
0.000191,-6.709687918329181e-06,-9.918057863697041e-06
0.000192,-8.446043713843514e-06,-1.2736912421869162e-05
0.000193,-1.0102556140288968e-05,-1.542706572371476e-05
0.000194,-1.1675904186021287e-05,-1.7983232478900965e-05
0.000195,-1.3163390286805206e-05,-2.0401148433892947e-05
0.000196,-1.4552696259269024e-05,-2.2661049868991527e-05
0.000197,-1.5832263081660942e-05,-2.4744359651507698e-05
0.000198,-1.698974700714912e-05,-2.6631300829333852e-05
0.000199,-1.8013417288276905e-05,-2.830307601021736e-05
0.0002,-1.89072087038186e-05,-2.9765962623588816e-05
0.000201,-1.968036166782965e-05,-3.103474207898682e-05
0.000202,-2.0338111969349077e-05,-3.211776375717465e-05
0.000203,-2.0888042322239806e-05,-3.3027134156647136e-05
0.000204,-2.1336420156058918e-05,-3.3772888772731634e-05
0.000205,-2.168749702274774e-05,-3.436184102668514e-05
0.000206,-2.1951955009830078e-05,-3.4811099989924824e-05
0.000207,-2.214047601005916e-05,-3.513777717684634e-05
0.000208,-2.225454760759737e-05,-3.534424066352851e-05
0.000209,-2.2294428491165422e-05,-3.543088469905618e-05
0.00021,-2.2259683917831457e-05,-3.539700222156361e-05
0.000211,-2.2148900220384573e-05,-3.524031879935908e-05
0.000212,-2.1968086154533645e-05,-3.4970448348485134e-05
0.000213,-2.172511130527217e-05,-3.4599988226292165e-05
0.000214,-2.1424525392266406e-05,-3.413621908383507e-05
0.000215,-2.107145222984685e-05,-3.358734216727125e-05
0.000216,-2.0669427957170174e-05,-3.295902279022018e-05
0.000217,-2.0220340685504763e-05,-3.225429230654303e-05
0.000218,-1.9730154134068416e-05,-3.148270495181952e-05
0.000219,-1.9204754189496883e-05,-3.065369234631318e-05
0.00022,-1.8644632993958773e-05,-2.9768061897011517e-05
0.000221,-1.805049004569524e-05,-2.8826955504798003e-05
0.000222,-1.7422077827616005e-05,-2.7829997163351583e-05
0.000223,-1.6758823967393828e-05,-2.677629458109015e-05
0.000224,-1.6068506462723064e-05,-2.567831738019419e-05
0.000225,-1.5361555791613708e-05,-2.4552776510069886e-05
0.000226,-1.4644359518397655e-05,-2.340992984640159e-05
0.000227,-1.3924057952862143e-05,-2.2261242132187468e-05
0.000228,-1.3208133707270382e-05,-2.111870223831874e-05
0.000229,-1.2502083402023938e-05,-1.999112331782601e-05
0.00023,-1.18151179670942e-05,-1.88932656388213e-05
0.000231,-1.1155742950702127e-05,-1.7838760446727477e-05
0.000232,-1.0523049430507826e-05,-1.6826211642135398e-05
0.000233,-9.913925947002302e-06,-1.5850715956373183e-05
0.000234,-9.324879512461511e-06,-1.49067323786204e-05
0.000235,-8.750981113703868e-06,-1.3986427931264398e-05
0.000236,-8.192491404575084e-06,-1.3090299403941506e-05
0.000237,-7.65095548233071e-06,-1.2220892103300603e-05
0.000238,-7.124470903756177e-06,-1.1375256700596408e-05
0.000239,-6.611397082554138e-06,-1.0550863856832334e-05
0.00024,-6.1098312711552425e-06,-9.744691411316786e-06
0.000241,-5.616783711094731e-06,-8.951960319833546e-06
0.000242,-5.132501935434701e-06,-8.173090906892453e-06
0.000243,-4.6572662705310584e-06,-7.408547274144276e-06
0.000244,-4.186826994230988e-06,-6.651570973734737e-06
0.000245,-3.7171987260830118e-06,-5.895844418619912e-06
0.000246,-3.243519321094668e-06,-5.1336057500664906e-06
0.000247,-2.761085173408816e-06,-4.357354501731255e-06
0.000248,-2.272591827949801e-06,-3.571480315232591e-06
0.000249,-1.7829650182745866e-06,-2.7839415931055587e-06
0.00025,-1.2955190307326533e-06,-2.000154632210819e-06
0.000251,-8.145192042564434e-07,-1.2270640650815033e-06
0.000252,-3.425811436675086e-07,-4.6888515559285425e-07
0.000253,1.1879938181301328e-07,2.719668049254555e-07
0.000254,5.653239516790691e-07,9.885812055090465e-07
0.000255,9.929005917286772e-07,1.674385470265122e-06
0.000256,1.4007033687469195e-06,2.327945939415209e-06
0.000257,1.788253493058634e-06,2.948352307270676e-06
0.000258,2.156174746750925e-06,3.536527917707637e-06
0.000259,2.505556036011096e-06,4.094134842671881e-06
