temperature_C,cte_1_per_C
20.0,8e-06
22.91457286432161,8.058291457286431e-06
25.829145728643216,8.116582914572864e-06
28.743718592964825,8.174874371859296e-06
31.65829145728643,8.233165829145728e-06
34.57286432160804,8.291457286432161e-06
37.48743718592965,8.349748743718592e-06
40.402010050251256,8.408040201005024e-06
43.31658291457286,8.466331658291457e-06
46.231155778894475,8.524623115577889e-06
49.14572864321608,8.58291457286432e-06
52.06030150753769,8.641206030150754e-06
54.9748743718593,8.699497487437185e-06
57.88944723618091,8.757788944723619e-06
60.80402010050251,8.81608040201005e-06
63.718592964824126,8.874371859296482e-06
66.63316582914572,8.932663316582915e-06
69.54773869346734,8.990954773869346e-06
72.46231155778895,9.049246231155778e-06
75.37688442211055,9.107537688442211e-06
78.29145728643216,9.165829145728643e-06
81.20603015075378,9.224120603015074e-06
84.12060301507537,9.282412060301508e-06
87.03517587939699,9.34070351758794e-06
89.9497487437186,9.398994974874373e-06
92.8643216080402,9.457286432160804e-06
95.77889447236181,9.515577889447236e-06
98.69346733668343,9.573869346733669e-06
101.60804020100502,9.6321608040201e-06
104.52261306532664,9.690452261306532e-06
107.43718592964825,9.748743718592965e-06
110.35175879396985,9.807035175879397e-06
113.26633165829146,9.865326633165828e-06
116.18090452261308,9.923618090452262e-06
119.09547738693468,9.981909547738693e-06
122.01005025125629,1.0040201005025125e-05
124.9246231155779,1.0098492462311558e-05
127.8391959798995,1.015678391959799e-05
130.7537688442211,1.0215075376884421e-05
133.66834170854273,1.0273366834170855e-05
136.58291457286433,1.0331658291457286e-05
139.49748743718595,1.038994974874372e-05
142.41206030150755,1.0448241206030151e-05
145.32663316582915,1.0506532663316583e-05
148.24120603015075,1.0564824120603014e-05
151.15577889447238,1.0623115577889447e-05
154.07035175879398,1.0681407035175879e-05
156.98492462311557,1.0739698492462312e-05
159.8994974874372,1.0797989949748744e-05
162.8140703517588,1.0856281407035175e-05
165.7286432160804,1.0914572864321607e-05
168.64321608040203,1.097286432160804e-05
171.55778894472363,1.1031155778894472e-05
174.47236180904522,1.1089447236180905e-05
177.38693467336685,1.1147738693467337e-05
180.30150753768845,1.1206030150753768e-05
183.21608040201005,1.12643216080402e-05
186.13065326633168,1.1322613065326633e-05
189.04522613065328,1.1380904522613066e-05
191.95979899497488,1.1439195979899498e-05
194.8743718592965,1.149748743718593e-05
197.7889447236181,1.1555778894472361e-05
200.7035175879397,1.1614070351758794e-05
203.61809045226133,1.1672361809045226e-05
206.53266331658293,1.1730653266331659e-05
209.44723618090453,1.178894472361809e-05
212.36180904522615,1.1847236180904522e-05
215.27638190954775,1.1905527638190954e-05
218.19095477386935,1.1963819095477387e-05
221.10552763819098,1.202211055276382e-05
224.02010050251258,1.2080402010050252e-05
226.93467336683418,1.2138693467336683e-05
229.8492462311558,1.2196984924623115e-05
232.7638190954774,1.2255276381909547e-05
235.678391959799,1.231356783919598e-05
